# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=4) -> e + H2(d3Pu) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  4  1.19639E+01    3.14690E-02  -2.33890E-02   2.12790E-01  -4.86490E-01   4.78140E-01
   1 <-  4  1.22425E+01    6.93820E-02  -1.10240E-01   9.91250E-01  -2.18090E+00   2.09910E+00
   2 <-  4  1.25055E+01    1.05450E-02  -2.34980E-03   2.31400E-02  -4.69700E-02   4.53200E-02
   3 <-  4  1.27530E+01    4.62780E-02  -4.69270E-02   4.10880E-01  -8.77680E-01   8.13890E-01
   4 <-  4  1.29856E+01    3.31470E-02  -2.37480E-02   2.01940E-01  -4.26880E-01   3.84380E-01
   5 <-  4  1.32041E+01    2.07800E-03  -1.00800E-04   1.54350E-03  -1.81430E-03   1.99260E-03
   6 <-  4  1.34085E+01    1.78130E-02  -6.64930E-03   5.47900E-02  -1.17410E-01   1.04220E-01
   7 <-  4  1.35992E+01    2.66800E-02  -1.47330E-02   1.25420E-01  -2.57380E-01   2.28800E-01
   8 <-  4  1.37760E+01    2.91460E-02  -1.72850E-02   1.45220E-01  -2.92870E-01   2.54730E-01
   9 <-  4  1.39389E+01    2.62740E-02  -1.38090E-02   1.15050E-01  -2.27680E-01   1.94400E-01
  10 <-  4  1.40875E+01    1.78750E-02  -6.30200E-03   5.71420E-02  -1.06240E-01   9.31820E-02
  11 <-  4  1.42214E+01    1.24590E-02  -3.00140E-03   2.77340E-02  -4.95830E-02   4.29480E-02
  12 <-  4  1.43400E+01    6.62670E-03  -8.23340E-04   8.84690E-03  -1.39970E-02   1.24670E-02
  13 <-  4  1.44422E+01    1.27540E-07   2.45740E-04  -1.86580E-03   9.13560E-03  -7.49400E-03
  14 <-  4  1.45263E+01   -6.33630E-07   2.37550E-05  -6.68650E-05   8.06090E-04  -7.04400E-04
  15 <-  4  1.45892E+01    8.73700E-04  -1.31770E-05   7.82480E-05  -1.38030E-04   7.41930E-05
  16 <-  4  1.46279E+01    6.44380E-04  -8.80530E-06   6.64580E-05  -1.71450E-04   1.65670E-04
  17 <-  4  1.46516E+01    9.22920E-04  -1.73500E-05   1.31300E-04  -3.09140E-04   2.82800E-04
  18 <-  4  1.46672E+01    9.18210E-04  -1.69380E-05   1.28980E-04  -2.93510E-04   2.63750E-04
  19 <-  4  1.46762E+01    7.21090E-04  -1.03840E-05   7.93520E-05  -1.77850E-04   1.58610E-04
  20 <-  4  1.46796E+01    3.06370E-04  -1.87060E-06   1.43140E-05  -3.19180E-05   2.83950E-05
  DE <-  4  1.46798E+01    5.28990E-02  -3.39590E-02   2.85690E-01   1.49280E-01  -4.13080E-01
