# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + H2(X1Sg,vi=4) -> e + H2(a3Sg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  4  9.90204E+00    3.51940E-02  -2.64410E-02   1.87750E-01  -3.98910E-01   3.48010E-01
   1 <-  4  1.02152E+01    1.58160E-01  -5.25230E-01   3.60010E+00  -7.71690E+00   6.52670E+00
   2 <-  4  1.05115E+01    1.45990E-01  -4.45050E-01   3.09000E+00  -6.58800E+00   5.67960E+00
   3 <-  4  1.07914E+01    1.04670E-01  -2.25760E-01   1.50320E+00  -3.28970E+00   2.76280E+00
   4 <-  4  1.10552E+01    2.67940E-02  -1.44150E-02   9.74820E-02  -2.00620E-01   1.67030E-01
   5 <-  4  1.13032E+01    1.10350E-01  -2.43400E-01   1.56240E+00  -3.39690E+00   2.75890E+00
   6 <-  4  1.15355E+01    1.18370E-01  -2.78630E-01   1.77700E+00  -3.89970E+00   3.17020E+00
   7 <-  4  1.17519E+01    9.36320E-02  -1.72280E-01   1.08080E+00  -2.36790E+00   1.89320E+00
   8 <-  4  1.19521E+01    5.18800E-02  -5.25400E-02   3.27270E-01  -7.18440E-01   5.70970E-01
   9 <-  4  1.21353E+01    1.37850E-02  -3.73880E-03   2.32760E-02  -5.25860E-02   4.15080E-02
  10 <-  4  1.23006E+01    1.41750E-02  -3.71410E-03   2.26300E-02  -4.45450E-02   3.49690E-02
  11 <-  4  1.24460E+01    3.26830E-02  -1.98900E-02   1.20330E-01  -2.46370E-01   1.91290E-01
  12 <-  4  1.25689E+01    4.11850E-02  -3.14640E-02   1.89610E-01  -3.88630E-01   3.00630E-01
  13 <-  4  1.26653E+01    4.26220E-02  -3.34950E-02   2.00250E-01  -4.09040E-01   3.13350E-01
  14 <-  4  1.27306E+01    3.61280E-02  -2.39670E-02   1.42590E-01  -2.90430E-01   2.21200E-01
  15 <-  4  1.27639E+01    2.40120E-02  -1.05660E-02   6.27230E-02  -1.27560E-01   9.69240E-02
  16 <-  4  1.27761E+01    1.47620E-02  -3.99060E-03   2.36730E-02  -4.81180E-02   3.65330E-02
  17 <-  4  1.27823E+01    1.25680E-02  -2.89120E-03   1.71450E-02  -3.48400E-02   2.64420E-02
  18 <-  4  1.27864E+01    9.62620E-03  -1.69580E-03   1.00540E-02  -2.04260E-02   1.54990E-02
  19 <-  4  1.27886E+01    6.72490E-03  -8.27540E-04   4.90560E-03  -9.96550E-03   7.56080E-03
  20 <-  4  1.27896E+01    4.34700E-03  -3.45750E-04   2.04950E-03  -4.16330E-03   3.15850E-03
  21 <-  4  1.27900E+01    2.83100E-03  -1.46640E-04   8.69210E-04  -1.76560E-03   1.33950E-03
  DE <-  4  1.27902E+01    3.87400E-07   1.93090E-01  -1.78760E+00   5.90480E+00  -4.11480E+00
