# Analytic fits to MCCC calculations of electron scattering on molecular hydrogen and its isotopologues
# Adiabatic nuclei calculations performed with the spheroidal MCCC(210) model
# Reference: Scarlett et al. Atom. Data Nucl. Data Tables (2021)
# MCCC Database: mccc-db.org
# This file: e + D2(X1Sg,vi=1) -> e + D2(j3Dg) all bound vf + dissociative excitation (DE)
#
# Fitting function: |(x-1)/x * (a0^2/x + a1/x^2 + a2/x^3 + a3/x^4 + a4/x^5)|
#                   where x = energy / threshold_energy
# Yields integrated cross section in atomic units

# vf    vi  threshold (eV)   a0            a1            a2            a3            a4
   0 <-  1  1.36035E+01    3.71100E-02  -2.37200E-02   1.46740E-01  -2.65580E-01   1.95880E-01
   1 <-  1  1.38003E+01    4.35080E-02  -3.25910E-02   1.94450E-01  -3.59230E-01   2.64490E-01
   2 <-  1  1.39920E+01    3.30340E-06   2.16560E-02  -1.84470E-01   4.54600E-01  -2.91880E-01
   3 <-  1  1.41733E+01    1.94800E-02  -6.49430E-03   3.72990E-02  -7.04790E-02   5.19970E-02
   4 <-  1  1.43455E+01    5.14140E-03  -4.38150E-04   2.42620E-03  -4.45630E-03   3.08100E-03
   5 <-  1  1.45112E+01    6.41500E-03  -7.26540E-04   4.26610E-03  -8.62320E-03   6.99980E-03
   6 <-  1  1.46705E+01    1.45880E-02  -3.66430E-03   2.10440E-02  -4.15430E-02   3.23930E-02
   7 <-  1  1.48231E+01    1.94400E-02  -6.42690E-03   3.66890E-02  -7.18260E-02   5.53510E-02
   8 <-  1  1.49683E+01    1.60570E-02  -4.49940E-03   2.79270E-02  -5.53120E-02   4.70360E-02
   9 <-  1  1.51059E+01    2.24880E-02  -8.42760E-03   4.79510E-02  -9.26430E-02   7.00680E-02
  10 <-  1  1.52367E+01    2.21830E-02  -8.12950E-03   4.61930E-02  -8.88170E-02   6.64990E-02
  11 <-  1  1.53607E+01    1.96230E-02  -6.36140E-03   3.68050E-02  -7.08860E-02   5.37780E-02
  12 <-  1  1.54776E+01    1.60140E-02  -4.28630E-03   2.58380E-02  -5.02930E-02   3.95300E-02
  13 <-  1  1.55875E+01    1.76810E-02  -5.09690E-03   2.89320E-02  -5.56740E-02   4.12250E-02
  14 <-  1  1.56904E+01    1.59360E-02  -4.13760E-03   2.34370E-02  -4.53290E-02   3.36230E-02
  15 <-  1  1.57859E+01    1.38290E-02  -3.12870E-03   1.78150E-02  -3.47910E-02   2.61360E-02
  16 <-  1  1.58742E+01    8.18430E-07   1.20140E-05   1.20610E-03  -2.91540E-03   5.31820E-03
  17 <-  1  1.59549E+01   -7.60370E-08   9.09880E-04  -7.66260E-03   1.97060E-02  -1.22070E-02
  18 <-  1  1.60278E+01    9.76250E-03  -1.56880E-03   8.81520E-03  -1.76740E-02   1.34760E-02
  19 <-  1  1.60925E+01    8.43780E-03  -1.17780E-03   6.62620E-03  -1.34380E-02   1.03570E-02
  20 <-  1  1.61485E+01    7.20640E-03  -8.64320E-04   4.87900E-03  -1.00140E-02   7.81330E-03
  21 <-  1  1.61953E+01    5.99840E-03  -6.02930E-04   3.42250E-03  -7.11090E-03   5.62550E-03
  22 <-  1  1.62322E+01    4.83170E-03  -3.94160E-04   2.25480E-03  -4.74250E-03   3.80950E-03
  23 <-  1  1.62584E+01    3.64290E-03  -2.25860E-04   1.30420E-03  -2.77540E-03   2.26550E-03
  24 <-  1  1.62733E+01    2.31790E-03  -9.20650E-05   5.36250E-04  -1.15160E-03   9.52670E-04
  25 <-  1  1.62778E+01    8.16360E-04  -1.14490E-05   6.69140E-05  -1.44170E-04   1.19860E-04
  26 <-  1  1.62784E+01    2.84100E-04  -1.38710E-06   8.11070E-06  -1.74830E-05   1.45450E-05
  DE <-  1  1.62784E+01    1.14440E-02  -2.32560E-03   1.45170E-02  -3.22630E-02   2.85700E-02
