   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
          10 1.5077e-008 5.5927e-007 9.4335e-006 1.0510e-004 8.7572e-004 5.3915e-003 2.4037e-002 7.4090e-002 1.3303e-001 7.8300e-002 1.8134e-002 4.0002e-001 2.5421e-001 1.1740e-002 5.7834e-005 6.5083e-006 2.9701e-007 4.0268e-008 2.6334e-008 2.9429e-010 2.9297e-009 3.5566e-010 2.4213e-009 1.7019e-009 7.3634e-010 3.5239e-010 2.5172e-010 1.7145e-010 1.0948e-010 6.6202e-011
          11 2.7625e-009 1.3495e-007 2.7722e-006 3.2120e-005 2.7116e-004 1.7823e-003 8.8920e-003 3.2712e-002 8.3315e-002 1.2002e-001 4.6400e-002 3.7422e-002 3.6756e-001 2.8855e-001 1.2816e-002 2.1547e-004 8.1660e-006 1.0867e-006 1.0329e-007 2.0769e-008 2.6921e-011 9.2191e-009 2.7847e-009 5.3768e-011 7.5636e-011 1.2863e-010 1.6943e-010 1.7542e-010 1.4880e-010 1.0816e-010
          12 1.5110e-009 3.6123e-008 8.2087e-007 1.0278e-005 9.0738e-005 6.1092e-004 3.2596e-003 1.3526e-002 4.1703e-002 8.8354e-002 1.0145e-001 2.2529e-002 5.7366e-002 3.3676e-001 3.2134e-001 1.2334e-002 6.3222e-004 3.8055e-006 4.0720e-006 4.7454e-007 1.4303e-008 1.4317e-008 1.5856e-010 3.0025e-009 2.3794e-009 1.4603e-009 1.2263e-009 9.4965e-010 6.6724e-010 4.3095e-010
          13 1.6683e-009 1.8730e-008 2.7740e-007 3.4267e-006 3.1754e-005 2.2031e-004 1.2244e-003 5.4677e-003 1.9171e-002 5.0050e-002 8.8417e-002 7.9726e-002 7.4622e-003 7.4034e-002 3.1210e-001 3.5096e-001 9.6842e-003 1.4616e-003 3.6429e-006 6.1467e-006 3.1683e-006 3.1852e-007 2.5035e-009 2.9407e-009 2.6702e-009 1.5918e-009 1.2887e-009 9.6284e-010 6.5698e-010 4.1553e-010
          14 1.0684e-009 1.3905e-008 1.1620e-007 1.2727e-006 1.1398e-005 8.2725e-005 4.7897e-004 2.2390e-003 8.5140e-003 2.5486e-002 5.6616e-002 8.3245e-002 5.7411e-002 7.1204e-004 8.4249e-002 2.9783e-001 3.7502e-001 5.2434e-003 2.7454e-003 9.5372e-005 6.8302e-007 4.3600e-006 2.0222e-006 6.7179e-007 2.2848e-007 1.0212e-007 7.1294e-008 4.8430e-008 3.1170e-008 1.9049e-008
          15 2.0371e-010 7.6181e-009 5.2339e-008 5.3867e-007 4.4172e-006 3.2511e-005 1.9429e-004 9.4871e-004 3.7925e-003 1.2399e-002 3.1922e-002 6.0432e-002 7.3393e-002 3.6957e-002 7.0050e-004 8.6568e-002 2.9695e-001 3.9026e-001 6.4416e-004 4.1713e-003 5.6103e-004 2.7954e-005 2.8868e-011 8.7830e-007 6.8184e-007 4.1450e-007 3.4770e-007 2.7013e-007 1.9078e-007 1.2383e-007
          16 1.0565e-011 2.1195e-009 2.1048e-008 2.3845e-007 1.9348e-006 1.3693e-005 8.2094e-005 4.1506e-004 1.7327e-003 5.9964e-003 1.6971e-002 3.7667e-002 6.0636e-002 6.0190e-002 2.0369e-002 4.9332e-003 8.1101e-002 3.1645e-001 3.8492e-001 2.6826e-003 3.6958e-003 1.6763e-003 3.8877e-004 8.5268e-005 2.2121e-005 8.4311e-006 5.2132e-006 3.1852e-006 1.8845e-006 1.0843e-006
          17 1.4241e-010 1.3284e-010 7.3237e-009 1.0059e-007 9.1778e-007 6.2061e-006 3.6733e-005 1.8762e-004 8.1362e-004 2.9463e-003 8.8788e-003 2.1847e-002 4.1796e-002 5.6788e-002 4.5179e-002 8.8442e-003 1.0960e-002 6.6018e-002 3.6731e-001 3.3786e-001 2.5640e-002 3.0139e-004 1.6238e-003 9.4531e-004 4.0420e-004 1.9930e-004 1.4783e-004 1.0500e-004 6.9691e-005 4.3441e-005
          18 1.2628e-010 3.7454e-011 2.6706e-009 4.0370e-008 4.3350e-007 2.9527e-006 1.7485e-005 8.8846e-005 3.9344e-004 1.4798e-003 4.6853e-003 1.2351e-002 2.6415e-002 4.3418e-002 4.9465e-002 3.0427e-002 2.4635e-003 1.6946e-002 4.2076e-002 4.5825e-001 2.2322e-001 7.5995e-002 7.7234e-003 3.4928e-004 4.9676e-008 1.2769e-005 2.6570e-005 3.2463e-005 2.9569e-005 2.2215e-005
          19 2.6843e-011 7.0358e-011 1.4177e-009 1.7093e-008 1.9648e-007 1.4411e-006 8.7348e-006 4.4507e-005 1.9797e-004 7.6362e-004 2.5146e-003 6.9796e-003 1.6098e-002 2.9869e-002 4.1809e-002 3.9426e-002 1.7983e-002 1.2047e-004 2.1561e-002 1.3840e-002 5.8012e-001 5.8867e-002 9.1824e-002 3.6961e-002 1.2671e-002 5.5310e-003 3.7544e-003 2.4748e-003 1.5506e-003 9.2837e-004
          20 2.9438e-012 6.4398e-012 1.1429e-009 8.7449e-009 8.8565e-008 7.2251e-007 4.5117e-006 2.3439e-005 1.0442e-004 4.0794e-004 1.3791e-003 3.9856e-003 9.7157e-003 1.9551e-002 3.1222e-002 3.7104e-002 2.8216e-002 8.7792e-003 3.2466e-004 2.6348e-002 5.9422e-004 6.3662e-001 1.3542e-002 1.1096e-002 1.3692e-002 9.3263e-003 8.2714e-003 6.6553e-003 4.8016e-003 3.1559e-003
          21 4.4476e-011 2.1317e-011 1.0424e-009 5.5770e-009 4.3055e-008 3.7930e-007 2.4037e-006 1.2806e-005 5.7577e-005 2.2651e-004 7.7774e-004 2.3153e-003 5.8851e-003 1.2571e-002 2.1948e-002 2.9995e-002 2.9803e-002 1.7706e-002 3.2117e-003 1.2186e-003 3.6865e-002 5.3936e-002 4.0966e-001 1.5827e-001 3.9362e-002 1.3103e-002 6.9239e-003 3.5338e-003 1.7528e-003 8.6976e-004
          22 7.9152e-011 8.8358e-011 8.6229e-010 4.0179e-009 2.4050e-008 2.1170e-007 1.3291e-006 7.1945e-006 3.2875e-005 1.3030e-004 4.5231e-004 1.3740e-003 3.6022e-003 8.0455e-003 1.4965e-002 2.2430e-002 2.6073e-002 2.1065e-002 9.2987e-003 6.7441e-004 1.0871e-003 7.3869e-002 1.9332e-001 3.4347e-002 6.2237e-002 4.3199e-002 3.7739e-002 2.9635e-002 2.0875e-002 1.3463e-002
          23 7.8991e-011 1.2166e-010 6.0467e-010 2.9172e-009 1.5314e-008 1.2508e-007 7.6489e-007 4.1408e-006 1.9240e-005 7.6995e-005 2.7003e-004 8.3159e-004 2.2292e-003 5.1400e-003 1.0010e-002 1.6019e-002 2.0567e-002 1.9753e-002 1.2602e-002 3.8267e-003 1.1361e-005 2.8833e-005 1.9594e-001 1.5940e-001 4.3872e-002 1.0325e-002 3.1036e-003 5.7071e-004 2.5649e-005 1.4839e-005
          24 5.8125e-011 1.0745e-010 3.6434e-010 2.0286e-009 1.0538e-008 7.7320e-008 4.5896e-007 2.4547e-006 1.1541e-005 4.6653e-005 1.6529e-004 5.1417e-004 1.4002e-003 3.3004e-003 6.6443e-003 1.1151e-002 1.5316e-002 1.6367e-002 1.2653e-002 6.1290e-003 1.1075e-003 1.8119e-004 1.6145e-002 3.8170e-001 5.7325e-004 6.4599e-003 1.2276e-002 1.2971e-002 1.0362e-002 7.0524e-003
          25 3.3956e-011 7.0843e-011 1.8734e-010 1.2804e-009 7.0615e-009 4.6858e-008 2.7172e-007 1.4295e-006 6.7576e-006 2.7553e-005 9.8493e-005 3.0876e-004 8.5025e-004 2.0347e-003 4.1925e-003 7.2769e-003 1.0469e-002 1.1995e-002 1.0375e-002 6.2318e-003 2.1300e-003 1.5452e-004 2.0762e-003 1.5421e-001 2.2497e-001 9.6647e-002 4.8406e-002 2.1190e-002 8.6566e-003 3.5509e-003
          26 1.7160e-011 3.8928e-011 8.7136e-011 7.4022e-010 4.4140e-009 2.7229e-008 1.5572e-007 8.0778e-007 3.8221e-006 1.5675e-005 5.6397e-005 1.7779e-004 4.9326e-004 1.1923e-003 2.4940e-003 4.4251e-003 6.5584e-003 7.8518e-003 7.2624e-003 4.8836e-003 2.1219e-003 4.4825e-004 2.0480e-006 2.3004e-002 4.4035e-001 6.4838e-004 2.6797e-002 3.5298e-002 2.8368e-002 1.8723e-002
          27 6.5278e-012 1.5606e-011 3.1586e-011 3.1799e-010 2.0130e-009 1.1910e-008 6.7679e-008 3.4805e-007 1.6456e-006 6.7701e-006 2.4449e-005 7.7342e-005 2.1548e-004 5.2390e-004 1.1050e-003 1.9849e-003 2.9903e-003 3.6672e-003 3.5160e-003 2.5038e-003 1.2105e-003 3.2990e-004 3.7466e-005 1.5303e-005 1.3845e-001 5.8292e-001 1.9667e-002 3.8226e-003 2.1244e-004 1.5582e-003
          28 4.7148e-013 1.1431e-012 2.2535e-012 2.3835e-011 1.5343e-010 8.9848e-010 5.0987e-009 2.6164e-008 1.2366e-007 5.0913e-007 1.8403e-006 5.8268e-006 1.6252e-005 3.9569e-005 8.3630e-005 1.5068e-004 2.2791e-004 2.8115e-004 2.7191e-004 1.9629e-004 9.7234e-005 2.7879e-005 3.6435e-006 2.3158e-008 1.5517e-003 3.1588e-002 4.2032e-001 3.1421e-001 1.8951e-001 2.1857e-002
