   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44
           0 4.0229e-001 3.2933e-001 1.6620e-001 6.7120e-002 2.3817e-002 7.7985e-003 2.4276e-003 7.3023e-004 2.1419e-004 6.1837e-005 1.7812e-005 5.1691e-006 1.4979e-006 4.1963e-007 1.0948e-007 2.6573e-008 6.5876e-009 2.0101e-009 7.9544e-010 3.0124e-010 5.4048e-011 2.5125e-012 5.8014e-011 9.1706e-011 6.0100e-011 1.2878e-011 1.1510e-012 2.2024e-011 4.1297e-011 3.8102e-011 1.9272e-011 3.2805e-012 6.7141e-013 8.5759e-012 1.7600e-011 2.0693e-011 1.6915e-011 9.7643e-012 3.4691e-012 3.4031e-013 2.6070e-013 1.6456e-012 2.7225e-012 2.3864e-012 1.0074e-012
           1 3.8801e-001 2.0248e-003 1.5437e-001 1.9915e-001 1.3656e-001 7.0242e-002 3.0697e-002 1.2122e-002 4.4686e-003 1.5661e-003 5.2998e-004 1.7617e-004 5.8286e-005 1.9168e-005 6.1629e-006 1.9047e-006 5.7068e-007 1.7479e-007 5.8937e-008 2.1961e-008 7.8141e-009 1.9234e-009 1.1011e-010 1.0617e-010 3.2342e-010 2.2454e-010 3.5881e-011 1.5554e-011 1.2144e-010 1.8140e-010 1.3094e-010 4.0645e-011 3.2293e-014 2.9277e-011 8.5317e-011 1.1722e-010 1.0630e-010 6.7457e-011 2.7473e-011 4.3673e-012 4.5962e-013 7.1639e-012 1.3528e-011 1.2399e-011 5.3132e-012
           2 1.6573e-001 2.5378e-001 7.8530e-002 1.5065e-002 1.1654e-001 1.4568e-001 1.0842e-001 6.2380e-002 3.0819e-002 1.3751e-002 5.6998e-003 2.2431e-003 8.5412e-004 3.1867e-004 1.1687e-004 4.2026e-005 1.4847e-005 5.2246e-006 1.8692e-006 6.8391e-007 2.4805e-007 8.3011e-008 2.3206e-008 4.8261e-009 6.8414e-010 9.9239e-011 7.5054e-011 1.4589e-010 1.8837e-010 1.2408e-010 2.4520e-011 6.8725e-012 8.4431e-011 1.7156e-010 1.8977e-010 1.3462e-010 5.7123e-011 7.8780e-012 2.6387e-012 2.5361e-011 5.0458e-011 6.1113e-011 5.3975e-011 3.3927e-011 1.2344e-011
           3 3.8406e-002 2.8116e-001 7.0974e-002 1.5567e-001 1.1803e-002 3.0753e-002 1.0117e-001 1.1510e-001 8.7574e-002 5.3642e-002 2.8693e-002 1.3988e-002 6.3746e-003 2.7604e-003 1.1506e-003 4.6727e-004 1.8709e-004 7.4470e-005 2.9508e-005 1.1568e-005 4.4484e-006 1.6721e-006 6.1924e-007 2.3025e-007 8.7589e-008 3.4049e-008 1.3024e-008 4.5244e-009 1.2435e-009 1.9577e-010 1.1697e-012 2.9710e-011 5.7366e-011 5.0679e-011 3.0774e-011 1.4625e-011 5.9303e-012 2.2712e-012 9.2716e-013 4.3046e-013 2.0967e-013 8.7342e-014 2.3437e-014 2.5478e-015 5.5950e-017
           4 5.1381e-003 1.1097e-001 2.8858e-001 1.1644e-003 1.3381e-001 6.5056e-002 1.3940e-005 4.2713e-002 8.9702e-002 9.3909e-002 7.1669e-002 4.5604e-002 2.5844e-002 1.3531e-002 6.6765e-003 3.1352e-003 1.4118e-003 6.1668e-004 2.6544e-004 1.1426e-004 4.9475e-005 2.1410e-005 9.1306e-006 3.7913e-006 1.5287e-006 6.0375e-007 2.3697e-007 9.3364e-008 3.6791e-008 1.4276e-008 5.3958e-009 2.0309e-009 8.2605e-010 4.0774e-010 2.5136e-010 1.6850e-010 9.7127e-011 3.3832e-011 1.0997e-012 1.4236e-011 6.1547e-011 1.1012e-010 1.2674e-010 9.5014e-011 3.7701e-011
           5 3.9876e-004 2.1108e-002 1.9332e-001 2.3126e-001 1.8400e-002 7.1185e-002 9.4719e-002 1.6265e-002 6.6066e-003 4.9211e-002 7.8157e-002 7.6405e-002 5.7937e-002 3.7708e-002 2.2277e-002 1.2324e-002 6.4842e-003 3.2707e-003 1.5895e-003 7.4790e-004 3.4277e-004 1.5447e-004 6.9429e-005 3.1684e-005 1.4885e-005 7.1971e-006 3.5101e-006 1.6646e-006 7.3453e-007 2.8822e-007 9.6080e-008 2.5973e-008 5.5266e-009 1.0402e-009 3.4148e-010 3.7995e-010 6.6165e-010 9.9361e-010 1.1823e-009 1.1484e-009 9.4282e-010 6.6940e-010 4.1153e-010 2.0434e-010 6.6295e-011
           6 9.8644e-006 1.6262e-003 4.5292e-002 2.5771e-001 1.6236e-001 5.7439e-002 2.6000e-002 9.0633e-002 4.0917e-002 4.2441e-004 1.8348e-002 5.1885e-002 6.7184e-002 6.1653e-002 4.6332e-002 3.0648e-002 1.8615e-002 1.0667e-002 5.8732e-003 3.1409e-003 1.6372e-003 8.3014e-004 4.0837e-004 1.9528e-004 9.1655e-005 4.2930e-005 2.0446e-005 1.0042e-005 5.1121e-006 2.6842e-006 1.4367e-006 7.7133e-007 4.0664e-007 2.0448e-007 9.3952e-008 3.6759e-008 1.0595e-008 1.3933e-009 5.4339e-011 1.1477e-009 2.0832e-009 2.1721e-009 1.6457e-009 9.1014e-010 3.0823e-010
           7 6.0483e-007 6.0576e-006 2.7825e-003 6.8425e-002 2.9529e-001 1.0229e-001 9.0434e-002 3.8607e-003 7.2005e-002 5.9386e-002 9.7583e-003 3.2649e-003 2.9022e-002 5.2392e-002 5.8622e-002 5.1140e-002 3.8195e-002 2.5658e-002 1.6005e-002 9.4889e-003 5.4351e-003 3.0348e-003 1.6578e-003 8.8728e-004 4.6608e-004 2.4085e-004 1.2266e-004 6.1619e-005 3.0607e-005 1.5134e-005 7.5516e-006 3.8766e-006 2.0842e-006 1.1813e-006 6.9849e-007 4.2050e-007 2.5037e-007 1.4368e-007 7.7959e-008 3.9489e-008 1.8526e-008 8.0167e-009 3.1854e-009 1.1175e-009 2.9870e-010
           8 2.0347e-007 4.0005e-006 1.5206e-006 4.3592e-003 9.5586e-002 3.2630e-001 6.2302e-002 1.0486e-001 4.5398e-004 4.6490e-002 6.4154e-002 2.3628e-002 1.7111e-004 1.1689e-002 3.4594e-002 4.8668e-002 4.9580e-002 4.1796e-002 3.1039e-002 2.1102e-002 1.3497e-002 8.2755e-003 4.9212e-003 2.8600e-003 1.6334e-003 9.2040e-004 5.1217e-004 2.8089e-004 1.5140e-004 8.0180e-005 4.1921e-005 2.1861e-005 1.1524e-005 6.2167e-006 3.4562e-006 1.9811e-006 1.1660e-006 7.0086e-007 4.2841e-007 2.6528e-007 1.6537e-007 1.0233e-007 6.0636e-008 3.0682e-008 1.0204e-008
           9 1.3691e-008 5.6460e-007 4.8098e-010 9.7711e-006 5.8223e-003 1.1821e-001 3.5073e-001 4.2346e-002 1.0374e-001 6.2058e-003 2.6797e-002 5.9112e-002 3.3924e-002 4.2165e-003 2.9029e-003 2.0012e-002 3.6547e-002 4.3495e-002 4.1174e-002 3.3688e-002 2.4941e-002 1.7190e-002 1.1238e-002 7.0691e-003 4.3292e-003 2.6050e-003 1.5482e-003 9.1047e-004 5.2989e-004 3.0534e-004 1.7439e-004 9.8823e-005 5.5588e-005 3.1038e-005 1.7222e-005 9.5313e-006 5.3011e-006 2.9939e-006 1.7354e-006 1.0390e-006 6.4087e-007 4.0054e-007 2.4286e-007 1.2601e-007 4.2555e-008
