   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99         100         101         102         103         104         105         106         107         108         109         110         111
           0 9.7093e-001 2.9011e-002 5.1160e-005 2.2001e-006 3.0753e-007 2.3914e-008 5.6206e-009 1.5547e-010 1.2318e-009 5.4131e-048 6.1075e-034 9.1628e-044 1.5656e-042 2.0821e-040 7.1077e-038 2.0678e-025 2.5024e-035 6.1892e-035 7.7743e-034 1.5698e-033 7.3882e-021 1.0711e-029 1.3088e-028 6.2732e-027 9.8834e-025 3.9228e-013 6.5871e-023 1.6791e-022 2.7343e-021 2.2311e-019 3.2673e-009 2.8494e-018 5.1573e-018 5.0853e-017 5.2298e-015 8.6971e-010 4.4988e-015 6.2288e-015 3.0854e-014 4.8917e-012 4.2331e-014 2.2725e-013 4.1125e-012 2.8932e-011 3.2344e-011 3.0450e-011 3.6941e-011 4.1374e-011 3.9132e-011 3.2640e-011 2.4363e-011 1.5593e-011 7.7344e-012 2.1860e-012 7.8914e-015 1.7975e-012 7.6234e-012 1.7027e-011 2.9168e-011 4.2960e-011 5.7087e-011 7.0208e-011 8.1125e-011 8.8909e-011 9.3064e-011 9.3393e-011 8.9880e-011 8.2906e-011 7.3127e-011 6.1355e-011 4.8625e-011 3.5876e-011 2.4076e-011 1.4011e-011 6.3365e-012 1.5682e-012 1.0072e-015 1.7323e-012 6.6771e-012 1.4597e-011 2.5103e-011 3.7737e-011 5.1957e-011 6.7160e-011 8.2741e-011 9.8154e-011 1.1291e-010 1.2649e-010 1.3864e-010 1.4900e-010 1.5730e-010 1.6354e-010 1.6753e-010 1.6938e-010 1.6908e-010 1.6675e-010 1.6272e-010 1.5703e-010 1.5000e-010 1.4189e-010 1.3287e-010 1.2319e-010 1.1314e-010 1.0283e-010 9.2501e-011 8.2313e-011 7.2428e-011 6.2949e-011 5.3952e-011 4.5453e-011 3.7339e-011 2.9500e-011
           1 2.7893e-002 9.1398e-001 5.8051e-002 3.8915e-005 3.8363e-005 1.0258e-006 3.9706e-007 5.6943e-009 4.9404e-008 1.6543e-047 3.1281e-035 5.4094e-048 7.6885e-043 2.4202e-040 1.2607e-037 4.5578e-025 5.9748e-035 1.9928e-034 4.1269e-033 1.5887e-031 2.3440e-021 4.0213e-031 9.7585e-029 7.2021e-027 1.3538e-024 5.7154e-013 9.8747e-023 2.6428e-022 4.4103e-021 3.6297e-019 5.3149e-009 4.6236e-018 8.2795e-018 8.0327e-017 8.1095e-015 1.3422e-009 6.8728e-015 9.5555e-015 5.1637e-014 1.2900e-011 2.3019e-013 1.1482e-013 2.8018e-012 1.9797e-011 2.1125e-011 1.7861e-011 1.8390e-011 1.6293e-011 1.0765e-011 4.7814e-012 7.5852e-013 3.7332e-013 4.8255e-012 1.4589e-011 2.9352e-011 4.8001e-011 6.8773e-011 8.9631e-011 1.0870e-010 1.2434e-010 1.3502e-010 1.3978e-010 1.3835e-010 1.3106e-010 1.1893e-010 1.0319e-010 8.5094e-011 6.6149e-011 4.7796e-011 3.1299e-011 1.7729e-011 7.7789e-012 1.8462e-012 3.3958e-015 2.0707e-012 7.6360e-012 1.6105e-011 2.6810e-011 3.8995e-011 5.1966e-011 6.4990e-011 7.7523e-011 8.9039e-011 9.9098e-011 1.0741e-010 1.1383e-010 1.1833e-010 1.2086e-010 1.2164e-010 1.2076e-010 1.1838e-010 1.1480e-010 1.1017e-010 1.0476e-010 9.8758e-011 9.2350e-011 8.5816e-011 7.9221e-011 7.2745e-011 6.6505e-011 6.0553e-011 5.4958e-011 4.9777e-011 4.4998e-011 4.0648e-011 3.6715e-011 3.3192e-011 3.0048e-011 2.7238e-011 2.4685e-011 2.2212e-011 1.9557e-011
           2 1.1195e-003 5.3100e-002 8.6443e-001 8.0972e-002 1.6583e-004 2.0488e-004 2.2256e-006 4.4590e-006 3.9076e-007 1.3817e-045 1.0343e-031 1.4186e-041 1.6903e-040 1.6596e-038 4.3246e-036 1.0542e-023 1.1935e-033 2.3955e-033 2.6878e-032 2.0965e-031 4.5578e-020 9.1095e-029 1.1347e-027 4.3903e-026 5.2181e-024 1.6993e-012 2.4919e-022 4.2762e-022 4.2625e-021 1.7903e-019 1.6547e-009 7.8453e-019 6.6977e-020 7.1105e-018 5.3532e-015 1.3140e-009 1.7330e-014 8.4713e-014 2.0685e-012 3.2965e-009 1.5917e-010 6.0892e-011 2.9684e-010 1.2554e-009 1.0052e-009 7.1072e-010 7.2232e-010 7.4377e-010 7.0300e-010 6.4144e-010 5.8462e-010 5.3109e-010 4.7856e-010 4.2726e-010 3.7745e-010 3.2838e-010 2.7975e-010 2.3210e-010 1.8640e-010 1.4341e-010 1.0380e-010 6.8762e-011 3.9637e-011 1.7767e-011 4.2965e-012 1.2285e-014 5.3472e-012 2.0270e-011 4.4239e-011 7.6166e-011 1.1462e-010 1.5772e-010 2.0358e-010 2.5014e-010 2.9486e-010 3.3598e-010 3.7150e-010 4.0055e-010 4.2172e-010 4.3487e-010 4.3939e-010 4.3598e-010 4.2495e-010 4.0695e-010 3.8305e-010 3.5457e-010 3.2282e-010 2.8887e-010 2.5422e-010 2.1971e-010 1.8628e-010 1.5483e-010 1.2582e-010 9.9764e-011 7.6880e-011 5.7296e-011 4.1050e-011 2.7955e-011 1.7814e-011 1.0333e-011 5.1705e-012 1.9708e-012 3.6979e-013 1.2339e-014 5.6550e-013 1.7263e-012 3.2284e-012 4.8445e-012 6.3838e-012 7.6802e-012 8.5528e-012 8.7868e-012
           3 5.1291e-005 3.6769e-003 6.8717e-002 8.4052e-001 8.3734e-002 2.9594e-003 2.3921e-004 9.0440e-005 1.7262e-006 4.4486e-044 1.8613e-030 2.2396e-040 1.5449e-039 8.9020e-038 1.1841e-035 1.3226e-023 9.0574e-034 3.0065e-034 2.7465e-031 1.1038e-028 3.7438e-017 2.3640e-026 8.2342e-026 1.9748e-024 1.8762e-022 5.7075e-011 8.1802e-021 1.4095e-020 1.5495e-019 8.2137e-018 9.3700e-008 6.1750e-017 5.1804e-017 1.0725e-016 3.0370e-015 1.9911e-009 7.3339e-014 6.1486e-013 1.9577e-011 3.5382e-008 1.7607e-009 7.3775e-010 3.7688e-009 1.6170e-008 1.2927e-008 8.9125e-009 8.5793e-009 8.1113e-009 6.7788e-009 5.2173e-009 3.7831e-009 2.5339e-009 1.5119e-009 7.5283e-010 2.6498e-010 3.1566e-011 1.8805e-011 1.7987e-010 4.6230e-010 8.1506e-010 1.1904e-009 1.5470e-009 1.8531e-009 2.0874e-009 2.2407e-009 2.3113e-009 2.3006e-009 2.2169e-009 2.0724e-009 1.8804e-009 1.6582e-009 1.4191e-009 1.1776e-009 9.4408e-010 7.2613e-010 5.3182e-010 3.6560e-010 2.3074e-010 1.2772e-010 5.6257e-011 1.4553e-011 7.5231e-014 9.6305e-012 3.9687e-011 8.6471e-011 1.4623e-010 2.1538e-010 2.9041e-010 3.6852e-010 4.4683e-010 5.2287e-010 5.9505e-010 6.6137e-010 7.2091e-010 7.7246e-010 8.1528e-010 8.4990e-010 8.7539e-010 8.9236e-010 9.0129e-010 9.0226e-010 8.9591e-010 8.8319e-010 8.6416e-010 8.3986e-010 8.1083e-010 7.7785e-010 7.4133e-010 7.0136e-010 6.5716e-010 6.0514e-010 5.3947e-010
           4 3.2278e-006 2.1076e-004 8.1380e-003 6.3316e-002 8.5552e-001 6.4571e-002 7.9615e-003 8.0389e-007 2.3869e-004 2.7165e-043 6.2227e-030 6.1922e-040 1.1668e-039 1.1285e-039 3.7165e-035 2.7195e-022 4.4039e-032 2.8576e-031 1.2898e-029 1.9472e-027 4.2649e-016 2.2301e-025 4.6688e-025 6.8790e-024 3.8085e-022 7.7456e-011 8.1625e-021 4.1312e-021 7.8442e-024 4.6304e-018 1.5030e-007 2.3077e-016 9.8411e-016 1.9437e-014 3.8524e-012 7.6954e-007 6.6907e-012 2.1905e-011 3.9394e-010 5.1130e-007 2.3226e-008 6.9405e-009 2.6664e-008 9.3255e-008 6.0945e-008 3.1947e-008 2.2434e-008 1.4537e-008 7.3048e-009 2.5074e-009 2.8550e-010 1.8750e-010 1.7082e-009 4.3147e-009 7.4986e-009 1.0797e-008 1.3822e-008 1.6304e-008 1.8113e-008 1.9204e-008 1.9562e-008 1.9237e-008 1.8332e-008 1.6976e-008 1.5323e-008 1.3501e-008 1.1603e-008 9.7212e-009 7.9307e-009 6.2825e-009 4.8217e-009 3.5638e-009 2.5191e-009 1.6802e-009 1.0330e-009 5.6300e-010 2.4930e-010 7.0026e-011 2.1756e-012 2.3768e-011 1.1396e-010 2.5378e-010 4.2631e-010 6.1649e-010 8.1139e-010 1.0006e-009 1.1761e-009 1.3306e-009 1.4609e-009 1.5631e-009 1.6353e-009 1.6784e-009 1.6916e-009 1.6776e-009 1.6377e-009 1.5748e-009 1.4935e-009 1.3958e-009 1.2860e-009 1.1679e-009 1.0445e-009 9.1895e-010 7.9471e-010 6.7383e-010 5.5899e-010 4.5205e-010 3.5474e-010 2.6820e-010 1.9330e-010 1.3057e-010 8.0256e-011 4.2838e-011
           5 4.6247e-007 1.9372e-005 5.4598e-004 1.3834e-002 4.1085e-002 8.8380e-001 5.0118e-002 9.9897e-003 3.2053e-004 5.1943e-043 4.2285e-029 5.8866e-039 7.4266e-038 7.7626e-036 2.2212e-033 6.0000e-021 7.1663e-031 1.9040e-030 3.8310e-029 2.3411e-027 2.3043e-016 7.0466e-026 6.8317e-028 2.1516e-024 7.2130e-022 3.5126e-010 6.4482e-020 1.9224e-019 3.4766e-018 3.0906e-016 4.7168e-006 4.2850e-015 8.4692e-015 9.2483e-014 1.0800e-011 1.8716e-006 1.1037e-011 1.9956e-011 1.6857e-010 9.4700e-008 3.0251e-009 3.2958e-011 1.3583e-009 2.0494e-008 3.3172e-008 4.2666e-008 6.6458e-008 9.3583e-008 1.1254e-007 1.2375e-007 1.2986e-007 1.3061e-007 1.2601e-007 1.1703e-007 1.0497e-007 9.0883e-008 7.5877e-008 6.1059e-008 4.7333e-008 3.5231e-008 2.4966e-008 1.6641e-008 1.0225e-008 5.5822e-009 2.5066e-009 7.4451e-010 4.0956e-011 1.5795e-010 8.7907e-010 2.0148e-009 3.4078e-009 4.9274e-009 6.4764e-009 7.9788e-009 9.3612e-009 1.0586e-008 1.1615e-008 1.2443e-008 1.3048e-008 1.3439e-008 1.3605e-008 1.3571e-008 1.3343e-008 1.2932e-008 1.2360e-008 1.1654e-008 1.0842e-008 9.9444e-009 8.9977e-009 8.0202e-009 7.0351e-009 6.0699e-009 5.1391e-009 4.2627e-009 3.4525e-009 2.7199e-009 2.0751e-009 1.5198e-009 1.0570e-009 6.8514e-010 4.0043e-010 1.9756e-010 6.9593e-011 8.3781e-012 5.1209e-012 5.0556e-011 1.3528e-010 2.4991e-010 3.8490e-010 5.2955e-010 6.6777e-010 7.7258e-010
           6 7.1012e-054 2.9901e-052 8.3499e-051 2.1328e-049 6.3588e-049 1.3512e-047 4.8224e-049 1.4569e-048 2.2441e-047 9.9088e-001 5.1984e-001 9.0427e-003 7.3902e-005 3.7966e-007 2.2400e-010 1.3320e-005 1.3152e-008 3.3484e-007 2.5888e-007 2.4102e-011 1.2106e-007 6.9906e-008 4.1750e-009 5.6495e-009 1.1225e-009 2.6353e-010 4.4210e-010 1.1701e-008 2.3230e-010 1.9278e-008 1.5381e-009 1.0713e-010 1.9751e-008 1.0685e-011 1.5676e-008 1.4725e-012 4.0641e-010 1.0009e-008 1.0030e-009 2.2926e-010 4.9594e-009 9.8829e-010 2.3662e-009 3.1550e-012 1.1985e-009 4.9775e-010 3.6545e-010 2.8281e-010 7.0537e-011 5.8857e-011 5.4937e-012 3.2140e-012 1.3588e-011 6.8380e-011 1.4354e-010 7.7022e-011 4.5693e-010 5.4706e-013 7.1313e-010 2.2355e-010 4.2780e-010 9.2001e-010 1.9750e-013 1.0301e-009 6.2265e-010 1.4040e-010 1.2360e-009 3.9125e-010 2.5504e-010 1.1841e-009 3.5066e-010 1.8507e-010 1.0134e-009 4.5737e-010 3.7249e-011 7.0338e-010 6.1041e-010 2.1855e-011 2.8146e-010 5.9601e-010 2.2202e-010 9.8760e-012 2.9189e-010 3.6068e-010 9.1712e-011 1.5679e-011 1.8000e-010 2.0651e-010 6.0868e-011 2.5703e-012 7.4831e-011 1.0757e-010 4.8736e-011 1.1451e-012 1.7193e-011 4.1637e-011 2.9446e-011 4.9467e-012 1.6013e-012 1.1627e-011 1.2150e-011 3.2892e-012 3.2402e-013 6.0685e-012 9.1527e-012 4.2276e-012 4.2532e-021 5.2702e-012 1.5450e-011 1.8296e-011 1.0181e-011 1.1799e-012
           7 3.0176e-054 1.5504e-052 3.3834e-051 1.0270e-049 3.7483e-049 4.9470e-048 7.5525e-048 1.5728e-046 4.4084e-045 9.0918e-003 4.1858e-001 9.7395e-001 1.6664e-002 2.7993e-004 9.0788e-006 4.4639e-004 2.8942e-007 4.5085e-007 1.0945e-006 3.8430e-009 9.9695e-008 9.8687e-008 3.7570e-008 8.0653e-008 5.9209e-008 2.4301e-008 1.0914e-007 3.6162e-008 8.1210e-008 1.9883e-008 6.6124e-010 3.5093e-008 1.2829e-008 6.9214e-009 7.9541e-009 6.2962e-013 9.2576e-012 3.2306e-009 3.6057e-009 8.0579e-011 3.4672e-010 7.4503e-009 2.3527e-011 4.3033e-009 5.1848e-009 2.1967e-009 7.9232e-009 9.0699e-010 8.8025e-009 5.1802e-010 7.9962e-009 8.3482e-010 5.9123e-009 1.7624e-009 3.0576e-009 2.8695e-009 6.3878e-010 2.9137e-009 4.2200e-011 1.3917e-009 7.1291e-010 7.8984e-011 5.8206e-010 1.7801e-010 8.8423e-012 1.4302e-010 1.8467e-010 6.9915e-011 1.8626e-011 3.1894e-010 3.7699e-010 1.1492e-011 3.6681e-010 8.1251e-010 2.1147e-010 1.6810e-010 1.0409e-009 7.7401e-010 6.4009e-012 6.3632e-010 1.2923e-009 5.2241e-010 2.2107e-011 8.3121e-010 1.2372e-009 4.4929e-010 1.4716e-011 6.5318e-010 1.0870e-009 5.5967e-010 1.4019e-011 2.6864e-010 7.6514e-010 6.8508e-010 1.9740e-010 6.1893e-012 2.6915e-010 5.1915e-010 4.1356e-010 1.2510e-010 3.1351e-013 1.1291e-010 2.5834e-010 2.5528e-010 1.2809e-010 1.8050e-011 7.8771e-012 6.3052e-011 1.0391e-010 9.2322e-011 4.8898e-011 1.2727e-011
           8 1.4052e-052 9.8582e-051 1.7360e-049 5.7002e-048 2.8845e-047 1.9776e-046 1.6326e-045 1.7031e-044 3.9511e-043 1.5939e-005 3.4001e-002 1.6961e-002 9.6232e-001 2.0065e-002 6.1090e-004 4.4278e-003 1.0005e-005 1.0777e-005 3.2516e-007 9.6975e-011 4.5307e-009 4.9163e-007 3.8210e-008 3.2646e-007 1.0370e-009 1.3321e-007 1.2899e-007 2.9787e-010 4.0039e-008 7.7111e-009 5.8874e-011 1.2322e-008 2.1307e-008 2.7873e-009 2.7054e-008 2.4552e-012 1.9672e-011 2.1678e-008 1.0182e-009 4.9678e-010 1.1347e-008 2.2122e-009 4.8881e-009 3.9937e-011 3.5429e-009 3.2194e-010 2.3516e-009 7.7326e-011 2.0014e-009 1.8667e-011 2.0243e-009 4.6073e-010 1.6863e-009 1.5573e-009 7.6203e-010 2.8273e-009 1.0929e-011 2.9591e-009 6.8286e-010 1.3222e-009 2.1691e-009 5.7033e-012 1.8408e-009 8.6703e-010 1.8570e-010 1.2723e-009 3.7852e-010 1.2349e-010 6.7378e-010 2.9900e-010 3.9620e-012 2.5651e-010 3.1474e-010 8.1017e-011 1.7474e-011 2.2184e-010 3.0245e-010 9.2336e-011 2.3140e-011 3.0838e-010 4.1892e-010 1.2138e-010 3.1861e-011 3.8998e-010 5.2778e-010 1.8132e-010 1.1498e-011 3.3945e-010 5.7390e-010 3.1217e-010 1.0546e-011 1.4591e-010 4.5709e-010 4.4616e-010 1.5009e-010 7.0901e-013 1.6001e-010 3.5674e-010 3.2201e-010 1.2125e-010 1.3457e-012 6.4759e-011 1.9165e-010 2.2448e-010 1.4000e-010 3.5098e-011 5.3429e-013 3.9922e-011 9.3347e-011 1.0787e-010 7.8038e-011 3.4530e-011
           9 9.4570e-051 1.0103e-048 1.5504e-047 4.9429e-046 3.6182e-045 1.2768e-044 2.5881e-043 1.2623e-042 2.2560e-041 2.9101e-006 1.2077e-002 8.5339e-006 2.0879e-002 9.5570e-001 2.2717e-002 1.4176e-002 6.6439e-004 5.4128e-006 2.1253e-005 7.3770e-007 7.8265e-006 1.7515e-008 9.6885e-008 1.0164e-007 7.2455e-008 7.4019e-008 1.2782e-008 1.1545e-008 4.9086e-009 9.5509e-010 1.2029e-009 9.0721e-009 1.5964e-010 1.0451e-008 4.4696e-011 3.9479e-014 7.3243e-009 4.2170e-012 3.3372e-009 1.8115e-012 1.2389e-010 8.9013e-010 1.5435e-010 2.4230e-010 5.3558e-012 3.9729e-010 5.7971e-011 5.9889e-010 8.1176e-011 8.6171e-010 1.1617e-010 9.1949e-010 2.0008e-010 7.1443e-010 3.3867e-010 3.4689e-010 4.3589e-010 5.6992e-011 3.4697e-010 7.6259e-012 1.1723e-010 5.3055e-011 1.4432e-012 1.3731e-011 1.0866e-011 1.3176e-011 1.5600e-012 2.7590e-011 8.0401e-011 1.0716e-011 5.9622e-011 1.5584e-010 2.6348e-011 6.0609e-011 1.9800e-010 6.4843e-011 2.1368e-011 1.7111e-010 1.2075e-010 1.0288e-012 7.4868e-011 1.2874e-010 4.0742e-011 2.9285e-012 5.4002e-011 5.9934e-011 1.5400e-011 8.2854e-013 1.5432e-011 1.7667e-011 6.9155e-012 5.9751e-013 1.0133e-013 3.3547e-013 3.7550e-013 1.0226e-012 3.4073e-012 6.8528e-012 6.8836e-012 2.0873e-012 5.5189e-013 1.0200e-011 2.4210e-011 2.6334e-011 1.2831e-011 4.5634e-013 7.2154e-012 2.9551e-011 4.5012e-011 3.7460e-011 1.5078e-011 6.0464e-013
