   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39
          13 9.3496e-017 6.2513e-010 2.2020e-010 6.8491e-015 5.9147e-012 4.5298e-011 9.4094e-013 1.1958e-010 6.2649e-011 1.8814e-012 7.2193e-011 1.4742e-010 1.4074e-010 2.7944e-009 1.8214e-008 9.9447e-008 5.1467e-007 2.7283e-006 1.3399e-005 5.8198e-005 2.3168e-004 8.6020e-004 2.7901e-003 7.9741e-003 1.9630e-002 4.0459e-002 6.7156e-002 8.3810e-002 6.8193e-002 2.3426e-002 4.1493e-004 3.5982e-002 6.0581e-002 1.3777e-002 1.5694e-002 5.9788e-002 2.7184e-003 4.1823e-002 2.7958e-003 1.7403e-001
          14 2.4554e-027 7.3559e-019 2.6718e-017 6.9815e-023 6.8561e-016 1.2135e-014 3.8174e-016 1.9861e-013 2.2619e-012 3.6419e-012 3.3939e-011 2.2639e-010 1.0817e-009 6.6232e-009 4.2550e-008 2.3831e-007 1.1525e-006 5.6622e-006 2.6466e-005 1.0703e-004 4.0045e-004 1.3665e-003 4.0798e-003 1.0595e-002 2.3320e-002 4.2037e-002 5.8779e-002 5.7433e-002 3.0092e-002 1.8349e-003 1.2443e-002 4.2650e-002 2.5899e-002 4.0445e-004 3.5760e-002 2.1136e-002 1.0195e-002 3.6474e-002 9.0016e-004 3.7022e-002
          15 2.3838e-026 1.7009e-017 4.1094e-016 1.2767e-021 8.8884e-015 1.4042e-013 4.4754e-015 2.0392e-012 2.0924e-011 3.1324e-011 2.7886e-010 1.7228e-009 7.6572e-009 4.3123e-008 2.5069e-007 1.2716e-006 5.6925e-006 2.5337e-005 1.0551e-004 3.8562e-004 1.2826e-003 3.8139e-003 9.8344e-003 2.1550e-002 3.8721e-002 5.4083e-002 5.3057e-002 2.8347e-002 2.0505e-003 1.0198e-002 3.7629e-002 2.5079e-002 2.0572e-005 2.8205e-002 2.3661e-002 3.0592e-003 3.4303e-002 1.4938e-004 4.2654e-002 1.4813e-002
          16 9.2111e-025 3.5443e-016 5.5334e-015 2.0206e-020 9.7691e-014 1.3770e-012 4.4143e-014 1.7681e-011 1.6313e-010 2.2711e-010 1.9285e-009 1.1015e-008 4.5489e-008 2.3558e-007 1.2406e-006 5.7060e-006 2.3552e-005 9.4845e-005 3.5238e-004 1.1567e-003 3.4012e-003 8.7732e-003 1.9310e-002 3.5046e-002 4.9744e-002 5.0263e-002 2.8758e-002 3.1225e-003 7.0953e-003 3.2773e-002 2.6197e-002 3.4079e-004 2.0832e-002 2.6452e-002 1.0391e-004 2.9339e-002 4.0847e-003 2.3766e-002 9.0096e-006 8.3741e-002
          17 2.4178e-022 1.5600e-014 6.9008e-014 2.3339e-019 8.9938e-013 1.1877e-011 3.7649e-013 1.3270e-010 1.0993e-009 1.4241e-009 1.1513e-008 6.0646e-008 2.3241e-007 1.1065e-006 5.2816e-006 2.2039e-005 8.3526e-005 3.0375e-004 1.0067e-003 2.9480e-003 7.6093e-003 1.6887e-002 3.1204e-002 4.5576e-002 4.8247e-002 3.0415e-002 5.1271e-003 3.9339e-003 2.7565e-002 2.7954e-002 2.1051e-003 1.3484e-002 2.8123e-002 1.1817e-003 2.0621e-002 1.3404e-002 1.0394e-002 1.3720e-002 1.1603e-002 1.3007e-002
          18 1.3364e-011 2.3882e-004 2.0579e-006 2.6867e-010 4.7807e-005 4.1111e-005 2.2194e-008 6.6518e-006 4.3293e-006 5.9735e-006 9.1949e-006 1.5543e-005 2.4435e-006 6.3881e-006 3.3838e-005 5.3568e-005 9.9568e-005 5.9549e-004 1.9674e-003 4.0436e-003 1.3960e-002 2.2586e-002 4.6543e-002 5.6208e-002 5.5403e-002 2.6940e-002 1.2285e-003 1.1591e-002 3.9446e-002 2.4222e-002 1.9986e-006 2.6465e-002 2.6073e-002 4.8494e-004 3.1917e-002 5.4954e-003 2.3376e-002 5.8566e-003 1.9948e-002 1.8421e-002
          19 1.6384e-021 3.9138e-015 7.0777e-013 4.6454e-018 8.7054e-012 8.6998e-011 2.8122e-012 8.8536e-010 6.5381e-009 7.8547e-009 6.0398e-008 2.9306e-007 1.0401e-006 4.5483e-006 1.9688e-005 7.4527e-005 2.5819e-004 8.4569e-004 2.4955e-003 6.4695e-003 1.4523e-002 2.7375e-002 4.1432e-002 4.6436e-002 3.2664e-002 8.1289e-003 1.3961e-003 2.1775e-002 2.9221e-002 5.6283e-003 6.8124e-003 2.7394e-002 5.7588e-003 1.0846e-002 2.1241e-002 1.0929e-003 2.2802e-002 1.0382e-003 1.6096e-002 1.8534e-004
          20 7.4323e-021 3.5656e-013 7.8441e-012 5.0457e-017 6.7369e-011 5.9655e-010 1.8951e-011 5.3001e-009 3.4826e-008 3.8870e-008 2.8354e-007 1.2626e-006 4.1427e-006 1.6624e-005 6.5225e-005 2.2377e-004 7.0527e-004 2.0730e-003 5.4251e-003 1.2336e-002 2.3781e-002 3.7308e-002 4.4466e-002 3.4966e-002 1.2018e-002 8.9914e-005 1.5621e-002 2.9081e-002 1.0590e-002 1.9766e-003 2.3645e-002 1.2313e-002 3.1493e-003 2.3526e-002 1.2227e-003 1.8831e-002 3.5859e-003 1.7412e-002 1.6834e-005 2.4251e-002
          21 1.3918e-019 9.5908e-012 9.4871e-011 5.4392e-016 4.8530e-010 3.7201e-009 1.1684e-010 2.9095e-008 1.6833e-007 1.7436e-007 1.2049e-006 4.9089e-006 1.4850e-005 5.4603e-005 1.9399e-004 6.0198e-004 1.7168e-003 4.5059e-003 1.0392e-002 2.0480e-002 3.3295e-002 4.2099e-002 3.6854e-002 1.6480e-002 3.8280e-004 9.6825e-003 2.6990e-002 1.6056e-002 1.3884e-005 1.7341e-002 1.8448e-002 1.5487e-005 1.9398e-002 8.2586e-003 8.2312e-003 1.4434e-002 5.1575e-003 1.0180e-002 1.0359e-002 3.0466e-003
          22 2.6982e-017 1.2575e-009 3.5071e-009 4.8920e-015 2.4430e-009 2.0611e-008 7.3296e-010 1.5654e-007 7.3374e-007 7.1219e-007 4.7106e-006 1.7456e-005 4.8345e-005 1.6279e-004 5.2313e-004 1.4623e-003 3.7510e-003 8.7322e-003 1.7578e-002 2.9540e-002 3.9411e-002 3.7998e-002 2.1079e-002 2.3290e-003 4.7258e-003 2.2971e-002 2.0775e-002 1.3526e-003 1.0014e-002 2.1745e-002 2.1775e-003 1.1341e-002 1.6108e-002 7.7352e-004 1.9117e-002 1.3374e-004 1.7148e-002 1.7284e-004 1.0944e-002 2.7718e-003
          23 5.3437e-009 1.9998e-001 2.6889e-001 1.5268e-008 2.7383e-002 3.8282e-003 6.0561e-004 4.2027e-002 2.6799e-002 4.3977e-003 7.7836e-003 6.3121e-003 1.3786e-002 6.7683e-004 1.7746e-002 1.2762e-002 3.6715e-005 5.7213e-003 5.9232e-003 2.1115e-003 2.2082e-002 7.6043e-002 8.5973e-002 8.0080e-002 5.0242e-002 1.5800e-002 4.6507e-003 5.7504e-006 2.4073e-003 2.4514e-003 3.9736e-003 3.9605e-003 1.1623e-003 5.7576e-004 6.3314e-004 6.0476e-005 8.6334e-005 5.4120e-005 1.4100e-008 8.4024e-007
          24 4.3008e-017 6.2930e-010 6.4699e-010 7.4618e-014 3.1610e-008 1.2369e-007 3.1081e-009 6.5807e-007 3.1807e-006 2.7712e-006 1.6759e-005 5.6706e-005 1.4515e-004 4.4370e-004 1.2818e-003 3.2235e-003 7.3717e-003 1.5075e-002 2.6134e-002 3.6566e-002 3.8273e-002 2.5269e-002 5.6457e-003 1.4003e-003 1.7596e-002 2.3544e-002 5.4489e-003 3.7656e-003 2.0861e-002 8.0218e-003 3.6535e-003 1.9310e-002 1.3128e-003 1.3848e-002 6.8685e-003 9.1480e-003 6.4311e-003 1.1087e-002 1.3886e-004 1.1158e-002
          25 1.3048e-016 2.5204e-011 2.8962e-008 8.9306e-013 2.2116e-007 6.3435e-007 1.5673e-008 3.0046e-006 1.2420e-005 9.8869e-006 5.6058e-005 1.7176e-004 4.0072e-004 1.1105e-003 2.8771e-003 6.4534e-003 1.3033e-002 2.3113e-002 3.3783e-002 3.7903e-002 2.8654e-002 9.7929e-003 4.0467e-005 1.1833e-002 2.3790e-002 1.0897e-002 3.7544e-004 1.6257e-002 1.4391e-002 7.4775e-005 1.6187e-002 7.8360e-003 4.8937e-003 1.5006e-002 6.7698e-004 1.5106e-002 8.1309e-004 1.0679e-002 6.3565e-003 2.0358e-004
          26 1.7906e-015 1.0860e-008 6.8075e-007 1.6626e-011 2.1008e-006 3.0044e-006 7.1989e-008 1.3203e-005 4.7273e-005 3.3153e-005 1.7394e-004 4.8637e-004 1.0287e-003 2.5551e-003 5.9026e-003 1.1724e-002 2.0584e-002 3.1074e-002 3.7075e-002 3.1161e-002 1.4049e-002 5.2775e-004 6.7980e-003 2.1502e-002 1.6094e-002 4.5998e-004 9.8742e-003 1.8249e-002 1.6879e-003 9.2334e-003 1.4473e-002 9.8816e-005 1.5665e-002 2.1419e-003 1.1739e-002 3.3841e-003 1.1329e-002 3.5320e-004 9.6596e-003 3.0418e-003
          27 5.4382e-012 1.0087e-004 1.7085e-003 3.3647e-008 1.1281e-003 3.7455e-005 8.4894e-009 1.6070e-004 5.1742e-004 5.3310e-005 1.7427e-004 1.7340e-003 3.0581e-003 4.4728e-003 1.0753e-002 2.1345e-002 2.6330e-002 3.5854e-002 3.4386e-002 1.6573e-002 2.2792e-003 2.2581e-003 2.1758e-002 1.4704e-002 5.7628e-003 6.4538e-003 1.5182e-002 7.7874e-003 3.0588e-003 1.6643e-002 1.9601e-003 8.5705e-003 1.0338e-002 3.4144e-003 1.1365e-002 1.7926e-003 9.6666e-003 5.5169e-003 1.1797e-003 7.5986e-003
          28 1.1305e-009 2.1498e-002 3.4677e-001 6.7320e-006 2.0149e-001 2.3122e-002 5.2542e-005 6.2174e-003 2.1039e-002 2.1265e-003 2.0504e-002 7.3310e-003 7.1858e-003 1.0912e-002 6.0373e-004 1.1990e-002 1.2917e-002 1.1406e-005 2.8927e-003 6.5861e-003 4.4728e-005 1.2641e-002 3.8756e-002 7.3373e-002 6.6827e-002 4.9267e-002 3.0029e-002 7.8457e-003 1.0284e-003 8.6594e-007 1.8593e-003 3.4100e-003 2.0991e-003 1.9896e-003 2.1861e-003 9.2560e-004 1.1727e-004 3.3422e-005 6.8788e-005 6.8675e-005
          29 1.1582e-013 2.7243e-006 1.5084e-005 1.5927e-010 7.1509e-006 1.4407e-004 1.7886e-006 1.8852e-004 4.9857e-004 3.6417e-004 1.6277e-003 3.0319e-003 5.2598e-003 1.0920e-002 1.8715e-002 2.7213e-002 3.4995e-002 3.3425e-002 2.0848e-002 4.8048e-003 9.6183e-004 1.3841e-002 2.0187e-002 8.0236e-003 1.0263e-003 1.4184e-002 1.2533e-002 6.9629e-005 1.3238e-002 8.1377e-003 2.3766e-003 1.4368e-002 9.0320e-005 1.2708e-002 1.1505e-003 1.1592e-002 1.9751e-004 1.0166e-002 2.7601e-003 1.9771e-004
          30 4.7107e-013 8.4645e-006 5.9332e-006 6.0280e-011 2.5911e-004 9.2674e-004 8.4077e-006 7.9605e-004 1.8707e-003 1.1874e-003 4.5534e-003 6.9298e-003 1.0878e-002 1.9799e-002 2.7787e-002 3.3386e-002 3.4604e-002 2.2231e-002 6.5785e-003 9.9703e-005 1.0359e-002 2.0537e-002 1.0486e-002 7.7249e-005 1.1740e-002 1.3667e-002 1.5235e-003 8.6042e-003 1.2373e-002 5.5374e-006 1.2269e-002 4.3585e-003 6.6453e-003 7.6688e-003 3.7938e-003 7.3763e-003 5.7024e-003 1.9342e-003 8.0007e-003 1.9622e-003
          31 1.4381e-011 1.2783e-004 1.2181e-004 3.2953e-008 1.1644e-002 1.5837e-002 6.0185e-005 3.6626e-003 9.9287e-003 5.8864e-003 1.5504e-002 1.2599e-002 2.1547e-002 3.5952e-002 3.0680e-002 2.8609e-002 2.6106e-002 4.5229e-003 7.3602e-005 6.4587e-003 2.0899e-002 1.2656e-002 2.3572e-005 2.7089e-003 2.5457e-002 4.1265e-004 7.2818e-004 1.9619e-002 5.5659e-004 6.0727e-003 8.7405e-003 8.8865e-004 1.2626e-002 1.3381e-004 9.1111e-003 1.5501e-006 9.7083e-003 2.6597e-003 1.6368e-003 5.0973e-003
          32 4.2227e-010 2.2762e-003 1.0734e-002 1.4320e-006 3.2134e-001 2.4707e-001 2.3547e-004 2.2801e-003 3.5268e-002 2.2947e-002 1.9956e-002 2.2909e-003 4.0499e-003 1.3830e-002 4.5633e-003 3.3994e-003 2.6948e-003 1.6555e-002 2.1537e-003 9.2809e-004 1.9013e-003 1.7438e-003 1.5148e-002 1.8193e-002 3.0887e-002 6.2666e-002 2.6553e-002 1.4486e-002 1.7600e-002 1.4046e-003 7.7326e-004 3.7655e-005 1.0659e-004 5.1454e-003 3.5530e-003 3.9004e-005 9.1830e-006 1.2481e-003 2.0388e-003 8.3473e-004
          33 5.1992e-011 1.2198e-004 2.4058e-003 2.1697e-007 3.1030e-002 7.6516e-003 2.9511e-005 7.9357e-003 2.5544e-003 8.6314e-004 1.1400e-002 3.4172e-002 2.1215e-002 2.2215e-002 4.2434e-002 2.4551e-002 3.6848e-003 1.6799e-003 5.8425e-003 2.0827e-002 1.0478e-002 3.0669e-003 9.2588e-004 2.7736e-002 4.5303e-004 2.6849e-003 3.0119e-002 6.5031e-004 5.1193e-005 1.6099e-002 3.1035e-004 9.9278e-003 2.1748e-003 4.2254e-003 5.9161e-003 8.4127e-003 7.6206e-004 6.3538e-003 6.2868e-004 9.1373e-004
          34 5.5981e-011 1.3210e-005 3.3708e-003 2.1314e-007 1.5837e-002 1.2527e-003 3.1999e-004 3.8275e-002 1.7696e-002 6.5649e-003 3.5834e-002 5.3309e-002 2.5265e-002 2.0387e-002 2.4992e-002 3.7348e-003 2.0701e-003 3.4340e-003 1.9814e-002 1.6153e-002 3.7005e-004 2.1456e-003 1.0079e-002 1.6412e-002 5.7229e-003 8.9636e-004 2.3148e-002 6.8099e-003 3.9071e-003 4.7518e-003 7.4477e-003 6.4308e-003 3.2429e-003 5.5177e-003 7.4246e-004 8.3392e-003 5.0655e-003 9.2698e-004 4.8743e-003 1.4150e-003
          35 1.3478e-010 3.6441e-006 7.0289e-003 3.3561e-007 1.2259e-002 2.9043e-002 1.1455e-003 1.0651e-001 2.9492e-002 9.3146e-003 4.6659e-002 4.3947e-002 5.1941e-003 8.8868e-004 1.5216e-003 7.0700e-003 2.4208e-002 5.8743e-003 1.0754e-002 1.7982e-004 1.2203e-002 8.0479e-003 2.6799e-003 3.5570e-004 3.3457e-002 9.3097e-004 4.8368e-003 3.4100e-002 6.4694e-004 6.8984e-004 9.6647e-003 1.3782e-003 9.2237e-003 1.1619e-003 4.1787e-003 5.7686e-005 7.5086e-003 5.4205e-003 5.7292e-007 1.8146e-003
          36 2.0900e-010 5.8806e-005 7.7235e-003 2.6431e-007 2.9635e-003 7.6067e-002 1.5727e-003 1.1629e-001 9.2793e-003 1.9967e-003 1.4012e-002 3.9514e-003 8.9051e-003 1.4607e-002 5.5956e-003 2.3747e-002 1.7420e-002 1.0600e-003 5.5380e-004 1.0269e-002 1.7884e-002 9.3778e-006 4.9723e-003 2.9095e-003 1.8935e-002 2.8391e-002 4.9077e-004 1.7667e-002 2.6052e-002 2.6560e-004 5.1486e-005 9.2797e-003 2.8076e-005 1.0740e-002 1.0310e-003 3.3613e-003 2.2076e-004 4.8469e-003 6.6709e-003 1.6760e-003
          37 2.2018e-010 1.1549e-004 4.6358e-003 8.6624e-008 1.7052e-004 8.4860e-002 9.9112e-004 5.1097e-002 1.9599e-003 1.1238e-003 3.2946e-004 6.8979e-003 3.7901e-002 2.6461e-002 4.3746e-003 7.2296e-003 4.4991e-006 2.2330e-002 7.1200e-003 7.2537e-003 7.4058e-004 1.4019e-002 1.0246e-002 2.5160e-006 9.2204e-005 4.1648e-002 8.2018e-003 5.8672e-004 2.7236e-002 9.0443e-003 3.2651e-003 2.9570e-004 7.8686e-003 7.5629e-004 1.1291e-002 4.8187e-004 3.5453e-003 7.0582e-004 1.9766e-003 4.4398e-003
          38 2.4297e-010 1.4387e-004 2.2511e-003 6.9681e-009 3.8302e-003 7.0741e-002 3.8853e-004 7.7179e-003 2.8007e-002 7.7358e-003 9.2458e-003 1.9655e-002 3.7225e-002 9.3664e-003 7.7247e-004 4.4201e-004 9.5636e-003 3.0370e-002 9.1559e-004 1.0326e-004 5.1891e-003 1.9049e-002 4.0073e-004 8.7757e-003 1.4439e-003 1.5333e-002 3.3879e-002 3.0798e-004 5.1804e-003 2.6355e-002 2.4068e-004 4.0177e-003 2.4184e-003 4.5651e-003 3.3374e-003 9.9249e-003 1.2090e-004 3.2480e-003 1.3093e-003 1.3759e-004
          39 2.8970e-010 1.4712e-004 8.4834e-004 9.3669e-009 8.6767e-003 4.7435e-002 5.2649e-005 1.9581e-003 6.1085e-002 1.1337e-002 1.0609e-002 1.3881e-002 1.5056e-002 2.9271e-004 1.6214e-002 6.8241e-003 1.2947e-002 1.1791e-002 5.8563e-003 7.3255e-003 7.5596e-003 4.2723e-003 7.3417e-003 1.4306e-002 2.5669e-004 4.1947e-004 3.9932e-002 1.0886e-002 1.1866e-005 1.5733e-002 1.3786e-002 1.9690e-003 1.7399e-003 4.7358e-003 1.5159e-003 5.8623e-003 8.1572e-003 7.8058e-005 2.3020e-003 1.8499e-003
          40 3.4525e-010 1.2548e-004 1.6017e-004 5.6990e-008 1.1523e-002 2.2731e-002 2.0910e-005 2.3799e-002 7.1806e-002 7.5575e-003 2.4090e-003 2.1279e-003 7.2155e-004 1.4419e-002 3.0042e-002 4.5769e-003 2.9837e-003 1.9698e-005 2.4406e-002 6.8621e-003 4.7294e-004 9.4949e-004 1.7126e-002 3.0830e-003 1.0293e-002 3.3344e-004 1.5914e-002 3.5833e-002 7.4072e-004 1.4674e-003 2.1407e-002 2.5587e-003 5.4278e-003 1.1006e-004 5.3593e-003 1.5938e-004 7.0300e-003 6.9068e-003 2.8658e-004 7.4310e-004
          41 4.0057e-010 9.0001e-005 9.5638e-007 1.0916e-007 1.1267e-002 5.8518e-003 1.9639e-004 5.1253e-002 5.2902e-002 1.4781e-003 1.4597e-003 1.1405e-003 2.5084e-003 2.8764e-002 2.1219e-002 5.7174e-005 8.8561e-004 5.2026e-003 2.6027e-002 6.5092e-005 3.9805e-003 5.9327e-003 8.3059e-003 2.0136e-003 1.8438e-002 7.2337e-004 1.1091e-003 3.8356e-002 1.3256e-002 2.9494e-005 7.7891e-003 1.5944e-002 1.9290e-004 5.6506e-003 3.3637e-004 4.5314e-003 3.8387e-005 6.7752e-003 6.1418e-003 1.0533e-003
