   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97
          10 1.0784e-011 6.2275e-009 1.2982e-009 2.6974e-008 2.3553e-010 2.2385e-040 3.1714e-038 2.0865e-036 9.3446e-036 8.8059e-035 2.8099e-033 6.8290e-032 1.3728e-030 2.3068e-029 1.1452e-025 3.3459e-028 4.2680e-027 4.8981e-026 5.1224e-025 6.9515e-024 2.8965e-017 4.2145e-023 3.6762e-022 3.1303e-021 2.9459e-020 2.0642e-018 3.0996e-009 4.8979e-019 6.1515e-018 6.4035e-017 9.1518e-016 9.6502e-014 1.1651e-003 3.0418e-014 1.2082e-014 2.3865e-016 2.5620e-013 3.5932e-011 1.1754e-001 2.2063e-010 2.1442e-010 6.7198e-010 3.8158e-009 5.5829e-008 2.6701e-001 1.9795e-006 2.5532e-007 3.3832e-007 9.1155e-007 5.0847e-006 3.9140e-004 1.3223e-001 4.9819e-005 2.7343e-005 3.8654e-005 1.0215e-004 7.4744e-004 3.6498e-002 4.4495e-003 5.9754e-004 4.1302e-004 5.3026e-004 1.1072e-003 3.1887e-003 4.3417e-003 1.9337e-003 8.9741e-004 6.0082e-004 5.2645e-004 5.4526e-004 5.9511e-004 5.9684e-004 5.0404e-004 3.7238e-004 2.6706e-004 1.9987e-004 1.5965e-004 1.3538e-004 1.1978e-004 1.0800e-004 9.6670e-005 8.4098e-005 7.0655e-005 5.7995e-005 4.7401e-005 3.8989e-005 3.2361e-005 2.7311e-005 2.3544e-005 2.0545e-005 1.8090e-005 1.6037e-005 1.4156e-005 1.2461e-005 1.0893e-005 9.4336e-006 8.0784e-006 6.7509e-006
          11 1.8107e-009 4.9661e-010 6.2230e-010 4.0575e-009 6.4757e-009 4.7648e-038 5.8763e-036 3.3611e-034 9.4479e-034 1.2311e-032 3.3945e-031 7.1062e-030 1.2253e-028 1.7537e-027 1.0851e-026 2.1642e-026 2.3250e-025 2.2260e-024 1.9097e-023 1.5106e-022 3.3911e-019 1.0759e-021 7.2368e-021 4.5515e-020 2.7567e-019 2.2045e-018 1.7482e-010 7.9359e-018 4.4585e-017 2.5196e-016 1.6395e-015 3.7879e-014 2.1625e-004 3.7230e-015 7.1456e-014 5.8848e-013 5.8976e-012 1.9532e-010 3.9129e-001 4.2525e-010 1.4360e-010 1.1064e-010 2.4163e-011 2.0488e-009 3.7196e-002 3.5587e-007 1.0055e-007 2.2142e-007 8.6328e-007 6.4190e-006 6.2418e-004 2.1946e-001 9.6696e-005 6.2822e-005 1.0290e-004 3.0969e-004 2.5421e-003 1.3342e-001 1.6875e-002 2.4805e-003 1.8622e-003 2.5733e-003 5.7280e-003 1.7369e-002 2.4560e-002 1.1378e-002 5.5042e-003 3.8279e-003 3.4674e-003 3.6946e-003 4.1295e-003 4.2246e-003 3.6283e-003 2.7195e-003 1.9743e-003 1.4922e-003 1.2012e-003 1.0244e-003 9.0966e-004 8.2183e-004 7.3589e-004 6.3946e-004 5.3588e-004 4.3816e-004 3.5629e-004 2.9121e-004 2.3993e-004 2.0080e-004 1.7153e-004 1.4822e-004 1.2917e-004 1.1330e-004 9.8931e-005 8.6157e-005 7.4526e-005 6.3888e-005 5.4191e-005 4.4896e-005
          12 3.4836e-010 4.4115e-009 2.4557e-009 1.7897e-009 2.4534e-009 2.7991e-035 2.9897e-033 1.4807e-031 4.0509e-031 4.6940e-030 1.1169e-028 2.0146e-027 2.9867e-026 3.6660e-025 5.0866e-025 3.8698e-024 3.5437e-023 2.8817e-022 2.0897e-021 1.3793e-020 5.4873e-020 8.2763e-020 4.6082e-019 2.3704e-018 1.1471e-017 5.2579e-017 1.8941e-012 2.2530e-016 9.3554e-016 3.7398e-015 1.4782e-014 7.0000e-014 1.5131e-005 1.7823e-013 7.1476e-013 2.8855e-012 1.3462e-011 1.3929e-010 1.0737e-001 5.1683e-012 1.1037e-010 8.7910e-010 6.5534e-009 9.5937e-008 4.0651e-001 2.8545e-006 2.6428e-007 2.0878e-007 2.4862e-007 2.9008e-007 1.2844e-006 1.7436e-003 6.5464e-006 1.2404e-005 3.7809e-005 1.7466e-004 1.9774e-003 1.2455e-001 1.7209e-002 3.1120e-003 2.7964e-003 4.5117e-003 1.1469e-002 3.8694e-002 5.9203e-002 2.9813e-002 1.5778e-002 1.1950e-002 1.1703e-002 1.3377e-002 1.5918e-002 1.7226e-002 1.5577e-002 1.2253e-002 9.3097e-003 7.3409e-003 6.1438e-003 5.4287e-003 4.9791e-003 4.6318e-003 4.2586e-003 3.7899e-003 3.2446e-003 2.7038e-003 2.2357e-003 1.8542e-003 1.5469e-003 1.3082e-003 1.1268e-003 9.7997e-004 8.5792e-004 7.5462e-004 6.5967e-004 5.7425e-004 4.9581e-004 4.2370e-004 3.5786e-004 2.9497e-004
          13 2.8725e-010 1.3003e-010 5.3883e-010 4.8895e-009 2.2374e-010 4.0539e-033 4.0584e-031 1.8831e-029 5.0775e-029 5.5903e-028 1.2435e-026 2.0949e-025 2.8966e-024 3.3107e-023 4.5985e-023 3.2492e-022 2.7607e-021 2.0786e-020 1.3919e-019 8.4615e-019 9.7448e-019 4.6584e-018 2.3707e-017 1.1094e-016 4.8549e-016 1.9855e-015 1.2198e-013 7.6454e-015 2.7960e-014 9.6931e-014 3.2253e-013 1.0368e-012 1.3669e-007 3.1704e-012 9.5658e-012 2.8305e-011 8.3959e-011 2.8686e-010 8.9780e-003 4.7786e-010 1.6574e-009 5.3031e-009 1.9176e-008 1.1474e-007 1.6258e-001 6.8836e-007 7.5839e-009 2.1238e-007 1.4171e-006 1.1990e-005 1.0939e-003 3.7409e-001 1.3973e-004 6.6954e-005 7.1626e-005 1.1925e-004 4.0652e-004 8.0317e-003 4.3984e-004 9.3085e-006 1.5528e-004 6.8294e-004 3.1000e-003 1.5142e-002 2.9373e-002 1.8552e-002 1.2270e-002 1.1304e-002 1.3105e-002 1.7327e-002 2.3389e-002 2.8266e-002 2.8241e-002 2.4377e-002 2.0203e-002 1.7274e-002 1.5581e-002 1.4751e-002 1.4418e-002 1.4226e-002 1.3815e-002 1.2936e-002 1.1614e-002 1.0117e-002 8.7207e-003 7.5209e-003 6.5082e-003 5.6946e-003 5.0635e-003 4.5354e-003 4.0802e-003 3.6802e-003 3.2922e-003 2.9269e-003 2.5761e-003 2.2398e-003 1.9211e-003 1.6048e-003
          14 5.7877e-010 1.5014e-009 7.7141e-010 1.0388e-009 1.0528e-009 1.3613e-030 1.2441e-028 5.2724e-027 1.3935e-026 1.4299e-025 2.9025e-024 4.4616e-023 5.6263e-022 5.8615e-021 8.0649e-021 5.2415e-020 4.0545e-019 2.7777e-018 1.6909e-017 9.3356e-017 1.0812e-016 4.6623e-016 2.1492e-015 9.0961e-015 3.5926e-014 1.3233e-013 1.4753e-013 4.5735e-013 1.4965e-012 4.6219e-012 1.3624e-011 3.8354e-011 1.2404e-008 1.0337e-010 2.6895e-010 6.7519e-010 1.6428e-009 3.9162e-009 5.6974e-005 8.9894e-009 2.0580e-008 4.6809e-008 1.0778e-007 2.7452e-007 1.5655e-002 1.2884e-007 8.8691e-007 2.3294e-006 6.5429e-006 2.5130e-005 8.2552e-004 2.1807e-001 1.4260e-005 4.2297e-006 5.9274e-005 3.8442e-004 4.5396e-003 2.6999e-001 3.5424e-002 5.2784e-003 3.6144e-003 4.1336e-003 6.9189e-003 1.4598e-002 1.3882e-002 3.3911e-003 4.4025e-004 6.1112e-007 3.7486e-004 1.6020e-003 4.0956e-003 7.5786e-003 1.0422e-002 1.1658e-002 1.2023e-002 1.2401e-002 1.3162e-002 1.4373e-002 1.5945e-002 1.7624e-002 1.8966e-002 1.9505e-002 1.9082e-002 1.7991e-002 1.6687e-002 1.5407e-002 1.4207e-002 1.3187e-002 1.2389e-002 1.1682e-002 1.1026e-002 1.0402e-002 9.7051e-003 8.9759e-003 8.1990e-003 7.3819e-003 6.5415e-003 5.6309e-003
          15 6.1065e-011 1.1883e-009 8.5703e-010 1.7338e-009 2.6913e-010 5.6043e-028 4.6359e-026 1.7795e-024 4.6023e-024 4.3742e-023 8.0403e-022 1.1194e-020 1.2786e-019 1.2063e-018 1.6436e-018 9.7699e-018 6.8437e-017 4.2464e-016 2.3407e-015 1.1702e-014 1.3484e-014 5.2905e-014 2.2074e-013 8.4533e-013 3.0194e-012 1.0054e-011 1.2291e-011 3.1384e-011 9.2671e-011 2.5798e-010 6.8436e-010 1.7312e-009 1.4680e-009 4.1799e-009 9.7175e-009 2.1717e-008 4.6796e-008 9.7862e-008 9.6281e-006 1.9863e-007 3.9163e-007 7.5579e-007 1.4278e-006 2.6525e-006 5.1631e-005 4.7533e-006 8.7591e-006 1.5939e-005 2.9561e-005 5.9420e-005 3.0613e-004 2.3763e-002 8.8910e-005 2.3184e-004 5.3613e-004 1.4743e-003 7.9371e-003 2.4896e-001 2.1389e-002 5.1097e-004 9.5907e-005 1.8361e-003 1.0531e-002 5.1648e-002 9.3939e-002 5.2509e-002 2.8593e-002 2.0476e-002 1.7569e-002 1.6403e-002 1.4870e-002 1.1311e-002 6.3898e-003 2.5446e-003 6.1350e-004 1.5732e-005 1.8353e-004 8.6435e-004 1.9864e-003 3.5122e-003 5.3139e-003 7.1234e-003 8.6500e-003 9.7867e-003 1.0633e-002 1.1296e-002 1.1814e-002 1.2289e-002 1.2809e-002 1.3287e-002 1.3689e-002 1.4002e-002 1.4081e-002 1.3959e-002 1.3599e-002 1.2996e-002 1.2167e-002 1.1008e-002
          16 1.0436e-010 1.2995e-012 2.7951e-014 2.0445e-009 7.4991e-010 8.7447e-025 6.1489e-023 2.0094e-021 5.0169e-021 4.2114e-020 6.5933e-019 7.8266e-018 7.6256e-017 6.1407e-016 8.2374e-016 4.2497e-015 2.5454e-014 1.3522e-013 6.3874e-013 2.7402e-012 3.1317e-012 1.0645e-011 3.8216e-011 1.2613e-010 3.8883e-010 1.1195e-009 1.3556e-009 3.0260e-009 7.7514e-009 1.8753e-008 4.3305e-008 9.5536e-008 1.3062e-007 2.0149e-007 4.0979e-007 8.0237e-007 1.5166e-006 2.7849e-006 1.9013e-008 4.9597e-006 8.5883e-006 1.4538e-005 2.4033e-005 3.8841e-005 1.7216e-005 6.1938e-005 9.6628e-005 1.4862e-004 2.2607e-004 3.4180e-004 5.2810e-004 5.0854e-005 7.5338e-004 1.1443e-003 1.7767e-003 2.9557e-003 6.5886e-003 4.0927e-002 2.1330e-006 3.8070e-003 8.5453e-003 1.7661e-002 4.1574e-002 1.0618e-001 1.1140e-001 2.9027e-002 3.8431e-003 6.8601e-006 3.0589e-003 1.1714e-002 2.6133e-002 4.1167e-002 4.6954e-002 4.2227e-002 3.3831e-002 2.6157e-002 2.0048e-002 1.5161e-002 1.1067e-002 7.5139e-003 4.4860e-003 2.1572e-003 6.9428e-004 6.4380e-005 6.3638e-005 4.7501e-004 1.1352e-003 1.9426e-003 2.8585e-003 3.8409e-003 4.8556e-003 5.8826e-003 6.8373e-003 7.6965e-003 8.4058e-003 8.9138e-003 9.1816e-003 9.0621e-003
          17 2.9945e-010 5.8431e-010 4.1661e-010 1.5548e-011 4.0203e-012 5.7767e-022 3.5328e-020 1.0050e-018 2.4339e-018 1.8349e-017 2.4994e-016 2.5823e-015 2.1900e-014 1.5350e-013 2.0311e-013 9.2518e-013 4.8269e-012 2.2352e-011 9.2087e-011 3.4485e-010 3.9125e-010 1.1705e-009 3.6755e-009 1.0624e-008 2.8720e-008 7.2631e-008 8.6801e-008 1.7272e-007 3.8994e-007 8.3312e-007 1.7023e-006 3.3303e-006 4.4998e-006 6.2421e-006 1.1307e-005 1.9763e-005 3.3413e-005 5.4991e-005 2.9908e-006 8.7939e-005 1.3693e-004 2.0865e-004 3.1074e-004 4.5261e-004 3.6092e-006 6.4717e-004 9.0965e-004 1.2544e-003 1.7028e-003 2.2803e-003 3.0037e-003 3.9327e-006 3.9162e-003 5.0550e-003 6.4775e-003 8.2710e-003 1.0699e-002 2.5716e-003 9.3342e-003 1.4971e-002 1.9512e-002 2.5505e-002 3.3839e-002 3.6226e-002 6.8531e-003 3.3879e-003 1.6237e-002 2.8002e-002 3.9145e-002 4.8650e-002 5.1222e-002 4.0287e-002 2.0432e-002 5.3954e-003 1.1651e-004 1.6379e-003 6.7846e-003 1.3748e-002 2.1327e-002 2.8229e-002 3.2860e-002 3.3889e-002 3.1256e-002 2.6305e-002 2.0664e-002 1.5294e-002 1.0634e-002 6.9214e-003 4.1396e-003 2.1500e-003 8.6651e-004 1.8568e-004 9.5150e-007 1.9987e-004 6.6224e-004 1.2666e-003 1.8999e-003 2.4277e-003
          18 1.8671e-010 7.9443e-010 3.6826e-010 7.0707e-010 2.5118e-010 5.2831e-019 2.7146e-017 6.4938e-016 1.5139e-015 9.9780e-015 1.1417e-013 9.9115e-013 7.0625e-012 4.1595e-011 5.4099e-011 2.1079e-010 9.2505e-010 3.6075e-009 1.2529e-008 3.9623e-008 4.4547e-008 1.1379e-007 3.0295e-007 7.4461e-007 1.7163e-006 3.7145e-006 4.3707e-006 7.5865e-006 1.4772e-005 2.7340e-005 4.8610e-005 8.3151e-005 1.0874e-004 1.3691e-004 2.1887e-004 3.3916e-004 5.1048e-004 7.5077e-004 4.4121e-005 1.0764e-003 1.5067e-003 2.0683e-003 2.7789e-003 3.6540e-003 1.5460e-007 4.7188e-003 5.9824e-003 7.4320e-003 9.0702e-003 1.0891e-002 1.2888e-002 1.2437e-005 1.4777e-002 1.6836e-002 1.8850e-002 2.0718e-002 2.2210e-002 1.8025e-003 1.9661e-002 2.3368e-002 2.3401e-002 2.1592e-002 1.5893e-002 2.8270e-003 7.4717e-003 2.3891e-002 2.4886e-002 2.0841e-002 1.4459e-002 6.6493e-003 5.8012e-004 2.1685e-003 1.2140e-002 2.2494e-002 2.7769e-002 2.8183e-002 2.5268e-002 2.0160e-002 1.3801e-002 7.3413e-003 2.2854e-003 4.8271e-005 1.0543e-003 4.4643e-003 8.9696e-003 1.3488e-002 1.7241e-002 1.9905e-002 2.1473e-002 2.1811e-002 2.0995e-002 1.9234e-002 1.6634e-002 1.3611e-002 1.0467e-002 7.5069e-003 4.9672e-003 2.9603e-003
          19 2.6571e-011 2.9704e-010 3.7133e-011 8.2062e-010 1.7559e-010 1.3988e-015 5.4167e-014 9.7798e-013 2.1434e-012 1.1361e-011 9.8051e-011 6.4308e-010 3.4666e-009 1.5476e-008 1.9589e-008 5.9675e-008 2.0003e-007 5.9937e-007 1.6098e-006 3.9693e-006 4.4041e-006 8.9699e-006 1.8989e-005 3.7545e-005 7.0452e-005 1.2573e-004 1.4520e-004 2.1442e-004 3.5291e-004 5.5851e-004 8.5782e-004 1.2792e-003 1.6212e-003 1.8497e-003 2.6122e-003 3.5914e-003 4.8095e-003 6.3036e-003 3.5029e-004 8.0593e-003 1.0056e-002 1.2291e-002 1.4681e-002 1.7124e-002 9.8721e-008 1.9567e-002 2.1882e-002 2.3893e-002 2.5516e-002 2.6665e-002 2.7133e-002 3.4773e-005 2.6967e-002 2.6092e-002 2.4494e-002 2.2126e-002 1.8646e-002 1.9736e-004 1.5270e-002 1.2543e-002 8.5206e-003 4.3907e-003 7.3294e-004 1.7052e-003 9.8519e-003 6.0318e-003 1.3749e-003 2.3034e-006 1.6535e-003 6.4962e-003 1.3291e-002 1.7171e-002 1.3881e-002 6.8786e-003 1.6636e-003 4.9944e-007 1.5475e-003 5.5500e-003 1.1066e-002 1.6743e-002 2.0795e-002 2.1661e-002 1.9097e-002 1.4383e-002 9.2103e-003 4.7446e-003 1.6374e-003 1.5051e-004 2.2355e-004 1.6493e-003 4.0914e-003 7.1424e-003 1.0274e-002 1.3042e-002 1.5058e-002 1.6072e-002 1.6019e-002 1.4824e-002
          20 8.3579e-012 6.4980e-012 4.5962e-011 1.9485e-010 2.5789e-012 2.1347e-012 6.0395e-011 7.9730e-010 1.6312e-009 6.7813e-009 4.2742e-008 2.0525e-007 8.1283e-007 2.6797e-006 3.2929e-006 7.6944e-006 1.9399e-005 4.4308e-005 9.2080e-005 1.7872e-004 1.9585e-004 3.2367e-004 5.5900e-004 9.1711e-004 1.4489e-003 2.2041e-003 2.5060e-003 3.2326e-003 4.6048e-003 6.3304e-003 8.4586e-003 1.0976e-002 1.3457e-002 1.3796e-002 1.6906e-002 2.0132e-002 2.3291e-002 2.6299e-002 1.3716e-003 2.8873e-002 3.0806e-002 3.2034e-002 3.2346e-002 3.1635e-002 6.3508e-007 2.9996e-002 2.7470e-002 2.4147e-002 2.0296e-002 1.6189e-002 1.1999e-002 7.8751e-005 8.2426e-003 4.9362e-003 2.3688e-003 6.7909e-004 6.7747e-007 1.5848e-003 5.2369e-006 1.0378e-003 2.8843e-003 5.3447e-003 7.9501e-003 7.2032e-003 2.5625e-004 3.2293e-003 7.4532e-003 9.2612e-003 8.8599e-003 6.1636e-003 2.0829e-003 6.4615e-006 2.6901e-003 7.5464e-003 1.0846e-002 1.1558e-002 1.0106e-002 7.2261e-003 3.8240e-003 1.0274e-003 4.7309e-006 1.3710e-003 4.6264e-003 8.4775e-003 1.1757e-002 1.3779e-002 1.4252e-002 1.3345e-002 1.1429e-002 8.8080e-003 5.9508e-003 3.3224e-003 1.3025e-003 1.8956e-004 6.8367e-005 8.3194e-004 2.2010e-003 3.7325e-003
          21 6.3767e-011 7.4815e-011 1.9277e-010 4.3635e-012 5.8953e-011 4.5743e-009 7.8491e-008 6.3185e-007 1.1605e-006 3.3091e-006 1.2949e-005 3.9438e-005 1.0185e-004 2.2678e-004 2.6864e-004 4.5836e-004 8.4829e-004 1.4812e-003 2.4337e-003 3.8329e-003 4.1553e-003 5.7296e-003 8.2478e-003 1.1329e-002 1.4997e-002 1.9103e-002 2.1332e-002 2.3418e-002 2.7830e-002 3.1840e-002 3.5286e-002 3.7812e-002 4.4264e-002 3.9009e-002 3.8915e-002 3.7320e-002 3.4278e-002 3.0152e-002 1.3906e-003 2.5148e-002 1.9684e-002 1.4283e-002 9.3294e-003 5.2009e-003 3.1335e-007 2.2010e-003 4.6833e-004 9.0664e-006 6.9301e-004 2.2747e-003 4.4313e-003 1.0287e-007 6.7511e-003 8.9530e-003 1.0698e-002 1.1724e-002 1.1708e-002 3.9929e-004 1.0203e-002 9.8312e-003 7.6926e-003 4.8844e-003 1.6651e-003 1.9034e-004 4.9295e-003 4.2287e-003 1.3836e-003 6.9305e-005 4.3490e-004 2.4195e-003 5.0962e-003 6.0473e-003 3.9604e-003 1.1585e-003 4.0598e-006 7.5065e-004 2.7453e-003 5.2032e-003 7.3111e-003 8.2758e-003 7.5796e-003 5.4096e-003 2.7456e-003 7.3400e-004 6.5065e-007 5.9617e-004 2.2180e-003 4.4028e-003 6.7152e-003 8.7056e-003 1.0019e-002 1.0467e-002 9.9240e-003 8.5750e-003 6.6851e-003 4.6162e-003 2.7253e-003 1.2718e-003
          22 9.8434e-011 2.0266e-010 2.3507e-010 1.4285e-010 1.2578e-010 8.0385e-006 5.4353e-005 1.9189e-004 2.9914e-004 5.0464e-004 1.1316e-003 2.2279e-003 4.0520e-003 6.7069e-003 7.7311e-003 1.0406e-002 1.5031e-002 2.0656e-002 2.6775e-002 3.3255e-002 3.5592e-002 3.9134e-002 4.4234e-002 4.7556e-002 4.8982e-002 4.8130e-002 5.2319e-002 4.4882e-002 3.9788e-002 3.3033e-002 2.5538e-002 1.8026e-002 1.8888e-002 1.1180e-002 5.7107e-003 1.9904e-003 1.9448e-004 2.3484e-004 3.9018e-005 1.7830e-003 4.3380e-003 7.3312e-003 1.0177e-002 1.2375e-002 2.9502e-007 1.3623e-002 1.3760e-002 1.2793e-002 1.0948e-002 8.5508e-003 5.9174e-003 4.3289e-005 3.5440e-003 1.6169e-003 3.9927e-004 4.3263e-007 4.9602e-004 1.1451e-003 6.7190e-004 2.4935e-003 4.2027e-003 5.7259e-003 6.3772e-003 3.6223e-003 8.2087e-005 3.8278e-003 5.4879e-003 4.9526e-003 3.2528e-003 1.1572e-003 2.6275e-006 1.1468e-003 3.5754e-003 4.7162e-003 4.0064e-003 2.4168e-003 8.9239e-004 5.6157e-005 2.6549e-004 1.5535e-003 3.4900e-003 5.2246e-003 5.9586e-003 5.4898e-003 4.1843e-003 2.5678e-003 1.1254e-003 2.1964e-004 1.9936e-005 5.4967e-004 1.6925e-003 3.2250e-003 4.8188e-003 6.1661e-003 7.0088e-003 7.2027e-003 6.7555e-003 5.7429e-003
          23 9.0347e-011 2.2548e-010 1.7858e-010 2.2413e-010 1.1108e-010 2.3324e-003 5.6385e-003 1.1094e-002 1.5632e-002 1.8983e-002 2.8639e-002 3.8868e-002 4.9480e-002 5.7763e-002 6.4348e-002 6.3616e-002 6.5256e-002 6.3199e-002 5.6723e-002 4.7581e-002 4.9809e-002 3.6403e-002 2.5151e-002 1.4891e-002 6.9448e-003 1.9546e-003 1.7734e-003 3.9145e-005 8.3602e-004 3.5884e-003 7.3372e-003 1.1086e-002 1.3751e-002 1.3961e-002 1.5489e-002 1.5411e-002 1.3833e-002 1.1199e-002 4.8594e-004 8.0073e-003 4.8554e-003 2.2781e-003 6.1121e-004 3.2466e-006 7.1609e-009 3.9808e-004 1.5691e-003 3.1748e-003 4.8411e-003 6.2331e-003 7.0696e-003 1.3035e-005 7.2669e-003 6.7925e-003 5.7585e-003 4.3290e-003 2.6218e-003 1.2696e-004 1.9396e-003 6.4637e-004 4.6856e-005 1.7058e-004 1.2386e-003 3.0318e-003 1.3952e-003 5.0580e-005 1.1891e-003 2.4854e-003 3.2970e-003 3.1665e-003 1.8809e-003 3.2737e-004 1.4791e-004 1.3416e-003 2.5836e-003 3.1105e-003 2.8443e-003 2.0034e-003 9.5637e-004 1.6618e-004 5.6394e-005 7.5533e-004 1.9398e-003 3.0614e-003 3.7247e-003 3.7836e-003 3.2839e-003 2.4355e-003 1.4835e-003 6.4319e-004 1.1500e-004 2.0985e-005 3.8614e-004 1.1273e-003 2.0770e-003 3.0202e-003 3.7547e-003 4.0857e-003
          24 5.6113e-011 1.5245e-010 9.6007e-011 1.6822e-010 6.1645e-011 1.6313e-001 8.0093e-002 1.2886e-001 1.5027e-001 8.8394e-002 9.3351e-002 5.8730e-002 4.6062e-002 2.2028e-002 2.2927e-002 1.1047e-002 1.9701e-003 1.4356e-006 2.1224e-003 6.0812e-003 6.7401e-003 1.1238e-002 1.4681e-002 1.6608e-002 1.6032e-002 1.3637e-002 1.4550e-002 1.0094e-002 6.2522e-003 2.9851e-003 8.2377e-004 7.9144e-006 1.1288e-005 4.5177e-004 1.8010e-003 3.5732e-003 5.2432e-003 6.4273e-003 3.3483e-004 6.8813e-003 6.5412e-003 5.5476e-003 4.1444e-003 2.6379e-003 9.2578e-008 1.3221e-003 4.0960e-004 1.5292e-005 1.3794e-004 6.7746e-004 1.4695e-003 3.6185e-008 2.3080e-003 3.0262e-003 3.4741e-003 3.5617e-003 3.1981e-003 2.2036e-005 2.7089e-003 2.0976e-003 1.2429e-003 4.5810e-004 4.9990e-006 6.5744e-004 1.5865e-003 4.3532e-004 8.7509e-009 2.7973e-004 9.0738e-004 1.5447e-003 1.6880e-003 1.0266e-003 1.9101e-004 3.9585e-005 5.1139e-004 1.1309e-003 1.5619e-003 1.6446e-003 1.3558e-003 8.1095e-004 2.6178e-004 2.2595e-006 1.7605e-004 6.8054e-004 1.2869e-003 1.7840e-003 2.0301e-003 1.9913e-003 1.7116e-003 1.2605e-003 7.5469e-004 3.1710e-004 4.9828e-005 1.6110e-005 2.1705e-004 5.9493e-004 1.0497e-003 1.4455e-003
