   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97
           0 9.8789e-001 1.1912e-002 1.9319e-004 4.7674e-006 1.1379e-007 1.0778e-053 5.9835e-051 1.6696e-047 1.6713e-037 8.0139e-047 6.1418e-046 4.0818e-045 8.8208e-044 3.6675e-039 1.8562e-029 2.8753e-039 2.7122e-038 4.0198e-037 7.3056e-036 1.5725e-033 1.3967e-025 1.0771e-033 2.6053e-032 6.5159e-031 2.5933e-029 3.2699e-026 9.2683e-017 4.3615e-027 1.0734e-026 5.5660e-026 5.0519e-025 3.3657e-023 3.5201e-013 4.2196e-024 5.6570e-025 6.4052e-023 1.6535e-021 1.1784e-019 3.3490e-010 5.6137e-019 4.7749e-019 1.3632e-018 7.0924e-018 9.3738e-017 4.0669e-010 2.9154e-015 3.1547e-016 3.2892e-016 6.3467e-016 2.1839e-015 7.8700e-014 2.1771e-011 2.2676e-015 6.2923e-017 4.2891e-015 4.1583e-014 6.8259e-013 5.0796e-011 7.5361e-012 1.5713e-012 1.5504e-012 2.6368e-012 6.8217e-012 2.2753e-011 3.3831e-011 1.6116e-011 7.7112e-012 5.0060e-012 3.9347e-012 3.3111e-012 2.5645e-012 1.4668e-012 4.3211e-013 5.7209e-015 1.9676e-013 8.2105e-013 1.8222e-012 3.2594e-012 5.2247e-012 7.7397e-012 1.0622e-011 1.3450e-011 1.5776e-011 1.7465e-011 1.8703e-011 1.9664e-011 2.0393e-011 2.1042e-011 2.1745e-011 2.2332e-011 2.2735e-011 2.2921e-011 2.2651e-011 2.1989e-011 2.0894e-011 1.9388e-011 1.7539e-011 1.5263e-011
           1 1.2092e-002 9.6062e-001 2.6553e-002 7.0514e-004 2.5992e-005 8.1829e-052 3.4336e-049 9.4259e-046 9.8144e-036 6.2391e-045 1.0476e-043 4.1602e-042 3.2869e-040 8.8639e-037 3.8891e-027 2.2398e-037 9.6439e-037 6.9675e-036 4.2859e-035 4.6824e-032 9.5078e-024 2.8729e-032 2.6721e-031 3.4880e-030 7.0951e-029 3.7378e-026 9.4793e-017 1.0429e-027 2.2186e-028 4.6586e-026 2.0448e-024 5.4402e-022 8.2135e-012 4.7004e-022 7.8691e-022 3.1297e-021 2.1707e-020 5.5888e-019 9.9929e-010 9.2438e-019 1.7879e-019 2.4224e-021 1.6815e-018 9.6834e-017 8.5174e-010 7.3100e-015 1.5745e-015 3.0427e-015 1.0916e-014 7.5618e-014 6.8148e-012 2.3578e-009 9.6215e-013 5.5504e-013 7.7881e-013 1.9137e-012 1.2028e-011 4.9828e-010 5.4166e-011 4.7622e-012 1.5840e-012 4.4010e-013 8.9176e-014 7.1392e-012 2.8547e-011 2.9060e-011 2.7435e-011 3.2451e-011 4.4961e-011 6.7581e-011 9.9952e-011 1.2868e-010 1.3394e-010 1.1803e-010 9.7814e-011 8.1756e-011 7.0339e-011 6.1819e-011 5.4383e-011 4.6543e-011 3.7432e-011 2.7307e-011 1.7521e-011 9.5487e-012 4.0469e-012 9.5152e-013 1.6146e-016 9.0713e-013 3.4598e-012 7.5084e-012 1.2875e-011 1.9382e-011 2.6560e-011 3.4028e-011 4.1241e-011 4.7587e-011 5.2500e-011 5.4742e-011
           2 1.7843e-005 2.7380e-002 9.2618e-001 4.4601e-002 1.7327e-003 8.1688e-050 3.5780e-047 8.9778e-044 9.0009e-034 4.7975e-043 6.0415e-042 1.8145e-040 1.1799e-038 3.0304e-035 1.3363e-025 8.8493e-036 5.6459e-035 8.8090e-034 3.0194e-032 1.1766e-028 1.7649e-020 4.2139e-030 1.1816e-029 6.8947e-029 7.4072e-028 2.2374e-025 5.3787e-016 3.7520e-027 3.4964e-028 4.7316e-026 9.8288e-025 8.6118e-023 8.9121e-013 5.7391e-024 2.6539e-023 7.9814e-022 1.7173e-020 1.1163e-018 3.0505e-009 4.8641e-018 3.7013e-018 9.1041e-018 3.8579e-017 3.7995e-016 1.1873e-009 7.5091e-015 3.6076e-016 3.7215e-017 3.4696e-016 1.3746e-014 2.9208e-012 1.1462e-009 7.4200e-013 6.8268e-013 1.4440e-012 5.2483e-012 4.9264e-011 2.7593e-009 3.5827e-010 5.4818e-011 4.1000e-011 5.3798e-011 1.0806e-010 2.8346e-010 3.4083e-010 1.2294e-010 3.9038e-011 1.3653e-011 3.3756e-012 1.4425e-015 5.0415e-012 2.1435e-011 4.3730e-011 6.2125e-011 7.5129e-011 8.6383e-011 9.8607e-011 1.1268e-010 1.2790e-010 1.4185e-010 1.5043e-010 1.4977e-010 1.3928e-010 1.2243e-010 1.0360e-010 8.5082e-011 6.7734e-011 5.2372e-011 3.9159e-011 2.7658e-011 1.7964e-011 1.0220e-011 4.5377e-012 1.1329e-012 3.0968e-016 9.6117e-013 3.6030e-012 7.1713e-012
           3 1.0616e-008 8.2435e-005 4.6816e-002 8.8231e-001 6.6949e-002 3.0309e-048 1.3682e-045 3.6514e-042 3.7228e-032 2.1161e-041 2.8934e-040 9.2196e-039 6.0896e-037 1.5056e-033 6.5955e-024 4.0368e-034 2.3043e-033 3.2328e-032 1.0329e-030 3.9975e-027 6.0073e-019 1.5495e-028 5.2412e-028 4.2345e-027 7.6471e-026 5.3656e-023 1.4461e-013 4.6178e-024 8.3544e-024 3.6603e-023 3.3795e-022 3.1462e-020 3.8656e-010 1.2444e-020 1.1708e-020 3.1903e-020 1.8861e-019 5.3754e-018 1.1214e-008 1.3945e-017 7.9383e-018 1.7482e-017 7.7138e-017 9.1768e-016 3.7617e-009 2.6578e-014 2.7183e-015 2.6755e-015 4.7770e-015 1.4396e-014 3.8326e-013 9.5016e-011 2.2365e-015 1.1152e-014 9.2432e-014 6.3299e-013 8.8239e-012 6.0720e-010 8.6860e-011 1.6625e-011 1.5156e-011 2.3881e-011 5.7294e-011 1.7810e-010 2.4947e-010 1.1051e-010 4.8163e-011 2.8008e-011 1.9326e-011 1.3836e-011 8.5844e-012 3.3604e-012 2.9235e-013 4.1191e-013 2.4856e-012 5.3657e-012 8.6803e-012 1.2364e-011 1.6290e-011 2.0053e-011 2.2885e-011 2.3957e-011 2.2987e-011 2.0500e-011 1.7314e-011 1.3946e-011 1.0664e-011 7.7052e-012 5.1717e-012 3.0646e-012 1.4609e-012 4.2554e-013 7.6409e-015 2.2186e-013 1.0193e-012 2.2805e-012 3.8206e-012 5.3224e-012
           4 2.7329e-012 1.9119e-007 2.6113e-004 7.1663e-002 8.2576e-001 6.9520e-047 3.4387e-044 9.5885e-041 9.8308e-031 5.6626e-040 7.8360e-039 2.5386e-037 1.7206e-035 4.3981e-032 1.9333e-022 1.2203e-032 7.1603e-032 1.0187e-030 3.2455e-029 1.2337e-025 1.8516e-017 4.6559e-027 1.5349e-026 1.2236e-025 2.2306e-024 1.6285e-021 4.4148e-012 1.5090e-022 3.0403e-022 1.5271e-021 1.6500e-020 1.8111e-018 2.3123e-008 8.3640e-019 8.9021e-019 2.5952e-018 1.5193e-017 3.9245e-016 7.6053e-007 8.4963e-016 3.8044e-016 6.4393e-016 2.2228e-015 2.1902e-014 8.2536e-008 5.7587e-013 6.0318e-014 7.0366e-014 1.7824e-013 9.7984e-013 7.6421e-011 2.5924e-008 9.9523e-012 5.5557e-012 7.8335e-012 1.9997e-011 1.3522e-010 6.0483e-009 6.9357e-010 7.4754e-011 3.6755e-011 2.7953e-011 2.4961e-011 1.5251e-011 1.8140e-014 1.5313e-011 3.4833e-011 5.9009e-011 9.7610e-011 1.6069e-010 2.4791e-010 3.2278e-010 3.3215e-010 2.8364e-010 2.2318e-010 1.7330e-010 1.3512e-010 1.0439e-010 7.7461e-011 5.2531e-011 3.0070e-011 1.2502e-011 2.3493e-012 1.4309e-013 4.4981e-012 1.3570e-011 2.5651e-011 3.9476e-011 5.4402e-011 6.9358e-011 8.3334e-011 9.5549e-011 1.0432e-010 1.0927e-010 1.0984e-010 1.0594e-010 9.8052e-011 8.6022e-011
           5 6.8161e-009 5.4633e-010 1.3698e-006 7.1180e-004 1.0372e-001 1.4269e-046 1.5048e-043 6.9569e-040 7.7958e-030 5.8504e-039 1.0395e-037 3.9897e-036 3.0204e-034 8.2794e-031 3.6589e-021 2.4025e-031 1.4559e-030 2.1299e-029 6.9760e-028 2.7251e-024 4.0958e-016 1.0540e-025 3.5381e-025 2.8438e-024 5.1660e-023 3.7172e-020 1.0057e-010 3.3687e-021 6.6223e-021 3.2596e-020 3.4887e-019 3.8558e-017 4.9450e-007 1.8295e-017 2.0450e-017 6.3984e-017 4.0990e-016 1.1761e-014 2.3992e-005 2.8515e-014 1.4290e-014 2.6747e-014 9.9566e-014 1.0185e-012 3.8249e-006 2.6502e-011 2.6098e-012 2.7325e-012 6.0049e-012 2.8171e-011 1.8790e-009 6.1971e-007 2.1319e-010 1.0713e-010 1.4197e-010 3.5868e-010 2.5467e-009 1.2251e-007 1.4834e-008 1.9599e-009 1.3302e-009 1.6660e-009 3.3589e-009 9.2562e-009 1.2032e-008 5.0110e-009 2.1007e-009 1.2268e-009 9.0263e-010 7.5261e-010 6.3080e-010 4.5880e-010 2.5876e-010 1.1183e-010 3.7377e-011 8.0575e-012 1.9171e-013 1.8934e-012 7.6537e-012 1.4347e-011 1.9526e-011 2.1373e-011 1.9515e-011 1.5165e-011 1.0027e-011 5.3414e-012 1.8971e-012 1.6570e-013 3.3930e-013 2.4896e-012 6.5312e-012 1.2234e-011 1.9045e-011 2.6335e-011 3.3324e-011 3.9185e-011 4.3229e-011 4.4400e-011
           6 1.1434e-008 1.7276e-008 3.1156e-008 6.6907e-006 1.7882e-003 5.3675e-046 2.2174e-043 2.2973e-040 1.5027e-030 5.6100e-042 4.0312e-038 5.6441e-036 8.9558e-034 4.0342e-030 1.8561e-020 1.6649e-030 1.3027e-029 2.2943e-028 8.6016e-027 3.7096e-023 5.6008e-015 1.5449e-024 5.4910e-024 4.6191e-023 8.7062e-022 6.4489e-019 1.7492e-009 5.9680e-020 1.1875e-019 5.8626e-019 6.2389e-018 6.8075e-016 8.6973e-006 3.1746e-016 3.4843e-016 1.0733e-015 6.8123e-015 1.9541e-013 4.0002e-004 4.7884e-013 2.4530e-013 4.7435e-013 1.8405e-012 1.9743e-011 7.7058e-005 5.4015e-010 5.5856e-011 6.1097e-011 1.3905e-010 6.6763e-010 4.4959e-008 1.4831e-005 5.0779e-009 2.5069e-009 3.2299e-009 7.8823e-009 5.3974e-008 2.5367e-006 3.0368e-007 3.9189e-008 2.6313e-008 3.3169e-008 6.8624e-008 1.9716e-007 2.6876e-007 1.2013e-007 5.6071e-008 3.7759e-008 3.3199e-008 3.4350e-008 3.7226e-008 3.6804e-008 3.0376e-008 2.1696e-008 1.4848e-008 1.0447e-008 7.7193e-009 5.9512e-009 4.6991e-009 3.7065e-009 2.8401e-009 2.0656e-009 1.4142e-009 9.2026e-010 5.7854e-010 3.5409e-010 2.1140e-010 1.2432e-010 7.2640e-011 4.2264e-011 2.5011e-011 1.5621e-011 1.0770e-011 8.6824e-012 8.3462e-012 9.3011e-012 1.1315e-011 1.3926e-011
           7 4.3188e-009 2.4493e-008 7.9108e-009 1.2594e-007 2.7261e-005 5.2030e-045 1.1529e-042 1.5927e-040 4.3946e-032 6.9505e-039 4.2814e-037 2.2109e-035 1.3355e-033 1.4741e-030 5.5672e-021 4.9017e-033 2.6836e-030 1.9599e-028 1.5860e-026 1.1378e-022 1.7575e-014 6.8302e-024 3.1914e-023 3.3098e-022 7.3435e-021 6.1859e-018 1.6972e-008 6.3453e-019 1.3722e-018 7.2475e-018 8.1453e-017 9.2776e-015 1.1955e-004 4.4677e-015 5.0109e-015 1.5618e-014 9.9377e-014 2.8353e-012 5.7774e-003 6.8686e-012 3.4650e-012 6.5888e-012 2.5164e-011 2.6656e-010 1.0338e-003 7.2376e-009 7.4734e-010 8.2178e-010 1.8927e-009 9.2524e-009 6.3750e-007 2.1131e-004 7.3928e-008 3.7541e-008 4.9751e-008 1.2466e-007 8.7345e-007 4.1598e-005 5.0107e-006 6.5482e-007 4.4286e-007 5.5920e-007 1.1536e-006 3.2957e-006 4.4655e-006 1.9806e-006 9.1607e-007 6.1190e-007 5.3529e-007 5.5360e-007 6.0314e-007 6.0339e-007 5.0773e-007 3.7316e-007 2.6568e-007 1.9689e-007 1.5530e-007 1.2964e-007 1.1254e-007 9.9232e-008 8.6552e-008 7.3105e-008 5.9416e-008 4.7011e-008 3.6908e-008 2.9061e-008 2.3020e-008 1.8497e-008 1.5152e-008 1.2548e-008 1.0480e-008 8.8141e-009 7.3869e-009 6.1843e-009 5.1529e-009 4.2663e-009 3.5058e-009 2.8245e-009
           8 1.1084e-010 1.7554e-008 5.6667e-009 2.3681e-008 4.8310e-007 9.8541e-044 1.7888e-041 1.5456e-039 1.0043e-033 8.4113e-038 3.6392e-036 1.2397e-034 3.7646e-033 2.7993e-031 2.7008e-022 1.4636e-030 3.5299e-029 8.3386e-028 2.6709e-026 5.9381e-023 8.4667e-015 3.5580e-025 1.4871e-024 1.2712e-022 7.1645e-021 1.0786e-017 3.1031e-008 1.6656e-018 4.8930e-018 3.2816e-017 4.4677e-016 5.9548e-014 7.9329e-004 3.2693e-014 4.0951e-014 1.4012e-013 9.6434e-013 2.9359e-011 6.1365e-002 7.4932e-011 3.9352e-011 7.7026e-011 2.9969e-010 3.2048e-009 1.2454e-002 8.7173e-008 8.9643e-009 9.7761e-009 2.2279e-008 1.0769e-007 7.3414e-006 2.4289e-003 8.4379e-007 4.2568e-007 5.6192e-007 1.4061e-006 9.8619e-006 4.7052e-004 5.6748e-005 7.4472e-006 5.0622e-006 6.4267e-006 1.3328e-005 3.8252e-005 5.2017e-005 2.3164e-005 1.0763e-005 7.2249e-006 6.3545e-006 6.6125e-006 7.2561e-006 7.3208e-006 6.2234e-006 4.6317e-006 3.3486e-006 2.5277e-006 2.0370e-006 1.7426e-006 1.5548e-006 1.4127e-006 1.2729e-006 1.1131e-006 9.3823e-007 7.7090e-007 6.2903e-007 5.1496e-007 4.2396e-007 3.5361e-007 3.0011e-007 2.5681e-007 2.2087e-007 1.9052e-007 1.6301e-007 1.3861e-007 1.1666e-007 9.7001e-008 7.9587e-008 6.3673e-008
           9 2.4897e-009 9.7451e-012 1.2778e-008 1.1889e-008 1.7546e-008 4.5208e-042 7.0579e-040 5.1388e-038 1.2514e-035 2.4098e-036 8.6141e-035 2.3641e-033 5.4307e-032 1.1354e-030 8.7649e-024 1.7552e-029 2.6959e-028 3.8591e-027 5.5646e-026 7.8879e-024 6.6269e-016 4.1371e-024 6.1264e-023 8.8079e-022 1.8173e-020 9.8914e-018 2.5323e-008 3.6398e-019 1.4361e-020 3.1129e-018 1.7791e-016 5.0496e-014 7.7023e-004 4.5693e-014 8.2415e-014 3.7371e-013 3.2255e-012 1.1842e-010 2.6697e-001 3.5405e-010 2.1298e-010 4.6893e-010 2.0210e-009 2.3617e-008 9.7425e-002 6.9332e-007 7.6053e-008 8.7499e-008 2.0816e-007 1.0400e-006 7.2621e-005 2.4114e-002 8.4807e-006 4.3166e-006 5.7161e-006 1.4285e-005 9.9731e-005 4.7372e-003 5.6982e-004 7.4206e-005 5.0031e-005 6.3021e-005 1.2978e-004 3.7041e-004 5.0169e-004 2.2251e-004 1.0298e-004 6.8888e-005 6.0416e-005 6.2719e-005 6.8684e-005 6.9173e-005 5.8708e-005 4.3626e-005 3.1497e-005 2.3749e-005 1.9126e-005 1.6360e-005 1.4607e-005 1.3296e-005 1.2016e-005 1.0554e-005 8.9509e-006 7.4133e-006 6.1097e-006 5.0629e-006 4.2288e-006 3.5862e-006 3.1016e-006 2.7105e-006 2.3855e-006 2.1096e-006 1.8536e-006 1.6210e-006 1.4049e-006 1.2039e-006 1.0185e-006 8.3978e-007
