   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68
           0 9.8872e-001 1.0973e-002 2.9604e-004 8.7020e-006 4.0403e-037 6.4265e-036 2.5072e-034 1.7490e-032 6.1112e-030 1.9160e-018 8.7918e-029 4.6813e-028 7.7419e-027 2.4595e-025 3.9939e-023 8.2427e-011 1.5176e-022 2.8791e-022 1.5254e-021 1.4701e-020 5.4303e-019 1.0316e-008 1.3306e-018 5.3940e-019 4.7874e-019 8.6345e-020 1.7742e-017 4.3470e-010 1.0686e-015 5.2312e-016 1.1479e-015 3.9932e-015 2.5429e-014 9.7698e-011 1.6948e-010 4.2708e-014 3.0816e-015 1.4884e-014 3.7430e-013 1.1714e-011 2.3050e-010 3.0313e-011 1.3579e-011 1.6040e-011 2.8285e-011 6.4724e-011 1.4614e-010 1.7533e-010 1.0934e-010 6.3897e-011 4.3437e-011 3.3363e-011 2.7211e-011 2.1977e-011 1.6182e-011 9.8874e-012 4.4558e-012 1.1159e-012 7.9828e-015 5.6299e-013 2.1967e-012 4.6029e-012 7.5815e-012 1.0983e-011 1.4697e-011 1.8335e-011 2.1648e-011 2.4162e-011 2.5432e-011
           1 1.1275e-002 9.6573e-001 2.1725e-002 1.2085e-003 6.3647e-035 1.3046e-033 5.9269e-032 4.0142e-030 1.0794e-027 2.8692e-016 9.7424e-027 2.8735e-026 2.5520e-025 4.5168e-024 4.4858e-022 7.9954e-010 1.1925e-021 1.8759e-021 9.9890e-021 1.1851e-019 6.6281e-018 1.6330e-007 3.0761e-017 3.1454e-017 1.1823e-016 8.8997e-016 2.0320e-014 1.8654e-007 3.4624e-013 1.0708e-013 2.0683e-013 7.8678e-013 6.6630e-012 4.3035e-008 7.5933e-008 4.8963e-011 4.0351e-011 7.3217e-011 2.4630e-010 2.7964e-009 3.7344e-008 3.3557e-009 8.7645e-010 6.5345e-010 7.6812e-010 1.2177e-009 1.9780e-009 1.7423e-009 7.5428e-010 2.7459e-010 9.7156e-011 2.5310e-011 6.4715e-013 1.1718e-011 5.9957e-011 1.3939e-010 2.2906e-010 3.0694e-010 3.6461e-010 4.0663e-010 4.4385e-010 4.8272e-010 5.2031e-010 5.5651e-010 5.9063e-010 6.1284e-010 6.2271e-010 6.1352e-010 5.8200e-010
           2 1.7700e-006 2.3210e-002 9.4595e-001 2.7945e-002 1.4061e-033 2.8484e-032 1.4456e-030 1.2090e-028 4.2963e-026 1.2900e-014 5.2986e-025 2.1535e-024 2.5900e-023 5.9702e-022 7.2283e-020 1.3548e-007 2.1361e-019 3.3245e-019 1.5384e-018 1.3953e-017 5.3266e-016 1.0684e-005 1.5351e-015 9.0215e-016 1.8191e-015 6.8357e-015 7.1394e-014 3.6422e-007 4.9065e-013 4.9530e-014 2.0017e-014 2.5509e-015 7.0061e-014 1.4206e-009 2.5362e-009 1.8105e-012 7.9367e-013 6.5133e-014 4.6626e-012 3.6062e-010 9.2293e-009 1.5443e-009 9.6154e-010 1.5044e-009 3.4147e-009 9.8527e-009 2.7377e-008 3.9718e-008 3.0612e-008 2.2845e-008 2.0376e-008 2.1124e-008 2.4083e-008 2.8493e-008 3.2910e-008 3.5282e-008 3.4475e-008 3.1214e-008 2.7065e-008 2.3224e-008 2.0251e-008 1.8072e-008 1.6311e-008 1.4847e-008 1.3571e-008 1.2241e-008 1.0893e-008 9.4511e-009 7.9367e-009
           3 1.1155e-006 7.8203e-005 3.1662e-002 9.2928e-001 4.9154e-032 9.5914e-031 3.9961e-029 2.4990e-027 6.5039e-025 1.7429e-013 6.1602e-024 2.1051e-023 2.3752e-022 5.6879e-021 7.7578e-019 1.5415e-006 2.7362e-018 5.2808e-018 3.1102e-017 3.6620e-016 1.8479e-014 4.2353e-004 7.1910e-014 5.8636e-014 1.7029e-013 9.7226e-013 1.6671e-011 1.2605e-004 2.1219e-010 4.8837e-011 6.9968e-011 1.9649e-010 1.2194e-009 5.7246e-006 1.0019e-005 4.6312e-009 2.6587e-009 3.2472e-009 6.9911e-009 4.7408e-008 4.6343e-007 2.7376e-008 2.7067e-009 2.8505e-010 1.5178e-010 3.0163e-009 1.4541e-008 2.6608e-008 2.2981e-008 1.7656e-008 1.5159e-008 1.4392e-008 1.4460e-008 1.4601e-008 1.3969e-008 1.2002e-008 9.0106e-009 5.9146e-009 3.4209e-009 1.7238e-009 7.0274e-010 1.6863e-010 1.5995e-013 1.3160e-010 5.2251e-010 1.1306e-009 1.9031e-009 2.7533e-009 3.5550e-009
           4 1.6207e-008 5.3834e-006 3.4628e-004 4.1224e-002 6.5098e-033 2.5425e-030 3.2233e-028 3.8861e-026 1.5146e-023 4.5045e-012 1.7653e-022 6.2820e-022 6.4309e-021 1.2668e-019 1.3499e-017 2.4422e-005 3.6800e-017 5.6096e-017 2.7186e-016 2.7687e-015 1.2720e-013 2.8387e-003 4.7250e-013 3.8341e-013 1.1481e-012 6.9644e-012 1.3016e-010 1.0556e-003 1.8468e-009 4.8372e-010 8.0441e-010 2.6757e-009 2.0102e-008 1.1688e-004 2.0573e-004 1.2112e-007 9.2205e-008 1.5665e-007 5.0052e-007 5.4831e-006 7.2330e-005 6.4443e-006 1.6841e-006 1.2845e-006 1.5858e-006 2.7197e-006 4.9111e-006 4.9450e-006 2.6193e-006 1.3191e-006 7.9594e-007 5.6340e-007 4.4274e-007 3.6366e-007 2.9233e-007 2.1684e-007 1.4398e-007 8.5724e-008 4.6475e-008 2.3128e-008 1.0335e-008 3.7188e-009 7.2969e-010 3.2392e-012 7.1462e-010 2.3224e-009 4.3975e-009 6.5352e-009 8.3299e-009
           5 2.4803e-008 1.3739e-006 2.0332e-006 2.5093e-004 2.2243e-031 2.9339e-029 1.9187e-027 9.3392e-026 6.1298e-024 3.1522e-013 1.6403e-023 1.0022e-021 3.1008e-020 1.1827e-018 1.9255e-016 3.8939e-004 6.8294e-016 1.1948e-015 6.0082e-015 5.8621e-014 2.4308e-012 5.1040e-002 7.8253e-012 5.3751e-012 1.3496e-011 6.8725e-011 1.0885e-009 7.9690e-003 1.3285e-008 3.0508e-009 4.5480e-009 1.3896e-008 9.8395e-008 5.5376e-004 9.7422e-004 5.6983e-007 4.4164e-007 7.8141e-007 2.6525e-006 3.1349e-005 4.3243e-004 4.0731e-005 1.1801e-005 1.0090e-005 1.4060e-005 2.7278e-005 5.5392e-005 6.2320e-005 3.7426e-005 2.1789e-005 1.5403e-005 1.2912e-005 1.2142e-005 1.2070e-005 1.1905e-005 1.1044e-005 9.4321e-006 7.5243e-006 5.7912e-006 4.4461e-006 3.4966e-006 2.8352e-006 2.3425e-006 1.9666e-006 1.6697e-006 1.4084e-006 1.1799e-006 9.6981e-007 7.7669e-007
           6 7.3928e-009 6.6247e-008 9.0422e-006 6.9692e-005 1.1570e-029 1.1762e-027 5.5977e-026 1.7695e-024 4.1244e-023 3.8022e-017 7.6839e-022 1.2147e-020 1.7265e-019 2.5113e-018 7.6882e-017 4.6281e-005 1.5529e-017 9.5193e-016 1.5127e-014 2.8872e-013 1.8683e-011 4.5725e-001 8.1718e-011 6.9097e-011 1.9812e-010 1.0861e-009 1.7665e-008 1.2886e-001 2.1324e-007 4.6976e-008 6.5511e-008 1.8332e-007 1.1677e-006 5.8311e-003 1.0226e-002 5.2529e-006 3.5437e-006 5.4469e-006 1.6122e-005 1.6799e-004 2.1817e-003 1.9262e-004 5.0671e-005 4.0028e-005 5.2597e-005 9.8211e-005 1.9551e-004 2.1852e-004 1.3179e-004 7.8037e-005 5.6813e-005 4.9569e-005 4.8917e-005 5.1342e-005 5.3704e-005 5.3027e-005 4.8378e-005 4.1382e-005 3.4271e-005 2.8388e-005 2.4138e-005 2.1207e-005 1.9020e-005 1.7358e-005 1.6048e-005 1.4768e-005 1.3520e-005 1.2169e-005 1.0688e-005
           7 5.8270e-009 3.9389e-007 1.9188e-006 1.6892e-006 2.8994e-027 2.3477e-025 8.8240e-024 2.1723e-022 3.8797e-021 8.7852e-016 5.3328e-020 6.0544e-019 5.7871e-018 4.8580e-017 3.7255e-016 1.9035e-007 2.4235e-015 1.6049e-014 1.0426e-013 7.5858e-013 1.1797e-011 9.5726e-002 4.9245e-013 2.0935e-011 2.3901e-010 2.6817e-009 6.8797e-008 6.2657e-001 1.1387e-006 3.1551e-007 5.2240e-007 1.6674e-006 1.1766e-005 6.3592e-002 1.1172e-001 6.0887e-005 4.2840e-005 6.7425e-005 2.0044e-004 2.0573e-003 2.6310e-002 2.2675e-003 5.6395e-004 4.1337e-004 4.9665e-004 8.4080e-004 1.5202e-003 1.5511e-003 8.4573e-004 4.4839e-004 2.9222e-004 2.2962e-004 2.0607e-004 1.9900e-004 1.9386e-004 1.8034e-004 1.5665e-004 1.2884e-004 1.0357e-004 8.4057e-005 7.0632e-005 6.1803e-005 5.5586e-005 5.1180e-005 4.7987e-005 4.4983e-005 4.2110e-005 3.8883e-005 3.5113e-005
           8 6.8297e-009 2.1281e-008 1.2629e-007 5.9779e-006 2.5395e-024 1.7006e-022 5.2678e-021 1.0621e-019 1.5393e-018 4.0036e-017 1.7119e-017 1.5482e-016 1.1645e-015 7.5467e-015 4.2885e-014 1.2635e-007 2.1590e-013 9.9479e-013 4.1984e-012 1.6715e-011 6.5423e-011 1.5842e-003 2.0554e-010 7.6344e-010 2.8216e-009 1.1848e-008 8.8297e-008 2.2845e-001 1.5325e-007 1.9574e-008 2.8668e-007 2.1255e-006 2.4188e-005 1.7790e-001 3.1452e-001 2.1284e-004 1.7742e-004 3.2124e-004 1.0793e-003 1.2352e-002 1.6651e-001 1.5207e-002 4.1451e-003 3.3020e-003 4.2615e-003 7.6423e-003 1.4406e-002 1.5124e-002 8.4164e-003 4.5049e-003 2.9225e-003 2.2532e-003 1.9580e-003 1.8103e-003 1.6731e-003 1.4654e-003 1.1908e-003 9.1093e-004 6.7827e-004 5.0866e-004 3.9476e-004 3.1920e-004 2.6579e-004 2.2725e-004 1.9854e-004 1.7409e-004 1.5311e-004 1.3342e-004 1.1428e-004
           9 1.0527e-011 1.9378e-008 3.8453e-007 1.4662e-006 3.5699e-019 1.6723e-017 3.6290e-016 5.1138e-015 5.1621e-014 1.6018e-013 3.9958e-013 2.5058e-012 1.3044e-011 5.8224e-011 2.2662e-010 2.0182e-008 7.8111e-010 2.4318e-009 6.8583e-009 1.7902e-008 4.3338e-008 1.4898e-004 9.8249e-008 2.1219e-007 4.3676e-007 8.7285e-007 1.7455e-006 6.6271e-003 2.8286e-006 5.9406e-006 1.2122e-005 2.7456e-005 8.9110e-005 1.1408e-001 1.9021e-001 1.2485e-008 5.0859e-005 2.6243e-004 1.4251e-003 2.1212e-002 3.1405e-001 3.1291e-002 9.5875e-003 8.4362e-003 1.1948e-002 2.3448e-002 4.8078e-002 5.4573e-002 3.3094e-002 1.9467e-002 1.3892e-002 1.1734e-002 1.1087e-002 1.1041e-002 1.0876e-002 1.0048e-002 8.5245e-003 6.7394e-003 5.1313e-003 3.8929e-003 3.0247e-003 2.4250e-003 1.9846e-003 1.6553e-003 1.4018e-003 1.1854e-003 1.0017e-003 8.3635e-004 6.8555e-004
