   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42
           0 3.4645e-001 3.2456e-001 1.8709e-001 8.6394e-002 3.5108e-002 1.3183e-002 4.7221e-003 1.6459e-003 5.6323e-004 1.8979e-004 6.3357e-005 2.1268e-005 7.3107e-006 2.5880e-006 9.2453e-007 3.1965e-007 1.0279e-007 3.0766e-008 9.4873e-009 3.8074e-009 2.3271e-009 1.8107e-009 1.3236e-009 7.2375e-010 2.2341e-010 8.7912e-012 4.3488e-011 1.4927e-010 1.8461e-010 1.2953e-010 4.7022e-011 2.0169e-012 1.3790e-011 5.9318e-011 1.0260e-010 1.2011e-010 1.0886e-010 8.0174e-011 4.8669e-011 2.4257e-011 9.7411e-012 2.8844e-012 7.2581e-013
           1 3.9180e-001 2.1601e-003 1.0274e-001 1.8080e-001 1.5000e-001 9.0586e-002 4.5960e-002 2.0990e-002 8.9599e-003 3.6520e-003 1.4423e-003 5.5927e-004 2.1535e-004 8.2861e-005 3.1824e-005 1.2142e-005 4.5993e-006 1.7502e-006 6.8554e-007 2.8322e-007 1.2363e-007 5.5082e-008 2.3513e-008 8.9273e-009 2.7986e-009 6.8274e-010 1.3862e-010 4.4963e-011 5.4181e-011 1.0840e-010 1.7766e-010 2.1415e-010 1.9172e-010 1.2613e-010 5.5762e-011 1.1254e-011 1.6682e-013 1.1144e-011 2.6943e-011 3.4940e-011 3.0416e-011 1.5553e-011 4.9258e-012
           2 1.9755e-001 1.9499e-001 1.1821e-001 2.1123e-004 6.9991e-002 1.2702e-001 1.1815e-001 8.1174e-002 4.6972e-002 2.4378e-002 1.1754e-002 5.3897e-003 2.3919e-003 1.0402e-003 4.4637e-004 1.8949e-004 7.9773e-005 3.3499e-005 1.4171e-005 6.0971e-006 2.6739e-006 1.1843e-006 5.2061e-007 2.2337e-007 9.3231e-008 3.8720e-008 1.6913e-008 8.3541e-009 4.8502e-009 3.1847e-009 2.1533e-009 1.3573e-009 7.2896e-010 2.9875e-010 7.2788e-011 2.2348e-012 1.1651e-011 3.8225e-011 5.0772e-011 4.5261e-011 2.9794e-011 1.2750e-011 3.7682e-012
           3 5.4955e-002 2.9866e-001 2.6153e-002 1.5597e-001 4.1465e-002 4.1975e-003 5.9755e-002 9.8674e-002 9.4905e-002 7.0043e-002 4.4117e-002 2.5039e-002 1.3241e-002 6.6750e-003 3.2561e-003 1.5509e-003 7.2562e-004 3.3547e-004 1.5440e-004 7.1252e-005 3.3096e-005 1.5449e-005 7.2078e-006 3.3443e-006 1.5450e-006 7.1838e-007 3.4268e-007 1.7106e-007 9.0066e-008 4.9392e-008 2.7352e-008 1.4706e-008 7.3879e-009 3.3535e-009 1.3375e-009 4.5982e-010 1.3732e-010 3.9169e-011 1.4074e-011 8.4602e-012 6.7847e-012 3.8591e-012 1.2974e-012
           4 8.5228e-003 1.4573e-001 2.6479e-001 5.8469e-003 9.5510e-002 9.2876e-002 1.0613e-002 1.0691e-002 5.4528e-002 8.0494e-002 7.7609e-002 5.9624e-002 3.9772e-002 2.4158e-002 1.3759e-002 7.4847e-003 3.9361e-003 2.0201e-003 1.0204e-003 5.1101e-004 2.5487e-004 1.2682e-004 6.2953e-005 3.1200e-005 1.5492e-005 7.7556e-006 3.9410e-006 2.0408e-006 1.0748e-006 5.7128e-007 3.0323e-007 1.5932e-007 8.2635e-008 4.2575e-008 2.2150e-008 1.1915e-008 6.7804e-009 4.1220e-009 2.6413e-009 1.7102e-009 1.0202e-009 4.3611e-010 1.3031e-010
           5 6.5146e-004 3.1235e-002 2.2988e-001 1.7415e-001 5.4015e-002 3.0227e-002 9.7144e-002 4.4005e-002 6.8647e-004 1.7166e-002 5.0592e-002 6.7342e-002 6.4055e-002 5.0360e-002 3.5057e-002 2.2454e-002 1.3551e-002 7.8334e-003 4.3917e-003 2.4105e-003 1.3035e-003 6.9746e-004 3.7047e-004 1.9603e-004 1.0376e-004 5.5137e-005 2.9486e-005 1.5874e-005 8.5922e-006 4.6698e-006 2.5486e-006 1.4003e-006 7.7839e-007 4.4022e-007 2.5444e-007 1.5044e-007 9.0715e-008 5.5381e-008 3.3817e-008 2.0189e-008 1.1065e-008 4.4584e-009 1.3017e-009
           6 1.5843e-005 2.7054e-003 6.5188e-002 2.8573e-001 9.3290e-002 9.6702e-002 1.8997e-003 6.9105e-002 6.5673e-002 1.5049e-002 1.0110e-003 2.2456e-002 4.6799e-002 5.6846e-002 5.3087e-002 4.2321e-002 3.0377e-002 2.0264e-002 1.2826e-002 7.8129e-003 4.6272e-003 2.6853e-003 1.5364e-003 8.7083e-004 4.9076e-004 2.7577e-004 1.5488e-004 8.7139e-005 4.9219e-005 2.7958e-005 1.5994e-005 9.2222e-006 5.3638e-006 3.1484e-006 1.8663e-006 1.1179e-006 6.7680e-007 4.1346e-007 2.5324e-007 1.5246e-007 8.4603e-008 3.4459e-008 1.0109e-008
           7 5.5659e-009 4.8603e-005 5.8565e-003 1.0243e-001 3.1721e-001 4.4350e-002 1.1155e-001 3.2267e-003 3.7160e-002 6.6798e-002 3.2688e-002 2.3771e-003 5.5957e-003 2.6028e-002 4.2737e-002 4.8026e-002 4.3957e-002 3.5303e-002 2.5913e-002 1.7849e-002 1.1750e-002 7.4812e-003 4.6439e-003 2.8275e-003 1.6984e-003 1.0120e-003 6.0081e-004 3.5632e-004 2.1128e-004 1.2529e-004 7.4385e-005 4.4319e-005 2.6594e-005 1.6126e-005 9.9019e-006 6.1555e-006 3.8647e-006 2.4384e-006 1.5322e-006 9.3910e-007 5.2673e-007 2.1564e-007 6.3362e-008
           8 5.0814e-008 6.3790e-007 4.5643e-005 8.4386e-003 1.3494e-001 3.4007e-001 2.2559e-002 1.0510e-001 1.4894e-002 1.5679e-002 5.5285e-002 4.2654e-002 1.0958e-002 1.2345e-004 1.1130e-002 2.7695e-002 3.8345e-002 4.0399e-002 3.6165e-002 2.9086e-002 2.1723e-002 1.5377e-002 1.0454e-002 6.8939e-003 4.4467e-003 2.8250e-003 1.7764e-003 1.1090e-003 6.8871e-004 4.2634e-004 2.6383e-004 1.6373e-004 1.0218e-004 6.4223e-005 4.0654e-005 2.5889e-005 1.6558e-005 1.0606e-005 6.7559e-006 4.1970e-006 2.3837e-006 9.8444e-007 2.9027e-007
           9 2.3395e-008 9.0172e-008 6.8179e-006 2.2677e-007 8.2373e-003 1.5535e-001 3.7048e-001 1.7929e-002 8.8484e-002 2.4586e-002 5.3062e-003 4.1079e-002 4.3956e-002 1.8779e-002 1.2967e-003 3.2424e-003 1.5747e-002 2.7715e-002 3.3674e-002 3.3485e-002 2.9369e-002 2.3630e-002 1.7858e-002 1.2885e-002 8.9894e-003 6.1193e-003 4.0890e-003 2.6938e-003 1.7565e-003 1.1381e-003 7.3546e-004 4.7526e-004 3.0758e-004 1.9947e-004 1.2968e-004 8.4558e-005 5.5312e-005 3.6237e-005 2.3613e-005 1.4984e-005 8.6591e-006 3.6147e-006 1.0701e-006
