   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17
           0 6.9558e-002 2.3505e-001 3.2488e-001 2.3929e-001 1.0199e-001 2.5408e-002 3.5311e-003 2.4318e-004 6.5794e-006 4.4302e-008 1.1587e-009 6.1908e-009 1.8918e-009 2.6123e-010 2.3327e-010 1.6331e-010 1.7152e-011 2.8715e-013
           1 1.3599e-001 1.8413e-001 2.0643e-002 7.1125e-002 2.5427e-001 2.2583e-001 8.9323e-002 1.7198e-002 1.5141e-003 4.9395e-005 1.7881e-007 8.9128e-008 1.2370e-008 2.7976e-009 1.4019e-009 3.6370e-010 1.6321e-012 1.9661e-012
           2 1.5832e-001 6.0888e-002 3.3581e-002 1.3362e-001 9.2356e-003 1.0395e-001 2.6696e-001 1.7883e-001 4.8923e-002 5.4990e-003 1.7423e-004 6.5502e-007 8.6039e-007 7.7203e-008 1.8620e-009 7.2927e-009 1.0545e-008 1.2162e-009
           3 1.4668e-001 4.7236e-003 8.9692e-002 2.5970e-002 5.9666e-002 9.6123e-002 4.0704e-003 2.0016e-001 2.5821e-001 1.0122e-001 1.3194e-002 2.2993e-004 2.3058e-005 1.0513e-007 5.2643e-007 3.1130e-007 9.2466e-008 6.2771e-009
           4 1.2364e-001 4.3596e-003 7.9932e-002 3.0080e-003 8.6997e-002 1.7908e-005 1.0943e-001 2.7302e-002 9.2157e-002 2.9221e-001 1.6008e-001 2.0720e-002 3.5279e-005 8.3230e-005 6.2020e-006 9.0582e-008 5.6640e-008 1.2179e-008
           5 9.6907e-002 2.4406e-002 4.0782e-002 3.6089e-002 3.2020e-002 4.3425e-002 4.1634e-002 4.3848e-002 8.8727e-002 2.1152e-002 2.9119e-001 2.1627e-001 2.3164e-002 2.8186e-004 7.6342e-005 3.7085e-005 9.2180e-006 6.1670e-007
           6 7.2429e-002 4.3021e-002 1.1006e-002 5.6119e-002 6.8404e-004 6.3676e-002 4.1613e-004 7.7105e-002 1.1985e-003 1.0868e-001 1.8176e-004 2.8286e-001 2.6435e-001 1.5560e-002 2.6050e-003 3.9875e-005 6.3463e-006 1.4720e-006
           7 5.2715e-002 5.2940e-002 2.9662e-004 4.9652e-002 8.9049e-003 3.5089e-002 2.9001e-002 2.1905e-002 5.2963e-002 1.3610e-002 8.5689e-002 5.4790e-003 2.9282e-001 2.9036e-001 1.5779e-003 4.9930e-003 1.2466e-003 7.7944e-005
           8 3.7763e-002 5.4536e-002 2.6328e-003 3.1256e-002 2.6797e-002 7.1597e-003 4.6303e-002 2.3094e-004 5.2119e-002 1.2785e-002 4.3277e-002 5.0101e-002 1.1562e-002 3.4899e-001 2.5651e-001 1.1851e-002 1.2537e-004 8.3401e-005
           9 2.6803e-002 5.0605e-002 9.8643e-003 1.4436e-002 3.5357e-002 1.1440e-004 3.4833e-002 1.6268e-002 1.5412e-002 4.4278e-002 1.6224e-004 5.6679e-002 2.3153e-002 5.8939e-003 4.6965e-001 1.1501e-001 4.9798e-002 3.2407e-003
          10 1.8914e-002 4.3818e-002 1.6627e-002 4.3393e-003 3.2879e-002 6.3074e-003 1.5614e-002 3.0220e-002 6.4967e-005 3.6698e-002 1.6283e-002 1.1539e-002 5.0158e-002 8.3003e-003 1.4772e-003 5.8828e-001 1.6441e-003 7.2026e-004
          11 1.3019e-002 3.5329e-002 2.0141e-002 4.2642e-004 2.4272e-002 1.3764e-002 3.4983e-003 2.8605e-002 5.5593e-003 1.4099e-002 3.0543e-002 6.4762e-004 2.4148e-002 3.4447e-002 9.1229e-004 7.6102e-002 3.7663e-001 2.6908e-002
