   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44
           0 3.9561e-001 3.2978e-001 1.6880e-001 6.9101e-002 2.4810e-002 8.2040e-003 2.5813e-003 7.8679e-004 2.3317e-004 6.7143e-005 1.9018e-005 5.4689e-006 1.6449e-006 5.1097e-007 1.5291e-007 4.0500e-008 9.4824e-009 2.6316e-009 1.5114e-009 1.5333e-009 1.4341e-009 8.4862e-010 1.9600e-010 8.1163e-012 2.7074e-010 5.6202e-010 5.7665e-010 3.5487e-010 1.1494e-010 5.2196e-012 1.9928e-011 7.1285e-011 8.9735e-011 6.4772e-011 2.5313e-011 1.8647e-012 4.5545e-012 2.4003e-011 4.4105e-011 5.3616e-011 5.0300e-011 3.8543e-011 2.4465e-011 1.2158e-011 3.9107e-012
           1 3.8749e-001 1.0966e-003 1.4846e-001 1.9876e-001 1.3921e-001 7.2668e-002 3.2124e-002 1.2825e-002 4.7855e-003 1.6994e-003 5.8238e-004 1.9565e-004 6.5315e-005 2.1701e-005 7.0787e-006 2.2311e-006 6.8519e-007 2.1720e-007 7.7897e-008 3.2689e-008 1.4418e-008 5.4022e-009 1.2495e-009 5.5731e-011 6.3636e-011 1.3700e-010 5.3686e-011 9.5560e-014 4.7960e-011 9.8737e-011 7.5633e-011 1.6646e-011 5.0027e-012 7.1837e-011 1.7571e-010 2.5032e-010 2.5763e-010 2.0475e-010 1.2648e-010 5.7750e-011 1.6320e-011 1.1945e-012 7.7701e-013 2.7266e-012 1.6238e-012
           2 1.6976e-001 2.4457e-001 8.3868e-002 1.1708e-002 1.1100e-001 1.4534e-001 1.1116e-001 6.5128e-002 3.2593e-002 1.4707e-002 6.1755e-003 2.4678e-003 9.5449e-004 3.6085e-004 1.3370e-004 4.8574e-005 1.7404e-005 6.2384e-006 2.2719e-006 8.4124e-007 3.0888e-007 1.0766e-007 3.4346e-008 1.0176e-008 3.2122e-009 1.4078e-009 9.4086e-010 7.3013e-010 4.7130e-010 1.8538e-010 1.5944e-011 2.5403e-011 1.3614e-010 2.2430e-010 2.2593e-010 1.5909e-010 7.8056e-011 2.2871e-011 1.6340e-012 1.4823e-012 6.7242e-012 8.9824e-012 7.3710e-012 4.1022e-012 1.3705e-012
           3 4.1145e-002 2.8553e-001 6.3958e-002 1.5585e-001 1.4660e-002 2.5953e-002 9.5900e-002 1.1424e-001 8.9539e-002 5.5938e-002 3.0304e-002 1.4918e-002 6.8736e-003 3.0218e-003 1.2827e-003 5.3008e-004 2.1493e-004 8.6186e-005 3.4361e-005 1.3620e-005 5.3431e-006 2.0659e-006 7.9046e-007 3.0409e-007 1.2027e-007 4.9478e-008 2.0791e-008 8.4639e-009 3.0873e-009 9.1476e-010 1.9207e-010 2.2549e-011 1.0706e-012 4.1402e-013 2.7399e-012 6.9527e-012 7.8054e-012 3.7217e-012 7.4464e-014 2.9907e-012 1.2943e-011 2.4288e-011 2.9335e-011 2.2857e-011 9.2605e-012
           4 5.5650e-003 1.1609e-001 2.8890e-001 4.9684e-004 1.3063e-001 6.7457e-002 4.6560e-005 3.8175e-002 8.5327e-002 9.2702e-002 7.2796e-002 4.7255e-002 2.7086e-002 1.4265e-002 7.0792e-003 3.3609e-003 1.5413e-003 6.8878e-004 3.0286e-004 1.3205e-004 5.7228e-005 2.4556e-005 1.0378e-005 4.3251e-006 1.7994e-006 7.6326e-007 3.3547e-007 1.5178e-007 6.8133e-008 2.8598e-008 1.0471e-008 3.1047e-009 6.9334e-010 1.1913e-010 2.9736e-011 3.2661e-011 6.4785e-011 9.8778e-011 1.0311e-010 7.3220e-011 3.2716e-011 6.4135e-012 1.1193e-014 2.1310e-012 1.7051e-012
           5 3.7260e-004 2.1339e-002 1.9525e-001 2.2320e-001 2.2768e-002 6.7835e-002 9.7582e-002 1.8465e-002 5.2732e-003 4.6030e-002 7.5836e-002 7.6317e-002 5.9477e-002 3.9595e-002 2.3728e-002 1.3199e-002 6.9485e-003 3.5108e-003 1.7224e-003 8.2777e-004 3.9167e-004 1.8283e-004 8.4334e-005 3.8598e-005 1.7644e-005 8.1034e-006 3.7424e-006 1.7264e-006 7.8639e-007 3.5020e-007 1.5236e-007 6.5711e-008 2.8944e-008 1.3465e-008 6.7044e-009 3.4776e-009 1.7572e-009 7.8383e-010 2.6445e-010 4.4715e-011 2.4208e-013 2.6336e-011 5.2694e-011 4.7796e-011 2.0251e-011
           6 8.4111e-006 1.6476e-003 4.6782e-002 2.5706e-001 1.4432e-001 6.7331e-002 2.0188e-002 9.1714e-002 4.6693e-002 1.2226e-003 1.5750e-002 4.9572e-002 6.6706e-002 6.3009e-002 4.8694e-002 3.3062e-002 2.0508e-002 1.1912e-002 6.5949e-003 3.5255e-003 1.8360e-003 9.3659e-004 4.6998e-004 2.3311e-004 1.1488e-004 5.6492e-005 2.7748e-005 1.3586e-005 6.6119e-006 3.1966e-006 1.5413e-006 7.4708e-007 3.6700e-007 1.8317e-007 9.2189e-008 4.5947e-008 2.2115e-008 9.9941e-009 4.1183e-009 1.4976e-009 4.5980e-010 1.1058e-010 1.7801e-011 1.3174e-012 2.2713e-014
           7 4.6199e-012 3.1728e-005 3.8887e-003 7.7342e-002 2.9713e-001 8.2829e-002 9.8713e-002 1.2342e-003 6.6569e-002 6.3622e-002 1.3433e-002 1.6698e-003 2.5215e-002 4.9523e-002 5.7790e-002 5.1997e-002 3.9891e-002 2.7470e-002 1.7521e-002 1.0570e-002 6.1186e-003 3.4310e-003 1.8773e-003 1.0088e-003 5.3539e-004 2.8178e-004 1.4737e-004 7.6642e-005 3.9677e-005 2.0495e-005 1.0602e-005 5.5091e-006 2.8789e-006 1.5094e-006 7.9017e-007 4.1083e-007 2.1143e-007 1.0774e-007 5.4599e-008 2.7705e-008 1.4152e-008 7.2660e-009 3.6649e-009 1.6466e-009 5.1517e-010
           8 4.7137e-008 8.1554e-008 4.9406e-005 6.3999e-003 1.0755e-001 3.2228e-001 4.5373e-002 1.0968e-001 2.2960e-003 3.9916e-002 6.5603e-002 2.8275e-002 8.8370e-004 8.9546e-003 3.1430e-002 4.6839e-002 4.9363e-002 4.2758e-002 3.2573e-002 2.2691e-002 1.4831e-002 9.2468e-003 5.5588e-003 3.2476e-003 1.8574e-003 1.0470e-003 5.8446e-004 3.2382e-004 1.7815e-004 9.7408e-005 5.3085e-005 2.8964e-005 1.5890e-005 8.7811e-006 4.8792e-006 2.7134e-006 1.5032e-006 8.2760e-007 4.5359e-007 2.4872e-007 1.3713e-007 7.5899e-008 4.1124e-008 1.9602e-008 6.3383e-009
           9 3.3326e-008 7.5827e-008 1.4350e-006 2.8326e-005 7.9517e-003 1.3257e-001 3.4307e-001 2.7075e-002 1.0579e-001 1.1016e-002 2.0473e-002 5.7803e-002 3.8312e-002 6.7787e-003 1.4246e-003 1.6883e-002 3.4085e-002 4.2547e-002 4.1583e-002 3.4899e-002 2.6435e-002 1.8629e-002 1.2441e-002 7.9701e-003 4.9451e-003 2.9980e-003 1.7882e-003 1.0536e-003 6.1422e-004 3.5493e-004 2.0393e-004 1.1701e-004 6.7315e-005 3.8903e-005 2.2565e-005 1.3100e-005 7.5976e-006 4.4022e-006 2.5559e-006 1.4929e-006 8.7841e-007 5.1701e-007 2.9503e-007 1.4588e-007 4.8031e-008
