   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23
           0 2.0965e-002 1.0238e-001 2.1828e-001 2.6898e-001 2.1359e-001 1.1553e-001 4.4152e-002 1.2436e-002 2.8121e-003 6.0829e-004 1.5181e-004 3.9172e-005 5.6784e-006 1.5818e-008 1.4839e-007 2.3713e-009 9.4714e-010 1.5640e-009 2.4336e-009 1.2942e-010 6.1848e-010 1.1931e-009 7.0779e-010 7.4096e-011
           1 4.6609e-002 1.3396e-001 1.1713e-001 1.5127e-002 2.9413e-002 1.4992e-001 2.0327e-001 1.5445e-001 8.3839e-002 3.9071e-002 1.7705e-002 7.3380e-003 2.0291e-003 1.8040e-004 1.6746e-006 1.7256e-006 6.7876e-007 1.0688e-007 8.0767e-008 1.7671e-007 6.2839e-008 7.6153e-009 1.3276e-010 3.0279e-012
           2 4.4449e-002 8.4099e-002 2.7277e-002 7.2977e-003 6.9996e-002 5.8318e-002 2.3097e-003 3.4799e-002 1.2620e-001 1.8248e-001 1.7543e-001 1.2198e-001 5.4304e-002 1.0814e-002 2.3701e-004 5.7435e-005 1.5107e-006 1.8215e-006 3.2293e-006 9.2891e-007 4.8264e-008 1.5262e-008 3.7062e-008 5.4281e-009
           3 8.4126e-002 9.6028e-002 2.4424e-003 5.9242e-002 7.6283e-002 7.1994e-004 6.9929e-002 1.2862e-001 4.5388e-002 2.4773e-003 7.9446e-002 1.5667e-001 1.3635e-001 5.5539e-002 6.6940e-003 2.5266e-006 3.3580e-005 1.3952e-005 1.9310e-006 9.7037e-008 7.9397e-007 7.4862e-007 3.7932e-007 3.9063e-008
           4 9.7009e-002 5.1795e-002 1.0420e-002 7.5800e-002 7.7524e-003 4.6833e-002 7.6249e-002 1.0353e-003 6.7259e-002 1.1176e-001 2.1468e-002 2.5375e-002 1.5267e-001 1.7849e-001 7.0793e-002 5.0516e-003 1.8334e-004 4.5225e-006 1.3328e-005 9.2933e-006 2.9811e-006 5.7638e-007 6.6798e-008 2.6203e-009
           5 1.0448e-001 1.9191e-002 4.0024e-002 4.4675e-002 9.3694e-003 7.1085e-002 3.6897e-003 5.9006e-002 6.9733e-002 1.1422e-004 7.1635e-002 5.6176e-002 4.2531e-003 1.4991e-001 2.1859e-001 7.5579e-002 1.8581e-003 5.4008e-004 1.8526e-005 3.6036e-007 4.3276e-006 4.0849e-006 2.0600e-006 2.1334e-007
           6 1.0150e-001 2.1246e-003 5.8749e-002 8.9569e-003 4.4202e-002 2.6983e-002 2.3706e-002 6.1728e-002 4.9490e-004 7.5853e-002 3.0270e-002 2.0695e-002 7.3632e-002 3.1644e-004 1.4318e-001 2.5534e-001 7.1311e-002 2.5728e-005 6.9809e-004 1.3083e-004 1.6512e-005 1.0645e-006 2.7591e-010 4.2531e-009
           7 9.2501e-002 1.1600e-003 5.6248e-002 5.2466e-004 5.3499e-002 1.1964e-004 5.5878e-002 5.8955e-003 5.1168e-002 3.4036e-002 1.7915e-002 5.9048e-002 4.6537e-004 7.0054e-002 5.4401e-003 1.4909e-001 2.9150e-001 5.2881e-002 1.9495e-003 2.4856e-004 2.3683e-004 8.6074e-005 2.4778e-005 2.0695e-006
           8 7.9621e-002 9.5392e-003 3.9804e-002 1.3131e-002 3.3805e-002 1.3642e-002 3.7304e-002 1.0622e-002 5.0238e-002 2.7605e-003 6.0845e-002 7.9828e-004 5.2233e-002 5.9886e-003 5.5491e-002 1.1319e-002 1.7109e-001 3.1944e-001 2.3480e-002 8.2965e-003 2.4602e-004 3.1195e-005 5.4225e-005 6.7467e-006
           9 6.6554e-002 2.0691e-002 2.1468e-002 2.9089e-002 1.0826e-002 3.4369e-002 7.5175e-003 3.8861e-002 8.6245e-003 4.1643e-002 1.6263e-002 3.2146e-002 2.0565e-002 2.7377e-002 2.0350e-002 3.9318e-002 1.2178e-002 2.2257e-001 3.1455e-001 5.4123e-004 1.0049e-002 3.2737e-003 6.5019e-004 4.3349e-005
          10 5.3749e-002 3.0118e-002 7.8772e-003 3.6992e-002 3.7333e-004 3.8168e-002 6.5302e-004 3.8672e-002 2.9571e-003 4.2614e-002 3.4093e-003 4.2931e-002 3.3526e-003 3.7444e-002 7.6092e-003 3.1346e-002 2.6354e-002 6.3928e-003 3.1805e-001 2.4029e-001 1.9977e-002 5.8584e-004 1.9459e-003 2.4992e-004
          11 4.2717e-002 3.6222e-002 1.2021e-003 3.5562e-002 2.7541e-003 2.7166e-002 1.1973e-002 1.8454e-002 2.2494e-002 1.2679e-002 3.0894e-002 9.0660e-003 3.2965e-002 3.1707e-003 3.5725e-002 2.2023e-004 3.5376e-002 1.7048e-002 3.6440e-006 4.4659e-001 8.6808e-002 6.4635e-002 1.3295e-002 8.3102e-004
          12 3.3513e-002 3.8775e-002 1.3804e-004 2.8212e-002 1.0847e-002 1.2840e-002 2.3883e-002 2.8345e-003 3.2277e-002 1.1764e-005 3.6265e-002 2.1615e-003 3.0489e-002 8.8076e-003 1.7016e-002 2.2842e-002 1.5753e-003 3.3705e-002 9.9296e-003 1.9430e-002 5.1680e-001 3.2275e-003 1.4895e-002 2.5564e-003
          13 2.5968e-002 3.8297e-002 2.3860e-003 1.9062e-002 1.8215e-002 3.2009e-003 2.7145e-002 5.5321e-004 2.5126e-002 8.7258e-003 1.7649e-002 1.9942e-002 7.0982e-003 2.7401e-002 2.3578e-005 2.5055e-002 1.0118e-002 5.4346e-003 2.9704e-002 2.4044e-003 1.2620e-001 3.0485e-001 1.1714e-001 8.1345e-003
