   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71
           0 9.9430e-001 5.6417e-003 6.0433e-005 6.7327e-007 5.4539e-008 6.9710e-008 5.7913e-033 4.4762e-030 7.5019e-017 4.4273e-027 1.2854e-026 2.8692e-025 1.3535e-023 4.3937e-012 1.1249e-022 1.4520e-021 1.2895e-019 2.0132e-017 6.3427e-009 1.4341e-015 2.6306e-015 3.2419e-014 2.4933e-012 6.4867e-009 9.4556e-012 1.5275e-011 1.2714e-010 9.9725e-010 3.8188e-010 1.3435e-010 6.8402e-011 1.7688e-011 2.1941e-013 2.3895e-011 7.8736e-011 1.5314e-010 2.3386e-010 3.0810e-010 3.6654e-010 4.0361e-010 4.1637e-010 4.0527e-010 3.7392e-010 3.2730e-010 2.7116e-010 2.1136e-010 1.5316e-010 1.0099e-010 5.8067e-011 2.6522e-011 7.2459e-012 8.6486e-014 4.0406e-012 1.7542e-011 3.8674e-011 6.5348e-011 9.5396e-011 1.2690e-010 1.5809e-010 1.8744e-010 2.1399e-010 2.3676e-010 2.5531e-010 2.6933e-010 2.7887e-010 2.8376e-010 2.8464e-010 2.8155e-010 2.7493e-010 2.6514e-010 2.5176e-010 2.3395e-010
           1 5.4900e-003 9.8542e-001 8.3477e-003 7.4028e-004 1.3826e-007 4.0070e-006 5.9986e-032 2.3408e-030 1.2465e-016 1.6839e-026 3.3111e-025 2.6353e-023 5.0620e-021 9.0034e-009 9.9558e-019 1.8049e-018 2.5970e-017 1.3858e-015 2.4879e-007 4.1594e-014 3.3468e-014 1.6489e-013 3.5746e-012 4.2380e-009 5.8731e-013 7.3346e-012 3.7073e-010 6.2597e-009 4.4737e-009 4.0601e-009 6.2090e-009 8.3902e-009 9.1783e-009 9.1913e-009 8.9967e-009 8.6145e-009 8.0082e-009 7.2264e-009 6.3547e-009 5.4634e-009 4.5922e-009 3.7745e-009 3.0364e-009 2.3892e-009 1.8363e-009 1.3756e-009 1.0002e-009 7.0203e-010 4.7107e-010 2.9819e-010 1.7391e-010 8.9716e-011 3.7193e-011 9.3637e-012 1.1678e-013 4.2990e-012 1.7627e-011 3.6612e-011 5.8465e-011 8.0986e-011 1.0263e-010 1.2217e-010 1.3887e-010 1.5222e-010 1.6207e-010 1.6822e-010 1.7102e-010 1.7050e-010 1.6699e-010 1.6079e-010 1.5176e-010 1.3957e-010
           2 2.0835e-004 7.8982e-003 9.8591e-001 2.9544e-003 2.8639e-003 1.3878e-004 2.9603e-032 6.3809e-028 3.3520e-014 2.5194e-024 1.6121e-023 7.3088e-022 9.1839e-020 1.2406e-007 1.2259e-017 1.4815e-017 1.3118e-016 3.4942e-015 3.0386e-007 2.6172e-014 3.3380e-015 8.0667e-013 1.6674e-010 5.7238e-007 1.1868e-009 3.1935e-009 4.2432e-008 4.5875e-007 2.4339e-007 1.5677e-007 1.8490e-007 2.0264e-007 1.8376e-007 1.5395e-007 1.2637e-007 1.0098e-007 7.7262e-008 5.5985e-008 3.7997e-008 2.3678e-008 1.3001e-008 5.7691e-009 1.6145e-009 4.9238e-011 5.4273e-010 2.5614e-009 5.6024e-009 9.2199e-009 1.3024e-008 1.6710e-008 2.0034e-008 2.2877e-008 2.5119e-008 2.6721e-008 2.7703e-008 2.8081e-008 2.7898e-008 2.7246e-008 2.6198e-008 2.4832e-008 2.3250e-008 2.1507e-008 1.9676e-008 1.7812e-008 1.5968e-008 1.4164e-008 1.2451e-008 1.0833e-008 9.3287e-009 7.9457e-009 6.6686e-009 5.4812e-009
           3 4.2872e-006 1.0232e-003 2.6696e-003 9.9267e-001 7.8990e-005 2.5319e-003 2.2566e-028 1.6387e-025 2.5757e-012 1.4895e-022 4.0411e-022 9.1389e-021 5.6556e-019 4.1419e-007 2.9949e-017 5.3720e-018 5.4144e-017 2.8016e-014 1.0815e-005 2.6023e-012 5.1950e-012 6.6310e-011 5.2628e-009 1.3930e-005 2.1005e-008 3.7017e-008 3.5205e-007 3.1253e-006 1.3921e-006 6.8740e-007 6.1878e-007 5.1059e-007 3.3322e-007 1.8479e-007 8.6387e-008 2.8304e-008 2.6853e-009 2.9347e-009 2.2081e-008 5.3348e-008 9.0598e-008 1.2859e-007 1.6339e-007 1.9227e-007 2.1359e-007 2.2670e-007 2.3163e-007 2.2914e-007 2.2011e-007 2.0599e-007 1.8807e-007 1.6812e-007 1.4704e-007 1.2590e-007 1.0559e-007 8.6626e-008 6.9407e-008 5.4240e-008 4.1207e-008 3.0293e-008 2.1424e-008 1.4417e-008 9.0811e-009 5.2010e-009 2.5591e-009 9.4155e-010 1.5430e-010 1.8038e-011 3.7468e-010 1.0847e-009 2.0165e-009 3.0242e-009
           4 5.7652e-007 1.6719e-005 2.8203e-003 1.4155e-004 9.9449e-001 2.2874e-004 1.5427e-030 2.7664e-026 1.5204e-012 1.2071e-022 1.0040e-021 5.8752e-020 9.4226e-018 1.5204e-005 1.6228e-015 2.6520e-015 3.5370e-014 1.8110e-012 3.2432e-004 5.4721e-011 4.7710e-011 2.9104e-010 1.0798e-008 2.0353e-005 1.7297e-008 7.7472e-009 1.1944e-009 1.2183e-007 2.6768e-007 4.7760e-007 1.0077e-006 1.6432e-006 2.0430e-006 2.2454e-006 2.3549e-006 2.3739e-006 2.2924e-006 2.1256e-006 1.9027e-006 1.6508e-006 1.3887e-006 1.1328e-006 8.9634e-007 6.8684e-007 5.0805e-007 3.6089e-007 2.4398e-007 1.5475e-007 8.9754e-008 4.5401e-008 1.7962e-008 3.9156e-009 2.5189e-012 3.4389e-009 1.1870e-008 2.3369e-008 3.6370e-008 4.9703e-008 6.2476e-008 7.4040e-008 8.4067e-008 9.2265e-008 9.8577e-008 1.0300e-007 1.0565e-007 1.0655e-007 1.0602e-007 1.0411e-007 1.0102e-007 9.6913e-008 9.1630e-008 8.4874e-008
           5 3.7537e-007 1.8691e-007 1.8757e-004 2.3970e-003 2.6819e-004 9.9389e-001 3.5257e-030 3.5781e-025 3.3541e-012 1.2385e-022 3.4033e-023 1.8035e-020 2.1870e-018 1.1773e-006 4.7204e-017 1.9571e-016 2.1982e-014 3.3304e-012 9.8813e-004 2.1438e-010 3.4666e-010 3.7689e-009 2.6062e-007 6.5538e-004 9.1975e-007 1.4525e-006 1.2580e-005 1.0569e-004 4.4909e-005 2.0770e-005 1.7683e-005 1.3964e-005 8.8380e-006 4.8616e-006 2.3638e-006 9.1587e-007 2.0332e-007 3.0442e-010 1.1883e-007 4.0921e-007 7.6117e-007 1.0994e-006 1.3804e-006 1.5838e-006 1.7056e-006 1.7522e-006 1.7351e-006 1.6689e-006 1.5661e-006 1.4400e-006 1.3006e-006 1.1588e-006 1.0185e-006 8.8424e-007 7.5914e-007 6.4417e-007 5.3990e-007 4.4700e-007 3.6512e-007 2.9375e-007 2.3254e-007 1.8051e-007 1.3695e-007 1.0105e-007 7.2029e-008 4.9043e-008 3.1426e-008 1.8419e-008 9.3734e-009 3.6727e-009 7.3687e-010 9.8018e-012
           6 2.8362e-008 1.0817e-006 3.5344e-008 9.9127e-004 3.6258e-004 1.2593e-003 1.6117e-024 5.1102e-022 2.6403e-009 9.4407e-020 9.7281e-022 1.6175e-018 2.3992e-016 2.0465e-004 1.4779e-014 1.9286e-015 2.3819e-014 5.9254e-012 1.3915e-003 2.4072e-010 1.4149e-010 1.3123e-010 1.7099e-008 1.2021e-004 4.1939e-007 1.6529e-006 2.5533e-005 2.8924e-004 1.5697e-004 1.0220e-004 1.1979e-004 1.2942e-004 1.1528e-004 9.4834e-005 7.6655e-005 6.0676e-005 4.6441e-005 3.4177e-005 2.4131e-005 1.6280e-005 1.0394e-005 6.1918e-006 3.3653e-006 1.5954e-006 5.9631e-007 1.2781e-007 1.6175e-010 7.2526e-008 2.4593e-007 4.5498e-007 6.5926e-007 8.3828e-007 9.8148e-007 1.0865e-006 1.1558e-006 1.1926e-006 1.2010e-006 1.1867e-006 1.1538e-006 1.1062e-006 1.0484e-006 9.8264e-007 9.1192e-007 8.3834e-007 7.6403e-007 6.8976e-007 6.1776e-007 5.4827e-007 4.8219e-007 4.2006e-007 3.6114e-007 3.0458e-007
           7 6.9032e-010 8.1028e-007 1.3704e-006 9.4655e-005 1.2810e-003 1.1844e-004 7.9427e-023 7.8971e-021 5.3109e-011 5.0024e-019 1.6065e-017 5.0518e-016 2.3702e-014 1.0308e-002 5.2705e-013 6.3072e-015 4.1946e-012 3.1414e-010 4.8541e-002 6.8050e-009 2.2614e-009 7.9154e-010 1.7710e-007 8.7297e-004 2.0133e-006 4.0577e-006 3.0091e-005 1.9074e-004 5.2800e-005 6.5562e-006 1.9564e-007 1.2000e-005 3.5781e-005 6.1550e-005 8.4900e-005 1.0287e-004 1.1327e-004 1.1580e-004 1.1172e-004 1.0282e-004 9.0760e-005 7.7143e-005 6.3407e-005 5.0522e-005 3.9092e-005 2.9407e-005 2.1501e-005 1.5266e-005 1.0489e-005 6.9455e-006 4.3949e-006 2.6276e-006 1.4470e-006 7.0198e-007 2.7124e-007 6.0748e-008 1.0887e-010 3.6645e-008 1.3165e-007 2.5700e-007 3.9314e-007 5.2617e-007 6.4733e-007 7.5100e-007 8.3461e-007 8.9635e-007 9.3776e-007 9.5912e-007 9.6238e-007 9.4945e-007 9.1934e-007 8.6924e-007
           8 4.9890e-010 2.7220e-007 4.5829e-010 1.7576e-010 5.4932e-004 4.4205e-004 1.4017e-020 1.0539e-018 2.0940e-013 3.8507e-017 9.0901e-016 1.5817e-014 2.1331e-013 5.5538e-004 3.7406e-012 3.6979e-011 4.6688e-010 1.1453e-008 8.8229e-001 7.4264e-008 3.0340e-011 2.4908e-007 2.6283e-005 6.3629e-002 7.4097e-005 6.4373e-005 2.1475e-004 6.8047e-004 5.9890e-005 1.1970e-005 9.9599e-005 1.8985e-004 2.0324e-004 1.6010e-004 1.0155e-004 4.9340e-005 1.4622e-005 5.6298e-007 4.0250e-006 1.8858e-005 3.8601e-005 5.7947e-005 7.3486e-005 8.3599e-005 8.8056e-005 8.7542e-005 8.3166e-005 7.6180e-005 6.7646e-005 5.8523e-005 4.9464e-005 4.1019e-005 3.3365e-005 2.6643e-005 2.0893e-005 1.6064e-005 1.2084e-005 8.8765e-006 6.3418e-006 4.3827e-006 2.9092e-006 1.8316e-006 1.0728e-006 5.6477e-007 2.4901e-007 7.6264e-008 6.6008e-009 7.7254e-009 5.4390e-008 1.2711e-007 2.1028e-007 2.8975e-007
           9 5.5612e-010 5.0910e-008 7.2495e-007 5.8061e-006 9.3747e-005 7.9502e-004 2.0200e-017 1.0094e-015 2.5738e-016 2.4314e-014 3.7654e-013 4.2690e-012 3.8360e-011 9.7687e-006 2.8648e-010 1.8770e-009 1.1013e-008 5.6498e-008 5.9092e-002 5.0133e-007 2.5516e-006 2.0164e-005 5.8213e-004 8.8635e-001 4.7097e-004 2.3567e-005 7.7608e-004 1.7585e-002 1.1525e-002 7.0980e-003 6.2238e-003 4.2766e-003 2.0031e-003 6.4534e-004 1.0765e-004 1.0360e-007 5.1314e-005 1.1641e-004 1.4300e-004 1.3014e-004 9.5170e-005 5.6171e-005 2.4955e-005 6.2929e-006 3.8362e-008 3.4168e-006 1.2812e-005 2.4858e-005 3.6906e-005 4.7210e-005 5.4794e-005 5.9464e-005 6.1277e-005 6.0635e-005 5.8089e-005 5.4140e-005 4.9266e-005 4.3935e-005 3.8479e-005 3.3147e-005 2.8147e-005 2.3565e-005 1.9468e-005 1.5872e-005 1.2774e-005 1.0134e-005 7.9273e-006 6.1005e-006 4.6103e-006 3.4121e-006 2.4579e-006 1.7085e-006
