   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39
          10 2.0759e-033 2.7118e-021 3.1126e-019 3.8363e-026 3.0061e-017 1.0761e-015 2.8511e-017 3.3212e-014 5.9540e-013 1.2477e-012 1.3450e-011 1.1112e-010 6.2886e-010 4.5165e-009 3.3634e-008 2.1064e-007 1.0995e-006 5.7908e-006 2.8574e-005 1.2010e-004 4.6138e-004 1.5947e-003 4.7714e-003 1.2262e-002 2.6339e-002 4.5554e-002 5.9603e-002 5.1937e-002 2.0914e-002 5.9576e-006 2.1163e-002 4.4206e-002 1.5583e-002 5.0944e-003 4.1791e-002 1.0141e-002 2.2146e-002 2.6406e-002 4.6645e-003 6.4472e-002
          11 2.7083e-022 4.2637e-020 2.7819e-018 8.6587e-021 9.3626e-017 3.9383e-015 1.0687e-016 1.1267e-013 1.9653e-012 3.9999e-012 4.2485e-011 3.4163e-010 1.8822e-009 1.3079e-008 9.3510e-008 5.6235e-007 2.8501e-006 1.4415e-005 6.7757e-005 2.7326e-004 9.9925e-004 3.2571e-003 9.1545e-003 2.1870e-002 4.3027e-002 6.6615e-002 7.4746e-002 5.0361e-002 9.8475e-003 5.2236e-003 4.4019e-002 4.6160e-002 2.9191e-003 2.6154e-002 4.6150e-002 1.8462e-005 4.8162e-002 6.5487e-003 1.7892e-002 5.7953e-002
          12 4.1261e-032 3.1071e-020 3.3015e-018 5.0591e-025 2.8690e-016 9.5935e-015 2.6446e-016 2.7198e-013 4.5069e-012 8.8887e-012 9.2626e-011 7.2028e-010 3.8384e-009 2.5618e-008 1.7428e-007 9.9764e-007 4.8716e-006 2.3442e-005 1.0387e-004 3.9754e-004 1.3665e-003 4.1409e-003 1.0749e-002 2.3375e-002 4.0985e-002 5.4580e-002 4.8946e-002 2.1156e-002 1.4708e-004 1.6964e-002 3.9693e-002 1.6782e-002 2.4456e-003 3.4779e-002 1.4437e-002 1.0644e-002 3.0375e-002 4.5282e-003 3.8687e-002 1.0699e-002
          13 1.6737e-031 2.9302e-019 2.8797e-017 5.5074e-024 2.2541e-015 7.0419e-014 2.0149e-015 1.8355e-012 2.8136e-011 5.2294e-011 5.2667e-010 3.8547e-009 1.9347e-008 1.2012e-007 7.4827e-007 3.9253e-006 1.7884e-005 7.8643e-005 3.1377e-004 1.0884e-003 3.3346e-003 8.8334e-003 1.9695e-002 3.5635e-002 4.9405e-002 4.7161e-002 2.3404e-002 9.6693e-004 1.1587e-002 3.5172e-002 1.9977e-002 3.3914e-004 2.7202e-002 1.9838e-002 2.8816e-003 3.1227e-002 3.5139e-004 2.7536e-002 2.2028e-003 8.1142e-002
          14 2.3336e-030 2.3887e-018 2.1684e-016 5.1526e-023 1.5301e-014 4.4654e-013 1.3230e-014 1.0709e-011 1.5195e-010 2.6644e-010 2.5927e-009 1.7856e-008 8.4415e-008 4.8796e-007 2.7892e-006 1.3436e-005 5.6962e-005 2.2880e-004 8.2323e-004 2.5751e-003 6.9952e-003 1.6099e-002 3.0398e-002 4.4586e-002 4.6250e-002 2.7127e-002 3.1406e-003 6.3116e-003 3.0066e-002 2.4188e-002 3.4437e-004 1.8791e-002 2.4908e-002 4.7305e-007 2.5661e-002 7.3470e-003 1.7100e-002 7.6256e-003 1.5631e-002 2.5274e-002
          15 6.4812e-029 1.6796e-017 1.4063e-015 4.1310e-022 8.9534e-014 2.4413e-012 7.4705e-014 5.3917e-011 7.0876e-010 1.1741e-009 1.1036e-008 7.1522e-008 3.1853e-007 1.7161e-006 9.0202e-006 3.9976e-005 1.5731e-004 5.7689e-004 1.8727e-003 5.2552e-003 1.2579e-002 2.4918e-002 3.9066e-002 4.4598e-002 3.1146e-002 7.0624e-003 2.0346e-003 2.3214e-002 2.7536e-002 3.4363e-003 9.8615e-003 2.7004e-002 2.7713e-003 1.5379e-002 1.7448e-002 4.0187e-003 2.0793e-002 4.0681e-003 1.2090e-002 3.0593e-004
          16 9.1073e-027 1.0557e-016 8.1239e-015 2.9071e-021 4.6714e-013 1.1899e-011 3.7508e-013 2.4220e-010 2.9517e-009 4.6248e-009 4.1983e-008 2.5597e-007 1.0740e-006 5.3976e-006 2.6134e-005 1.0670e-004 3.8871e-004 1.2999e-003 3.8032e-003 9.5167e-003 1.9900e-002 3.3444e-002 4.2238e-002 3.4917e-002 1.2677e-002 4.5287e-005 1.5379e-002 2.8606e-002 9.4776e-003 2.8185e-003 2.4523e-002 1.0048e-002 5.1707e-003 2.3230e-002 1.9157e-004 2.1182e-002 1.3857e-003 1.9201e-002 8.8428e-004 2.1832e-002
          17 5.6814e-016 6.4006e-012 1.4650e-011 1.3968e-014 8.8380e-012 7.7404e-011 1.7487e-013 4.2419e-010 6.3848e-009 1.0130e-008 8.5829e-008 5.1297e-007 2.1064e-006 1.0320e-005 4.8243e-005 1.9115e-004 6.7422e-004 2.1738e-003 6.1000e-003 1.4560e-002 2.8779e-002 4.5072e-002 5.1640e-002 3.6333e-002 8.4981e-003 2.1025e-003 2.6082e-002 3.1838e-002 4.4843e-003 1.0183e-002 3.0831e-002 4.3366e-003 1.4904e-002 2.2610e-002 1.7214e-003 2.6540e-002 3.1416e-004 2.1959e-002 6.9730e-003 9.5732e-003
          18 5.0179e-026 5.8718e-016 4.1705e-014 1.8966e-020 2.1655e-012 5.1540e-011 1.6689e-012 9.6782e-010 1.0945e-008 1.6242e-008 1.4237e-007 8.1659e-007 3.2288e-006 1.5151e-005 6.7696e-005 2.5491e-004 8.5755e-004 2.6112e-003 6.8705e-003 1.5226e-002 2.7509e-002 3.8399e-002 3.7229e-002 1.9235e-002 1.1520e-003 7.6144e-003 2.5899e-002 1.6766e-002 3.4881e-007 1.7196e-002 1.8090e-002 8.2975e-005 2.0213e-002 6.9099e-003 1.0093e-002 1.2736e-002 7.2880e-003 8.1895e-003 1.2071e-002 5.4526e-003
          19 1.0623e-025 2.9941e-015 1.9455e-013 1.0775e-019 9.1353e-012 2.0309e-010 6.7367e-012 3.5210e-009 3.6974e-008 5.2031e-008 4.4022e-007 2.3750e-006 8.8494e-006 3.8799e-005 1.6016e-004 5.5642e-004 1.7238e-003 4.7673e-003 1.1235e-002 2.1854e-002 3.3580e-002 3.7659e-002 2.5663e-002 5.4548e-003 1.9592e-003 1.9662e-002 2.2551e-002 2.7349e-003 7.9452e-003 2.2066e-002 2.9162e-003 1.0649e-002 1.6514e-002 7.7959e-004 1.9352e-002 5.3243e-005 1.7555e-002 4.1488e-004 1.0344e-002 2.9472e-003
          20 7.4471e-025 1.3937e-014 8.2544e-013 5.5895e-019 3.5075e-011 7.2835e-010 2.4676e-011 1.1670e-008 1.1390e-007 1.5220e-007 1.2427e-006 6.3061e-006 2.2145e-005 9.0788e-005 3.4665e-004 1.1111e-003 3.1614e-003 7.9171e-003 1.6618e-002 2.8060e-002 3.5869e-002 3.0632e-002 1.2129e-002 6.5917e-006 1.1425e-002 2.4099e-002 9.7865e-003 1.1850e-003 1.9050e-002 1.1193e-002 1.8024e-003 1.9399e-002 2.4679e-003 1.2634e-002 8.1564e-003 8.4280e-003 7.1397e-003 1.1043e-002 1.7567e-004 1.1694e-002
          21 1.0833e-023 6.0215e-014 3.2225e-012 2.6800e-018 1.2401e-010 2.4045e-009 8.2953e-011 3.5631e-008 3.2344e-007 4.1081e-007 3.2365e-006 1.5443e-005 5.1106e-005 1.9598e-004 6.9249e-004 2.0463e-003 5.3294e-003 1.2032e-002 2.2314e-002 3.2198e-002 3.3090e-002 1.9480e-002 2.4108e-003 4.0245e-003 2.0339e-002 1.7414e-002 6.1941e-004 1.0641e-002 1.8232e-002 6.9525e-004 1.2689e-002 1.1788e-002 2.1672e-003 1.6688e-002 2.6827e-005 1.5789e-002 1.6656e-004 1.2104e-002 5.2502e-003 3.7150e-005
          22 7.1076e-022 2.5044e-013 1.1638e-011 1.2577e-017 4.0763e-010 7.3744e-009 2.5825e-010 1.0116e-007 8.5474e-007 1.0332e-006 7.8516e-006 3.5221e-005 1.0984e-004 3.9413e-004 1.2890e-003 3.5073e-003 8.3310e-003 1.6864e-002 2.7339e-002 3.2985e-002 2.5794e-002 8.3818e-003 1.9842e-004 1.2854e-002 2.1462e-002 6.3215e-003 2.4783e-003 1.8292e-002 7.6118e-003 3.1421e-003 1.7333e-002 1.1036e-003 1.2633e-002 6.2896e-003 7.9227e-003 7.1517e-003 8.6482e-003 1.9574e-003 1.0578e-002 1.8593e-003
          23 1.8038e-008 3.3399e-003 3.2314e-003 6.3757e-007 1.4851e-003 2.0289e-004 3.8150e-005 7.3130e-005 5.1172e-004 1.5598e-005 1.1822e-003 3.1162e-004 2.5857e-004 1.1266e-003 2.9279e-003 1.3246e-003 2.7658e-002 9.7842e-003 5.1772e-002 3.3160e-002 2.5525e-002 8.0148e-003 4.1849e-003 1.5674e-002 2.7419e-002 2.3813e-003 7.2334e-003 2.2256e-002 4.2801e-003 9.7986e-003 1.7579e-002 1.5722e-005 1.9402e-002 2.2292e-003 1.5147e-002 2.9428e-003 1.4869e-002 3.1176e-005 1.0901e-002 5.4505e-003
          24 3.6161e-021 8.5173e-013 3.9817e-011 4.1788e-017 1.2416e-009 2.1003e-008 7.4442e-010 2.6684e-007 2.0999e-006 2.4181e-006 1.7722e-005 7.4713e-005 2.1951e-004 7.3702e-004 2.2304e-003 5.5765e-003 1.2027e-002 2.1668e-002 3.0258e-002 2.9537e-002 1.5876e-002 1.2978e-003 4.9672e-003 1.9428e-002 1.4338e-002 1.5105e-004 1.1108e-002 1.5557e-002 2.1757e-004 1.2502e-002 9.5813e-003 2.4871e-003 1.4850e-002 2.0597e-005 1.4338e-002 1.1706e-006 1.2606e-002 1.7407e-003 4.3185e-003 8.7274e-003
          25 4.1045e-021 3.1424e-012 1.2610e-010 1.6685e-016 3.5714e-009 5.6327e-008 2.0136e-009 6.6329e-007 4.8645e-006 5.3412e-006 3.7737e-005 1.4947e-004 4.1356e-004 1.2989e-003 3.6336e-003 8.3247e-003 1.6214e-002 2.5743e-002 3.0330e-002 2.2717e-002 6.6804e-003 3.9785e-004 1.2618e-002 1.9329e-002 4.9978e-003 2.7826e-003 1.6820e-002 6.3018e-003 3.2282e-003 1.5616e-002 9.2527e-004 1.1308e-002 6.1228e-003 6.2927e-003 8.0445e-003 5.7474e-003 4.7848e-003 9.2505e-003 5.0026e-005 2.4812e-003
          26 1.7196e-020 1.0890e-011 3.7691e-010 5.8906e-016 9.6572e-009 1.4201e-007 5.1031e-009 1.5508e-006 1.0605e-005 1.1113e-005 7.5671e-005 2.8145e-004 7.3302e-004 2.1525e-003 5.5583e-003 1.1627e-002 2.0315e-002 2.8059e-002 2.7064e-002 1.4144e-002 1.0223e-003 4.8280e-003 1.7973e-002 1.2984e-002 1.1657e-004 1.0215e-002 1.4231e-002 2.2914e-004 1.1174e-002 9.1342e-003 1.8349e-003 1.3782e-002 3.4047e-005 1.2850e-002 4.1484e-004 1.1906e-002 3.4237e-005 8.8853e-003 4.7783e-003 2.3722e-005
          27 1.4778e-019 3.7411e-011 1.0663e-009 1.8819e-015 2.4718e-008 3.3877e-007 1.2193e-008 3.4309e-006 2.1888e-005 2.1902e-005 1.4368e-004 5.0149e-004 1.2285e-003 3.3694e-003 8.0129e-003 1.5231e-002 2.3665e-002 2.7921e-002 2.1023e-002 6.2386e-003 3.2335e-004 1.1365e-002 1.7871e-002 4.9539e-003 2.2228e-003 1.5226e-002 6.4054e-003 2.3711e-003 1.4345e-002 1.4145e-003 9.1950e-003 7.0831e-003 4.0149e-003 9.4600e-003 2.7684e-003 7.8766e-003 5.1785e-003 1.9596e-003 8.0206e-003 3.1137e-003
          28 4.2825e-018 1.5239e-010 2.8330e-009 4.5220e-015 6.0301e-008 7.7122e-007 2.7671e-008 7.2351e-006 4.3093e-005 4.1199e-005 2.6024e-004 8.5178e-004 1.9609e-003 5.0164e-003 1.0954e-002 1.8809e-002 2.5695e-002 2.5233e-002 1.3666e-002 1.1969e-003 3.9398e-003 1.6229e-002 1.2766e-002 3.0524e-004 8.4638e-003 1.3772e-002 5.8668e-004 9.0936e-003 9.7391e-003 7.7739e-004 1.2863e-002 5.5549e-004 1.0737e-002 1.8923e-003 9.5817e-003 9.3382e-004 9.9013e-003 5.3968e-004 4.0061e-003 4.9705e-003
          29 2.7033e-007 3.0256e-001 5.1952e-002 1.4459e-005 2.2578e-003 4.0120e-002 4.9600e-005 5.1201e-002 1.7668e-002 3.7182e-003 2.0732e-003 1.9316e-002 2.4917e-002 4.1843e-003 7.8773e-003 1.0245e-003 8.0298e-003 1.0654e-001 1.0033e-001 9.8292e-002 5.4647e-002 2.0194e-003 3.1316e-005 6.9924e-003 2.1298e-002 5.9310e-003 6.1764e-003 7.0088e-003 4.7642e-007 3.3540e-004 3.1714e-004 2.2061e-004 2.7966e-003 3.0263e-004 2.8952e-004 3.8458e-005 1.0952e-003 3.8397e-004 8.3741e-005 4.0471e-004
          30 5.1284e-017 1.0604e-010 8.1768e-009 3.8091e-014 1.4082e-007 1.6570e-006 5.9575e-008 1.4548e-005 8.0630e-005 7.3707e-005 4.4830e-004 1.3748e-003 2.9701e-003 7.0750e-003 1.4132e-002 2.1753e-002 2.5731e-002 2.0221e-002 6.6781e-003 1.0673e-004 9.5230e-003 1.6839e-002 5.8013e-003 1.2318e-003 1.3461e-002 7.4658e-003 1.1329e-003 1.3081e-002 2.6534e-003 6.4886e-003 8.7087e-003 1.6672e-003 1.0687e-002 5.3641e-004 1.0024e-002 1.3191e-003 6.5069e-003 5.5746e-003 7.3242e-005 3.3646e-003
          31 2.3949e-017 6.9570e-010 1.9718e-008 7.6650e-014 3.1306e-007 3.4401e-006 1.2225e-007 2.7932e-005 1.4461e-004 1.2638e-004 7.3933e-004 2.1218e-003 4.2960e-003 9.5041e-003 1.7278e-002 2.3607e-002 2.3663e-002 1.3941e-002 1.7896e-003 2.6593e-003 1.4188e-002 1.3161e-002 9.0325e-004 6.1439e-003 1.3568e-002 1.5457e-003 6.4208e-003 1.0755e-002 4.1086e-005 1.1340e-002 2.1012e-003 7.6484e-003 4.5184e-003 5.8766e-003 4.0231e-003 6.9970e-003 8.3977e-004 7.9792e-003 2.0941e-003 1.7375e-004
          32 5.9155e-017 2.3894e-009 4.8081e-008 2.0357e-013 6.7022e-007 6.8551e-006 2.4048e-007 5.1605e-005 2.4923e-004 2.0829e-004 1.1715e-003 3.1421e-003 5.9512e-003 1.2191e-002 2.0044e-002 2.3996e-002 1.9754e-002 7.7294e-003 3.2404e-006 7.2888e-003 1.5805e-002 7.2977e-003 3.1630e-004 1.1215e-002 9.0799e-003 1.6639e-004 1.1215e-002 4.7271e-003 3.4787e-003 1.0234e-002 1.4694e-004 1.0708e-002 1.2207e-004 9.9087e-003 3.3745e-005 9.0745e-003 9.4766e-004 4.2961e-003 5.8090e-003 8.8736e-004
          33 2.9570e-016 8.5067e-009 1.1588e-007 5.4962e-013 1.3719e-006 1.3124e-005 4.5263e-007 9.1488e-005 4.1187e-004 3.2925e-004 1.7790e-003 4.4516e-003 7.8693e-003 1.4871e-002 2.1935e-002 2.2608e-002 1.4551e-002 2.8566e-003 1.3368e-003 1.1804e-002 1.3743e-002 2.1550e-003 3.6178e-003 1.3023e-002 3.3446e-003 3.5279e-003 1.1447e-002 3.9047e-004 8.7179e-003 4.7393e-003 3.9588e-003 7.5589e-003 2.0296e-003 7.5883e-003 2.4991e-003 4.9797e-003 5.5476e-003 2.9213e-004 5.3196e-003 3.6052e-003
          34 3.7372e-015 4.4472e-008 2.9128e-007 1.5634e-012 2.6378e-006 2.4414e-005 8.2148e-007 1.5657e-004 6.5578e-004 5.0206e-004 2.6041e-003 6.0629e-003 9.9749e-003 1.7312e-002 2.2661e-002 1.9615e-002 9.0656e-003 2.9480e-004 4.8597e-003 1.4327e-002 9.1598e-003 1.2451e-005 8.3224e-003 1.0672e-002 1.4963e-004 8.3889e-003 7.2983e-003 9.4571e-004 1.0593e-002 4.2584e-004 8.6828e-003 2.1176e-003 7.0003e-003 2.2264e-003 7.2414e-003 5.0068e-004 7.6785e-003 1.2043e-003 1.6778e-003 3.8109e-003
          35 1.1742e-007 3.2784e-001 4.2431e-002 3.5750e-007 9.6573e-002 3.6780e-002 1.1677e-004 7.2399e-006 2.2142e-002 5.1131e-003 2.2260e-002 7.9956e-003 1.1686e-002 2.8616e-002 6.0646e-003 1.2764e-003 1.4229e-003 4.2826e-003 4.1929e-002 9.5587e-002 1.0485e-001 7.0833e-002 2.7806e-002 3.0280e-003 9.5390e-004 6.7807e-003 1.1310e-002 1.0347e-002 6.1589e-003 2.8940e-003 9.4703e-004 6.4874e-005 6.6931e-005 2.1330e-004 2.6902e-004 3.1832e-004 3.1108e-004 2.0704e-004 9.4975e-005 3.4466e-005
          36 4.8366e-013 9.5329e-007 1.1919e-007 3.6619e-013 8.8410e-006 3.8045e-005 1.3773e-006 2.5961e-004 1.0324e-003 7.3068e-004 3.6378e-003 7.9941e-003 1.2198e-002 1.9127e-002 2.2096e-002 1.5464e-002 4.3095e-003 3.4306e-004 8.9548e-003 1.4135e-002 4.0527e-003 1.3555e-003 1.1622e-002 5.8576e-003 1.0873e-003 1.0898e-002 2.2928e-003 5.1498e-003 7.6582e-003 8.8260e-004 9.3894e-003 2.8925e-005 9.0387e-003 2.4546e-005 8.1296e-003 9.1705e-004 4.7423e-003 4.9627e-003 1.9640e-005 1.6643e-003
          37 2.6779e-014 2.3533e-009 1.1273e-006 6.6283e-012 1.1329e-005 7.2653e-005 2.3922e-006 4.1560e-004 1.5123e-003 1.0465e-003 4.9898e-003 1.0050e-002 1.4164e-002 2.0250e-002 2.0001e-002 1.0687e-002 1.1389e-003 2.5720e-003 1.2234e-002 1.1019e-002 7.3447e-004 5.0537e-003 1.1548e-002 1.5493e-003 4.8842e-003 9.4691e-003 6.4474e-006 8.9621e-003 2.8288e-003 4.9018e-003 5.6679e-003 2.7263e-003 6.1561e-003 2.7387e-003 4.4353e-003 4.8584e-003 7.6911e-004 6.2327e-003 2.0390e-003 2.7445e-005
          38 3.4864e-014 7.2699e-008 2.8179e-006 1.7163e-011 2.0475e-005 1.2196e-004 3.9095e-006 6.4650e-004 2.1766e-003 1.4372e-003 6.5607e-003 1.2208e-002 1.5806e-002 2.0254e-002 1.6755e-002 6.1443e-003 1.7855e-006 6.0082e-003 1.3391e-002 6.6757e-003 1.2324e-004 8.8435e-003 8.5289e-003 3.7501e-006 8.6700e-003 5.3161e-003 1.6451e-003 9.3657e-003 7.9980e-005 8.3596e-003 1.3159e-003 6.8228e-003 1.6993e-003 6.6793e-003 5.9282e-004 7.1725e-003 3.9362e-004 3.6229e-003 4.5635e-003 8.6562e-004
          39 9.7037e-014 3.9511e-007 7.3178e-006 4.1531e-011 3.6965e-005 1.9742e-004 6.2220e-006 9.8275e-004 3.0430e-003 1.9118e-003 8.3548e-003 1.4327e-002 1.6915e-002 1.9161e-002 1.2787e-002 2.5638e-003 8.7246e-004 9.4340e-003 1.2204e-002 2.6669e-003 2.1341e-003 1.0805e-002 4.2964e-003 1.6662e-003 9.9875e-003 1.3751e-003 5.4190e-003 6.3062e-003 1.2082e-003 8.2628e-003 8.3596e-005 8.1747e-003 2.2452e-005 7.5210e-003 5.0322e-004 5.3645e-003 3.3926e-003 5.3510e-004 4.3773e-003 2.7119e-003
          40 5.5600e-013 2.4683e-006 2.3986e-005 9.6696e-011 6.5359e-005 3.0326e-004 9.7565e-006 1.4734e-003 4.1114e-003 2.4482e-003 1.0284e-002 1.6220e-002 1.7254e-002 1.6948e-002 8.6335e-003 4.5693e-004 3.2487e-003 1.1713e-002 9.1529e-003 3.3159e-004 5.5877e-003 9.9984e-003 1.0050e-003 5.1786e-003 8.1499e-003 1.0038e-005 8.3281e-003 2.2653e-003 4.7589e-003 4.9337e-003 2.4759e-003 5.7393e-003 2.1965e-003 4.6476e-003 3.6251e-003 1.6956e-003 5.8864e-003 3.5399e-004 1.9135e-003 3.1776e-003
          41 3.3151e-011 1.1306e-004 4.3272e-004 1.7083e-010 9.5351e-005 3.0804e-004 1.8693e-005 2.6400e-003 5.0758e-003 2.7922e-003 1.2324e-002 1.8390e-002 1.6328e-002 1.3342e-002 5.3472e-003 9.4613e-005 6.3581e-003 1.1936e-002 5.2710e-003 1.4592e-004 9.8697e-003 5.9467e-003 3.0937e-006 9.1853e-003 4.1399e-003 1.6119e-003 8.2169e-003 1.0580e-004 8.0283e-003 1.1299e-003 5.6540e-003 2.0440e-003 5.7301e-003 1.0710e-003 6.3263e-003 5.3788e-007 5.1125e-003 2.7283e-003 9.0437e-005 1.8357e-003
