   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28
          13 1.1434e-008 2.7383e-008 5.1292e-009 2.2963e-007 5.0475e-007 5.2939e-008 1.3066e-006 1.1355e-005 4.3636e-005 1.3480e-004 9.1214e-004 1.0923e-002 1.1851e-001 6.8400e-001 1.8402e-001 1.3909e-003 1.2283e-005 1.3192e-005 1.0496e-005 6.0671e-006 2.9372e-006 1.4816e-006 6.5537e-007 2.5664e-007 9.6298e-008 3.6572e-008 1.4977e-008 6.6296e-009 2.9375e-009
          14 1.8134e-009 1.7966e-008 1.4201e-009 5.2110e-008 3.5289e-007 3.7642e-007 5.5845e-008 3.3680e-006 1.6061e-005 5.2818e-005 1.8440e-004 1.4438e-003 1.5611e-002 1.3798e-001 6.1672e-001 2.2531e-001 2.6169e-003 1.1302e-005 7.8686e-006 9.7005e-006 6.5234e-006 3.0588e-006 1.7239e-006 9.9040e-007 5.1301e-007 2.4005e-007 1.1018e-007 5.1695e-008 2.3567e-008
          15 4.7586e-014 7.0531e-009 9.1928e-009 5.6215e-009 1.6859e-007 4.1379e-007 1.2044e-007 5.7804e-007 6.5027e-006 2.2430e-005 6.7458e-005 2.7867e-004 2.3532e-003 2.2094e-002 1.5818e-001 5.3531e-001 2.7647e-001 5.1687e-003 2.7650e-005 1.8911e-006 5.2193e-006 7.6931e-006 3.8059e-006 1.8441e-006 9.6217e-007 4.7351e-007 2.2511e-007 1.0765e-007 4.9541e-008
          16 3.7149e-010 2.4731e-009 1.3294e-008 9.9417e-011 7.4624e-008 2.7339e-007 2.9553e-007 1.0106e-008 2.2428e-006 1.0512e-005 2.8764e-005 9.0447e-005 4.6446e-004 3.9084e-003 3.0982e-002 1.7766e-001 4.3409e-001 3.4101e-001 1.1592e-002 1.2240e-004 8.0145e-007 4.6474e-007 3.5201e-006 2.6977e-006 1.5397e-006 7.9518e-007 3.9015e-007 1.8989e-007 8.8173e-008
          17 6.4061e-010 1.0520e-009 1.2079e-008 4.6683e-010 3.2284e-008 1.6554e-007 2.7489e-007 4.8633e-008 4.4607e-007 4.5879e-006 1.4616e-005 3.7487e-005 1.3676e-004 8.4672e-004 6.6108e-003 4.2958e-002 1.9482e-001 3.0588e-001 4.2076e-001 2.7509e-002 4.0924e-004 6.7592e-006 1.1054e-007 3.6743e-007 4.9790e-007 3.1089e-007 1.6359e-007 8.2287e-008 3.8821e-008
          18 6.7428e-010 5.2507e-010 8.6731e-009 2.0884e-009 1.1696e-008 1.0415e-007 2.0938e-007 1.2317e-007 2.9509e-008 1.7084e-006 7.8306e-006 1.9285e-005 5.3229e-005 2.4667e-004 1.6499e-003 1.1314e-002 5.8758e-002 2.0429e-001 1.6165e-001 4.9866e-001 6.2228e-002 9.9389e-004 7.9945e-005 6.0572e-007 7.3826e-008 8.0934e-008 3.9254e-008 1.7747e-008 7.8295e-009
          19 6.2972e-010 2.4045e-010 5.5393e-009 4.0652e-009 2.7747e-009 6.5650e-008 1.5907e-007 1.5359e-007 3.3316e-009 5.8257e-007 3.9831e-006 1.1226e-005 2.6416e-005 9.2471e-005 5.2839e-004 3.4292e-003 1.9153e-002 7.9980e-002 1.8747e-001 4.4062e-002 5.4341e-001 1.2048e-001 8.1573e-004 4.7993e-004 6.9221e-005 1.2104e-005 3.0110e-006 1.0000e-006 3.8099e-007
          20 5.8571e-010 8.0007e-011 3.4536e-009 5.6313e-009 1.6408e-010 4.0818e-008 1.2541e-007 1.5712e-007 2.3918e-008 1.9755e-007 2.0126e-006 6.8815e-006 1.5873e-005 4.4186e-005 2.1123e-004 1.2693e-003 7.2244e-003 3.2230e-002 1.0260e-001 1.3446e-001 2.9018e-004 5.4381e-001 1.7601e-001 4.9280e-004 4.1201e-004 2.6860e-004 1.1909e-004 5.3229e-005 2.3557e-005
          21 5.3949e-010 9.3915e-012 2.1196e-009 6.3528e-009 2.1046e-010 2.4151e-008 9.8359e-008 1.4522e-007 3.9164e-008 6.3300e-008 1.0312e-006 4.2435e-006 1.0350e-005 2.5099e-005 9.8129e-005 5.4452e-004 3.0940e-003 1.4132e-002 5.0631e-002 1.0757e-001 6.0350e-002 1.2730e-002 5.5698e-001 1.7520e-001 1.5978e-002 1.3423e-003 1.6575e-004 3.0683e-005 7.7475e-006
          22 4.7793e-010 3.1809e-012 1.2696e-009 6.1348e-009 9.7705e-010 1.3322e-008 7.4027e-008 1.2340e-007 4.6570e-008 1.6732e-008 5.3970e-007 2.5986e-006 6.8422e-006 1.5640e-005 5.1012e-005 2.5805e-004 1.4473e-003 6.7192e-003 2.5004e-002 6.5712e-002 7.8534e-002 1.1315e-002 1.9700e-002 6.4455e-001 7.5277e-002 3.4129e-002 1.1755e-002 4.6087e-003 1.9126e-003
          23 3.9379e-010 2.6413e-011 7.3447e-010 5.1580e-009 1.5154e-009 6.8190e-009 5.2184e-008 9.5933e-008 4.6380e-008 2.6790e-009 2.8655e-007 1.5680e-006 4.4243e-006 9.9763e-006 2.8544e-005 1.3079e-004 7.1403e-004 3.3754e-003 1.2700e-002 3.6628e-002 6.0699e-002 3.2678e-002 1.5572e-006 2.6513e-003 7.6831e-001 1.1042e-003 3.5287e-003 3.2502e-003 1.8048e-003
          24 2.8540e-010 4.3958e-011 3.9837e-010 3.6974e-009 1.4973e-009 3.2118e-009 3.3120e-008 6.5804e-008 3.8189e-008 4.8333e-011 1.4845e-007 8.9842e-007 2.6694e-006 6.0472e-006 1.5978e-005 6.7157e-005 3.5387e-004 1.6989e-003 6.4331e-003 1.9285e-002 3.7404e-002 3.2044e-002 4.9406e-003 2.8082e-003 2.7145e-002 6.9005e-001 8.9453e-002 1.9984e-002 6.1323e-003
          25 1.6134e-010 3.6802e-011 1.8459e-010 2.0531e-009 9.8517e-010 1.3168e-009 1.7067e-008 3.5758e-008 2.3320e-008 1.3022e-010 6.7408e-008 4.3745e-007 1.3423e-006 3.0641e-006 7.7686e-006 3.0796e-005 1.5736e-004 7.6241e-004 2.9024e-003 8.8380e-003 1.8453e-002 1.9302e-002 6.1398e-003 3.3812e-005 3.3283e-003 2.1233e-001 4.1715e-001 9.6409e-002 3.3402e-002
          26 5.4264e-011 1.4481e-011 5.6439e-011 6.8303e-010 3.5193e-010 3.7642e-010 5.4898e-009 1.1800e-008 8.1184e-009 1.1874e-010 2.0470e-008 1.3746e-007 4.2799e-007 9.8123e-007 2.4472e-006 9.4405e-006 4.7459e-005 2.3079e-004 8.8112e-004 2.6980e-003 5.7945e-003 6.5332e-003 2.5772e-003 3.1847e-005 7.6670e-004 4.3558e-005 4.0290e-001 4.2291e-001 2.1602e-002
