   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97          98          99         100         101         102         103         104         105         106
           0 9.8314e-001 1.6454e-002 3.9956e-004 1.1578e-005 5.4029e-007 6.5536e-008 9.9968e-055 3.3702e-055 1.0553e-053 3.2932e-052 3.5381e-051 9.7273e-039 1.0799e-047 5.6681e-047 1.1591e-045 2.0603e-044 1.2585e-044 1.5897e-030 3.7067e-040 2.3071e-039 5.1239e-038 1.7311e-036 1.4101e-034 2.2911e-023 8.8328e-033 6.7278e-033 2.8821e-032 1.9834e-031 2.1874e-030 4.1967e-020 1.6166e-030 4.1123e-029 6.4312e-028 1.0739e-026 3.3219e-025 1.8102e-013 1.8327e-022 1.1319e-023 2.4589e-023 1.0541e-022 8.6758e-022 1.6496e-019 6.5338e-011 6.2446e-021 1.0296e-021 2.3975e-021 1.5722e-019 1.3485e-017 1.2252e-010 4.8909e-017 4.0266e-017 1.0385e-016 4.7945e-016 5.3013e-015 3.6335e-010 3.6117e-013 2.1022e-014 2.0633e-014 4.0463e-014 1.4949e-013 3.0390e-012 1.3724e-010 1.2839e-012 3.4025e-013 2.3166e-013 2.2422e-013 2.4975e-013 8.7455e-014 1.2414e-013 4.7621e-013 9.3933e-013 1.9283e-012 4.2899e-012 9.6207e-012 1.7338e-011 2.0478e-011 1.8199e-011 1.5788e-011 1.4880e-011 1.5291e-011 1.6632e-011 1.8315e-011 1.9417e-011 1.9077e-011 1.7233e-011 1.4610e-011 1.1968e-011 9.6795e-012 7.7907e-012 6.2134e-012 4.8537e-012 3.6595e-012 2.6046e-012 1.6847e-012 9.3753e-013 4.0700e-013 1.0007e-013 9.0783e-017 7.6997e-014 2.9829e-013 6.3477e-013 1.0650e-012 1.5687e-012 2.1208e-012 2.6982e-012 3.2376e-012 3.6559e-012
           1 1.6846e-002 9.4806e-001 3.3626e-002 1.4169e-003 5.2262e-005 3.2245e-006 4.9660e-053 2.4369e-053 1.4737e-051 1.4392e-049 3.1368e-047 3.4739e-035 2.0339e-044 2.3597e-044 3.0560e-043 7.7216e-042 5.2807e-040 4.2664e-028 3.7269e-038 2.7324e-038 1.4616e-037 1.7263e-036 6.7562e-035 7.9723e-024 2.7887e-033 1.9152e-033 1.0033e-032 1.1892e-031 4.0694e-030 6.9576e-019 2.8412e-028 1.0523e-028 3.8520e-028 3.2269e-027 7.3349e-026 3.8157e-014 3.8870e-023 2.8348e-024 8.5618e-024 5.8621e-023 8.8567e-022 3.7122e-019 1.6508e-010 4.3480e-020 6.5570e-020 2.3919e-019 1.6922e-018 5.4671e-017 3.6755e-010 1.0450e-016 5.2304e-017 8.7430e-017 2.6621e-016 1.8988e-015 8.5598e-011 7.7660e-014 2.3108e-015 7.7749e-016 7.5381e-017 2.5968e-015 3.6224e-013 2.5922e-011 5.1144e-013 3.6357e-013 6.5562e-013 1.9465e-012 1.0665e-011 8.3506e-011 6.6026e-011 2.0035e-011 1.3503e-011 1.4463e-011 2.0284e-011 3.1913e-011 4.3152e-011 3.9468e-011 2.7264e-011 1.8309e-011 1.3269e-011 1.0358e-011 8.3782e-012 6.6292e-012 4.7741e-012 2.8922e-012 1.3390e-012 3.7559e-013 1.0824e-014 1.3255e-013 6.4395e-013 1.4947e-012 2.6551e-012 4.0958e-012 5.7706e-012 7.5532e-012 9.2496e-012 1.0749e-011 1.2015e-011 1.2983e-011 1.3735e-011 1.4367e-011 1.4838e-011 1.5233e-011 1.5515e-011 1.5641e-011 1.5606e-011 1.5237e-011 1.4415e-011
           2 1.8348e-005 3.5456e-002 9.1250e-001 4.8527e-002 3.3254e-003 1.6464e-004 2.5072e-051 8.9179e-052 3.9064e-050 2.9525e-048 5.6183e-046 6.2482e-034 3.7227e-043 5.1578e-043 9.0707e-042 3.4002e-040 3.6502e-038 4.1166e-026 4.1475e-036 4.8981e-036 4.0766e-035 6.9401e-034 3.4509e-032 4.3803e-021 1.5441e-030 9.8642e-031 4.3064e-030 4.0193e-029 1.0616e-027 1.4823e-016 5.6453e-026 1.5360e-026 3.7840e-026 1.8058e-025 1.7514e-024 2.6286e-013 2.2092e-022 1.6604e-025 1.6755e-023 3.7922e-022 9.4887e-021 5.0520e-018 2.2884e-009 6.5415e-019 1.0009e-018 3.4854e-018 2.2384e-017 6.2447e-016 3.8734e-009 9.7091e-016 3.6265e-016 3.8940e-016 5.4473e-016 4.5832e-016 3.6602e-011 6.8552e-014 2.8410e-014 7.6220e-014 3.0674e-013 2.0554e-012 7.1742e-011 3.9081e-009 5.2259e-011 2.4557e-011 3.2638e-011 7.5880e-011 3.3889e-010 2.2901e-009 1.6390e-009 4.2482e-010 2.4116e-010 2.1683e-010 2.5410e-010 3.3221e-010 3.7056e-010 2.7334e-010 1.4448e-010 6.8122e-011 2.9976e-011 1.0484e-011 1.3756e-012 8.5357e-013 9.3929e-012 2.5891e-011 4.6261e-011 6.6280e-011 8.4314e-011 1.0088e-010 1.1692e-010 1.3271e-010 1.4766e-010 1.6097e-010 1.7145e-010 1.7673e-010 1.7503e-010 1.6739e-010 1.5558e-010 1.4062e-010 1.2474e-010 1.0932e-010 9.4258e-011 8.0282e-011 6.7187e-011 5.4951e-011 4.3735e-011 3.3346e-011 2.4050e-011
           3 3.5724e-007 2.8584e-005 5.3441e-002 8.8307e-001 5.7075e-002 5.8882e-003 9.0613e-050 4.2202e-050 2.3119e-048 1.9948e-046 3.8091e-044 3.8172e-032 2.1832e-041 2.2923e-041 2.7881e-040 6.9637e-039 5.0195e-037 4.3961e-025 4.0187e-035 3.6046e-035 2.5071e-034 3.9607e-033 2.0306e-031 2.7859e-020 1.0324e-029 8.1357e-030 4.6682e-029 5.9903e-028 2.2409e-026 4.1283e-015 1.7286e-024 7.0151e-025 2.7038e-024 2.2127e-023 4.4395e-022 1.8791e-010 1.8602e-019 9.7067e-021 1.9373e-020 8.2528e-020 7.3979e-019 1.7582e-016 7.2636e-008 1.1033e-017 8.1750e-018 1.2530e-017 2.6244e-017 6.5400e-017 2.9703e-013 2.1822e-016 7.6400e-016 3.3507e-015 2.0390e-014 2.6588e-013 1.9978e-008 2.0151e-011 1.2616e-012 1.3060e-012 2.6726e-012 1.0268e-011 2.1779e-010 1.0009e-008 9.7358e-011 2.8047e-011 2.1984e-011 2.7919e-011 5.9671e-011 1.8160e-010 5.7321e-011 5.4363e-013 4.1703e-012 2.0276e-011 6.1125e-011 1.5799e-010 3.0653e-010 3.7747e-010 3.4370e-010 3.0181e-010 2.8561e-010 2.9335e-010 3.1842e-010 3.5023e-010 3.7195e-010 3.6786e-010 3.3684e-010 2.9221e-010 2.4806e-010 2.1139e-010 1.8315e-010 1.6159e-010 1.4456e-010 1.3055e-010 1.1829e-010 1.0635e-010 9.4158e-011 8.2538e-011 7.2110e-011 6.2892e-011 5.5339e-011 4.9505e-011 4.4896e-011 4.1494e-011 3.8936e-011 3.6949e-011 3.5389e-011 3.3752e-011 3.1672e-011
           4 9.8432e-008 6.1965e-006 1.4995e-007 6.6841e-002 8.6200e-001 6.2089e-002 9.5127e-049 4.1217e-049 2.3146e-047 2.2463e-045 5.2038e-043 6.3117e-031 3.8008e-040 5.2082e-040 8.2972e-039 2.6686e-037 2.3969e-035 2.3787e-023 2.2724e-033 2.2594e-033 1.6081e-032 2.3768e-031 1.0376e-029 1.2072e-018 4.0864e-028 2.2787e-028 8.5127e-028 6.6050e-027 1.4077e-025 1.6516e-014 5.9359e-024 1.3042e-024 2.8334e-024 1.4666e-023 2.2749e-022 9.4549e-011 9.4589e-020 6.1510e-021 1.7916e-020 1.2206e-019 1.8425e-018 7.6665e-016 3.4043e-007 8.8423e-017 1.3052e-016 4.6479e-016 3.2139e-015 1.0203e-013 6.8265e-007 1.9355e-013 9.7669e-014 1.6854e-013 5.4886e-013 4.4236e-012 2.3632e-007 2.2396e-010 9.7795e-012 7.2033e-012 1.0495e-011 2.8106e-011 3.9498e-010 1.5345e-008 1.0314e-010 1.3236e-011 1.6317e-012 2.4350e-012 8.5818e-011 1.2133e-009 1.2572e-009 5.1826e-010 4.3969e-010 5.5770e-010 8.9329e-010 1.5713e-009 2.3477e-009 2.3717e-009 1.8315e-009 1.4016e-009 1.1861e-009 1.1151e-009 1.1306e-009 1.1820e-009 1.2109e-009 1.1694e-009 1.0563e-009 9.1163e-010 7.7515e-010 6.6483e-010 5.8124e-010 5.1741e-010 4.6554e-010 4.2011e-010 3.7662e-010 3.3032e-010 2.8004e-010 2.2954e-010 1.8192e-010 1.3849e-010 1.0132e-010 7.0694e-011 4.5836e-011 2.6656e-011 1.2687e-011 3.8470e-012 1.3235e-013 1.4614e-012 7.2219e-012
           5 2.5268e-008 3.1074e-007 3.2021e-005 9.0171e-005 7.7320e-002 8.3823e-001 1.2959e-047 6.4348e-048 3.5102e-046 2.9582e-044 5.6252e-042 5.8245e-030 3.3817e-039 4.0065e-039 5.9510e-038 1.9360e-036 1.8884e-034 2.0518e-022 2.0493e-032 2.4167e-032 2.0824e-031 3.7730e-030 2.0340e-028 2.7458e-017 9.9649e-027 6.9722e-027 3.3056e-026 3.3001e-025 9.1613e-024 1.3163e-012 5.0569e-022 1.4305e-022 3.7703e-022 2.0788e-021 2.7767e-020 8.0681e-009 7.6508e-018 2.5899e-019 3.3010e-019 8.8161e-019 4.8678e-018 7.0768e-016 2.7538e-007 2.8081e-017 1.5321e-017 2.6466e-017 1.4759e-016 6.2173e-015 5.1540e-008 2.0165e-014 1.8475e-014 5.6841e-014 3.1828e-013 4.2708e-012 3.4364e-007 3.5245e-010 2.4872e-011 2.9784e-011 7.2224e-011 3.3740e-010 8.9623e-009 4.4987e-007 5.2434e-009 2.0739e-009 2.4015e-009 5.0146e-009 2.0705e-008 1.3377e-007 9.3568e-008 2.3749e-008 1.3498e-008 1.2495e-008 1.5531e-008 2.2200e-008 2.7893e-008 2.4110e-008 1.5962e-008 1.0452e-008 7.5480e-009 6.0226e-009 5.1345e-009 4.4500e-009 3.7021e-009 2.8173e-009 1.9177e-009 1.1661e-009 6.2825e-010 2.8371e-010 8.7705e-011 5.6862e-012 1.8383e-011 1.1575e-010 2.9134e-010 5.3364e-010 8.1849e-010 1.1214e-009 1.4249e-009 1.7092e-009 1.9737e-009 2.2264e-009 2.4570e-009 2.6757e-009 2.8743e-009 3.0414e-009 3.1723e-009 3.2255e-009 3.1661e-009
           6 1.3593e-008 3.6117e-008 6.9218e-008 3.7096e-005 1.8802e-004 9.3497e-002 1.1964e-048 1.6507e-048 6.2305e-046 1.3476e-043 4.5967e-041 6.4061e-029 3.9303e-038 5.5216e-038 8.3849e-037 2.4940e-035 2.0763e-033 1.9853e-021 1.8786e-031 1.8724e-031 1.4199e-030 2.3847e-029 1.2558e-027 1.7128e-016 6.2845e-026 4.6511e-026 2.3936e-025 2.6453e-024 8.2627e-023 1.3109e-011 5.2150e-021 1.7164e-021 5.3705e-021 3.6004e-020 6.0109e-019 2.1940e-007 2.1386e-016 9.7061e-018 1.7324e-017 6.8137e-017 5.8591e-016 1.4019e-013 5.8199e-005 9.4586e-015 8.3188e-015 1.7932e-014 7.5910e-014 1.4852e-012 8.0754e-006 1.7402e-012 5.4112e-013 5.7216e-013 1.1347e-012 5.5588e-012 1.9770e-007 1.7348e-010 4.9283e-012 2.6950e-012 3.7419e-012 1.3641e-011 3.8037e-010 2.0482e-008 2.8615e-010 1.5914e-010 2.6600e-010 7.9541e-010 4.5755e-009 3.7897e-008 3.1398e-008 1.0386e-008 7.8009e-009 9.4398e-009 1.5123e-008 2.7387e-008 4.2832e-008 4.5831e-008 3.7965e-008 3.1509e-008 2.9120e-008 2.9997e-008 3.3339e-008 3.8140e-008 4.2631e-008 4.4776e-008 4.3851e-008 4.0916e-008 3.7509e-008 3.4590e-008 3.2431e-008 3.0886e-008 2.9679e-008 2.8582e-008 2.7371e-008 2.5723e-008 2.3493e-008 2.0920e-008 1.8244e-008 1.5572e-008 1.3117e-008 1.0965e-008 9.0530e-009 7.4067e-009 5.9689e-009 4.7097e-009 3.6202e-009 2.6671e-009 1.8581e-009
           7 3.3244e-009 2.8945e-009 9.3101e-007 9.9194e-006 2.8246e-006 6.6786e-005 1.2488e-049 2.8127e-047 3.7792e-045 3.6605e-043 4.0576e-041 9.5289e-030 2.3687e-039 1.1496e-038 1.1386e-036 8.5556e-035 1.2750e-032 1.6121e-020 1.6734e-030 2.0708e-030 1.7172e-029 2.8527e-028 1.3825e-026 1.7349e-015 6.0999e-025 3.9174e-025 1.7589e-024 1.7295e-023 4.9374e-022 7.4603e-011 2.9305e-020 9.3199e-021 2.8880e-020 1.9605e-019 3.3833e-018 1.2941e-006 1.2694e-015 6.1977e-017 1.2142e-016 5.3503e-016 5.2615e-015 1.4696e-012 6.2279e-004 1.1818e-013 1.2650e-013 3.3898e-013 1.8240e-012 4.6443e-011 2.8503e-004 7.2628e-011 3.0982e-011 4.6282e-011 1.3357e-010 9.7721e-010 4.9107e-005 4.6090e-008 1.9314e-009 1.4151e-009 2.1472e-009 6.3797e-009 1.0918e-007 4.6985e-006 4.1016e-008 1.0489e-008 7.8058e-009 1.0379e-008 2.7153e-008 1.2010e-007 6.3363e-008 9.8443e-009 3.0640e-009 1.4152e-009 7.7985e-010 4.2191e-010 1.5814e-010 2.3726e-011 3.6044e-013 2.3309e-017 3.9352e-012 3.7260e-011 1.5577e-010 4.5187e-010 1.0269e-009 1.9111e-009 3.0282e-009 4.2898e-009 5.6953e-009 7.3313e-009 9.3117e-009 1.1715e-008 1.4552e-008 1.7795e-008 2.1344e-008 2.4871e-008 2.7942e-008 3.0429e-008 3.2354e-008 3.3635e-008 3.4526e-008 3.5273e-008 3.5766e-008 3.6196e-008 3.6461e-008 3.6451e-008 3.6149e-008 3.5144e-008 3.3164e-008
           8 2.4986e-009 2.5187e-008 6.3277e-008 8.9151e-007 2.9992e-005 2.0136e-005 1.8838e-048 4.1390e-046 4.2016e-044 2.7544e-042 1.4214e-040 2.2413e-033 5.5764e-039 2.0119e-037 6.4809e-036 2.0981e-034 1.0277e-032 3.3633e-021 1.2490e-031 2.3798e-031 1.5102e-029 6.5338e-028 5.7632e-026 9.6840e-015 3.8008e-024 3.1808e-024 1.6736e-023 1.7713e-022 5.0910e-021 7.4770e-010 2.8951e-019 8.5305e-020 2.4012e-019 1.4677e-018 2.2796e-017 7.9661e-006 7.7376e-015 3.4500e-016 6.2506e-016 2.5863e-015 2.4307e-014 6.6173e-012 2.7995e-003 5.2972e-013 5.7684e-013 1.6072e-012 9.1810e-012 2.5306e-010 1.6160e-003 4.3606e-010 2.0825e-010 3.5319e-010 1.1717e-009 9.9632e-009 5.7225e-004 5.5175e-007 2.7405e-008 2.4016e-008 4.3996e-008 1.5936e-007 3.3569e-006 1.5590e-004 1.5780e-006 5.1046e-007 4.8889e-007 8.5301e-007 2.9784e-006 1.6915e-005 1.0812e-005 2.3725e-006 1.1491e-006 9.0515e-007 9.5832e-007 1.1707e-006 1.2631e-006 9.3465e-007 5.2144e-007 2.8220e-007 1.6518e-007 1.0454e-007 6.8817e-008 4.4399e-008 2.6009e-008 1.2668e-008 4.5550e-009 8.7033e-010 9.7088e-014 5.2282e-010 1.5741e-009 2.6972e-009 3.6415e-009 4.2678e-009 4.5011e-009 4.2936e-009 3.6844e-009 2.8332e-009 1.9157e-009 1.0777e-009 4.4250e-010 7.6127e-011 1.5471e-011 2.8160e-010 8.8421e-010 1.8149e-009 3.0488e-009 4.4841e-009 5.9251e-009
           9 3.9975e-009 2.8297e-009 1.5827e-007 1.0917e-006 5.8606e-007 3.3000e-005 8.9195e-047 1.6364e-044 1.4003e-042 7.6456e-041 3.2169e-039 9.6899e-033 1.0255e-037 2.8010e-036 6.4725e-035 1.3116e-033 2.4603e-032 1.6898e-023 3.4146e-031 6.0400e-030 9.7213e-029 1.7253e-027 5.3018e-026 2.9740e-015 5.3639e-025 8.7840e-026 7.6741e-024 2.3689e-022 1.2964e-020 2.6820e-009 1.1417e-018 4.5765e-019 1.5980e-018 1.1291e-017 1.9165e-016 6.9777e-005 6.7954e-014 3.0515e-015 5.4053e-015 2.1348e-014 1.8785e-013 4.7181e-011 1.9746e-002 3.4483e-012 3.4093e-012 8.6206e-012 4.4907e-011 1.1399e-009 7.0542e-003 1.8344e-009 8.3252e-010 1.3679e-009 4.4847e-009 3.8425e-008 2.2521e-003 2.1830e-006 1.1303e-007 1.0470e-007 2.0512e-007 8.0219e-007 1.8379e-005 8.8066e-004 9.4728e-006 3.3724e-006 3.5703e-006 6.9076e-006 2.6753e-005 1.6529e-004 1.1232e-004 2.7309e-005 1.4884e-005 1.3278e-005 1.5996e-005 2.2288e-005 2.7454e-005 2.3371e-005 1.5307e-005 9.9778e-006 7.2342e-006 5.8592e-006 5.1408e-006 4.6647e-006 4.1528e-006 3.4821e-006 2.7217e-006 2.0216e-006 1.4691e-006 1.0684e-006 7.8543e-007 5.8309e-007 4.3410e-007 3.2151e-007 2.3429e-007 1.6507e-007 1.1088e-007 7.0786e-008 4.2665e-008 2.3877e-008 1.2194e-008 5.4217e-009 1.8513e-009 3.2050e-010 6.9219e-012 3.6567e-010 1.0271e-009 1.7253e-009 2.2630e-009
