   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37
          10 1.1176e-009 2.7040e-001 7.5120e-002 5.6917e-006 9.7545e-002 9.9208e-003 1.6999e-003 1.1984e-002 3.8145e-002 2.7833e-005 2.7007e-002 6.4926e-004 1.6072e-002 8.6036e-003 2.8547e-003 2.1165e-002 1.3789e-002 2.5138e-004 4.7027e-003 6.3633e-003 2.1664e-004 8.5962e-003 3.9434e-002 7.3198e-002 8.7355e-002 7.6619e-002 5.1566e-002 2.6300e-002 9.2206e-003 1.4698e-003 3.4676e-005 1.2616e-003 2.6952e-003 3.3455e-003 3.1748e-003 2.5243e-003 1.7179e-003 9.1159e-004
          11 3.6147e-010 1.0788e-001 3.2198e-001 4.1137e-006 1.1974e-004 5.8190e-002 4.0997e-004 4.3237e-002 7.7528e-005 1.5776e-002 3.6989e-003 2.5307e-002 1.5369e-003 1.3377e-002 1.2204e-002 1.2750e-004 1.4178e-002 1.6660e-002 3.1801e-003 1.0285e-003 5.9827e-003 3.2078e-003 2.8256e-004 1.2424e-002 3.8518e-002 6.2953e-002 7.1960e-002 6.3461e-002 4.4832e-002 2.5400e-002 1.1040e-002 3.1429e-003 2.7202e-004 1.4732e-004 9.1322e-004 1.5301e-003 1.6200e-003 1.1309e-003
          12 1.4162e-009 1.0380e-002 2.3014e-001 2.5879e-005 2.7127e-001 1.1850e-002 1.6170e-003 1.4462e-002 4.0030e-002 1.4714e-003 1.8574e-002 1.9462e-003 2.0305e-002 1.0957e-003 1.0484e-002 1.2512e-002 1.1750e-004 9.0488e-003 1.5919e-002 6.1878e-003 1.3955e-006 3.6436e-003 4.7560e-003 7.1083e-004 2.2388e-003 1.6317e-002 3.7427e-002 5.4024e-002 5.8561e-002 5.1265e-002 3.7442e-002 2.2980e-002 1.1660e-002 4.6410e-003 1.2414e-003 1.1869e-004 2.0284e-005 1.1249e-004
          13 2.2659e-009 2.1868e-004 1.9530e-002 1.4489e-005 3.1558e-001 2.4537e-001 2.6111e-005 1.3157e-002 3.0375e-003 1.2928e-002 1.9372e-002 1.4373e-002 3.8027e-003 1.7979e-002 7.2835e-004 8.6996e-003 1.1195e-002 3.9179e-004 6.0201e-003 1.3680e-002 7.5175e-003 3.6392e-004 1.7658e-003 4.4203e-003 2.1816e-003 4.6960e-005 5.6683e-003 1.9610e-002 3.5367e-002 4.5546e-002 4.6802e-002 4.0406e-002 3.0086e-002 1.9601e-002 1.1190e-002 5.5798e-003 2.3915e-003 8.2623e-004
          14 1.5193e-009 1.7167e-004 3.0893e-003 3.0131e-008 1.3204e-002 3.4584e-001 1.3682e-002 2.7021e-001 3.1963e-004 3.6056e-003 5.5482e-003 2.6201e-002 4.3158e-003 7.7416e-003 1.4672e-002 1.1581e-004 8.3567e-003 9.2457e-003 3.5833e-004 4.6009e-003 1.1341e-002 7.3143e-003 8.2284e-004 8.0555e-004 3.4406e-003 2.7536e-003 2.2832e-004 1.6014e-003 9.5696e-003 2.1372e-002 3.1755e-002 3.6836e-002 3.5753e-002 3.0178e-002 2.2590e-002 1.5174e-002 9.0620e-003 4.3626e-003
          15 4.3406e-010 3.1490e-005 2.4158e-004 1.0700e-006 1.3573e-002 1.0083e-005 4.8275e-003 2.7602e-001 3.4446e-001 4.0186e-002 2.0199e-003 8.3642e-003 4.1010e-002 5.5695e-004 7.5826e-003 1.1037e-002 3.5052e-004 8.1180e-003 6.9191e-003 8.2443e-005 4.2619e-003 9.3942e-003 6.1851e-003 8.6017e-004 4.4882e-004 2.5983e-003 2.6281e-003 5.9580e-004 3.8798e-004 4.7348e-003 1.2718e-002 2.1073e-002 2.6621e-002 2.7930e-002 2.5346e-002 2.0325e-002 1.4269e-002 7.8323e-003
          16 1.2201e-011 1.0895e-007 3.0884e-004 4.8333e-008 1.5181e-004 2.4051e-002 1.7750e-003 3.3138e-002 7.7521e-002 1.5380e-001 2.9585e-001 6.2807e-002 2.3938e-002 7.9090e-002 2.5899e-002 1.0236e-003 1.0743e-002 4.4665e-003 5.5868e-003 4.8873e-003 1.0886e-004 4.2084e-003 7.7879e-003 4.4110e-003 5.4899e-004 3.8965e-004 2.0729e-003 2.1614e-003 6.4625e-004 1.0369e-004 2.5980e-003 7.8401e-003 1.3761e-002 1.8150e-002 1.9692e-002 1.8284e-002 1.4471e-002 8.6774e-003
          17 6.1957e-011 1.3404e-006 5.8974e-005 3.8995e-008 4.6692e-004 6.6065e-003 1.8563e-006 7.4699e-003 1.0530e-001 2.6886e-002 2.6793e-003 1.7611e-001 1.3142e-001 6.1607e-002 1.3289e-001 1.1980e-001 1.3788e-002 2.6144e-002 2.6328e-002 1.2278e-004 6.0057e-003 2.5682e-003 2.8458e-003 7.0039e-003 2.1360e-003 2.1767e-004 5.5725e-004 1.6649e-003 1.5856e-003 4.5398e-004 7.7183e-005 1.7440e-003 5.1857e-003 9.0846e-003 1.1870e-002 1.2622e-002 1.1082e-002 7.1461e-003
          18 1.6326e-010 1.2654e-006 3.0427e-006 3.3150e-008 4.2322e-004 3.3560e-004 1.8843e-004 1.4670e-002 1.6306e-002 2.4907e-003 8.1861e-002 1.1324e-001 1.5092e-003 2.5727e-002 2.0558e-002 7.3156e-002 1.8109e-001 8.7163e-002 7.9146e-002 1.0655e-001 2.4040e-002 2.7121e-002 2.5159e-002 3.6826e-004 1.3356e-002 5.8265e-005 5.8662e-004 1.7754e-003 6.8977e-004 1.3423e-003 8.9767e-005 1.0810e-004 1.4954e-003 3.7047e-003 5.8720e-003 7.2347e-003 6.9791e-003 4.7650e-003
          19 1.5940e-010 5.6477e-007 1.4738e-007 8.3263e-009 1.7180e-004 3.1553e-005 1.4320e-004 7.0179e-003 1.6061e-004 9.8152e-003 5.4499e-002 1.2286e-002 2.7276e-002 6.1538e-002 1.9713e-002 2.2365e-002 1.2937e-002 1.2928e-002 3.0159e-002 4.1955e-002 1.2299e-001 9.1459e-002 8.8596e-002 1.1727e-001 4.5866e-002 6.8246e-002 3.1888e-002 1.9673e-002 2.1506e-002 4.2775e-003 7.8077e-003 2.4166e-003 3.6781e-004 3.6890e-003 1.1468e-003 4.6789e-003 3.0704e-003 2.6683e-003
          20 6.1838e-011 1.3656e-007 3.2626e-007 1.1432e-009 3.9204e-005 5.2503e-005 4.1929e-005 1.6616e-003 1.9167e-004 4.1380e-003 1.3966e-002 1.3385e-004 1.8108e-002 1.9542e-002 1.8496e-003 7.4501e-004 2.8581e-004 1.9860e-002 1.8807e-002 1.3798e-002 2.0752e-002 2.6687e-003 2.3554e-007 9.1245e-004 2.0586e-002 2.0743e-002 4.7652e-002 6.0256e-002 6.2354e-002 8.5610e-002 7.2504e-002 8.1592e-002 8.0442e-002 6.4420e-002 8.2873e-002 4.8913e-002 7.2645e-002 3.1365e-002
