   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17
           0 7.0584e-002 2.3826e-001 3.2734e-001 2.3793e-001 9.9005e-002 2.3638e-002 3.0318e-003 1.7293e-004 2.2718e-006 1.8137e-008 1.1424e-008 9.3505e-009 1.8243e-009 1.8929e-009 1.8293e-010 9.3859e-010 4.5260e-010 3.4992e-011
           1 1.3925e-001 1.8529e-001 1.8489e-002 7.8229e-002 2.6174e-001 2.2121e-001 8.1340e-002 1.3660e-002 8.6374e-004 7.5925e-006 2.9340e-007 1.3134e-008 5.0492e-009 3.6045e-009 1.9005e-009 1.0703e-010 5.6339e-010 7.1079e-011
           2 1.6537e-001 5.8857e-002 3.9559e-002 1.3503e-001 5.0410e-003 1.2532e-001 2.7469e-001 1.5946e-001 3.4391e-002 2.2498e-003 5.9331e-006 2.1402e-006 3.8272e-009 1.2233e-011 4.9946e-009 1.7879e-009 6.4603e-011 5.6338e-014
           3 1.5536e-001 2.8526e-003 9.8774e-002 1.9079e-002 7.5829e-002 8.3325e-002 1.7749e-002 2.4398e-001 2.3543e-001 6.3713e-002 3.8584e-003 2.7146e-006 6.9048e-006 4.7664e-007 1.5625e-008 3.6872e-009 4.9298e-009 4.7562e-010
           4 1.2813e-001 8.0923e-003 7.8903e-002 8.6898e-003 8.5130e-002 3.1242e-003 1.1762e-001 4.8745e-003 1.6958e-001 2.9485e-001 9.6465e-002 4.3843e-003 1.3051e-004 5.5156e-006 2.9751e-006 7.4370e-007 1.2661e-007 6.4812e-009
           5 9.7776e-002 3.2789e-002 3.3329e-002 4.8745e-002 1.9666e-002 6.1662e-002 2.0430e-002 7.6476e-002 4.5863e-002 9.7194e-002 3.3808e-001 1.2479e-001 2.5487e-003 6.6856e-004 9.9371e-006 1.5043e-006 1.8373e-006 1.8683e-007
           6 7.1180e-002 5.2529e-002 5.4252e-003 6.1977e-002 7.5989e-004 6.1450e-002 9.5047e-003 6.3593e-002 2.2939e-002 8.4664e-002 4.9702e-002 3.7710e-001 1.3761e-001 2.1793e-005 1.2546e-003 2.5389e-004 3.2560e-005 1.5227e-006
           7 5.0401e-002 6.0953e-002 3.8559e-004 4.5978e-002 2.0556e-002 2.0988e-002 4.7308e-002 4.1925e-003 7.0532e-002 4.2772e-004 9.6923e-002 2.8090e-002 4.2766e-001 1.1849e-001 5.7470e-003 2.1297e-004 3.8144e-004 3.8243e-005
           8 3.5162e-002 6.0123e-002 7.9139e-003 2.3006e-002 3.8668e-002 5.1095e-004 4.7285e-002 1.0599e-002 3.1401e-002 4.4486e-002 6.9253e-003 8.6455e-002 2.6883e-002 4.9612e-001 5.4564e-002 2.4824e-002 3.2659e-003 1.4152e-004
           9 2.4371e-002 5.3955e-002 1.8198e-002 6.9929e-003 4.0568e-002 5.6363e-003 2.2556e-002 3.4536e-002 8.3141e-004 4.8455e-002 1.5900e-002 2.1950e-002 6.4646e-002 5.3929e-002 5.3852e-001 1.8721e-005 1.3331e-002 1.6089e-003
          10 1.6876e-002 4.5641e-002 2.6083e-002 5.0959e-004 3.1195e-002 1.8320e-002 4.0737e-003 3.6898e-002 8.0849e-003 1.6597e-002 4.1550e-002 1.8483e-003 3.1436e-002 3.7086e-002 1.4956e-001 3.9562e-001 8.3606e-002 3.7188e-003
          11 1.1740e-002 3.7225e-002 3.0172e-002 6.9844e-004 1.9088e-002 2.6188e-002 1.7725e-004 2.3369e-002 2.3254e-002 3.6764e-004 3.1161e-002 2.3569e-002 3.7810e-004 3.3378e-002 7.3243e-003 3.4808e-001 3.7131e-002 1.0226e-002
          12 8.2126e-003 2.9620e-002 3.0876e-002 3.9183e-003 9.3174e-003 2.6774e-002 4.8945e-003 9.2440e-003 2.7588e-002 4.3921e-003 1.0531e-002 3.0909e-002 9.0628e-003 2.8333e-003 3.5989e-002 1.6097e-002 3.1979e-001 2.2354e-002
          13 5.7640e-003 2.3090e-002 2.9080e-002 7.5316e-003 3.3559e-003 2.2455e-002 1.0916e-002 1.6193e-003 2.1904e-002 1.3349e-002 6.1932e-004 2.0525e-002 2.0773e-002 2.1109e-003 2.8003e-003 6.8169e-002 1.4404e-001 8.7509e-005
          14 4.0694e-003 1.7763e-002 2.5882e-002 1.0183e-002 6.6085e-004 1.6501e-002 1.4506e-002 2.8373e-005 1.3289e-002 1.7765e-002 1.2530e-003 8.1316e-003 2.0768e-002 1.0412e-002 1.8568e-004 7.6537e-005 2.2137e-001 1.8223e-003
          15 2.8653e-003 1.3409e-002 2.1880e-002 1.1345e-002 1.0790e-006 1.0927e-002 1.4978e-002 1.3927e-003 6.3477e-003 1.6689e-002 5.2488e-003 1.5017e-003 1.3809e-002 1.4238e-002 4.1770e-003 2.5199e-004 6.3896e-002 3.8411e-002
          16 1.9848e-003 9.8178e-003 1.7479e-002 1.0974e-002 2.4960e-004 6.6184e-003 1.3118e-002 3.1054e-003 2.3298e-003 1.2716e-002 7.8177e-003 2.6053e-008 6.8862e-003 1.2305e-002 7.1421e-003 1.8457e-003 2.4488e-002 8.4083e-002
          17 1.3030e-003 6.7212e-003 1.2762e-002 9.1403e-003 6.0856e-004 3.6502e-003 9.8812e-003 3.7652e-003 6.0370e-004 8.2146e-003 7.6549e-003 5.2979e-004 2.6787e-003 8.1438e-003 6.9231e-003 2.6438e-003 9.4173e-003 1.4846e-001
          18 7.4704e-004 3.9635e-003 7.8533e-003 6.1127e-003 6.4451e-004 1.7708e-003 6.0906e-003 3.0243e-003 9.7704e-005 4.4267e-003 5.3856e-003 8.9093e-004 8.3971e-004 4.3151e-003 4.6774e-003 2.3510e-003 4.4201e-005 2.2842e-001
          19 4.5989e-004 2.4821e-003 5.0452e-003 4.1224e-003 5.4416e-004 9.5982e-004 3.8855e-003 2.2334e-003 1.0253e-005 2.5626e-003 3.6709e-003 8.6836e-004 2.9551e-004 2.4355e-003 3.0685e-003 1.7940e-003 5.6995e-004 1.8107e-001
          20 3.0949e-004 1.6900e-003 3.4953e-003 2.9502e-003 4.4645e-004 5.8378e-004 2.6692e-003 1.6879e-003 5.1432e-009 1.6337e-003 2.6243e-003 7.6130e-004 1.1568e-004 1.5139e-003 2.1230e-003 1.3614e-003 4.9570e-004 1.2503e-001
          21 1.9666e-004 1.0824e-003 2.2649e-003 1.9535e-003 3.2213e-004 3.4378e-004 1.7168e-003 1.1560e-003 2.4480e-006 9.9458e-004 1.7298e-003 5.6831e-004 4.4698e-005 9.0217e-004 1.3644e-003 9.2733e-004 3.5067e-004 8.3452e-002
          22 1.0439e-004 5.7731e-004 1.2166e-003 1.0630e-003 1.8419e-004 1.7372e-004 9.1737e-004 6.4117e-004 3.3050e-006 5.1314e-004 9.3731e-004 3.3051e-004 1.6141e-005 4.5862e-004 7.2715e-004 5.1119e-004 1.9992e-004 4.9287e-002
