   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51
           0 3.1213e-001 3.2193e-001 2.0067e-001 9.8390e-002 4.1740e-002 1.6143e-002 5.8880e-003 2.0667e-003 7.0409e-004 2.3407e-004 7.6846e-005 2.5382e-005 8.5399e-006 2.9010e-006 9.6797e-007 3.1189e-007 1.0074e-007 3.6591e-008 1.6649e-008 8.8427e-009 4.2519e-009 1.2503e-009 4.0382e-011 2.8160e-010 9.1750e-010 1.1310e-009 8.5299e-010 4.3739e-010 1.5694e-010 4.3476e-011 1.6432e-011 1.9974e-011 4.3243e-011 7.9079e-011 1.0399e-010 9.5785e-011 5.6653e-011 1.4053e-011 8.6357e-013 3.3595e-011 1.0415e-010 1.8714e-010 2.5452e-010 2.8793e-010 2.8342e-010 2.4895e-010 1.9814e-010 1.4415e-010 9.6042e-011 5.7471e-011 2.8182e-011 1.0022e-011
           1 3.9477e-001 8.7958e-003 7.8707e-002 1.6981e-001 1.5497e-001 9.9206e-002 5.2163e-002 2.4270e-002 1.0416e-002 4.2317e-003 1.6556e-003 6.3076e-004 2.3576e-004 8.7035e-005 3.1985e-005 1.1788e-005 4.3624e-006 1.6063e-006 5.7797e-007 1.9949e-007 6.5374e-008 2.0328e-008 5.9334e-009 1.4875e-009 2.1035e-010 3.4659e-012 1.7678e-010 4.2559e-010 5.8561e-010 6.0304e-010 5.0993e-010 3.7153e-010 2.4011e-010 1.3907e-010 7.0374e-011 2.7712e-011 5.2299e-012 4.4884e-013 1.3374e-011 4.3934e-011 8.9487e-011 1.4376e-010 1.9774e-010 2.4203e-010 2.6939e-010 2.7632e-010 2.6316e-010 2.3299e-010 1.8992e-010 1.3715e-010 7.7716e-011 2.9829e-011
           2 2.2268e-001 1.7799e-001 1.2551e-001 4.2708e-004 5.4580e-002 1.1753e-001 1.1829e-001 8.4794e-002 4.9988e-002 2.5989e-002 1.2423e-002 5.6158e-003 2.4428e-003 1.0302e-003 4.2210e-004 1.6888e-004 6.6816e-005 2.6563e-005 1.0685e-005 4.2960e-006 1.6799e-006 6.2191e-007 2.1601e-007 7.1661e-008 2.3414e-008 7.4403e-009 1.9544e-009 2.1742e-010 3.7551e-011 3.4255e-010 4.9041e-010 3.3337e-010 9.2985e-011 5.9407e-014 7.0558e-011 1.7019e-010 1.9127e-010 1.3367e-010 5.9023e-011 1.3825e-011 7.4498e-013 5.3035e-014 2.8058e-013 7.7913e-012 3.5291e-011 8.6216e-011 1.4873e-010 2.0106e-010 2.2179e-010 1.9715e-010 1.2678e-010 5.1547e-011
           3 6.4035e-002 3.3322e-001 3.2291e-002 1.4359e-001 3.7898e-002 2.9615e-003 5.1732e-002 9.0442e-002 8.9877e-002 6.6906e-002 4.1623e-002 2.3024e-002 1.1794e-002 5.7385e-003 2.6907e-003 1.2256e-003 5.4487e-004 2.3680e-004 1.0054e-004 4.1754e-005 1.7123e-005 7.0742e-006 3.0131e-006 1.3330e-006 5.9823e-007 2.5838e-007 1.0046e-007 3.2713e-008 8.1939e-009 1.3855e-009 1.2010e-010 2.5490e-012 6.5085e-013 9.9987e-012 3.6485e-011 7.6403e-011 1.3043e-010 2.0426e-010 2.9774e-010 3.9566e-010 4.6931e-010 4.9048e-010 4.4854e-010 3.5709e-010 2.4577e-010 1.4441e-010 7.0773e-011 2.7690e-011 7.9342e-012 1.3755e-012 8.9337e-014 2.8866e-016
           4 6.3198e-003 1.4489e-001 3.3606e-001 1.2046e-004 1.0777e-001 6.8913e-002 3.6104e-003 1.4963e-002 5.4018e-002 7.4007e-002 6.8609e-002 5.0662e-002 3.2179e-002 1.8414e-002 9.8047e-003 4.9799e-003 2.4563e-003 1.1877e-003 5.6402e-004 2.6240e-004 1.1928e-004 5.2957e-005 2.3014e-005 9.8493e-006 4.2048e-006 1.8315e-006 8.3755e-007 4.1028e-007 2.1364e-007 1.1344e-007 5.7662e-008 2.6125e-008 9.7003e-009 2.5712e-009 3.2664e-010 1.0183e-012 8.7802e-011 1.0685e-010 4.8871e-011 2.9581e-012 1.5168e-011 8.0259e-011 1.7030e-010 2.5648e-010 3.1800e-010 3.4395e-010 3.3277e-010 2.9050e-010 2.2802e-010 1.5636e-010 8.4381e-011 3.1476e-011
           5 1.5729e-005 1.3200e-002 2.0291e-001 2.9320e-001 1.2377e-002 6.8906e-002 8.4826e-002 1.8954e-002 1.6153e-003 2.8844e-002 5.6482e-002 6.4440e-002 5.5672e-002 4.0343e-002 2.5860e-002 1.5151e-002 8.3244e-003 4.3852e-003 2.2520e-003 1.1370e-003 5.6551e-004 2.7733e-004 1.3429e-004 6.4212e-005 3.0181e-005 1.3844e-005 6.1841e-006 2.7255e-006 1.2266e-006 5.8991e-007 3.1130e-007 1.7698e-007 1.0258e-007 5.7088e-008 2.9257e-008 1.3578e-008 5.7458e-009 2.2706e-009 8.5071e-010 2.8348e-010 5.9222e-011 2.1109e-015 4.8616e-011 1.6521e-010 2.9451e-010 3.8012e-010 3.9235e-010 3.3855e-010 2.4970e-010 1.5698e-010 7.8181e-011 2.7847e-011
           6 4.5614e-006 5.4382e-005 2.3394e-002 2.5808e-001 2.4226e-001 3.9050e-002 3.4484e-002 8.3789e-002 3.6111e-002 9.1335e-004 1.1344e-002 3.7521e-002 5.3802e-002 5.4375e-002 4.4777e-002 3.2033e-002 2.0651e-002 1.2336e-002 6.9855e-003 3.8132e-003 2.0294e-003 1.0629e-003 5.5224e-004 2.8578e-004 1.4683e-004 7.4256e-005 3.6680e-005 1.7695e-005 8.4176e-006 4.0075e-006 1.9319e-006 9.4620e-007 4.7001e-007 2.3789e-007 1.2523e-007 7.0751e-008 4.3678e-008 2.8833e-008 1.9129e-008 1.1737e-008 6.0383e-009 2.2274e-009 3.6317e-010 1.9399e-011 4.7222e-010 1.0641e-009 1.4251e-009 1.4697e-009 1.2703e-009 9.2947e-010 5.2483e-010 2.0052e-010
           7 4.6082e-006 7.4237e-006 3.4034e-004 3.5917e-002 3.0268e-001 2.0003e-001 6.1014e-002 1.3177e-002 7.2385e-002 4.7938e-002 6.9757e-003 2.6071e-003 2.2183e-002 4.1204e-002 4.8560e-002 4.5019e-002 3.5632e-002 2.5159e-002 1.6329e-002 9.9478e-003 5.7756e-003 3.2400e-003 1.7803e-003 9.6846e-004 5.2396e-004 2.8178e-004 1.5039e-004 7.9644e-005 4.1877e-005 2.1803e-005 1.1161e-005 5.5731e-006 2.7101e-006 1.2980e-006 6.2862e-007 3.1826e-007 1.7222e-007 9.9082e-008 5.8754e-008 3.4526e-008 1.9493e-008 1.0389e-008 5.1834e-009 2.3927e-009 9.8196e-010 3.1563e-010 4.9090e-011 2.4281e-012 6.2308e-011 1.3008e-010 1.2452e-010 5.9722e-011
           8 7.9620e-009 6.4566e-006 1.5423e-005 4.8390e-004 4.5359e-002 3.4003e-001 1.7894e-001 6.9719e-002 3.3640e-003 5.7425e-002 5.2434e-002 1.4400e-002 3.0664e-005 1.1457e-002 2.9279e-002 4.0347e-002 4.1805e-002 3.6268e-002 2.7809e-002 1.9480e-002 1.2718e-002 7.8523e-003 4.6524e-003 2.6842e-003 1.5238e-003 8.5566e-004 4.7685e-004 2.6493e-004 1.4739e-004 8.2047e-005 4.5356e-005 2.4636e-005 1.3061e-005 6.7704e-006 3.4664e-006 1.7737e-006 9.1156e-007 4.6761e-007 2.3616e-007 1.1620e-007 5.6011e-008 2.7251e-008 1.4069e-008 8.0444e-009 5.0776e-009 3.3388e-009 2.1037e-009 1.1705e-009 5.3391e-010 1.8576e-010 4.6938e-011 9.9113e-012
           9 8.2933e-040 7.4698e-037 1.7890e-036 5.5863e-035 5.1836e-033 3.8519e-032 1.9331e-032 1.0702e-032 3.8103e-033 7.3888e-033 5.9177e-031 1.0997e-029 1.8017e-028 4.3280e-027 7.3946e-026 1.9443e-024 3.7348e-023 5.9606e-022 8.6085e-021 1.7288e-019 2.7443e-018 3.5907e-017 4.7828e-016 7.9270e-015 8.4624e-014 1.0448e-012 8.2552e-012 8.2415e-011 6.5878e-010 5.0179e-009 3.7158e-008 2.2936e-007 1.4507e-006 7.3544e-006 3.4368e-005 1.5071e-004 5.7531e-004 2.0079e-003 6.2221e-003 1.7067e-002 4.0877e-002 8.4352e-002 1.4653e-001 2.0771e-001 2.2773e-001 1.7576e-001 7.8435e-002 1.1320e-002 1.6346e-004 3.9635e-004 1.0803e-004 1.5432e-005
