   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56
           0 3.9789e-001 3.3327e-001 1.6841e-001 6.7092e-002 2.3120e-002 7.2534e-003 2.1452e-003 6.0829e-004 1.6532e-004 4.3214e-005 1.1192e-005 2.9958e-006 8.1964e-007 2.0468e-007 3.9119e-008 5.2711e-009 1.0360e-009 1.0470e-009 1.3713e-009 8.2988e-010 8.1493e-011 1.2668e-010 4.7489e-010 3.6873e-010 5.1804e-011 4.8282e-011 2.7549e-010 3.3989e-010 1.6839e-010 1.1520e-011 3.9740e-011 1.6592e-010 2.1757e-010 1.4578e-010 3.9604e-011 3.3926e-013 4.4219e-011 1.1175e-010 1.3844e-010 1.0746e-010 4.9294e-011 6.9719e-012 3.4123e-012 3.2217e-011 6.9616e-011 9.2867e-011 9.2143e-011 7.1617e-011 4.3161e-011 1.8452e-011 3.9595e-012 3.8714e-015 2.7384e-012 7.0531e-012 8.8656e-012 6.5650e-012 3.0302e-012
           1 3.9003e-001 1.8355e-003 1.5757e-001 2.0291e-001 1.3623e-001 6.7565e-002 2.8121e-002 1.0464e-002 3.5952e-003 1.1638e-003 3.6165e-004 1.0952e-004 3.2392e-005 9.2505e-006 2.5420e-006 6.9527e-007 2.0177e-007 6.2762e-008 1.8259e-008 3.7255e-009 3.0084e-010 1.7447e-014 1.9432e-012 9.0939e-011 2.1514e-010 1.5701e-010 2.1593e-011 1.9190e-011 1.0336e-010 1.1378e-010 4.2900e-011 6.6587e-014 2.9263e-011 7.1418e-011 6.7106e-011 2.7013e-011 6.2615e-013 1.2490e-011 4.3494e-011 6.0417e-011 4.9606e-011 2.3447e-011 3.4327e-012 1.4621e-012 1.4120e-011 2.9441e-011 3.7045e-011 3.3818e-011 2.3327e-011 1.1660e-011 3.4558e-012 1.6796e-013 5.6338e-013 2.2731e-012 3.2221e-012 2.4959e-012 1.1707e-012
           2 1.6796e-001 2.5564e-001 7.5206e-002 1.8325e-002 1.2491e-001 1.4972e-001 1.0636e-001 5.7794e-002 2.6652e-002 1.0985e-002 4.1787e-003 1.5027e-003 5.1880e-004 1.7273e-004 5.5473e-005 1.7358e-005 5.4186e-006 1.7140e-006 5.3500e-007 1.5365e-007 3.8288e-008 8.9259e-009 2.7990e-009 1.5673e-009 1.0106e-009 3.8358e-010 1.6695e-011 7.5263e-011 1.9146e-010 1.1589e-010 7.2088e-012 3.2044e-011 1.0962e-010 1.0518e-010 3.4445e-011 1.6911e-013 3.6863e-011 8.6540e-011 8.8965e-011 4.7111e-011 7.2830e-012 3.0394e-012 2.8444e-011 5.4386e-011 5.8801e-011 4.1411e-011 1.7341e-011 2.0737e-012 1.4404e-012 1.1285e-011 2.3219e-011 3.0558e-011 3.0994e-011 2.5848e-011 1.7831e-011 9.3966e-012 3.7117e-012
           3 3.8994e-002 2.8373e-001 8.0579e-002 1.5058e-001 7.0713e-003 4.0331e-002 1.1139e-001 1.1723e-001 8.3090e-002 4.7037e-002 2.3021e-002 1.0186e-002 4.1879e-003 1.6285e-003 6.0680e-004 2.1885e-004 7.6882e-005 2.6374e-005 8.8507e-006 2.9216e-006 9.5663e-007 3.1147e-007 9.9576e-008 3.0539e-008 8.8882e-009 2.5376e-009 7.7061e-010 2.5805e-010 8.0689e-011 1.3677e-011 8.0694e-014 6.6081e-012 8.8116e-012 3.6006e-012 4.9465e-014 1.3686e-012 2.9816e-012 1.8532e-012 1.3181e-013 6.5617e-013 3.0278e-012 4.7612e-012 4.4023e-012 2.6067e-012 8.8171e-013 7.8333e-014 4.4637e-014 2.1498e-013 2.3264e-013 1.0580e-013 5.5561e-015 3.5819e-014 1.6286e-013 2.8064e-013 3.0109e-013 2.0582e-013 9.1691e-014
           4 4.8235e-003 1.0748e-001 3.0120e-001 5.4813e-003 1.4134e-001 5.0552e-002 2.3213e-003 5.8175e-002 9.9476e-002 9.3128e-002 6.4565e-002 3.7213e-002 1.8947e-002 8.8284e-003 3.8461e-003 1.5911e-003 6.3336e-004 2.4484e-004 9.2186e-005 3.3807e-005 1.2132e-005 4.3115e-006 1.5319e-006 5.3898e-007 1.8202e-007 5.7326e-008 1.7201e-008 5.5184e-009 2.1951e-009 1.0361e-009 4.2728e-010 8.9481e-011 1.5511e-014 3.4598e-011 4.8642e-011 1.9929e-011 3.1769e-013 6.4828e-012 1.2899e-011 6.0941e-012 1.1187e-015 7.6551e-012 2.2402e-011 2.9037e-011 2.2148e-011 9.3216e-012 9.6615e-013 9.3433e-013 5.8141e-012 1.0090e-011 1.0776e-011 8.3323e-012 4.8791e-012 2.1549e-012 6.9684e-013 1.6383e-013 3.5737e-014
           5 2.5889e-004 1.7223e-002 1.8030e-001 2.5965e-001 6.9797e-003 9.1900e-002 8.4816e-002 5.5192e-003 1.9129e-002 6.7774e-002 8.6456e-002 7.3478e-002 4.9556e-002 2.8792e-002 1.5073e-002 7.2950e-003 3.3236e-003 1.4487e-003 6.1102e-004 2.5018e-004 9.9401e-005 3.8542e-005 1.4803e-005 5.6984e-006 2.1772e-006 7.9897e-007 2.7393e-007 8.9734e-008 3.1215e-008 1.3044e-008 6.2623e-009 2.6658e-009 6.6151e-010 1.7048e-011 7.4745e-011 1.2375e-010 3.5023e-011 4.0417e-012 6.3251e-011 8.6887e-011 3.7368e-011 4.3157e-014 3.4305e-011 9.9771e-011 1.2441e-010 8.9272e-011 3.3343e-011 1.8592e-012 7.0498e-012 3.0577e-011 4.8596e-011 5.0275e-011 3.9138e-011 2.4247e-011 1.2219e-011 4.9012e-012 1.6494e-012
           6 4.0078e-051 2.5829e-049 2.5106e-048 2.3692e-048 5.5963e-048 2.2485e-046 7.4376e-045 2.6813e-043 1.5222e-041 1.0656e-039 6.4307e-038 5.6340e-036 1.8067e-034 6.1893e-033 3.4206e-031 9.8483e-030 5.6609e-028 1.0493e-026 5.4709e-025 8.4458e-024 2.3198e-022 4.0666e-021 8.7464e-020 1.9468e-018 2.7317e-017 3.6429e-016 4.3901e-015 5.2349e-014 6.6665e-013 5.6224e-012 5.1980e-011 4.2651e-010 3.2152e-009 2.4795e-008 1.4418e-007 7.9385e-007 4.1486e-006 1.9507e-005 8.2098e-005 3.1863e-004 1.1061e-003 3.4569e-003 9.6930e-003 2.3949e-002 5.2018e-002 9.7673e-002 1.5555e-001 2.0366e-001 2.0943e-001 1.5609e-001 7.2135e-002 1.3841e-002 4.5098e-005 4.1440e-004 7.1237e-006 5.1151e-006 3.9175e-006
           7 1.7145e-051 4.1353e-050 8.4624e-050 3.4031e-047 8.7668e-046 3.4115e-044 1.2353e-042 4.0555e-041 2.1260e-039 1.3750e-037 7.7640e-036 6.2977e-034 1.9411e-032 6.3603e-031 3.2893e-029 9.0499e-028 4.7949e-026 8.5802e-025 4.0701e-023 6.0663e-022 1.5447e-020 2.5614e-019 5.0954e-018 1.0322e-016 1.3565e-015 1.6847e-014 1.8892e-013 2.0718e-012 2.3627e-011 1.8624e-010 1.5591e-009 1.1579e-008 7.8459e-008 5.2321e-007 2.7533e-006 1.3470e-005 6.1098e-005 2.4722e-004 8.8842e-004 2.8647e-003 8.1105e-003 2.0015e-002 4.2280e-002 7.4398e-002 1.0425e-001 1.0676e-001 6.4171e-002 7.7913e-003 2.1216e-002 1.3865e-001 2.3091e-001 1.5223e-001 2.2471e-002 1.5585e-003 7.2725e-004 4.5446e-004 1.2081e-004
           8 5.4442e-050 9.0259e-050 9.4930e-047 4.9055e-045 8.6916e-044 2.8250e-042 9.3348e-041 2.8600e-039 1.3824e-037 8.2569e-036 4.3621e-034 3.2771e-032 9.7085e-031 3.0431e-029 1.4737e-027 3.8755e-026 1.8946e-024 3.2728e-023 1.4143e-021 2.0347e-020 4.8068e-019 7.5408e-018 1.3885e-016 2.5634e-015 3.1557e-014 3.6510e-013 3.8095e-012 3.8437e-011 3.9341e-010 2.8936e-009 2.1946e-008 1.4750e-007 8.9837e-007 5.2116e-006 2.4701e-005 1.0698e-004 4.2047e-004 1.4581e-003 4.4330e-003 1.1756e-002 2.6624e-002 5.0293e-002 7.6039e-002 8.5674e-002 6.0907e-002 1.5047e-002 3.5991e-003 5.3428e-002 7.8744e-002 1.4846e-002 4.3996e-002 2.4497e-001 2.0367e-001 7.7241e-003 1.2896e-002 1.1782e-003 3.9392e-005
           9 1.3098e-048 5.6370e-047 1.6708e-044 4.6139e-043 5.7885e-042 1.4902e-040 4.4726e-039 1.2784e-037 5.6931e-036 3.1401e-034 1.5523e-032 1.0807e-030 3.0775e-029 9.2306e-028 4.1889e-026 1.0534e-024 4.7571e-023 7.9338e-022 3.1282e-020 4.3436e-019 9.5296e-018 1.4148e-016 2.4137e-015 4.0683e-014 4.6928e-013 5.0595e-012 4.9133e-011 4.5639e-010 4.2034e-009 2.8805e-008 1.9807e-007 1.2051e-006 6.5976e-006 3.3484e-005 1.4228e-004 5.4342e-004 1.8459e-003 5.4539e-003 1.3862e-002 2.9745e-002 5.2274e-002 7.1503e-002 6.9043e-002 3.6698e-002 2.6836e-003 1.3902e-002 5.5316e-002 4.3610e-002 3.3255e-004 4.4137e-002 5.1430e-002 1.2524e-002 2.7627e-001 1.7844e-001 1.1845e-002 3.2482e-003 3.3479e-003
