   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28
          16 2.6028e-010 1.1406e-010 1.7156e-012 4.0889e-010 7.6104e-011 6.9080e-009 9.6838e-008 3.1326e-007 5.0336e-007 1.7277e-008 2.1504e-005 5.0338e-004 4.7712e-003 2.7300e-002 9.5758e-002 1.8115e-001 1.2744e-001 5.2996e-001 3.0628e-002 2.3697e-003 7.3395e-005 6.1351e-007 2.4568e-007 7.8627e-008 5.7623e-009 1.7705e-011 1.4397e-010 1.6640e-010 1.0349e-010
          17 8.1616e-011 1.2750e-010 1.0899e-011 1.2839e-010 2.9698e-012 2.7912e-010 3.1879e-008 1.6318e-007 4.4455e-007 4.0835e-007 1.1332e-006 8.3583e-005 1.1249e-003 7.9545e-003 3.5860e-002 1.0096e-001 1.5475e-001 9.7922e-002 5.7038e-001 2.6246e-002 4.3701e-003 3.4316e-004 2.2181e-005 5.3026e-007 1.0899e-008 3.4487e-008 2.1606e-008 1.1104e-008 5.2319e-009
          18 1.2647e-013 5.5901e-012 1.4116e-011 7.9886e-010 3.6511e-010 6.5346e-011 6.1091e-009 7.3034e-008 3.5193e-007 5.5877e-007 1.9377e-008 1.1680e-005 2.5356e-004 2.2829e-003 1.2314e-002 4.4293e-002 9.9906e-002 1.2562e-001 7.8518e-002 6.1146e-001 1.7174e-002 6.7533e-003 1.1325e-003 1.9682e-004 3.6999e-005 8.6808e-006 2.7076e-006 1.0411e-006 4.3053e-007
          19 3.1203e-011 4.8153e-011 1.0502e-011 6.1562e-010 5.7091e-010 5.5923e-010 1.5736e-009 3.3925e-008 2.0630e-007 4.8505e-007 3.2518e-007 1.1027e-006 5.5739e-005 6.5285e-004 4.2363e-003 1.7769e-002 5.0859e-002 9.2881e-002 9.4836e-002 6.9727e-002 6.5151e-001 5.5503e-003 7.7578e-003 2.5754e-003 8.0587e-004 2.6835e-004 1.0204e-004 4.3493e-005 1.8921e-005
          20 6.1486e-011 1.4125e-010 6.2780e-012 1.2354e-010 2.9437e-010 1.1888e-009 1.4967e-009 1.8509e-008 9.4900e-008 3.2274e-007 4.8767e-007 9.4332e-010 1.1904e-005 1.9173e-004 1.4763e-003 7.1258e-003 2.3614e-002 5.3837e-002 7.9199e-002 6.6211e-002 7.3201e-002 6.8171e-001 1.9310e-004 4.3992e-003 2.8649e-003 1.3068e-003 5.7586e-004 2.6327e-004 1.1839e-004
          21 5.4742e-011 1.4966e-010 3.6802e-012 5.0232e-012 4.9872e-011 1.1054e-009 2.0162e-009 1.1279e-008 4.1425e-008 1.8738e-007 4.3902e-007 1.5794e-007 2.2171e-006 5.9079e-005 5.3417e-004 2.9199e-003 1.0884e-002 2.8355e-002 5.1546e-002 6.0735e-002 4.1488e-002 9.3689e-002 6.8175e-001 1.7808e-002 1.0392e-010 4.1301e-004 3.5167e-004 2.0291e-004 1.0061e-004
          22 3.2814e-011 9.8243e-011 2.3148e-012 1.0861e-010 4.9645e-013 6.2742e-010 2.0377e-009 6.9637e-009 2.0675e-008 1.0658e-007 3.1045e-007 2.7824e-007 2.7710e-007 1.9202e-005 2.0747e-004 1.2552e-003 5.1142e-003 1.4757e-002 3.0185e-002 4.3388e-002 4.0616e-002 2.3000e-002 1.4438e-001 6.0811e-001 6.5814e-002 1.0361e-002 2.4697e-003 8.0114e-004 3.0130e-004
          23 1.4637e-011 4.5401e-011 1.4542e-012 1.6898e-010 2.0715e-011 2.4641e-010 1.4699e-009 3.9498e-009 1.1631e-008 5.9441e-008 1.8624e-007 2.4936e-007 6.6017e-009 6.3363e-006 8.3420e-005 5.4856e-004 2.3741e-003 7.3797e-003 1.6396e-002 2.6103e-002 2.9285e-002 2.1624e-002 9.5645e-003 2.5024e-001 4.4427e-001 9.2727e-002 2.8716e-002 1.1098e-002 4.6033e-003
          24 5.3750e-012 1.6561e-011 8.2743e-013 1.3538e-010 2.6607e-011 7.6982e-011 8.1289e-010 1.9928e-009 6.4551e-009 3.1082e-008 9.7734e-008 1.5916e-007 6.0764e-009 2.1465e-006 3.3845e-005 2.3719e-004 1.0665e-003 3.4711e-003 8.1319e-003 1.3760e-002 1.6822e-002 1.4493e-002 8.0514e-003 3.3681e-003 4.1064e-001 2.7638e-001 6.2541e-002 2.4172e-002 1.0223e-002
          25 8.8475e-013 2.6696e-012 1.8331e-013 3.3551e-011 7.5771e-012 1.1235e-011 1.7143e-010 4.1075e-010 1.4336e-009 6.6293e-009 2.0642e-008 3.6336e-008 4.0603e-009 3.5990e-007 6.3075e-006 4.5737e-005 2.0951e-004 6.9608e-004 1.6708e-003 2.9086e-003 3.6877e-003 3.3423e-003 2.0991e-003 7.4329e-004 2.6017e-003 3.6725e-001 5.1597e-001 3.0373e-002 4.1689e-003
          26 3.1523e-013 9.4761e-013 6.8001e-014 1.2589e-011 2.8838e-012 3.9340e-012 6.3123e-011 1.5098e-010 5.3227e-010 2.4486e-009 7.6123e-009 1.3516e-008 1.6530e-009 1.2896e-007 2.2911e-006 1.6684e-005 7.6596e-005 2.5510e-004 6.1407e-004 1.0725e-003 1.3656e-003 1.2445e-003 7.9098e-004 2.8644e-004 6.6407e-004 8.3458e-002 3.7616e-003 6.5774e-001 2.2289e-001
