   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42
           0 4.1581e-001 3.2785e-001 1.6056e-001 6.3397e-002 2.2105e-002 7.1428e-003 2.2073e-003 6.6293e-004 1.9411e-004 5.5464e-005 1.5685e-005 4.5206e-006 1.3566e-006 4.1558e-007 1.2182e-007 3.2076e-008 7.8962e-009 2.4932e-009 1.5362e-009 1.4600e-009 1.2522e-009 7.0088e-010 1.6257e-010 3.6077e-012 1.8494e-010 4.0127e-010 4.3399e-010 2.9512e-010 1.2165e-010 1.9270e-011 1.4139e-012 2.3323e-011 3.9856e-011 3.5070e-011 1.7850e-011 3.5240e-012 2.7926e-013 6.4925e-012 1.5299e-011 2.0208e-011 1.7995e-011 9.3492e-012 2.9794e-012
           1 3.8587e-001 4.3360e-003 1.6396e-001 1.9992e-001 1.3284e-001 6.6804e-002 2.8723e-002 1.1230e-002 4.1256e-003 1.4485e-003 4.9267e-004 1.6493e-004 5.5058e-005 1.8335e-005 6.0002e-006 1.8973e-006 5.8423e-007 1.8543e-007 6.6595e-008 2.8176e-008 1.2730e-008 5.0077e-009 1.2750e-009 8.1586e-011 4.9118e-011 1.5427e-010 9.5621e-011 9.2211e-012 1.5721e-011 7.3054e-011 9.1556e-011 5.2434e-011 6.9753e-012 8.0648e-012 6.2937e-011 1.3815e-010 1.9276e-010 2.0519e-010 1.7868e-010 1.3069e-010 7.8533e-011 3.2473e-011 9.5127e-012
           2 1.5857e-001 2.6775e-001 6.9383e-002 1.9917e-002 1.2234e-001 1.4572e-001 1.0571e-001 5.9757e-002 2.9157e-002 1.2921e-002 5.3564e-003 2.1223e-003 8.1742e-004 3.0907e-004 1.1490e-004 4.1932e-005 1.5083e-005 5.4278e-006 1.9936e-006 7.5248e-007 2.8510e-007 1.0292e-007 3.3315e-008 9.3280e-009 2.4098e-009 7.8935e-010 5.0027e-010 5.0786e-010 4.9889e-010 3.5754e-010 1.4785e-010 1.3009e-011 2.2716e-011 1.2850e-010 2.3210e-010 2.6832e-010 2.3343e-010 1.6223e-010 9.2243e-011 4.3237e-011 1.6629e-011 4.8418e-012 1.2158e-012
           3 3.5280e-002 2.8051e-001 8.7290e-002 1.4991e-001 7.4750e-003 3.6108e-002 1.0370e-001 1.1336e-001 8.4553e-002 5.1127e-002 2.7079e-002 1.3122e-002 5.9861e-003 2.6187e-003 1.1106e-003 4.5981e-004 1.8713e-004 7.5490e-005 3.0406e-005 1.2242e-005 4.8954e-006 1.9261e-006 7.4336e-007 2.8483e-007 1.1157e-007 4.6155e-008 2.0309e-008 9.1209e-009 3.8294e-009 1.3200e-009 2.9488e-010 1.6300e-011 1.2250e-011 4.1087e-011 3.7327e-011 1.6976e-011 2.9979e-012 4.0986e-014 1.7039e-012 2.5530e-012 1.7970e-012 7.0377e-013 1.9499e-013
           4 4.2020e-003 1.0247e-001 3.0338e-001 5.6201e-003 1.4126e-001 5.4356e-002 8.0331e-004 4.7861e-002 9.0004e-002 9.0750e-002 6.8141e-002 4.2938e-002 2.4132e-002 1.2553e-002 6.1847e-003 2.9268e-003 1.3431e-003 6.0319e-004 2.6748e-004 1.1785e-004 5.1628e-005 2.2413e-005 9.6155e-006 4.0916e-006 1.7479e-006 7.6130e-007 3.4065e-007 1.5483e-007 6.9192e-008 2.9028e-008 1.0862e-008 3.4462e-009 8.8885e-010 1.8871e-010 4.3078e-011 2.1424e-011 2.4849e-011 3.2193e-011 3.2867e-011 2.4846e-011 1.3716e-011 4.9994e-012 1.3688e-012
           5 2.2620e-004 1.6193e-002 1.7786e-001 2.5743e-001 9.4760e-003 8.6967e-002 8.9880e-002 1.0218e-002 1.0827e-002 5.3817e-002 7.7995e-002 7.3571e-002 5.5096e-002 3.5742e-002 2.1064e-002 1.1598e-002 6.0749e-003 3.0681e-003 1.5107e-003 7.3094e-004 3.4901e-004 1.6477e-004 7.7078e-005 3.5886e-005 1.6731e-005 7.8450e-006 3.6975e-006 1.7404e-006 8.1035e-007 3.7049e-007 1.6641e-007 7.4278e-008 3.3652e-008 1.5823e-008 7.7919e-009 3.9557e-009 1.9880e-009 9.3469e-010 3.8482e-010 1.2840e-010 3.1749e-011 5.4994e-012 1.0033e-012
           6 3.0085e-006 9.5647e-004 3.5463e-002 2.4259e-001 1.9090e-001 4.4865e-002 3.6848e-002 9.4027e-002 3.4960e-002 3.4377e-007 2.2862e-002 5.4946e-002 6.6898e-002 5.9771e-002 4.4605e-002 2.9612e-002 1.8113e-002 1.0438e-002 5.7623e-003 3.0854e-003 1.6156e-003 8.3128e-004 4.2177e-004 2.1195e-004 1.0607e-004 5.3105e-005 2.6638e-005 1.3359e-005 6.6715e-006 3.3102e-006 1.6355e-006 8.1047e-007 4.0684e-007 2.0838e-007 1.0886e-007 5.7416e-008 3.0051e-008 1.5303e-008 7.4511e-009 3.4196e-009 1.4367e-009 4.7509e-010 1.2780e-010
           7 2.0195e-008 8.1795e-006 2.0934e-003 5.8122e-002 2.9142e-001 1.3402e-001 7.6132e-002 9.0888e-003 7.7228e-002 5.3910e-002 6.4087e-003 5.2858e-003 3.1740e-002 5.2518e-002 5.6536e-002 4.8504e-002 3.6097e-002 2.4376e-002 1.5368e-002 9.2206e-003 5.3337e-003 3.0005e-003 1.6528e-003 8.9694e-004 4.8216e-004 2.5768e-004 1.3714e-004 7.2734e-005 3.8478e-005 2.0354e-005 1.0804e-005 5.7735e-006 3.1098e-006 1.6857e-006 9.1629e-007 4.9739e-007 2.6897e-007 1.4483e-007 7.7615e-008 4.1044e-008 2.0405e-008 7.7440e-009 2.2113e-009
           8 3.4740e-008 2.6248e-007 5.0898e-006 3.0376e-003 7.9107e-002 3.2859e-001 9.7328e-002 9.1611e-002 3.3630e-004 5.4716e-002 6.0807e-002 1.8221e-002 3.4981e-005 1.4547e-002 3.6228e-002 4.7786e-002 4.7149e-002 3.9178e-002 2.9061e-002 1.9922e-002 1.2906e-002 8.0133e-003 4.8180e-003 2.8285e-003 1.6330e-003 9.3184e-004 5.2722e-004 2.9634e-004 1.6582e-004 9.2653e-005 5.1865e-005 2.9162e-005 1.6485e-005 9.3611e-006 5.3327e-006 3.0446e-006 1.7430e-006 1.0013e-006 5.7593e-007 3.2699e-007 1.7295e-007 6.8352e-008 1.9825e-008
           9 2.0693e-008 2.2027e-008 1.7721e-006 1.8875e-006 3.0067e-003 9.3404e-002 3.6156e-001 8.1115e-002 9.2329e-002 1.2661e-003 3.5666e-002 5.8294e-002 2.7860e-002 2.0301e-003 4.7577e-003 2.2236e-002 3.6849e-002 4.1897e-002 3.8733e-002 3.1370e-002 2.3232e-002 1.6151e-002 1.0707e-002 6.8421e-003 4.2551e-003 2.5970e-003 1.5645e-003 9.3320e-004 5.5194e-004 3.2440e-004 1.9017e-004 1.1169e-004 6.5938e-005 3.9162e-005 2.3369e-005 1.3980e-005 8.3729e-006 5.0155e-006 2.9950e-006 1.7562e-006 9.5290e-007 3.8268e-007 1.1167e-007
          10 6.7687e-009 5.1400e-009 8.4635e-010 5.5811e-006 7.3459e-005 1.7030e-003 9.6188e-002 3.9579e-001 8.4696e-002 8.2123e-002 4.7028e-003 2.2877e-002 5.1113e-002 3.2874e-002 6.3463e-003 7.4075e-004 1.2247e-002 2.6517e-002 3.4762e-002 3.5521e-002 3.1237e-002 2.4857e-002 1.8411e-002 1.2930e-002 8.7343e-003 5.7344e-003 3.6845e-003 2.3276e-003 1.4518e-003 8.9808e-004 5.5328e-004 3.4041e-004 2.0941e-004 1.2887e-004 7.9392e-005 4.9036e-005 3.0414e-005 1.8937e-005 1.1770e-005 7.1624e-006 4.0017e-006 1.6355e-006 4.8032e-007
          11 1.7223e-009 8.2728e-009 4.8196e-010 8.1923e-008 7.3404e-006 3.3850e-004 1.3804e-004 8.3100e-002 4.3004e-001 1.1217e-001 6.3358e-002 7.3509e-003 1.5714e-002 4.3029e-002 3.3639e-002 9.9945e-003 1.0309e-005 6.1599e-003 1.8228e-002 2.7475e-002 3.0817e-002 2.9199e-002 2.4758e-002 1.9396e-002 1.4354e-002 1.0194e-002 7.0174e-003 4.7133e-003 3.1071e-003 2.0221e-003 1.3054e-003 8.3838e-004 5.3639e-004 3.4231e-004 2.1834e-004 1.3950e-004 8.9419e-005 5.7420e-005 3.6677e-005 2.2826e-005 1.2967e-005 5.3520e-006 1.5774e-006
          12 4.8413e-009 1.4149e-010 4.5422e-009 1.7382e-009 9.6537e-007 8.4802e-007 7.5137e-004 1.1410e-003 5.2948e-002 4.5045e-001 1.7454e-001 3.7305e-002 9.0375e-003 1.2958e-002 3.5644e-002 3.1679e-002 1.1767e-002 5.1488e-004 2.9385e-003 1.2339e-002 2.1129e-002 2.5751e-002 2.6014e-002 2.3262e-002 1.9137e-002 1.4838e-002 1.1001e-002 7.8809e-003 5.5037e-003 3.7744e-003 2.5537e-003 1.7096e-003 1.1358e-003 7.5114e-004 4.9606e-004 3.2769e-004 2.1649e-004 1.4266e-004 9.3081e-005 5.8925e-005 3.3911e-005 1.4108e-005 4.1706e-006
          13 2.2933e-009 4.1124e-009 5.7800e-010 2.0811e-008 7.4714e-008 3.1862e-006 2.0721e-005 8.3309e-004 7.9326e-003 1.5443e-002 4.2455e-001 2.8366e-001 9.7829e-003 1.1829e-002 1.4516e-002 2.8737e-002 2.8487e-002 1.1552e-002 1.0448e-003 1.4468e-003 8.5442e-003 1.6171e-002 2.1053e-002 2.2366e-002 2.0864e-002 1.7872e-002 1.4401e-002 1.1062e-002 8.1989e-003 5.9265e-003 4.2050e-003 2.9378e-003 2.0274e-003 1.3881e-003 9.4687e-004 6.4460e-004 4.3765e-004 2.9539e-004 1.9673e-004 1.2669e-004 7.3882e-005 3.0988e-005 9.1887e-006
          14 2.9089e-010 8.9379e-011 1.2714e-009 6.8448e-010 2.2916e-008 6.8444e-007 2.4703e-006 1.7596e-004 1.6671e-004 1.8468e-002 1.1459e-003 3.1022e-001 4.2459e-001 1.7115e-003 2.0899e-002 2.3824e-002 2.0297e-002 2.5836e-002 9.4544e-003 1.1819e-003 8.9027e-004 6.2795e-003 1.2584e-002 1.7101e-002 1.8707e-002 1.8021e-002 1.5941e-002 1.3192e-002 1.0409e-002 7.9539e-003 5.9220e-003 4.3106e-003 3.0865e-003 2.1887e-003 1.5423e-003 1.0799e-003 7.5050e-004 5.1692e-004 3.5084e-004 2.2992e-004 1.3603e-004 5.7572e-005 1.7129e-005
          15 1.6127e-009 8.1425e-010 3.5847e-012 3.6982e-009 1.3426e-008 4.5253e-009 2.2109e-006 4.8007e-006 4.0847e-004 7.5366e-004 1.9138e-002 4.9130e-002 1.1590e-001 5.0202e-001 4.6542e-002 4.8341e-002 5.4022e-002 7.8695e-003 2.7233e-002 5.3206e-003 1.1100e-003 8.9330e-004 4.9280e-003 1.0188e-002 1.3855e-002 1.5294e-002 1.5087e-002 1.3538e-002 1.1412e-002 9.2351e-003 7.1989e-003 5.4496e-003 4.0563e-003 2.9825e-003 2.1632e-003 1.5491e-003 1.0996e-003 7.7461e-004 5.3727e-004 3.5839e-004 2.1460e-004 9.1405e-005 2.7255e-005
          16 6.4022e-010 4.4987e-010 2.2207e-010 1.0275e-009 4.3844e-010 1.5515e-008 4.3633e-007 1.2901e-006 9.9135e-005 1.3945e-004 6.6310e-003 2.5937e-003 1.2758e-001 8.2456e-005 3.5387e-001 1.2365e-001 1.0317e-001 1.3470e-001 5.9847e-004 4.3163e-002 2.2580e-004 1.9242e-003 2.0017e-003 3.5455e-003 8.9661e-003 1.0787e-002 1.2339e-002 1.1979e-002 1.0801e-002 9.2964e-003 7.5498e-003 5.9621e-003 4.6140e-003 3.4784e-003 2.5799e-003 1.9012e-003 1.3878e-003 9.9624e-004 6.9886e-004 4.7046e-004 2.8422e-004 1.2184e-004 3.6426e-005
          17 1.1954e-011 4.7996e-013 3.7065e-011 1.0893e-010 2.8951e-009 3.6046e-009 4.9787e-008 1.7362e-006 1.0349e-005 2.2948e-004 6.6041e-004 9.3483e-003 1.6834e-002 8.6488e-002 1.3411e-001 5.6967e-002 8.5955e-002 1.1032e-001 2.4424e-001 3.9217e-002 1.0213e-001 1.3767e-002 1.1597e-002 1.0708e-002 5.4702e-004 1.1480e-002 6.2885e-003 1.0853e-002 8.2265e-003 8.4646e-003 6.7564e-003 5.6852e-003 4.5220e-003 3.4602e-003 2.6715e-003 2.0051e-003 1.4711e-003 1.0764e-003 7.7387e-004 5.2871e-004 3.2108e-004 1.3786e-004 4.1233e-005
          18 8.6070e-011 1.3059e-010 1.2789e-011 5.7692e-010 8.6654e-010 1.6219e-014 4.2370e-009 7.2664e-007 2.6545e-007 1.0767e-004 3.0756e-006 4.8973e-003 1.5866e-005 6.4938e-002 1.5832e-003 1.6537e-001 2.6994e-002 4.1064e-004 4.1905e-003 1.4760e-001 7.2387e-002 1.7386e-001 9.6403e-002 7.0015e-002 6.9214e-002 1.1937e-002 3.8925e-002 1.2060e-004 2.0020e-002 1.2066e-003 1.0079e-002 2.3386e-003 5.1209e-003 2.1679e-003 2.6267e-003 1.5302e-003 1.3379e-003 9.4318e-004 6.6418e-004 4.7435e-004 2.9329e-004 1.2571e-004 3.7522e-005
          19 1.2898e-010 1.5848e-010 4.1341e-011 3.6515e-010 5.6988e-011 2.1803e-010 2.8567e-010 2.2330e-007 4.0397e-008 3.5521e-005 1.6868e-005 1.6186e-003 8.0902e-004 2.3296e-002 5.7241e-003 8.3544e-002 3.4145e-004 1.5092e-002 2.3949e-002 6.9737e-002 1.8376e-003 1.6477e-003 2.1260e-002 4.8024e-002 6.6261e-002 1.2501e-001 7.4331e-002 1.3474e-001 5.2926e-002 9.8370e-002 2.8460e-002 5.7154e-002 1.2264e-002 2.8346e-002 4.2047e-003 1.2317e-002 1.0207e-003 4.6074e-003 9.4169e-005 1.2875e-003 2.0869e-005 8.8934e-005 3.0623e-005
