   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25
          10 4.1222e-002 4.9585e-002 3.8058e-004 3.4041e-002 1.4549e-002 1.4510e-002 2.9865e-002 2.9377e-003 3.8688e-002 3.1876e-005 4.2378e-002 3.2175e-003 4.4900e-002 9.9605e-003 5.0978e-002 1.9560e-002 7.0718e-002 4.6097e-002 3.5000e-001 1.3420e-001 4.8931e-005 1.8585e-003 2.2675e-004 2.4030e-006 3.1542e-006 2.7176e-006
          11 3.0893e-002 5.0059e-002 5.1364e-003 2.0404e-002 2.6331e-002 1.7210e-003 3.3675e-002 2.5156e-003 2.6965e-002 1.5010e-002 1.5001e-002 3.0767e-002 4.8880e-003 4.5748e-002 1.4082e-004 5.9754e-002 3.1027e-003 7.7363e-002 3.9759e-002 3.9531e-001 1.0914e-001 4.2368e-003 9.5474e-004 7.9281e-004 2.1713e-004 4.3063e-005
          12 2.2942e-002 4.7081e-002 1.2247e-002 8.9945e-003 3.0997e-002 9.3774e-004 2.3801e-002 1.5113e-002 7.7003e-003 2.9889e-002 1.3482e-005 3.3451e-002 6.6490e-003 2.5388e-002 2.5334e-002 1.1070e-002 5.0717e-002 2.1774e-004 7.2626e-002 4.8830e-002 4.4825e-001 5.6559e-002 1.9258e-002 4.7042e-004 1.6802e-004 1.9183e-004
          13 1.6925e-002 4.2089e-002 1.8871e-002 2.2604e-003 2.8478e-002 7.3983e-003 1.0745e-002 2.4598e-002 1.0339e-005 2.6331e-002 8.7265e-003 1.3145e-002 2.6555e-002 9.2213e-004 3.6604e-002 5.6198e-003 2.7367e-002 3.3739e-002 4.3331e-003 5.9128e-002 8.3906e-002 4.7877e-001 5.1309e-003 2.6127e-002 8.3495e-003 1.6283e-003
          14 1.2416e-002 3.6194e-002 2.3527e-002 2.8382e-005 2.1804e-002 1.4806e-002 2.2378e-003 2.4709e-002 4.3889e-003 1.2931e-002 2.0966e-002 4.7616e-004 2.7183e-002 7.0810e-003 1.4269e-002 2.8491e-002 1.4363e-004 3.6360e-002 1.8076e-002 9.4846e-003 3.8774e-002 1.6489e-001 4.2126e-001 2.5457e-002 2.7466e-003 4.7088e-003
          15 9.0460e-003 3.0103e-002 2.5697e-002 8.6079e-004 1.4215e-002 1.9248e-002 1.5482e-005 1.8119e-002 1.2229e-002 2.6764e-003 2.2951e-002 3.3281e-003 1.3159e-002 2.0525e-002 2.3054e-004 2.6234e-002 1.1896e-002 6.7991e-003 3.4980e-002 7.6492e-003 1.2686e-002 1.4679e-002 3.1496e-001 2.1248e-001 1.0751e-001 2.0656e-002
          16 6.4692e-003 2.4025e-002 2.5216e-002 3.0078e-003 7.8146e-003 1.9549e-002 1.8884e-003 1.0025e-002 1.6564e-002 2.4982e-005 1.6105e-002 1.1174e-002 2.2256e-003 2.1463e-002 4.6337e-003 9.4137e-003 2.3316e-002 1.1429e-003 1.5979e-002 2.6413e-002 2.3583e-003 1.5171e-002 1.8651e-004 4.8406e-001 9.0345e-003 3.5185e-002
          17 4.0586e-003 1.6434e-002 2.0098e-002 4.3513e-003 3.2599e-003 1.4947e-002 4.0613e-003 3.7814e-003 1.4148e-002 1.7502e-003 7.2056e-003 1.3025e-002 7.5988e-005 1.2091e-002 1.0539e-002 5.8999e-004 1.6357e-002 9.0100e-003 1.3465e-003 1.8141e-002 1.3656e-002 2.5045e-004 1.9621e-002 5.1969e-002 5.4024e-001 1.2346e-002
          18 1.0627e-004 4.3496e-004 5.4194e-004 1.2482e-004 7.9482e-005 3.9910e-004 1.1974e-004 8.9930e-005 3.8071e-004 5.7663e-005 1.7545e-004 3.6002e-004 6.0692e-006 3.0272e-004 3.0539e-004 6.9427e-006 4.1712e-004 2.7502e-004 1.8555e-005 4.5349e-004 4.0285e-004 2.2772e-005 3.8664e-004 1.1527e-004 4.2538e-003 5.3457e-001
          19 1.6440e-004 6.8620e-004 8.8392e-004 2.2642e-004 1.0639e-004 6.3771e-004 2.2650e-004 1.1377e-004 6.1486e-004 1.2827e-004 2.3245e-004 6.0704e-004 3.0180e-005 4.2238e-004 5.5430e-004 5.8162e-008 5.9912e-004 5.3743e-004 2.3222e-006 6.2060e-004 7.3881e-004 1.1352e-004 2.7896e-004 5.9709e-004 3.4873e-002 1.6075e-001
          20 3.3528e-004 1.4185e-003 1.8695e-003 5.1364e-004 1.9347e-004 1.3268e-003 5.2628e-004 1.9673e-004 1.2855e-003 3.2630e-004 4.1671e-004 1.3027e-003 1.0632e-004 7.8654e-004 1.2424e-003 7.7332e-006 1.1350e-003 1.2525e-003 3.1369e-006 1.1239e-003 1.6440e-003 3.8462e-004 2.5636e-004 2.7460e-003 5.3705e-002 1.0605e-001
          21 3.4713e-004 1.4809e-003 1.9792e-003 5.6689e-004 1.8544e-004 1.3892e-003 5.8835e-004 1.8176e-004 1.3485e-003 3.8295e-004 3.9456e-004 1.3866e-003 1.4523e-004 7.6333e-004 1.3545e-003 2.3248e-005 1.1118e-003 1.3929e-003 1.8601e-005 1.0647e-003 1.7747e-003 5.0994e-004 1.3385e-004 3.3529e-003 3.7654e-002 2.1800e-002
          22 1.6242e-004 6.9573e-004 9.3619e-004 2.7356e-004 8.3377e-005 6.5341e-004 2.8558e-004 8.0102e-005 6.3466e-004 1.9004e-004 1.7614e-004 6.5699e-004 7.6897e-005 3.4508e-004 6.4893e-004 1.5777e-005 5.0476e-004 6.7312e-004 1.4424e-005 4.7464e-004 8.4488e-004 2.6579e-004 4.0717e-005 1.6144e-003 1.3766e-002 3.4785e-003
