   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23
           0 8.8939e-002 2.6425e-001 3.2448e-001 2.1516e-001 8.4245e-002 1.9921e-002 2.7754e-003 2.0915e-004 6.8321e-006 3.6805e-008 3.4814e-009 4.7723e-009 5.5263e-009 1.3798e-009 5.6275e-010 9.6469e-010 2.4890e-010 2.7389e-010 4.3051e-010 4.5311e-011 3.4598e-011 1.0792e-010 7.8512e-011 8.9418e-012
           1 1.6962e-001 1.7484e-001 5.4013e-003 1.0865e-001 2.6233e-001 1.9555e-001 6.9599e-002 1.2818e-002 1.1548e-003 3.9811e-005 1.5102e-007 1.6126e-008 1.0116e-008 1.2136e-008 4.6611e-009 4.9344e-010 2.7737e-009 2.8768e-010 8.7174e-010 1.0450e-009 1.5484e-010 1.2100e-011 6.8985e-011 1.1182e-011
           2 1.9162e-001 3.4748e-002 7.1066e-002 1.2197e-001 1.6453e-007 1.5101e-001 2.5406e-001 1.3855e-001 3.3384e-002 3.5209e-003 1.2206e-004 1.6984e-007 5.5424e-008 2.8820e-009 4.3276e-009 4.4700e-009 1.7455e-011 1.6193e-009 3.0029e-013 6.8037e-010 3.7869e-010 2.9379e-011 3.7188e-012 1.7643e-012
           3 1.6876e-001 8.5300e-004 1.1414e-001 2.8501e-003 1.0616e-001 5.6555e-002 3.6246e-002 2.3563e-001 2.0601e-001 6.4690e-002 7.8077e-003 2.5299e-004 9.7898e-009 2.0655e-007 3.6188e-010 4.0369e-009 5.5194e-009 5.1085e-014 1.8799e-009 7.6457e-011 4.1631e-010 5.0385e-010 1.9122e-010 1.5764e-011
           4 1.2892e-001 3.1577e-002 6.0753e-002 3.5475e-002 6.6857e-002 2.2280e-002 1.1416e-001 1.1271e-004 1.6695e-001 2.5454e-001 1.0399e-001 1.3981e-002 3.7977e-004 2.3827e-006 5.2090e-007 1.8517e-009 1.7001e-008 9.9327e-009 2.2887e-009 2.6944e-009 2.4379e-009 1.5620e-010 4.7118e-011 1.6480e-011
           5 9.0224e-002 6.6666e-002 1.0309e-002 7.6819e-002 1.5487e-003 8.5394e-002 2.6795e-003 1.0119e-001 2.9459e-002 8.9564e-002 2.7726e-001 1.4720e-001 2.1276e-002 3.9757e-004 1.7646e-005 4.9061e-007 1.0417e-007 1.7285e-008 4.4255e-009 1.7088e-009 3.1910e-010 6.9420e-010 2.1234e-010 1.4059e-011
           6 5.9770e-002 8.2622e-002 1.0939e-003 6.0401e-002 2.0892e-002 4.1548e-002 3.9641e-002 4.0320e-002 4.9209e-002 7.5607e-002 3.2549e-002 2.7752e-001 1.9044e-001 2.8125e-002 2.2585e-004 6.4123e-005 7.0289e-010 3.1305e-007 1.0812e-007 2.9342e-010 2.9607e-009 4.8630e-010 3.2051e-013 3.7672e-012
           7 3.8259e-002 8.0629e-002 1.7498e-002 2.3973e-002 5.3103e-002 1.1051e-003 6.5392e-002 2.6357e-003 7.2624e-002 8.7900e-003 1.0287e-001 4.8178e-003 2.6479e-001 2.3113e-001 3.2271e-002 6.4902e-006 1.4071e-004 4.5638e-006 1.0781e-007 3.8020e-007 8.2048e-008 3.7222e-009 1.0221e-011 1.7375e-011
           8 2.3994e-002 6.8864e-002 3.7398e-002 2.6115e-003 5.2715e-002 1.2456e-002 2.8534e-002 4.3139e-002 8.0884e-003 6.9065e-002 9.7549e-004 1.0211e-001 5.0671e-004 2.5004e-001 2.6777e-001 3.1131e-002 3.5490e-004 1.6649e-004 3.4305e-005 1.5521e-006 1.0346e-007 2.3703e-007 1.0039e-007 9.0419e-009
           9 1.4888e-002 5.4200e-002 4.9773e-002 1.5827e-003 3.1097e-002 3.6435e-002 1.1866e-003 4.9965e-002 1.0264e-002 3.5166e-002 4.1016e-002 1.7327e-002 8.2098e-002 8.0006e-003 2.4332e-001 2.9834e-001 2.2879e-002 2.2804e-003 3.7899e-005 8.3072e-005 2.1936e-005 3.2102e-006 3.4239e-007 1.5550e-008
          10 9.2042e-003 4.0492e-002 5.3051e-002 1.1669e-002 1.0423e-002 4.3096e-002 6.7396e-003 2.1806e-002 3.9451e-002 3.5018e-004 5.2256e-002 1.3249e-002 3.9343e-002 5.6133e-002 1.6667e-002 2.5339e-001 3.1734e-001 9.1403e-003 5.9114e-003 1.8461e-004 2.6901e-005 4.3935e-005 1.9610e-005 1.8513e-006
          11 5.7005e-003 2.9260e-002 4.9767e-002 2.3379e-002 7.7092e-004 3.2813e-002 2.3815e-002 1.7345e-003 3.9064e-002 1.4313e-002 1.3946e-002 4.7592e-002 5.6500e-004 5.3719e-002 3.3626e-002 1.9775e-002 2.8903e-001 3.1127e-001 7.3596e-007 7.5943e-003 1.9444e-003 2.0747e-004 1.0159e-005 1.4417e-007
          12 3.5498e-003 2.0707e-002 4.3067e-002 3.1636e-002 1.2669e-003 1.7452e-002 3.2931e-002 2.8058e-003 1.8492e-002 3.3306e-002 3.8785e-004 3.1773e-002 2.9329e-002 3.0498e-003 5.6758e-002 1.8080e-002 1.4806e-002 3.5986e-001 2.5550e-001 1.6714e-002 1.9234e-003 3.2530e-003 1.3488e-003 1.2222e-004
          13 2.2289e-003 1.4476e-002 3.5333e-002 3.5208e-002 7.0313e-003 5.8263e-003 3.0388e-002 1.3873e-002 2.8667e-003 3.1430e-002 1.4290e-002 5.1694e-003 3.8166e-002 1.1236e-002 1.2811e-002 5.1291e-002 8.7137e-003 4.2064e-003 4.6673e-001 1.3503e-001 6.1951e-002 5.1736e-003 2.8434e-005 6.2660e-006
          14 1.4132e-003 1.0054e-002 2.7952e-002 3.4855e-002 1.3675e-002 5.6781e-004 2.1367e-002 2.2629e-002 5.0458e-004 1.7057e-002 2.6654e-002 1.1947e-003 1.8451e-002 3.1044e-002 1.4577e-003 2.2030e-002 4.2271e-002 3.2603e-003 1.7367e-003 5.6457e-001 1.1950e-002 6.2282e-002 2.6860e-002 2.3677e-003
          15 9.0675e-004 6.9719e-003 2.1586e-002 3.1982e-002 1.8730e-002 4.0763e-004 1.1787e-002 2.4587e-002 6.2256e-003 4.7326e-003 2.5592e-002 1.1582e-002 2.2398e-003 2.7022e-002 1.7794e-002 4.1495e-004 2.6658e-002 3.3488e-002 2.7024e-004 4.0970e-002 5.2009e-001 5.4886e-002 1.4523e-004 4.4111e-004
          16 5.9080e-004 4.8547e-003 1.6445e-002 2.7930e-002 2.1471e-002 2.9215e-003 4.8589e-003 2.1186e-002 1.2824e-002 9.8058e-005 1.6460e-002 1.9896e-002 1.0472e-003 1.1620e-002 2.5578e-002 6.4745e-003 4.0701e-003 2.6519e-002 2.7611e-002 2.4996e-003 1.6440e-001 2.0534e-001 1.4306e-001 1.3004e-002
