   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97
           0 9.8449e-001 1.5131e-002 3.6868e-004 1.0817e-005 4.6746e-007 5.6564e-053 3.4263e-050 1.0767e-046 1.1144e-036 6.2243e-046 6.7687e-045 1.1837e-043 1.6698e-042 1.0552e-039 8.0632e-030 5.3068e-039 9.0984e-038 2.1846e-036 7.9875e-035 2.1953e-031 3.1758e-023 2.0601e-033 3.8518e-033 5.7595e-031 4.0786e-029 7.2402e-026 2.1126e-016 1.2601e-026 3.9741e-026 2.6984e-025 3.4505e-024 3.9019e-022 4.9024e-012 1.5629e-022 1.1004e-022 1.1467e-022 6.1137e-025 3.8697e-020 1.8232e-010 4.4994e-019 6.0091e-019 2.3119e-018 1.5124e-017 2.4302e-016 1.2127e-009 9.0607e-015 1.1755e-015 1.4912e-015 3.6260e-015 1.6927e-014 9.8172e-013 3.0923e-010 7.9773e-014 2.0456e-014 5.5220e-015 4.0043e-015 5.5272e-013 6.8291e-011 1.2251e-011 3.6923e-012 4.7901e-012 1.0208e-011 3.2233e-011 1.2783e-010 2.1885e-010 1.2327e-010 7.2959e-011 6.0819e-011 6.4283e-011 7.7734e-011 9.5964e-011 1.0572e-010 9.5517e-011 7.3518e-011 5.3295e-011 3.8906e-011 2.9073e-011 2.1938e-011 1.6224e-011 1.1243e-011 6.8354e-012 3.2760e-012 9.6344e-013 3.3482e-014 3.1148e-013 1.5397e-012 3.4900e-012 6.0040e-012 9.0333e-012 1.2468e-011 1.6186e-011 2.0082e-011 2.3813e-011 2.7228e-011 3.0069e-011 3.2094e-011 3.3129e-011 3.2635e-011
           1 1.5500e-002 9.5220e-001 3.0898e-002 1.3457e-003 4.9728e-005 1.7974e-051 8.5072e-049 2.6574e-045 2.8419e-035 1.9668e-044 3.6044e-043 1.5401e-041 1.3185e-039 3.9794e-036 1.7707e-026 1.2019e-036 7.0136e-036 8.9825e-035 2.3008e-033 6.1585e-030 9.0304e-022 1.3931e-031 2.2620e-031 7.1732e-031 4.7908e-030 2.2664e-027 6.2882e-018 4.2543e-028 2.6790e-027 3.7364e-026 9.1157e-025 1.8789e-022 2.7217e-012 1.3988e-022 2.1012e-022 7.6122e-022 4.8238e-021 1.1309e-019 1.9327e-010 1.6904e-019 2.9239e-020 3.6831e-022 2.0572e-019 9.9376e-018 7.4346e-011 6.0456e-016 9.9328e-017 1.3469e-016 2.9448e-016 9.3784e-016 1.6939e-014 3.2154e-012 5.2079e-016 6.9785e-015 3.8918e-014 2.6037e-013 3.8761e-012 2.8543e-010 4.2557e-011 9.1984e-012 9.6320e-012 1.7651e-011 4.9712e-011 1.8075e-010 2.9035e-010 1.5262e-010 8.3428e-011 6.3915e-011 6.1743e-011 6.7717e-011 7.5039e-011 7.3117e-011 5.7043e-011 3.6440e-011 2.0572e-011 1.0514e-011 4.4828e-012 1.1414e-012 4.4848e-016 1.1282e-012 4.7071e-012 1.0498e-011 1.7644e-011 2.5195e-011 3.2725e-011 4.0124e-011 4.7217e-011 5.4184e-011 6.1361e-011 6.8293e-011 7.4677e-011 8.0323e-011 8.4232e-011 8.6401e-011 8.6471e-011 8.4289e-011 7.9929e-011 7.2741e-011
           2 9.5147e-006 3.2651e-002 9.2019e-001 4.3774e-002 3.1978e-003 1.6961e-049 7.3652e-047 1.7892e-043 1.7759e-033 9.0694e-043 1.0645e-041 2.9511e-040 1.7789e-038 4.3410e-035 1.9087e-025 1.2610e-035 8.4962e-035 1.4930e-033 6.1508e-032 3.0815e-028 4.6949e-020 1.5319e-029 6.5623e-029 6.6545e-028 1.5064e-026 1.3325e-023 3.6785e-014 1.4634e-024 3.4267e-024 1.9671e-023 2.3917e-022 2.9053e-020 3.7891e-010 1.4543e-020 1.6289e-020 4.7792e-020 2.6238e-019 5.6456e-018 9.4442e-009 8.1756e-018 1.4679e-018 4.5484e-020 9.4218e-018 5.4160e-016 4.6488e-009 3.9589e-014 8.2544e-015 1.5503e-014 5.4294e-014 3.6871e-013 3.2697e-011 1.1283e-008 4.5576e-012 2.6036e-012 3.6274e-012 8.8728e-012 5.5651e-011 2.3056e-009 2.5078e-010 2.2129e-011 7.4247e-012 2.1164e-012 3.6552e-013 3.2751e-011 1.3328e-010 1.3772e-010 1.3225e-010 1.5948e-010 2.2587e-010 3.4809e-010 5.2953e-010 7.0370e-010 7.5965e-010 6.9903e-010 6.1008e-010 5.4257e-010 5.0277e-010 4.8307e-010 4.7340e-010 4.6261e-010 4.3935e-010 3.9705e-010 3.3914e-010 2.7676e-010 2.1964e-010 1.7095e-010 1.3048e-010 9.8087e-011 7.2587e-011 5.2021e-011 3.5627e-011 2.2856e-011 1.3177e-011 6.4427e-012 2.2917e-012 3.3145e-013 6.6060e-014 9.0926e-013
           3 4.9082e-007 5.7647e-006 4.8491e-002 8.9519e-001 5.0337e-002 3.0907e-048 1.6692e-045 5.3078e-042 5.6112e-032 3.5896e-041 5.5700e-040 1.9466e-038 1.3605e-036 3.4289e-033 1.5018e-023 9.0131e-034 4.8439e-033 6.1437e-032 1.7069e-030 5.5554e-027 8.2642e-019 1.7677e-028 4.8584e-028 3.2199e-027 4.9438e-026 3.1650e-023 8.4979e-014 2.7756e-024 5.9196e-024 3.5893e-023 5.3021e-022 8.7548e-020 1.2443e-009 6.4656e-020 1.1353e-019 5.5118e-019 5.3497e-018 2.2568e-016 5.4341e-007 7.7869e-016 5.3719e-016 1.3379e-015 6.3996e-015 8.1091e-014 3.4955e-007 2.5120e-012 2.8173e-013 3.1947e-013 7.1723e-013 3.2075e-012 1.8748e-010 5.9619e-008 1.6735e-011 5.7039e-012 4.0489e-012 3.3474e-012 7.0336e-013 2.1816e-010 8.3384e-011 5.3039e-011 8.9542e-011 2.1294e-010 7.0199e-010 2.8139e-009 4.8029e-009 2.6740e-009 1.5504e-009 1.2594e-009 1.2949e-009 1.5247e-009 1.8387e-009 1.9878e-009 1.7726e-009 1.3568e-009 9.8876e-010 7.3659e-010 5.7331e-010 4.6341e-010 3.8193e-010 3.1298e-010 2.4769e-010 1.8454e-010 1.2781e-010 8.2434e-011 4.9651e-011 2.7420e-011 1.3194e-011 4.9230e-012 9.1389e-013 3.9483e-014 1.5954e-012 5.0802e-012 1.0027e-011 1.6007e-011 2.2565e-011 2.9179e-011 3.5315e-011 3.9859e-011
           4 8.3186e-008 8.1105e-006 2.4947e-005 5.9434e-002 8.7581e-001 5.0240e-047 2.2142e-044 5.7605e-041 5.8623e-031 3.3737e-040 4.9502e-039 1.8029e-037 1.4293e-035 4.3517e-032 1.9468e-022 1.4385e-032 9.9487e-032 1.6394e-030 5.9278e-029 2.4986e-025 3.7683e-017 1.0192e-026 3.5290e-026 2.8613e-025 5.1198e-024 3.5317e-021 9.4988e-012 2.9707e-022 5.2137e-022 2.1864e-021 1.8855e-020 1.5727e-018 1.8663e-008 5.2140e-019 3.7214e-019 6.7055e-019 2.2138e-018 3.0134e-017 4.3948e-008 3.7224e-017 1.4984e-017 4.6669e-017 4.4245e-016 1.2175e-014 9.2510e-008 7.8180e-013 1.7000e-013 3.5437e-013 1.4151e-012 1.1127e-011 1.1572e-009 4.1227e-007 1.9206e-010 1.3323e-010 2.3162e-010 7.3459e-010 6.3032e-009 3.3950e-007 4.3472e-008 6.5665e-009 5.0266e-009 7.0219e-009 1.5667e-008 4.7268e-008 6.6228e-008 3.0183e-008 1.4200e-008 9.4906e-009 8.1614e-009 8.1518e-009 8.4306e-009 7.8671e-009 6.0498e-009 3.9564e-009 2.4214e-009 1.4759e-009 9.0316e-010 5.3821e-010 2.9256e-010 1.2686e-010 2.9715e-011 6.4241e-014 3.1156e-011 1.0663e-010 2.1024e-010 3.3185e-010 4.6451e-010 6.0700e-010 7.6314e-010 9.2844e-010 1.0989e-009 1.2717e-009 1.4299e-009 1.5696e-009 1.6801e-009 1.7518e-009 1.7777e-009 1.7309e-009
           5 4.5319e-009 1.7578e-007 2.8375e-005 2.1096e-004 7.0350e-002 2.3611e-046 2.0766e-043 8.1323e-040 8.7889e-030 5.8014e-039 8.7256e-038 2.8505e-036 1.8670e-034 4.5676e-031 2.0006e-021 1.2392e-031 7.4262e-031 1.1375e-029 4.0960e-028 1.8214e-024 2.7587e-016 8.1821e-026 3.2152e-025 3.0216e-024 6.3746e-023 5.2681e-020 1.4444e-010 5.4088e-021 1.1852e-020 6.3843e-020 7.3285e-019 8.4982e-017 1.0987e-006 4.1337e-017 4.6233e-017 1.4113e-016 8.5904e-016 2.2769e-014 4.4347e-005 4.9461e-014 2.1450e-014 3.3367e-014 9.8335e-014 7.4964e-013 2.1322e-006 1.3452e-011 8.2422e-013 4.6504e-013 4.4300e-013 6.1558e-013 4.6992e-012 7.5814e-010 4.2199e-014 1.5577e-013 4.9473e-014 7.3479e-013 5.8778e-011 7.6301e-009 1.4276e-009 4.8394e-010 7.0205e-010 1.6533e-009 5.7049e-009 2.4392e-008 4.4303e-008 2.6695e-008 1.7136e-008 1.5611e-008 1.8154e-008 2.4330e-008 3.3543e-008 4.1644e-008 4.2961e-008 3.8493e-008 3.3287e-008 2.9826e-008 2.8289e-008 2.8235e-008 2.9145e-008 3.0403e-008 3.1232e-008 3.0936e-008 2.9358e-008 2.6998e-008 2.4521e-008 2.2230e-008 2.0156e-008 1.8403e-008 1.6992e-008 1.5718e-008 1.4510e-008 1.3334e-008 1.2058e-008 1.0742e-008 9.3809e-009 8.0064e-009 6.6619e-009 5.3341e-009
           6 2.2972e-009 7.9178e-008 1.3243e-006 1.2304e-005 2.2032e-004 1.0621e-045 3.4887e-043 2.0414e-040 9.3016e-031 5.2650e-040 1.1046e-037 1.0702e-035 1.3523e-033 5.0173e-030 2.2663e-020 1.7255e-030 1.1318e-029 1.6850e-028 5.4142e-027 2.0462e-023 3.0699e-015 7.7008e-025 2.5683e-024 2.1126e-023 4.0549e-022 3.1717e-019 8.6657e-010 3.1938e-020 7.0758e-020 3.9530e-019 4.8111e-018 6.0346e-016 7.9714e-006 3.2372e-016 4.0721e-016 1.4268e-015 1.0188e-014 3.2427e-013 6.9257e-004 8.6773e-013 4.7712e-013 9.7264e-013 3.9067e-012 4.2611e-011 1.6643e-004 1.1645e-009 1.1821e-010 1.2472e-010 2.6891e-010 1.2004e-009 7.3659e-008 2.3813e-005 7.4121e-009 3.1801e-009 3.4614e-009 6.9100e-009 3.7341e-008 1.4541e-006 1.5579e-007 1.4453e-008 6.4994e-009 5.0592e-009 5.8606e-009 8.6896e-009 5.9189e-009 8.4458e-010 1.5393e-011 6.9155e-011 2.7288e-010 5.4323e-010 8.1195e-010 9.0144e-010 6.9909e-010 3.7256e-010 1.2201e-010 6.9527e-012 3.7012e-011 2.4265e-010 6.8722e-010 1.4479e-009 2.5622e-009 3.9648e-009 5.4994e-009 7.0441e-009 8.5998e-009 1.0203e-008 1.1848e-008 1.3604e-008 1.5574e-008 1.7662e-008 1.9803e-008 2.1954e-008 2.3837e-008 2.5418e-008 2.6545e-008 2.7096e-008 2.6993e-008 2.5864e-008
           7 2.9582e-009 5.2436e-009 9.0132e-007 1.6172e-005 5.7226e-006 1.2552e-044 2.5617e-042 2.4511e-040 3.3379e-034 1.6384e-038 8.5345e-037 3.7626e-035 1.7826e-033 1.0365e-030 3.3811e-021 9.5975e-032 9.7201e-030 4.3139e-028 2.6872e-026 1.5695e-022 2.3992e-014 7.8169e-024 3.0569e-023 2.6736e-022 5.0520e-021 3.6782e-018 9.9542e-009 3.3254e-019 6.4943e-019 3.1848e-018 3.4222e-017 3.8377e-015 4.9477e-005 1.8709e-015 2.1794e-015 7.2167e-015 4.9757e-014 1.5637e-012 3.3458e-003 4.2271e-012 2.4023e-012 5.1760e-012 2.2444e-011 2.6956e-010 1.1481e-003 8.2604e-009 9.5567e-010 1.1664e-009 2.9495e-009 1.5641e-008 1.1543e-006 3.8707e-004 1.4153e-007 7.4998e-008 1.0237e-007 2.6081e-007 1.8345e-006 8.6971e-005 1.0425e-005 1.3340e-006 8.7247e-007 1.0529e-006 2.0545e-006 5.5297e-006 7.0921e-006 2.9311e-006 1.2337e-006 7.3685e-007 5.6749e-007 5.0912e-007 4.7428e-007 3.9924e-007 2.7633e-007 1.6153e-007 8.7431e-008 4.6439e-008 2.4214e-008 1.1825e-008 4.8513e-009 1.2451e-009 2.0967e-011 4.8251e-010 1.8744e-009 3.4917e-009 4.9152e-009 5.9762e-009 6.6137e-009 6.8789e-009 6.8521e-009 6.5240e-009 5.9332e-009 5.1385e-009 4.1695e-009 3.1417e-009 2.1447e-009 1.2743e-009 6.0741e-010 1.8688e-010
           8 2.7081e-010 5.5556e-008 3.3888e-007 1.0161e-009 2.6032e-005 5.4679e-043 9.1281e-041 7.1684e-039 7.7103e-034 3.5956e-037 1.3983e-035 4.2098e-034 1.0747e-032 2.6198e-031 4.0509e-024 4.4973e-030 8.3366e-029 1.5536e-027 3.5946e-026 3.9978e-023 5.3186e-015 8.7848e-026 1.4444e-023 4.0877e-022 1.5374e-020 1.7733e-017 4.9838e-008 2.2074e-018 5.3637e-018 3.0260e-017 3.5131e-016 4.0465e-014 5.2174e-004 1.9463e-014 2.1674e-014 6.6970e-014 4.2315e-013 1.2036e-011 2.4535e-002 2.9235e-011 1.4895e-011 2.8860e-011 1.1346e-010 1.2514e-009 5.0481e-003 3.5812e-008 3.9453e-009 4.6825e-009 1.1760e-008 6.3209e-008 4.8171e-006 1.6285e-003 6.2023e-007 3.5011e-007 5.1533e-007 1.4302e-006 1.1045e-005 5.6082e-004 6.9849e-005 9.9291e-006 7.2659e-006 9.8513e-006 2.1625e-005 6.4933e-005 9.1215e-005 4.1980e-005 2.0163e-005 1.3919e-005 1.2506e-005 1.3201e-005 1.4593e-005 1.4736e-005 1.2457e-005 9.1562e-006 6.4879e-006 4.7609e-006 3.6987e-006 3.0243e-006 2.5567e-006 2.1813e-006 1.8279e-006 1.4714e-006 1.1292e-006 8.3476e-007 6.0461e-007 4.3256e-007 3.0578e-007 2.1469e-007 1.4978e-007 1.0236e-007 6.7848e-008 4.3042e-008 2.5405e-008 1.3579e-008 6.1759e-009 2.0881e-009 3.2267e-010 1.8720e-011
           9 2.5880e-009 2.2971e-009 6.9605e-008 1.6921e-006 3.8864e-006 4.7963e-041 6.8779e-039 4.5907e-037 1.5639e-034 1.9684e-035 6.4049e-034 1.5931e-032 3.2942e-031 5.8772e-030 6.5385e-024 8.5681e-029 1.1484e-027 1.4002e-026 1.5897e-025 3.4087e-024 5.1258e-017 1.5120e-023 1.5687e-022 1.7014e-021 2.4762e-020 7.3676e-018 1.7118e-008 1.8371e-020 9.1152e-019 2.3025e-017 5.8439e-016 1.1181e-013 1.5870e-003 7.6980e-014 1.1150e-013 4.1879e-013 3.0569e-012 9.6447e-011 2.0378e-001 2.5117e-010 1.3319e-010 2.6135e-010 1.0145e-009 1.0789e-008 4.1697e-002 2.9136e-007 2.9735e-008 3.2225e-008 7.3203e-008 3.5448e-007 2.4378e-005 8.0864e-003 2.8509e-006 1.4779e-006 2.0259e-006 5.3204e-006 3.9535e-005 1.9731e-003 2.4422e-004 3.4480e-005 2.5392e-005 3.5047e-005 7.9025e-005 2.4470e-004 3.5377e-004 1.6889e-004 8.5074e-005 6.1985e-005 5.9019e-005 6.6187e-005 7.7840e-005 8.3711e-005 7.5540e-005 5.9505e-005 4.5400e-005 3.6030e-005 3.0396e-005 2.7098e-005 2.5083e-005 2.3545e-005 2.1829e-005 1.9567e-005 1.6847e-005 1.4092e-005 1.1669e-005 9.6664e-006 8.0294e-006 6.7376e-006 5.7370e-006 4.9118e-006 4.2149e-006 3.6170e-006 3.0697e-006 2.5810e-006 2.1405e-006 1.7473e-006 1.4020e-006 1.0928e-006
