   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30
           0 9.8538e-001 1.4576e-002 4.7562e-005 1.3999e-008 7.5949e-010 1.6489e-008 4.7809e-008 5.1922e-009 1.4529e-010 5.6593e-009 1.7605e-009 6.2292e-009 1.0137e-011 2.0826e-009 4.3021e-010 4.2978e-010 8.1142e-010 2.5912e-011 4.3154e-010 8.5961e-010 3.9788e-010 8.3818e-012 1.3706e-010 3.6182e-010 3.6864e-010 2.2906e-010 9.2568e-011 2.2395e-011 1.9226e-012 6.7064e-014 1.3621e-013
           1 1.4399e-002 9.5310e-001 3.2298e-002 1.9765e-004 5.0266e-007 1.5370e-010 7.1066e-009 2.3916e-008 1.1538e-008 6.2682e-009 2.6445e-009 5.9271e-009 1.5868e-009 9.4387e-010 1.9981e-010 9.7668e-010 1.0433e-009 1.4475e-011 1.1181e-009 1.1887e-009 2.3197e-010 3.3599e-011 2.8792e-010 2.8813e-010 1.0754e-010 6.0466e-012 1.3517e-011 4.8346e-011 5.9154e-011 4.2873e-011 8.5714e-012
           2 2.2155e-004 3.1504e-002 9.1348e-001 5.4257e-002 5.3666e-004 2.4058e-006 7.7884e-009 5.4521e-009 2.3551e-008 2.3725e-008 1.2166e-008 1.3985e-009 7.8515e-009 7.9930e-011 2.2038e-009 5.5368e-011 2.9306e-009 8.9269e-010 4.3770e-010 1.8892e-009 8.7931e-010 7.0864e-012 2.4652e-010 3.5343e-010 1.2920e-010 1.1753e-012 5.0063e-011 1.2686e-010 1.4109e-010 9.7857e-011 1.9214e-011
           3 4.1731e-006 7.9279e-004 5.2147e-002 8.6500e-001 8.0806e-002 1.2379e-003 9.1929e-006 8.4384e-008 2.2758e-009 2.0602e-008 2.9101e-008 1.6475e-008 7.7301e-012 6.9031e-009 1.0303e-009 2.7970e-009 8.4214e-010 3.5651e-009 2.1138e-010 1.0699e-009 1.3819e-009 1.3649e-010 1.7464e-010 4.6193e-010 2.2334e-010 7.8825e-012 5.9590e-011 1.8185e-010 2.1414e-010 1.5211e-010 3.0125e-011
           4 2.5236e-008 2.3563e-005 1.9464e-003 7.6361e-002 8.0618e-001 1.1285e-001 2.6155e-003 3.1219e-005 4.8329e-007 1.3793e-009 1.1728e-009 2.0004e-009 3.1759e-009 1.0382e-009 8.9186e-012 1.0828e-009 3.9697e-011 5.0105e-010 8.1763e-013 1.5482e-010 1.1230e-011 9.9795e-011 1.6155e-010 3.0121e-011 1.5289e-011 9.9728e-011 1.3671e-010 1.0910e-010 6.4409e-011 3.0043e-011 4.8976e-012
           5 1.0952e-008 6.3965e-007 7.7567e-005 3.9622e-003 1.0466e-001 7.3482e-001 1.5115e-001 5.2337e-003 9.5796e-005 1.8063e-006 1.6015e-009 1.4829e-008 2.1112e-008 2.3235e-008 3.3911e-009 1.7473e-009 6.3331e-009 6.8436e-010 2.5171e-009 8.0546e-010 6.4384e-010 1.3221e-009 6.9284e-011 4.5378e-010 9.7511e-010 5.7796e-010 1.1166e-010 4.6441e-013 4.4987e-011 6.0837e-011 1.4662e-011
           6 1.7794e-066 3.4075e-063 1.4494e-061 9.1323e-060 2.8262e-058 4.4358e-057 7.4821e-057 1.8664e-056 7.3882e-056 7.7610e-055 2.2234e-053 6.1958e-052 2.9457e-050 2.6447e-048 4.0710e-046 4.4540e-044 8.4851e-042 4.6047e-039 1.7202e-036 1.6193e-033 8.0970e-031 1.2853e-027 1.8760e-024 4.1188e-021 7.7886e-018 7.6313e-014 5.8679e-010 1.2478e-006 7.6159e-004 8.7423e-002 3.4751e-001
           7 3.5324e-062 4.7503e-060 1.6895e-058 1.0483e-056 3.4757e-055 6.1492e-054 2.0508e-053 1.8361e-053 2.7456e-053 2.0819e-052 5.0269e-051 1.2774e-049 5.5444e-048 4.5252e-046 6.3401e-044 6.5010e-042 1.1534e-039 5.7183e-037 1.9785e-034 1.6771e-031 7.6548e-029 1.0594e-025 1.3326e-022 2.4280e-019 3.7297e-016 2.4635e-012 1.0482e-008 1.0180e-005 2.0363e-003 5.7251e-002 1.4341e-002
           8 1.3538e-049 8.0173e-048 2.8552e-046 1.7007e-044 5.9518e-043 1.1210e-041 5.2959e-041 1.6014e-041 8.2340e-043 2.2517e-044 5.0439e-046 6.9916e-049 2.3761e-046 1.7116e-044 2.2453e-042 2.1979e-040 3.7069e-038 1.7239e-035 5.6495e-033 4.4474e-030 1.9030e-027 2.3903e-024 2.7061e-021 4.3197e-018 5.7239e-015 2.8566e-011 8.0076e-008 4.6009e-005 5.5038e-003 1.0970e-001 5.6512e-005
           9 7.7403e-059 3.5579e-057 1.3162e-055 7.6667e-054 2.7438e-052 5.2825e-051 2.8131e-050 4.3733e-051 1.4482e-051 2.5087e-050 5.3714e-049 1.2407e-047 4.9042e-046 3.6339e-044 4.6313e-042 4.4485e-040 7.3490e-038 3.3295e-035 1.0672e-032 8.1517e-030 3.3974e-027 4.1019e-024 4.4482e-021 6.7271e-018 8.3906e-015 3.7340e-011 8.8353e-008 4.1393e-005 4.2152e-003 9.1401e-002 9.3626e-002
          10 5.9368e-058 1.4034e-056 7.2916e-055 3.8811e-053 1.4943e-051 3.0722e-050 2.2849e-049 3.2837e-051 3.0272e-049 2.1093e-048 3.6270e-047 7.5512e-046 2.7119e-044 1.8229e-042 2.1130e-040 1.9011e-038 2.9254e-036 1.2121e-033 3.6024e-031 2.4826e-028 9.4575e-026 9.9764e-023 9.3402e-020 1.1742e-016 1.1904e-013 3.5794e-010 4.7778e-007 1.1799e-004 7.6791e-003 7.9378e-002 3.6897e-002
          11 1.3616e-056 2.1123e-055 2.6175e-053 1.2762e-051 5.2091e-050 1.1374e-048 1.0816e-047 4.1092e-048 3.0128e-047 1.3811e-046 1.9010e-045 3.5366e-044 1.1488e-042 6.9855e-041 7.3501e-039 6.1859e-037 8.8567e-035 3.3533e-032 9.2350e-030 5.7385e-027 1.9970e-024 1.8387e-021 1.4843e-018 1.5482e-015 1.2723e-012 2.5759e-009 1.9614e-006 2.8183e-004 1.2618e-002 9.1097e-002 3.0896e-002
          12 7.1883e-057 7.4738e-055 1.7480e-051 8.1094e-050 3.4161e-048 7.9297e-047 9.0286e-046 1.0749e-045 2.8727e-045 7.5564e-045 7.8724e-044 1.2919e-042 3.7768e-041 2.0716e-039 1.9749e-037 1.5529e-035 2.0669e-033 7.1469e-031 1.8232e-028 1.0213e-025 3.2456e-023 2.6074e-020 1.8135e-017 1.5676e-014 1.0423e-011 1.4197e-008 6.3052e-006 5.8594e-004 1.8635e-002 7.6037e-002 5.3743e-002
          13 5.6033e-052 1.4116e-051 3.5416e-049 1.6756e-047 7.0456e-046 1.7421e-044 2.2632e-043 5.3213e-043 5.1706e-043 4.4178e-043 2.7433e-042 3.8531e-041 1.0080e-039 4.9757e-038 4.2926e-036 3.1509e-034 3.8976e-032 1.2309e-029 2.9095e-027 1.4702e-024 4.2678e-022 2.9935e-019 1.7948e-016 1.2862e-013 6.9194e-011 6.3648e-008 1.7096e-005 1.1263e-003 2.5931e-002 7.0243e-002 1.1176e-002
          14 6.3507e-038 1.4383e-037 1.0737e-035 5.3472e-034 2.2136e-032 5.6765e-031 7.8354e-030 2.4584e-029 1.1127e-029 8.4655e-031 3.3543e-032 9.2222e-034 3.5009e-036 1.3945e-036 2.9291e-035 2.1614e-033 2.5568e-031 7.6638e-029 1.7335e-026 8.2542e-024 2.2744e-021 1.4752e-018 8.1188e-016 5.2213e-013 2.4850e-010 1.8258e-007 3.7403e-005 2.0818e-003 3.9938e-002 8.0638e-002 1.1278e-004
          15 2.2992e-049 4.3993e-049 1.8171e-047 9.5986e-046 3.9057e-044 1.0283e-042 1.4769e-041 5.5518e-041 1.1535e-041 3.6906e-042 7.4100e-041 9.8158e-040 2.2937e-038 1.0152e-036 7.9070e-035 5.4094e-033 6.2115e-031 1.7902e-028 3.9189e-026 1.7856e-023 4.7331e-021 2.8967e-018 1.4958e-015 8.8759e-013 3.8563e-010 2.4004e-007 4.0619e-005 2.0144e-003 3.3797e-002 5.2388e-002 6.1323e-002
          16 2.5065e-048 2.8060e-048 4.6948e-047 3.0540e-045 1.1800e-043 3.2851e-042 5.1129e-041 2.6981e-040 7.5980e-044 2.8212e-040 2.0003e-039 2.1523e-038 4.4316e-037 1.7528e-035 1.2304e-033 7.8373e-032 8.3499e-030 2.1962e-027 4.4533e-025 1.8307e-022 4.4328e-020 2.3688e-017 1.0541e-014 5.1824e-012 1.8192e-009 7.7250e-007 8.6752e-005 3.3567e-003 4.1408e-002 3.9320e-002 5.5574e-003
          17 9.2179e-047 4.8568e-047 5.1826e-046 4.5580e-044 1.6715e-042 4.8570e-041 8.1086e-040 5.5154e-039 1.1463e-039 1.1543e-038 4.8970e-038 4.2431e-037 7.6210e-036 2.6808e-034 1.6914e-032 1.0013e-030 9.8871e-029 2.3717e-026 4.4528e-024 1.6513e-021 3.6514e-019 1.7034e-016 6.5288e-014 2.6578e-011 7.5323e-009 2.1997e-006 1.7266e-004 5.2947e-003 4.8393e-002 2.4065e-002 5.5428e-002
          18 5.6571e-045 8.9291e-046 1.0938e-044 1.3894e-042 4.9386e-041 1.4709e-039 2.6203e-038 2.1603e-037 1.6130e-037 5.2218e-037 1.1627e-036 7.4957e-036 1.1538e-034 3.5912e-033 2.0316e-031 1.1162e-029 1.0206e-027 2.2323e-025 3.8808e-023 1.2989e-020 2.6238e-018 1.0691e-015 3.5314e-013 1.1913e-010 2.7283e-008 5.5537e-006 3.2093e-004 7.8618e-003 5.3526e-002 1.3006e-002 4.9841e-003
          19 1.2260e-042 5.0349e-045 9.2702e-043 1.7071e-040 6.1206e-039 1.8328e-037 3.4743e-036 3.3254e-035 5.1370e-035 6.2628e-035 4.0022e-035 1.2955e-034 1.6006e-033 4.3674e-032 2.2078e-030 1.1234e-028 9.5006e-027 1.8934e-024 3.0471e-022 9.2040e-020 1.6982e-017 6.0447e-015 1.7204e-012 4.8098e-010 8.9062e-008 1.2828e-005 5.7041e-004 1.1201e-002 5.6649e-002 4.8752e-003 4.1930e-002
          20 3.9857e-031 4.2619e-033 2.0505e-031 4.3662e-029 1.6019e-027 4.7801e-026 9.3273e-025 9.4896e-024 1.9024e-023 1.3376e-023 1.5011e-024 8.3544e-026 2.6884e-027 8.2316e-030 1.4696e-029 4.0987e-028 3.4066e-026 6.4829e-024 1.0047e-021 2.8870e-019 5.0969e-017 1.6987e-014 4.4968e-012 1.1474e-009 1.9165e-007 2.3478e-005 9.3134e-004 1.6436e-002 7.1751e-002 2.9740e-003 1.6827e-002
          21 2.6235e-041 2.1330e-042 9.7576e-042 2.2851e-039 8.7166e-038 2.5831e-036 5.1888e-035 5.5915e-034 1.4108e-033 4.8611e-034 6.9924e-035 1.5750e-033 1.9827e-032 4.7727e-031 2.1491e-029 1.0108e-027 7.8978e-026 1.4336e-023 2.1356e-021 5.8244e-019 9.8184e-017 3.0547e-014 7.4964e-012 1.7388e-009 2.6083e-007 2.7113e-005 9.6191e-004 1.5190e-002 5.6723e-002 7.6663e-004 7.2697e-003
          22 7.3238e-041 3.3093e-041 2.0071e-041 4.3235e-039 1.8635e-037 5.4209e-036 1.1460e-034 1.3618e-033 4.9161e-033 1.0337e-034 4.1261e-033 2.4149e-032 2.3247e-031 4.8207e-030 1.9246e-028 8.3454e-027 6.0158e-025 9.9385e-023 1.3699e-020 3.3735e-018 5.1955e-016 1.4132e-013 2.9908e-011 5.7600e-009 7.0130e-007 5.3749e-005 1.5610e-003 1.9865e-002 5.4204e-002 1.2691e-004 2.6559e-002
