   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28
          10 4.2505e-010 2.0935e-009 2.4384e-009 1.2702e-008 2.9064e-007 5.2373e-007 4.8031e-007 2.5363e-004 7.8800e-003 1.0927e-001 7.2802e-001 1.5313e-001 1.3801e-003 5.3420e-005 4.0507e-006 8.8600e-007 2.5945e-007 2.1417e-007 4.6752e-008 1.8833e-008 1.8080e-008 1.1018e-008 4.2697e-009 1.4722e-009 5.6583e-010 2.4018e-010 1.0831e-010 5.0839e-011 2.3233e-011
          11 1.4314e-010 1.4587e-009 7.0390e-010 8.1340e-010 4.4542e-008 5.2948e-007 4.5682e-007 5.1695e-006 5.2726e-004 1.1507e-002 1.2448e-001 6.8182e-001 1.7993e-001 1.6517e-003 7.9771e-005 6.1893e-006 1.4120e-006 2.2860e-007 2.8682e-007 9.6729e-008 3.4544e-008 3.0067e-008 2.2912e-008 1.1904e-008 4.9328e-009 1.9086e-009 7.8011e-010 3.4403e-010 1.5207e-010
          12 6.0470e-010 3.3812e-010 1.4248e-010 9.4657e-009 1.3502e-008 1.0984e-007 7.8587e-007 2.6892e-007 2.0607e-005 1.0040e-003 1.6154e-002 1.3855e-001 6.3322e-001 2.0902e-001 1.9037e-003 1.2168e-004 8.1585e-006 2.5659e-006 3.8975e-007 3.3919e-007 1.0188e-007 2.4655e-008 2.4470e-008 3.0052e-008 2.4180e-008 1.3984e-008 7.0563e-009 3.4569e-009 1.6076e-009
          13 8.2500e-011 1.3292e-009 6.2114e-011 4.3056e-009 1.4276e-008 3.0709e-008 2.3039e-007 8.0617e-007 4.6481e-008 6.4730e-005 1.8013e-003 2.1899e-002 1.5101e-001 5.8316e-001 2.3985e-001 1.9888e-003 2.0801e-004 1.1709e-005 2.5924e-006 8.7269e-007 6.7255e-007 2.2987e-007 5.0004e-008 1.6632e-008 9.5199e-009 5.5909e-009 2.9728e-009 1.5072e-009 7.1376e-010
          14 1.0881e-010 1.1580e-010 2.9530e-011 1.5597e-010 3.3704e-009 3.1151e-008 7.3277e-008 4.1625e-007 9.2718e-007 1.7103e-006 1.6441e-004 3.0506e-003 2.8651e-002 1.6066e-001 5.3451e-001 2.7087e-001 1.7132e-003 3.4324e-004 2.6337e-005 3.0695e-006 9.4693e-007 7.5663e-007 4.0534e-007 1.7204e-007 7.2814e-008 3.1483e-008 1.4106e-008 6.5705e-009 2.9883e-009
          15 2.7456e-010 3.0165e-010 1.2497e-012 9.7559e-010 1.7979e-012 1.1446e-008 6.3693e-008 2.0992e-007 6.0510e-007 4.0626e-007 1.0899e-005 3.7282e-004 4.8700e-003 3.6208e-002 1.6489e-001 4.8931e-001 3.0258e-001 1.1970e-003 4.9474e-004 5.9744e-005 7.7290e-006 7.6269e-007 5.3186e-007 5.0068e-007 3.1256e-007 1.5404e-007 7.1648e-008 3.3744e-008 1.5403e-008
          16 9.9468e-011 5.4778e-010 5.7711e-012 9.4059e-014 2.2217e-011 3.7708e-010 3.0174e-008 1.1001e-007 2.7096e-007 6.5404e-007 7.0241e-010 3.9540e-005 7.7787e-004 7.4023e-003 4.4431e-002 1.6417e-001 4.4808e-001 3.3378e-001 5.4567e-004 6.0718e-004 1.2533e-004 2.4583e-005 4.0633e-006 1.0765e-006 4.2627e-007 1.8370e-007 8.1855e-008 3.7929e-008 1.7195e-008
          17 1.8270e-013 1.3406e-010 1.0977e-011 7.8227e-010 3.1346e-010 2.8290e-011 4.0243e-009 4.3308e-008 2.0764e-007 4.6191e-007 4.5663e-007 1.8315e-006 1.1582e-004 1.4754e-003 1.0827e-002 5.1875e-002 1.5785e-001 4.1054e-001 3.6632e-001 4.7936e-005 6.5418e-004 2.1378e-004 6.0447e-005 1.5028e-005 4.4675e-006 1.6085e-006 6.6124e-007 2.9569e-007 1.3192e-007
          18 5.7657e-011 1.3110e-011 5.8144e-012 8.1194e-010 7.8906e-010 2.4242e-010 1.5369e-010 1.5065e-008 1.3563e-007 3.3952e-007 4.8510e-007 2.1810e-008 1.2998e-005 2.9800e-004 2.5991e-003 1.5184e-002 5.7947e-002 1.4797e-001 3.7752e-001 3.9714e-001 3.2528e-004 4.5109e-004 2.8915e-004 1.2303e-004 4.5271e-005 1.7070e-005 7.0328e-006 3.1339e-006 1.3945e-006
          19 9.2046e-011 1.6409e-010 1.4070e-012 1.3463e-010 4.0909e-010 1.2750e-009 3.2292e-010 7.0219e-009 5.2944e-008 2.0788e-007 4.3777e-007 2.8263e-007 8.7625e-007 5.5382e-005 6.6398e-004 4.3604e-003 2.0029e-002 6.1276e-002 1.3185e-001 3.5083e-001 4.2771e-001 2.4113e-003 8.2971e-005 2.1599e-004 1.4259e-004 6.7235e-005 3.0214e-005 1.3965e-005 6.3150e-006
          20 6.2786e-011 2.1092e-010 1.8760e-013 3.5228e-011 3.5225e-011 1.3659e-009 1.3259e-009 4.5973e-009 1.4791e-008 1.0105e-007 3.3570e-007 4.1119e-007 6.6216e-011 9.5371e-006 1.7236e-004 1.3445e-003 6.8557e-003 2.4577e-002 6.0945e-002 1.1240e-001 3.2762e-001 4.5873e-001 6.4577e-003 2.0028e-004 4.3874e-006 2.5021e-005 1.8924e-005 1.0618e-005 5.2143e-006
          21 2.4060e-011 1.3448e-010 3.1784e-014 2.3960e-010 2.1335e-011 6.6917e-010 1.8214e-009 3.0554e-009 4.7195e-009 4.4795e-008 2.0066e-007 3.7992e-007 1.0673e-007 1.4542e-006 4.6539e-005 4.3592e-004 2.4741e-003 9.7548e-003 2.7501e-002 5.4546e-002 9.0279e-002 2.9872e-001 5.0491e-001 8.7230e-003 1.5099e-003 3.4605e-004 9.5138e-005 3.2933e-005 1.2785e-005
          22 5.3221e-012 5.6225e-011 2.4743e-014 2.8272e-010 7.3976e-011 1.9017e-010 1.3288e-009 1.7283e-009 2.3587e-009 2.0471e-008 9.9847e-008 2.5378e-007 1.6182e-007 1.6700e-007 1.3743e-005 1.5027e-004 9.2747e-004 3.9672e-003 1.1921e-002 2.6090e-002 4.1832e-002 7.2094e-002 2.4026e-001 5.9288e-001 5.7694e-003 1.2164e-003 5.0842e-004 2.2721e-004 1.0075e-004
          23 6.9198e-013 2.1505e-011 3.2242e-014 2.2580e-010 7.9949e-011 4.2222e-011 8.0770e-010 9.8152e-010 1.6551e-009 1.1217e-008 5.2776e-008 1.5956e-007 1.4691e-007 1.0440e-008 5.1540e-006 6.4092e-005 4.1705e-004 1.8914e-003 5.9529e-003 1.3654e-002 2.3105e-002 3.2835e-002 7.0216e-002 1.6320e-001 6.6182e-001 2.0569e-002 2.3592e-003 6.1159e-004 2.1619e-004
          24 4.6411e-016 8.3708e-012 4.0299e-014 1.7359e-010 7.1397e-011 6.0812e-012 5.0609e-010 6.1701e-010 1.3732e-009 7.3898e-009 3.2262e-008 1.0848e-007 1.2499e-007 8.2926e-010 2.4077e-006 3.3758e-005 2.2815e-004 1.0777e-003 3.5215e-003 8.3353e-003 1.4661e-002 2.0267e-002 3.2773e-002 5.8977e-002 1.7420e-001 5.2233e-001 9.1725e-002 2.4578e-002 8.4864e-003
          25 1.8428e-013 2.9520e-012 4.2405e-014 1.2445e-010 5.5994e-011 2.0676e-014 3.0722e-010 3.8847e-010 1.1165e-009 5.0364e-009 2.0323e-008 7.2903e-008 9.7703e-008 7.5481e-009 1.2089e-006 1.8981e-005 1.3218e-004 6.4213e-004 2.1602e-003 5.2407e-003 9.4719e-003 1.3110e-002 1.8254e-002 3.1223e-002 2.1535e-002 3.7618e-001 1.4454e-001 8.1756e-002 3.5305e-002
          26 3.8402e-013 9.1708e-013 3.6982e-014 8.2128e-011 3.9087e-011 1.0104e-012 1.7778e-010 2.3587e-010 8.2948e-010 3.3149e-009 1.2529e-008 4.6634e-008 6.9155e-008 1.0795e-008 6.1970e-007 1.0736e-005 7.6557e-005 3.7882e-004 1.3012e-003 3.2162e-003 5.9247e-003 8.2586e-003 1.0605e-002 1.6997e-002 1.6982e-002 9.2391e-004 6.2409e-001 6.2435e-003 7.9361e-004
          27 3.7277e-013 2.5164e-013 2.5563e-014 4.7286e-011 2.3279e-011 1.7473e-012 9.3253e-011 1.2921e-010 5.2156e-010 1.9344e-009 6.9864e-009 2.6510e-008 4.1869e-008 8.9727e-009 3.0234e-007 5.6416e-006 4.0909e-005 2.0472e-004 7.1261e-004 1.7836e-003 3.3266e-003 4.6697e-003 5.7589e-003 8.6395e-003 9.5435e-003 5.4639e-003 9.6040e-002 5.2805e-001 9.0350e-002
          28 1.8580e-013 5.6990e-014 1.1089e-014 1.8636e-011 9.3313e-012 1.0310e-012 3.4901e-011 4.9686e-011 2.1591e-010 7.7142e-010 2.7190e-009 1.0405e-008 1.6969e-008 4.1760e-009 1.0917e-007 2.1256e-006 1.5558e-005 7.8295e-005 2.7442e-004 6.9144e-004 1.2980e-003 1.8301e-003 2.2186e-003 3.2007e-003 3.5818e-003 2.3431e-003 8.9904e-004 3.2987e-001 3.9508e-001
