   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16
          43 1.4794e-010 1.9303e-011 2.4270e-009 1.6136e-010 6.7099e-008 1.0406e-006 1.6652e-007 6.3327e-006 6.7664e-006 7.8953e-004 5.7737e-003 1.7178e-002 2.5905e-002 1.6220e-002 2.9063e-005 2.9306e-002 3.6736e-002
          44 1.6966e-010 4.4807e-011 1.7258e-009 1.7410e-010 8.8876e-008 8.7197e-007 3.6607e-007 5.5609e-006 1.6540e-006 5.6419e-004 4.6629e-003 1.4957e-002 2.4651e-002 1.8820e-002 1.6052e-003 1.4155e-002 3.4133e-002
          45 1.8825e-010 8.2800e-011 1.1833e-009 1.3809e-009 1.0758e-007 7.0416e-007 5.9487e-007 4.6177e-006 4.7766e-008 3.9421e-004 3.7254e-003 1.2883e-002 2.3019e-002 2.0536e-002 4.5109e-003 4.8396e-003 2.4950e-002
          46 2.0299e-010 1.3273e-010 7.8085e-010 3.4755e-009 1.2186e-007 5.4657e-007 8.2190e-007 3.6263e-006 3.9233e-007 2.6873e-004 2.9466e-003 1.0993e-002 2.1164e-002 2.1445e-002 7.7069e-003 7.0049e-004 1.4741e-002
          47 2.1359e-010 1.9278e-010 4.9459e-010 6.1563e-009 1.3109e-007 4.0611e-007 1.0247e-006 2.6844e-006 1.6266e-006 1.7822e-004 2.3097e-003 9.3101e-003 1.9226e-002 2.1690e-002 1.0634e-002 8.4185e-005 6.8293e-003
          48 2.1981e-010 2.5990e-010 2.9899e-010 9.1400e-009 1.3508e-007 2.8638e-007 1.1878e-006 1.8549e-006 3.0766e-006 1.1432e-004 1.7936e-003 7.8284e-003 1.7283e-002 2.1394e-002 1.3032e-002 1.4115e-003 2.1390e-003
          49 2.2134e-010 3.2977e-010 1.7085e-010 1.2157e-008 1.3385e-007 1.8886e-007 1.3005e-006 1.1733e-006 4.3461e-006 7.0255e-005 1.3775e-003 6.5283e-003 1.5371e-002 2.0651e-002 1.4797e-002 3.5411e-003 2.1316e-004
          50 2.1846e-010 3.9803e-010 9.1127e-011 1.4986e-008 1.2802e-007 1.1385e-007 1.3603e-006 6.5638e-007 5.2426e-006 4.0854e-005 1.0460e-003 5.4017e-003 1.3541e-002 1.9579e-002 1.5943e-002 5.7772e-003 1.3148e-004
          51 2.1163e-010 4.6048e-010 4.4409e-011 1.7455e-008 1.1844e-007 6.0109e-008 1.3697e-006 3.0145e-007 5.7098e-006 2.2019e-005 7.8474e-004 4.4354e-003 1.1825e-002 1.8279e-002 1.6531e-002 7.7595e-003 1.0296e-003
          52 2.0152e-010 5.1356e-010 1.9029e-011 1.9444e-008 1.0611e-007 2.5290e-008 1.3349e-006 9.2750e-008 5.7766e-006 1.0601e-005 5.8130e-004 3.6154e-003 1.0245e-002 1.6842e-002 1.6648e-002 9.3411e-003 2.2933e-003
          53 1.8900e-010 5.5505e-010 6.6172e-012 2.0898e-008 9.2137e-008 6.3878e-009 1.2652e-006 6.4114e-009 5.5215e-006 4.2240e-006 4.2514e-004 2.9287e-003 8.8198e-003 1.5355e-002 1.6400e-002 1.0502e-002 3.5645e-003
          54 1.7466e-010 5.8292e-010 1.4905e-012 2.1777e-008 7.7419e-008 7.0297e-011 1.1687e-006 1.4988e-008 5.0316e-006 1.1295e-006 3.0645e-004 2.3570e-003 7.5444e-003 1.3866e-002 1.5862e-002 1.1264e-002 4.6666e-003
          55 1.5921e-010 5.9654e-010 5.6108e-014 2.2093e-008 6.2818e-008 3.0529e-009 1.0547e-006 9.1129e-008 4.3975e-006 6.4253e-008 2.1741e-004 1.8853e-003 6.4174e-003 1.2419e-002 1.5113e-002 1.1680e-002 5.5371e-003
          56 1.4323e-010 5.9594e-010 2.0015e-013 2.1876e-008 4.9006e-008 1.2302e-008 9.3077e-007 2.0988e-007 3.6962e-006 1.5729e-007 1.5138e-004 1.4982e-003 5.4288e-003 1.1042e-002 1.4213e-002 1.1802e-002 6.1693e-003
          57 1.2716e-010 5.8163e-010 7.9656e-013 2.1167e-008 3.6495e-008 2.5153e-008 8.0338e-007 3.4964e-007 2.9883e-006 8.2475e-007 1.0305e-004 1.1820e-003 4.5657e-003 9.7461e-003 1.3208e-002 1.1673e-002 6.5778e-003
          58 1.1159e-010 5.5588e-010 1.3302e-012 2.0063e-008 2.5707e-008 3.9445e-008 6.7917e-007 4.9369e-007 2.3238e-006 1.6923e-006 6.8347e-005 9.2663e-004 3.8228e-003 8.5563e-003 1.2160e-002 1.1358e-002 6.7990e-003
          59 9.6777e-011 5.2021e-010 1.6294e-012 1.8629e-008 1.6825e-008 5.3457e-008 5.6170e-007 6.2890e-007 1.7303e-006 2.5327e-006 4.3839e-005 7.2090e-004 3.1844e-003 7.4686e-003 1.1092e-002 1.0889e-002 6.8579e-003
          60 8.3036e-011 4.7725e-010 1.6942e-012 1.6962e-008 9.9395e-009 6.5981e-008 4.5443e-007 7.4676e-007 1.2266e-006 3.2233e-006 2.6962e-005 5.5671e-004 2.6411e-003 6.4886e-003 1.0042e-002 1.0314e-002 6.7878e-003
          61 7.0567e-011 4.2957e-010 1.5914e-012 1.5154e-008 4.9995e-009 7.6264e-008 3.5932e-007 8.4241e-007 8.1879e-007 3.7121e-006 1.5682e-005 4.2672e-004 2.1824e-003 5.6156e-003 9.0353e-003 9.6722e-003 6.6191e-003
          62 5.9496e-011 3.7976e-010 1.3977e-012 1.3295e-008 1.8544e-009 8.3993e-008 2.7735e-007 9.1462e-007 5.0510e-007 3.9942e-006 8.4283e-006 3.2472e-004 1.7985e-003 4.8473e-003 8.0931e-003 9.0011e-003 6.3814e-003
          63 4.9704e-011 3.2902e-010 1.1705e-012 1.1424e-008 2.8769e-010 8.8885e-008 2.0789e-007 9.6144e-007 2.7696e-007 4.0782e-006 3.9968e-006 2.4462e-004 1.4752e-003 4.1658e-003 7.2076e-003 8.3060e-003 6.0816e-003
          64 4.1215e-011 2.7948e-010 9.5048e-013 9.6132e-009 5.4233e-011 9.1100e-008 1.5074e-007 9.8493e-007 1.2491e-007 3.9972e-006 1.5193e-006 1.8238e-004 1.2053e-003 3.5682e-003 6.3916e-003 7.6141e-003 5.7423e-003
          65 3.3937e-011 2.3243e-010 7.5753e-013 7.9052e-009 8.8597e-010 9.0833e-008 1.0491e-007 9.8684e-007 3.7245e-008 3.7849e-006 3.4505e-007 1.3433e-004 9.8042e-004 3.0450e-003 5.6436e-003 6.9358e-003 5.3747e-003
          66 2.7806e-011 1.8919e-010 5.9924e-013 6.3440e-009 2.5170e-009 8.8525e-008 6.9362e-008 9.7113e-007 2.0660e-009 3.4812e-006 2.4553e-009 9.7642e-005 7.9452e-004 2.5916e-003 4.9687e-003 6.2887e-003 4.9968e-003
          67 2.2667e-011 1.5022e-010 4.7336e-013 4.9454e-009 4.6904e-009 8.4434e-008 4.2720e-008 9.3948e-007 7.9320e-009 3.1143e-006 1.5494e-007 6.9801e-005 6.4045e-004 2.1970e-003 4.3570e-003 5.6708e-003 4.6115e-003
          68 1.8432e-011 1.1616e-010 3.7517e-013 3.7311e-009 7.1785e-009 7.9058e-008 2.3754e-008 8.9608e-007 4.4375e-008 2.7172e-006 5.6783e-007 4.8980e-005 5.1391e-004 1.8573e-003 3.8104e-003 5.0932e-003 4.2326e-003
          69 1.4982e-011 8.7171e-011 2.9804e-013 2.7064e-009 9.7881e-009 7.2802e-008 1.1172e-008 8.4413e-007 1.0225e-007 2.3141e-006 1.0835e-006 3.3617e-005 4.1050e-004 1.5663e-003 3.3253e-003 4.5597e-003 3.8677e-003
          70 1.2182e-011 6.3059e-011 2.3525e-013 1.8656e-009 1.2346e-008 6.5929e-008 3.7588e-009 7.8535e-007 1.7363e-007 1.9210e-006 1.5988e-006 2.2424e-005 3.2592e-004 1.3164e-003 2.8927e-003 4.0656e-003 3.5165e-003
          71 9.9504e-012 4.3696e-011 1.8199e-013 1.2041e-009 1.4742e-008 5.8863e-008 4.3867e-010 7.2348e-007 2.5232e-007 1.5552e-006 2.0549e-006 1.4455e-005 2.5756e-004 1.1045e-003 2.5133e-003 3.6180e-003 3.1885e-003
          72 8.1705e-012 2.8591e-011 1.3415e-013 7.0572e-010 1.6862e-008 5.1747e-008 2.4252e-010 6.5925e-007 3.3281e-007 1.2229e-006 2.4166e-006 8.8914e-006 2.0216e-004 9.2373e-004 2.1774e-003 3.2089e-003 2.8795e-003
          73 6.7699e-012 1.7323e-011 9.0146e-014 3.5534e-010 1.8656e-008 4.4845e-008 2.3403e-009 5.9506e-007 4.1130e-007 9.3142e-007 2.6730e-006 5.1343e-006 1.5768e-004 7.7085e-004 1.8832e-003 2.8403e-003 2.5935e-003
          74 5.6761e-012 9.3620e-012 5.0500e-014 1.3424e-010 2.0089e-008 3.8306e-008 6.0308e-009 5.3221e-007 4.8484e-007 6.8317e-007 2.8248e-006 2.7011e-006 1.2214e-004 6.4187e-004 1.6260e-003 2.5096e-003 2.3303e-003
          75 4.8244e-012 4.1698e-012 1.8550e-014 2.2963e-011 2.1130e-008 3.2204e-008 1.0726e-008 4.7128e-007 5.5078e-007 4.7777e-007 2.8778e-006 1.2198e-006 9.3811e-005 5.3280e-004 1.4005e-003 2.2118e-003 2.0874e-003
          76 4.1715e-012 1.2376e-012 1.0189e-015 2.2731e-012 2.1801e-008 2.6653e-008 1.5957e-008 4.1360e-007 6.0815e-007 3.1437e-007 2.8480e-006 4.1098e-007 7.1453e-005 4.4131e-004 1.2046e-003 1.9469e-003 1.8664e-003
          77 3.6744e-012 7.3408e-014 8.1776e-015 5.3355e-011 2.2108e-008 2.1671e-008 2.1341e-008 3.5944e-007 6.5570e-007 1.8978e-007 2.7488e-006 6.0049e-008 5.3880e-005 3.6446e-004 1.0340e-003 1.7106e-003 1.6650e-003
          78 3.3025e-012 2.3329e-013 5.4044e-014 1.5860e-010 2.2086e-008 1.7284e-008 2.6590e-008 3.0932e-007 6.9319e-007 1.0039e-007 2.5964e-006 8.2318e-009 4.0180e-005 3.0014e-004 8.8601e-004 1.5009e-003 1.4827e-003
          79 3.0310e-012 1.3248e-012 1.5619e-013 3.0201e-010 2.1773e-008 1.3488e-008 3.1490e-008 2.6351e-007 7.2070e-007 4.1954e-008 2.4061e-006 1.3904e-007 2.9590e-005 2.4648e-004 7.5807e-004 1.3153e-003 1.3183e-003
          80 2.8410e-012 3.0139e-012 3.3543e-013 4.6960e-010 2.1218e-008 1.0265e-008 3.5901e-008 2.2216e-007 7.3881e-007 9.9833e-009 2.1921e-006 3.6924e-007 2.1481e-005 2.0186e-004 6.4785e-004 1.1517e-003 1.1711e-003
          81 2.7146e-012 5.0213e-012 6.1455e-013 6.4885e-010 2.0446e-008 7.5714e-009 3.9695e-008 1.8506e-007 7.4748e-007 5.0547e-012 1.9639e-006 6.4054e-007 1.5319e-005 1.6469e-004 5.5258e-004 1.0069e-003 1.0386e-003
          82 2.6419e-012 7.1288e-012 1.0183e-012 8.3007e-010 1.9515e-008 5.3765e-009 4.2847e-008 1.5230e-007 7.4805e-007 7.7579e-009 1.7330e-006 9.1445e-007 1.0701e-005 1.3394e-004 4.7082e-004 8.7979e-004 9.2058e-004
          83 2.6107e-012 9.1602e-012 1.5702e-012 1.0043e-009 1.8448e-008 3.6291e-009 4.5292e-008 1.2355e-007 7.4067e-007 2.9262e-008 1.5054e-006 1.1655e-006 7.2793e-006 1.0846e-004 4.0036e-004 7.6750e-004 8.1473e-004
          84 2.6129e-012 1.0989e-011 2.2920e-012 1.1648e-009 1.7285e-008 2.2851e-009 4.7033e-008 9.8631e-008 7.2626e-007 6.0876e-008 1.2875e-006 1.3788e-006 4.7883e-006 8.7411e-005 3.3978e-004 6.6858e-004 7.2009e-004
          85 2.6378e-012 1.2510e-011 3.1969e-012 1.3048e-009 1.6037e-008 1.2965e-009 4.8022e-008 7.7221e-008 7.0479e-007 9.9181e-008 1.0822e-006 1.5451e-006 3.0106e-006 7.0003e-005 2.8743e-004 5.8080e-004 6.3476e-004
          86 2.6700e-012 1.3623e-011 4.2756e-012 1.4153e-009 1.4698e-008 6.1908e-010 4.8139e-008 5.8980e-008 6.7519e-007 1.4057e-007 8.9119e-007 1.6560e-006 1.7770e-006 5.5540e-005 2.4166e-004 5.0173e-004 5.5645e-004
          87 2.6776e-012 1.4161e-011 5.4509e-012 1.4790e-009 1.3199e-008 2.1075e-010 4.7015e-008 4.3502e-008 6.3329e-007 1.7998e-007 7.1296e-007 1.6965e-006 9.5526e-007 4.3322e-005 2.0037e-004 4.2757e-004 4.8119e-004
