   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46
           0 9.4109e-001 1.7946e-012 1.4824e-009 5.8741e-002 2.7604e-008 2.8685e-009 1.5834e-004 2.4112e-007 5.6108e-007 1.0788e-005 9.1128e-008 6.7901e-008 1.6113e-007 1.9320e-008 9.3367e-011 9.6224e-010 9.9036e-011 1.5955e-009 1.0743e-009 8.1605e-012 4.8049e-010 6.1667e-010 5.5797e-011 3.0181e-010 1.2760e-009 1.5831e-009 8.8990e-010 1.3649e-010 5.0959e-011 4.2714e-010 6.8268e-010 5.7325e-010 2.7775e-010 5.7833e-011 1.0673e-013 2.7811e-011 4.3766e-011 2.2667e-011 5.6768e-013 1.7077e-011 7.6538e-011 1.5031e-010 2.0301e-010 2.1431e-010 1.8580e-010 1.3044e-010 5.6625e-011
           1 5.4133e-002 2.1314e-009 8.8786e-008 8.3551e-001 1.0811e-008 5.5649e-006 1.1005e-001 4.6573e-005 9.8905e-006 5.4369e-005 4.1275e-005 7.1262e-005 7.1781e-005 7.0719e-006 6.6492e-011 6.7107e-007 4.6238e-007 8.7868e-008 5.0637e-010 7.5771e-009 6.3414e-009 6.2228e-010 7.8302e-010 3.1809e-009 3.1866e-009 1.2693e-009 3.5495e-011 4.4777e-010 1.4517e-009 1.7836e-009 1.2520e-009 4.8902e-010 5.8094e-011 1.5335e-011 1.0437e-010 1.2032e-010 5.4196e-011 1.7855e-012 2.6055e-011 1.0781e-010 1.8531e-010 2.1213e-010 1.8414e-010 1.2655e-010 6.9738e-011 3.0316e-011 8.7262e-012
           2 4.3206e-003 5.3506e-008 7.6931e-007 9.2027e-002 1.0004e-005 1.3190e-004 7.5822e-001 3.0895e-005 1.5921e-003 1.3297e-001 7.4800e-003 2.1940e-003 3.3225e-004 1.4139e-004 3.2347e-004 1.8646e-004 3.2552e-005 9.2413e-008 3.0586e-006 2.7507e-006 5.8011e-007 8.8880e-010 1.5441e-007 1.4542e-007 3.4917e-008 2.2646e-010 1.7319e-008 2.2280e-008 1.0057e-008 8.1972e-010 1.0103e-009 4.2073e-009 4.9139e-009 3.1331e-009 1.1152e-009 1.2877e-010 2.4400e-011 1.9279e-010 2.6893e-010 2.1290e-010 1.1452e-010 4.1730e-011 8.4941e-012 2.1709e-013 8.1039e-013 1.9332e-012 1.2716e-012
           3 4.0345e-004 1.4276e-006 1.4832e-005 1.2005e-002 8.3582e-005 3.4797e-004 1.0406e-001 2.9271e-003 2.3985e-002 7.1131e-001 8.7411e-003 1.5093e-002 7.4330e-002 3.4667e-002 9.8669e-003 9.7145e-004 1.4182e-004 5.8163e-004 3.6912e-004 8.3741e-005 1.1557e-006 7.5536e-006 1.0123e-005 3.7921e-006 2.0990e-007 2.9497e-007 8.0621e-007 5.9340e-007 1.7284e-007 2.1985e-009 4.5858e-008 1.0916e-007 1.0338e-007 5.4245e-008 1.2674e-008 2.7551e-012 7.5905e-009 1.8343e-008 2.2104e-008 1.8273e-008 1.1143e-008 4.8516e-009 1.2434e-009 5.2975e-011 1.3837e-010 4.3663e-010 3.3263e-010
           4 4.7752e-005 2.6708e-005 2.0578e-004 1.4221e-003 8.8468e-004 2.9028e-003 2.3721e-002 6.9063e-003 1.4535e-002 5.1791e-002 1.0156e-001 3.0181e-001 3.6359e-001 2.6833e-002 1.0281e-002 4.4574e-002 3.4604e-002 1.1439e-002 1.1606e-003 1.2955e-004 7.4892e-004 5.7860e-004 1.7771e-004 9.9429e-006 9.0353e-006 2.4557e-005 1.6841e-005 4.4495e-006 3.6179e-008 1.0966e-006 2.2389e-006 1.7993e-006 7.4625e-007 9.9457e-008 1.9131e-008 1.7890e-007 2.8612e-007 2.6132e-007 1.6262e-007 6.7623e-008 1.4004e-008 2.0160e-013 6.9957e-009 1.7673e-008 2.2886e-008 2.0307e-008 1.0056e-008
           5 7.6281e-006 3.8168e-004 2.1309e-003 2.4236e-004 6.6647e-003 1.5544e-002 2.3075e-003 3.1172e-002 5.7869e-002 4.2415e-002 3.9730e-002 1.6064e-002 7.7135e-002 2.5789e-001 2.5811e-001 1.0731e-001 4.0032e-003 1.3580e-002 3.2297e-002 2.4070e-002 8.2887e-003 8.5025e-004 1.1906e-004 7.2960e-004 6.7088e-004 2.7581e-004 3.8915e-005 1.8569e-006 2.6359e-005 3.2432e-005 1.8618e-005 4.9475e-006 8.2355e-008 1.1189e-006 2.9210e-006 3.1502e-006 2.1127e-006 8.9895e-007 1.7645e-007 6.8773e-010 1.1726e-007 2.7230e-007 3.4179e-007 3.1596e-007 2.3726e-007 1.4626e-007 5.8035e-008
           6 1.1368e-006 3.9632e-003 1.5322e-002 4.0319e-005 3.3758e-002 5.5267e-002 9.6118e-004 7.2105e-002 7.3044e-002 4.2050e-003 7.1600e-002 2.6486e-002 7.3506e-004 3.6394e-004 4.4556e-002 1.9316e-001 2.1794e-001 1.0663e-001 1.6435e-002 1.8656e-003 1.8652e-002 2.2977e-002 1.3658e-002 4.1514e-003 3.1287e-004 1.5112e-004 6.0976e-004 5.8662e-004 2.8882e-004 6.5973e-005 5.8779e-007 1.4317e-005 3.0966e-005 2.8047e-005 1.5035e-005 4.3618e-006 2.0975e-007 5.5193e-007 2.0818e-006 2.8829e-006 2.6471e-006 1.8459e-006 1.0162e-006 4.3390e-007 1.3376e-007 2.4713e-008 1.8457e-009
           7 2.3417e-007 2.8850e-002 6.9027e-002 7.0570e-006 9.5494e-002 9.4469e-002 1.1957e-004 6.7862e-002 2.8737e-002 3.0393e-004 2.0267e-003 1.7405e-002 3.4103e-002 6.0755e-006 6.5405e-003 1.1012e-003 5.9687e-002 1.5616e-001 1.7166e-001 9.3954e-002 1.9560e-002 1.0956e-004 1.0853e-002 1.8288e-002 1.4233e-002 6.3914e-003 1.4049e-003 1.7395e-005 2.4314e-004 5.2228e-004 4.5496e-004 2.3204e-004 6.3665e-005 2.9860e-006 6.4707e-006 2.2301e-005 2.6961e-005 2.0494e-005 1.0775e-005 3.6077e-006 4.4019e-007 7.8931e-008 8.0004e-007 1.4512e-006 1.6125e-006 1.2997e-006 6.0831e-007
           8 9.4858e-008 1.3169e-001 1.5368e-001 4.6200e-006 9.5966e-002 3.0647e-002 1.2383e-006 7.8623e-004 1.0449e-002 3.4709e-003 2.6519e-002 1.9354e-002 8.1144e-003 3.6240e-002 7.8565e-003 1.7804e-003 2.0552e-003 8.3373e-003 7.0759e-002 1.3781e-001 1.2960e-001 6.6493e-002 1.4290e-002 2.5252e-005 7.4273e-003 1.3908e-002 1.2284e-002 6.6791e-003 2.1372e-003 2.2744e-004 4.2446e-005 3.1630e-004 4.2534e-004 3.2261e-004 1.5962e-004 4.6376e-005 3.3276e-006 2.9843e-006 1.4219e-005 2.0600e-005 1.9337e-005 1.3792e-005 7.8610e-006 3.5720e-006 1.2468e-006 3.0576e-007 4.4393e-008
           9 4.0594e-008 3.1638e-001 8.6692e-002 2.0956e-007 7.0237e-004 2.3432e-002 4.8096e-005 4.9957e-002 3.7197e-002 1.5232e-003 1.0881e-002 2.6630e-003 9.1814e-003 4.3456e-003 2.8504e-002 1.3528e-002 1.7498e-004 3.9669e-003 2.0591e-004 2.7049e-002 8.6798e-002 1.1829e-001 9.2406e-002 4.1240e-002 7.0562e-003 2.8835e-004 6.5586e-003 1.1207e-002 1.0032e-002 5.8563e-003 2.1931e-003 3.8208e-004 6.7255e-007 1.7064e-004 3.2791e-004 3.2070e-004 2.1326e-004 1.0026e-004 2.9415e-005 2.5430e-006 1.3547e-006 8.0940e-006 1.3087e-005 1.3811e-005 1.1390e-005 7.5661e-006 3.1614e-006
