   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82
           0 9.7810e-001 2.1898e-002 1.7605e-009 5.4939e-006 1.4626e-007 5.3421e-008 8.1813e-011 5.4212e-038 7.2529e-035 1.9659e-030 1.0544e-020 2.9669e-030 9.0541e-029 7.1622e-027 1.1312e-022 1.5835e-014 3.3902e-024 1.0345e-023 6.1870e-024 3.9814e-010 2.2758e-017 6.8714e-019 1.0388e-017 4.8899e-016 3.0742e-009 1.3418e-013 4.4848e-014 3.0763e-013 1.4579e-011 1.5627e-009 3.4332e-011 3.4906e-011 9.4817e-011 1.0882e-010 3.6736e-011 6.5510e-012 2.8253e-013 1.3063e-011 4.2357e-011 8.2794e-011 1.2914e-010 1.7595e-010 2.1803e-010 2.5150e-010 2.7428e-010 2.8539e-010 2.8457e-010 2.7307e-010 2.5301e-010 2.2681e-010 1.9705e-010 1.6582e-010 1.3505e-010 1.0630e-010 8.0534e-011 5.8537e-011 4.0516e-011 2.6446e-011 1.6017e-011 8.7415e-012 4.0561e-012 1.3989e-012 2.1643e-013 1.9000e-014 3.9406e-013 1.0178e-012 1.6546e-012 2.1513e-012 2.4284e-012 2.4586e-012 2.2660e-012 1.8991e-012 1.4277e-012 9.2982e-013 4.8178e-013 1.5368e-013 4.2738e-015 7.7980e-014 4.0410e-013 9.9573e-013 1.8485e-012 2.9271e-012 4.1359e-012
           1 2.0988e-002 9.3674e-001 4.1996e-002 2.1295e-004 5.4916e-005 2.2101e-006 1.1611e-006 2.0869e-035 1.0807e-032 1.3522e-028 6.7639e-019 9.3176e-029 1.0518e-027 1.2049e-026 1.5846e-022 2.6567e-014 8.7937e-023 2.5953e-021 1.7849e-019 1.3035e-007 7.1935e-015 6.7726e-017 4.9250e-016 1.2981e-014 5.2809e-008 2.1073e-012 4.1603e-013 1.5887e-012 3.5854e-011 2.5923e-009 2.5109e-011 2.9798e-013 5.4341e-011 3.1978e-010 4.8141e-010 6.6405e-010 9.0558e-010 1.0866e-009 1.1448e-009 1.1029e-009 9.9469e-010 8.4222e-010 6.6750e-010 4.9251e-010 3.3481e-010 2.0494e-010 1.0767e-010 4.3568e-011 9.4957e-012 1.4097e-014 8.7746e-012 2.9499e-011 5.6597e-011 8.5598e-011 1.1307e-010 1.3695e-010 1.5600e-010 1.6988e-010 1.7889e-010 1.8364e-010 1.8459e-010 1.8276e-010 1.7880e-010 1.7347e-010 1.6723e-010 1.6080e-010 1.5438e-010 1.4825e-010 1.4268e-010 1.3756e-010 1.3312e-010 1.2923e-010 1.2586e-010 1.2304e-010 1.2062e-010 1.1853e-010 1.1677e-010 1.1517e-010 1.1372e-010 1.1222e-010 1.1057e-010 1.0822e-010 1.0435e-010
           2 8.7511e-004 3.7972e-002 9.1149e-001 4.6889e-002 2.6847e-003 2.5795e-005 5.9005e-005 3.3475e-034 8.6373e-032 3.5903e-028 1.5388e-018 7.9866e-031 7.6564e-027 2.3367e-024 9.1517e-020 1.3241e-011 6.9932e-021 9.2079e-020 3.7196e-018 1.7816e-006 9.7475e-014 6.1550e-016 2.9404e-015 4.6521e-014 1.0412e-007 3.5221e-012 1.2128e-013 5.2838e-013 2.4985e-010 4.4444e-008 1.8190e-009 4.2699e-009 2.3630e-008 5.0818e-008 4.2667e-008 4.0674e-008 4.4458e-008 4.6812e-008 4.6061e-008 4.3553e-008 4.0275e-008 3.6440e-008 3.2197e-008 2.7767e-008 2.3376e-008 1.9168e-008 1.5234e-008 1.1677e-008 8.5728e-009 5.9617e-009 3.8584e-009 2.2491e-009 1.1070e-009 3.9119e-010 4.9556e-011 2.3451e-011 2.4960e-010 6.6379e-010 1.2050e-009 1.8181e-009 2.4504e-009 3.0619e-009 3.6165e-009 4.0903e-009 4.4619e-009 4.7290e-009 4.8848e-009 4.9325e-009 4.8842e-009 4.7427e-009 4.5285e-009 4.2509e-009 3.9252e-009 3.5681e-009 3.1912e-009 2.8071e-009 2.4286e-009 2.0631e-009 1.7192e-009 1.4013e-009 1.1137e-009 8.5673e-010 6.3127e-010
           3 3.8196e-005 3.2032e-003 3.8606e-002 9.1924e-001 3.2410e-002 6.2031e-003 1.7308e-004 1.3699e-035 3.0863e-031 1.3360e-026 7.3313e-017 2.3995e-026 8.1039e-025 7.1673e-023 1.3681e-018 1.9344e-010 6.0163e-020 4.7832e-019 1.1291e-017 2.7635e-006 1.4854e-013 2.8375e-016 3.9111e-018 6.2886e-014 9.1092e-007 4.4749e-011 2.5126e-011 2.5336e-010 1.6973e-008 2.0936e-006 5.7362e-008 8.6495e-008 3.5919e-007 6.3654e-007 4.3645e-007 3.3647e-007 2.9807e-007 2.5278e-007 1.9661e-007 1.4236e-007 9.6054e-008 5.8831e-008 3.1048e-008 1.2581e-008 2.6597e-009 2.2793e-011 3.1592e-009 1.0436e-008 2.0255e-008 3.1185e-008 4.2051e-008 5.1911e-008 6.0097e-008 6.6244e-008 7.0104e-008 7.1784e-008 7.1415e-008 6.9296e-008 6.5792e-008 6.1250e-008 5.5911e-008 5.0162e-008 4.4227e-008 3.8355e-008 3.2693e-008 2.7428e-008 2.2616e-008 1.8312e-008 1.4553e-008 1.1310e-008 8.5821e-009 6.3252e-009 4.5003e-009 3.0638e-009 1.9659e-009 1.1597e-009 6.0057e-010 2.4570e-010 5.6950e-011 9.7082e-015 4.4630e-011 1.6297e-010 3.2514e-010
           4 4.2058e-043 3.6414e-041 9.1850e-040 4.6019e-039 1.6452e-037 1.1521e-036 5.1751e-035 9.9338e-001 6.5652e-003 5.6116e-005 7.1710e-005 2.2593e-006 2.2701e-008 4.3851e-011 2.2210e-007 2.1908e-007 5.6981e-009 2.9543e-008 2.2211e-012 1.9362e-009 2.3140e-008 2.5019e-009 2.3619e-008 4.9264e-009 2.4974e-013 1.5602e-008 6.3420e-009 6.2143e-009 5.7792e-009 2.3168e-010 1.1483e-009 3.6160e-009 3.3145e-010 1.0007e-009 9.5998e-010 8.8825e-010 3.8700e-010 1.1975e-009 4.8700e-011 1.5504e-009 1.1941e-010 1.3122e-009 9.5615e-010 3.6865e-010 1.8510e-009 9.7005e-011 1.1912e-009 1.2588e-009 1.3318e-011 1.2669e-009 8.0416e-010 2.7620e-011 8.9555e-010 6.5674e-010 1.5714e-012 4.0920e-010 5.5824e-010 1.1154e-010 4.4875e-011 2.7883e-010 2.4348e-010 4.7281e-011 1.0658e-011 1.0006e-010 1.3426e-010 7.7262e-011 1.2224e-011 5.4052e-012 5.0112e-011 9.2624e-011 8.7490e-011 3.9731e-011 1.5734e-012 1.9340e-011 8.1164e-011 1.2526e-010 1.0534e-010 4.1524e-011 6.1443e-013 2.6877e-011 9.7977e-011 1.4852e-010 1.3422e-010
           5 3.3825e-040 2.3428e-038 8.2021e-037 2.7911e-036 1.3085e-034 2.2495e-034 6.6194e-033 6.6133e-003 9.8200e-001 1.1161e-002 5.5047e-003 2.1238e-004 1.1629e-005 3.5745e-006 2.5524e-007 2.6197e-007 4.8855e-008 3.3331e-007 1.1682e-010 1.8101e-008 1.9238e-007 5.8728e-011 9.1720e-008 1.6736e-009 4.3326e-013 3.6469e-008 9.3192e-009 9.7959e-009 1.6447e-008 5.4184e-010 7.4549e-010 1.6230e-008 4.2774e-010 7.5715e-009 6.5538e-009 5.6257e-009 5.6800e-009 5.0221e-009 3.2609e-009 5.4649e-009 5.8970e-010 5.0945e-009 2.5253e-010 2.4235e-009 2.1736e-009 3.6044e-011 2.0834e-009 1.3189e-009 4.9244e-011 1.7482e-009 1.4061e-009 1.3857e-014 1.3657e-009 1.7643e-009 1.6533e-010 6.3892e-010 1.8333e-009 8.2953e-010 1.5460e-011 1.0059e-009 1.4133e-009 4.3515e-010 3.4380e-011 7.1156e-010 1.0106e-009 4.5190e-010 6.2393e-012 2.2340e-010 5.8545e-010 5.3635e-010 1.9873e-010 2.3667e-012 9.7838e-011 2.8934e-010 3.4599e-010 2.3065e-010 7.0597e-011 8.3093e-014 5.2275e-011 1.6095e-010 2.3197e-010 2.1437e-010 1.2837e-010
           6 2.7725e-027 1.5208e-025 6.6901e-024 2.0617e-023 8.6127e-022 2.2777e-023 5.6284e-024 5.2672e-002 2.5249e-001 5.6911e-001 6.0703e-001 1.0618e-001 4.7971e-003 5.8511e-003 1.9320e-003 2.2802e-003 1.6207e-003 7.9451e-004 1.0003e-003 1.5677e-005 2.0823e-004 7.3560e-004 1.0101e-005 5.0544e-004 1.0296e-009 3.5154e-005 2.5597e-004 1.3855e-004 7.0410e-005 1.4707e-007 1.8002e-004 6.3262e-006 1.0901e-004 3.6628e-005 5.5848e-005 5.3934e-005 5.8004e-005 3.0835e-005 6.9051e-005 6.2389e-006 7.5550e-005 3.6208e-006 4.8336e-005 3.6939e-005 4.9733e-006 5.2795e-005 1.4275e-005 1.1975e-005 4.3954e-005 9.9615e-006 8.7318e-006 3.6184e-005 1.4625e-005 1.5520e-006 2.4971e-005 2.3653e-005 1.9245e-006 7.5557e-006 2.3719e-005 1.5499e-005 6.8038e-007 6.3513e-006 1.8756e-005 1.5026e-005 2.6266e-006 1.4779e-006 1.1177e-005 1.5668e-005 8.8902e-006 8.9972e-007 1.6809e-006 8.7491e-006 1.2589e-005 8.9525e-006 2.4774e-006 4.3854e-008 3.3458e-006 8.2589e-006 9.8452e-006 6.9393e-006 2.4301e-006 4.5656e-008 1.1339e-006
           7 3.4459e-037 1.7459e-035 8.1897e-034 2.5365e-033 9.7153e-032 4.8433e-033 4.4522e-031 1.9826e-006 1.1401e-002 9.7530e-001 9.6788e-001 1.2941e-002 3.2321e-004 8.2004e-006 1.9037e-005 1.8066e-005 4.0128e-007 5.9136e-008 1.0862e-008 5.0161e-008 3.2736e-007 3.3459e-008 1.1411e-007 8.3647e-009 9.0742e-014 1.9973e-008 7.7771e-010 3.1640e-009 1.0686e-008 3.5320e-010 4.3084e-010 1.5823e-008 1.7246e-009 5.1819e-009 1.1645e-008 1.0952e-009 1.0142e-008 2.4480e-010 6.2580e-009 2.7075e-010 2.5656e-009 5.3624e-010 3.4554e-010 4.1139e-010 8.6648e-011 4.5149e-013 3.3032e-010 6.6929e-010 3.0915e-012 1.1023e-009 1.2189e-009 1.4495e-011 1.7256e-009 1.4337e-009 6.2253e-012 1.5312e-009 1.5726e-009 6.0569e-011 7.0549e-010 1.3691e-009 4.1007e-010 4.7339e-011 6.0111e-010 5.7407e-010 1.0376e-010 2.8244e-011 1.8464e-010 1.6107e-010 4.1863e-011 8.4857e-014 6.8771e-012 5.5261e-012 1.1641e-012 1.0084e-012 7.9916e-012 3.0477e-011 5.1554e-011 3.8849e-011 5.4257e-012 1.2127e-011 8.5189e-011 1.6485e-010 1.6829e-010
           8 1.0791e-036 3.8614e-035 2.2641e-033 8.3673e-033 1.7989e-031 7.4831e-031 1.6998e-029 6.4631e-006 2.1812e-006 1.3429e-002 2.9302e-003 9.7067e-001 1.5563e-002 2.7900e-004 1.7591e-005 2.4511e-005 3.1040e-005 3.0885e-006 6.9249e-008 1.6479e-007 1.2266e-008 2.1431e-007 2.2955e-008 6.5574e-008 3.7174e-013 1.0444e-008 1.6786e-009 3.1241e-011 2.2713e-010 8.0365e-011 6.9941e-009 9.1348e-016 8.7071e-009 6.1082e-009 9.6864e-010 1.2384e-008 1.0030e-010 8.9440e-009 6.8413e-010 4.8982e-009 3.6247e-010 1.9804e-009 3.5371e-011 3.2819e-010 3.4200e-012 2.0408e-011 2.0060e-010 1.0733e-010 1.1533e-009 1.0235e-010 1.2950e-009 1.7717e-009 8.8476e-012 2.1907e-009 1.6832e-009 2.9176e-011 1.9161e-009 1.5953e-009 1.0652e-011 9.4924e-010 1.3069e-009 2.1571e-010 1.5035e-010 6.1809e-010 3.4304e-010 7.4822e-012 9.1410e-011 1.3525e-010 3.0721e-011 3.2247e-012 2.0751e-011 2.4204e-012 1.6094e-011 5.6291e-011 3.5669e-011 6.5427e-014 6.5674e-011 1.8516e-010 1.9445e-010 7.4496e-011 1.9774e-013 9.9330e-011 2.7386e-010
           9 2.8208e-035 7.3440e-034 4.8482e-032 2.5349e-031 2.4650e-030 4.2533e-029 5.2217e-028 3.3258e-007 3.2515e-005 4.9612e-006 1.5956e-002 1.6107e-002 9.6608e-001 1.7390e-002 2.6791e-004 2.8186e-004 4.2149e-005 6.4285e-005 1.0225e-005 2.6778e-006 6.7926e-008 8.6190e-008 3.2016e-007 5.7237e-012 9.5326e-013 9.3077e-008 1.4012e-008 9.6336e-010 3.7498e-008 6.4638e-010 1.3659e-009 4.0534e-008 6.7026e-010 1.4473e-008 1.6878e-008 2.7466e-009 1.0134e-008 5.5297e-010 2.6953e-009 6.9228e-010 6.1823e-012 1.0236e-009 1.7681e-009 3.1721e-010 5.1125e-009 4.4070e-010 4.5891e-009 4.1243e-009 5.5390e-010 5.6471e-009 1.1722e-009 1.2788e-009 3.0161e-009 3.5460e-010 4.6509e-010 9.2761e-010 2.2854e-010 3.9761e-014 3.1004e-011 5.8916e-011 1.6622e-010 2.8953e-010 1.2763e-010 3.2452e-011 5.9033e-010 9.6948e-010 3.9308e-010 1.6866e-011 7.3935e-010 1.3524e-009 8.0167e-010 4.7242e-011 2.7728e-010 1.0064e-009 1.0853e-009 4.6379e-010 1.2828e-011 1.7988e-010 5.6180e-010 6.2738e-010 3.5087e-010 6.8673e-011 4.6269e-012
