   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26
          10 2.4509e-008 6.0129e-007 9.8853e-006 1.0652e-004 8.5128e-004 5.1013e-003 2.2393e-002 6.9170e-002 1.2839e-001 8.6779e-002 7.7895e-003 4.5480e-001 2.1997e-001 4.3849e-003 2.6427e-004 1.2012e-007 4.4467e-007 1.4533e-007 4.2329e-009 4.0566e-009 7.8282e-010 2.6285e-009 1.6586e-009 1.0105e-009 8.2315e-010 5.9473e-010 3.8497e-010
          11 3.1508e-009 1.6180e-007 3.1836e-006 3.3671e-005 2.7642e-004 1.7439e-003 8.4588e-003 3.0628e-002 7.8103e-002 1.1656e-001 5.4112e-002 2.1278e-002 4.3624e-001 2.4859e-001 3.3400e-003 6.2409e-004 3.6456e-006 1.1743e-006 5.4930e-007 1.8362e-008 2.4374e-009 2.6056e-009 9.4922e-010 4.3036e-010 2.7825e-010 1.6577e-010 9.2962e-011
          12 4.0712e-010 4.8967e-008 9.9982e-007 1.1367e-005 9.6277e-005 6.2278e-004 3.2091e-003 1.2930e-002 3.9136e-002 8.2913e-002 9.9034e-002 2.8721e-002 3.5777e-002 4.2280e-001 2.7209e-001 1.4225e-003 1.1759e-003 5.2020e-005 1.2666e-008 1.2178e-006 6.1619e-007 1.8075e-007 5.3272e-008 2.3707e-008 1.5707e-008 9.7723e-009 5.7290e-009
          13 7.1816e-010 2.2896e-008 3.3167e-007 4.1422e-006 3.5382e-005 2.3666e-004 1.2587e-003 5.4078e-003 1.8376e-002 4.6944e-002 8.2739e-002 7.8102e-002 1.1636e-002 4.6653e-002 4.2021e-001 2.8642e-001 5.6886e-006 1.7019e-003 2.5088e-004 1.7162e-005 3.6520e-007 2.7127e-008 5.2994e-008 4.1098e-008 3.8161e-008 3.0072e-008 2.0576e-008
          14 1.5490e-009 1.4404e-008 1.3840e-007 1.6480e-006 1.3718e-005 9.4459e-005 5.1736e-004 2.3119e-003 8.4446e-003 2.4418e-002 5.2854e-002 7.7333e-002 5.6401e-002 2.6105e-003 5.0883e-002 4.3399e-001 2.8450e-001 3.2422e-003 1.4301e-003 7.0750e-004 1.7503e-004 4.0604e-005 1.0934e-005 4.6732e-006 3.0090e-006 1.8310e-006 1.0567e-006
          15 1.4549e-009 8.2090e-009 7.1745e-008 7.0496e-007 5.7482e-006 3.9335e-005 2.2220e-004 1.0297e-003 3.9243e-003 1.2287e-002 3.0404e-002 5.5729e-002 6.7280e-002 3.6456e-002 5.7793e-006 4.6689e-002 4.7502e-001 2.4879e-001 2.0252e-002 1.2268e-005 6.0379e-004 3.6754e-004 1.5216e-004 7.9807e-005 5.9497e-005 4.0550e-005 2.5329e-005
          16 5.6292e-010 3.4111e-009 3.7637e-008 3.1565e-007 2.6252e-006 1.7409e-005 9.9913e-005 4.7725e-004 1.8851e-003 6.1958e-003 1.6708e-002 3.5413e-002 5.4762e-002 5.3839e-002 2.0573e-002 1.4685e-003 3.1791e-002 5.5161e-001 1.6130e-001 5.5420e-002 6.2079e-003 4.7473e-004 3.1929e-005 2.5166e-006 4.0110e-009 8.3873e-007 1.3928e-006
          17 2.9639e-011 9.4698e-010 1.7022e-008 1.4661e-007 1.2750e-006 8.3231e-006 4.7484e-005 2.2971e-004 9.3816e-004 3.1993e-003 9.1087e-003 2.1205e-002 3.8344e-002 4.9800e-002 3.9027e-002 9.6983e-003 4.9761e-003 1.0532e-002 6.5406e-001 3.7277e-002 6.4546e-002 2.5445e-002 8.5446e-003 4.0396e-003 2.7914e-003 1.7924e-003 1.0736e-003
          18 7.6441e-011 1.6679e-010 6.3722e-009 7.1558e-008 6.3885e-007 4.2597e-006 2.3938e-005 1.1562e-004 4.8256e-004 1.7003e-003 5.0412e-003 1.2456e-002 2.4947e-002 3.8289e-002 4.1253e-002 2.5310e-002 3.4011e-003 9.6240e-003 1.0452e-003 6.9093e-001 1.9448e-002 5.0255e-003 6.9939e-003 5.1300e-003 4.6265e-003 3.5759e-003 2.4163e-003
          19 2.5065e-010 2.1044e-011 2.1149e-009 3.7306e-008 3.2694e-007 2.2782e-006 1.2707e-005 6.1253e-005 2.5745e-004 9.2998e-004 2.8518e-003 7.3560e-003 1.5742e-002 2.6885e-002 3.4884e-002 3.0689e-002 1.4139e-002 8.1197e-004 1.8329e-002 5.7558e-002 4.4392e-001 1.6098e-001 4.1142e-002 1.5949e-002 9.2373e-003 5.0529e-003 2.6671e-003
          20 2.8057e-010 6.1521e-012 7.5442e-010 2.0795e-008 1.7244e-007 1.2502e-006 7.0183e-006 3.4034e-005 1.4296e-004 5.2404e-004 1.6485e-003 4.4006e-003 9.8638e-003 1.8087e-002 2.6297e-002 2.8311e-002 1.9773e-002 6.6033e-003 2.1355e-004 4.7530e-002 2.1523e-001 3.7575e-002 5.6536e-002 4.0124e-002 3.4870e-002 2.6039e-002 1.7135e-002
          21 1.9671e-010 9.5778e-012 3.6997e-010 1.2173e-008 9.4737e-008 6.9885e-007 3.9877e-006 1.9576e-005 8.2224e-005 3.0343e-004 9.7041e-004 2.6597e-003 6.1703e-003 1.1896e-002 1.8595e-002 2.2648e-002 1.9796e-002 1.0744e-002 2.3944e-003 1.1515e-003 1.5810e-001 1.9585e-001 4.7753e-002 1.3099e-002 4.6759e-003 1.3149e-003 3.0313e-004
          22 1.0221e-010 1.7250e-011 2.6050e-010 7.3407e-009 5.4464e-008 3.9933e-007 2.3212e-006 1.1542e-005 4.8646e-005 1.8006e-004 5.8142e-004 1.6230e-003 3.8617e-003 7.7199e-003 1.2672e-002 1.6698e-002 1.6584e-002 1.1507e-002 4.6378e-003 5.2446e-004 1.8170e-002 3.6691e-001 3.2335e-005 9.1482e-003 1.4880e-002 1.4044e-002 1.0160e-002
          23 4.0894e-011 2.0705e-011 2.0320e-010 4.2426e-009 3.0717e-008 2.2094e-007 1.3036e-006 6.5421e-006 2.7731e-005 1.0285e-004 3.3393e-004 9.4307e-004 2.2832e-003 4.6805e-003 7.9432e-003 1.1008e-002 1.1794e-002 9.3241e-003 4.9643e-003 1.4165e-003 1.5348e-004 1.5517e-001 2.4764e-001 9.6437e-002 4.4135e-002 1.7582e-002 6.7591e-003
          24 1.3659e-011 1.6535e-011 1.3844e-010 2.2293e-009 1.6024e-008 1.1303e-007 6.7299e-007 3.3944e-006 1.4464e-005 5.3732e-005 1.7501e-004 4.9754e-004 1.2173e-003 2.5347e-003 4.3919e-003 6.2723e-003 7.0222e-003 5.9519e-003 3.5835e-003 1.4083e-003 2.2864e-004 1.1389e-002 4.8810e-001 9.8414e-003 4.0469e-002 3.8066e-002 2.5505e-002
          25 2.1099e-012 4.2050e-012 3.3618e-011 4.7303e-010 3.3991e-009 2.3714e-008 1.4174e-007 7.1626e-007 3.0609e-006 1.1382e-005 3.7124e-005 1.0584e-004 2.6021e-004 5.4566e-004 9.5458e-004 1.3818e-003 1.5778e-003 1.3779e-003 8.7013e-004 3.7491e-004 9.9945e-005 4.9887e-005 5.1410e-002 6.8373e-001 1.1338e-001 3.1145e-002 1.0502e-002
          26 7.4505e-013 1.5842e-012 1.2610e-011 1.7455e-010 1.2544e-009 8.7393e-009 5.2260e-008 2.6414e-007 1.1292e-006 4.1992e-006 1.3699e-005 3.9071e-005 9.6105e-005 2.0170e-004 3.5325e-004 5.1214e-004 5.8616e-004 5.1366e-004 3.2609e-004 1.4183e-004 3.8950e-005 8.3796e-006 1.2622e-002 5.8102e-002 1.4958e-001 4.0230e-001 2.9209e-001
