   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46
           0 9.0304e-001 3.3156e-012 3.5550e-009 9.5588e-002 3.0659e-008 1.3562e-008 1.3546e-003 9.8666e-007 9.9275e-007 8.5479e-006 1.2871e-008 6.8067e-007 9.6512e-007 1.1722e-007 3.8957e-010 4.6633e-009 1.8659e-009 3.2258e-011 3.1557e-011 2.3648e-013 3.2745e-012 4.4911e-011 4.3719e-010 9.6763e-010 9.6702e-010 4.5291e-010 4.6252e-011 3.8520e-011 1.8432e-010 2.0443e-010 1.0092e-010 1.4598e-011 2.1612e-012 1.5590e-011 9.4186e-012 3.3158e-013 3.2790e-011 1.2041e-010 2.2929e-010 3.0703e-010 3.2125e-010 2.7400e-010 1.9406e-010 1.1366e-010 5.4204e-011 2.0285e-011 5.0565e-012
           1 8.6769e-002 4.3450e-009 1.3920e-007 7.3164e-001 4.9338e-008 1.2517e-005 1.7878e-001 5.5175e-005 1.2099e-006 2.1802e-003 2.5139e-004 1.8785e-004 1.1499e-004 2.3334e-006 3.5465e-006 5.2410e-006 1.7717e-006 1.3592e-007 2.1881e-008 7.5719e-008 3.4581e-008 1.7563e-009 4.4413e-009 1.2304e-008 9.7267e-009 2.9049e-009 6.5093e-012 1.3319e-009 2.9519e-009 2.6404e-009 1.1813e-009 1.5222e-010 4.5535e-011 3.2406e-010 4.0331e-010 2.1090e-010 1.9993e-011 4.3719e-011 2.5284e-010 4.7099e-010 5.5463e-010 4.8008e-010 3.1974e-010 1.6196e-010 5.8681e-011 1.3022e-011 1.3118e-012
           2 9.0003e-003 1.3783e-007 1.7465e-006 1.4403e-001 1.8535e-005 1.8202e-004 6.0351e-001 6.3688e-006 3.6873e-003 2.2585e-001 9.6199e-003 8.5762e-004 3.9080e-004 1.4293e-003 1.0244e-003 3.3510e-004 1.8523e-005 8.5361e-006 1.9314e-005 8.7786e-006 9.3186e-007 1.2667e-007 6.2558e-007 3.9675e-007 6.4940e-008 4.2636e-009 5.0069e-008 5.3682e-008 2.3050e-008 2.3954e-009 1.1620e-009 6.4234e-009 8.2583e-009 5.9464e-009 2.6373e-009 5.5802e-010 1.0377e-014 2.7247e-010 6.7060e-010 8.4788e-010 7.7287e-010 5.5610e-010 3.2263e-010 1.4657e-010 4.7961e-011 9.2078e-012 6.6757e-013
           3 1.0261e-003 3.3317e-006 3.1919e-005 2.4248e-002 1.6417e-004 6.1310e-004 1.6180e-001 4.3737e-003 2.7025e-002 5.4202e-001 7.9849e-004 4.6740e-002 1.3646e-001 4.3863e-002 6.3590e-003 2.9180e-005 1.8851e-003 1.7777e-003 6.3052e-004 5.6293e-005 1.0737e-005 4.4204e-005 2.9252e-005 6.5510e-006 5.1069e-009 1.6265e-006 2.3531e-006 1.2538e-006 2.2506e-007 8.5483e-009 1.8998e-007 2.9229e-007 2.1672e-007 8.6288e-008 1.0109e-008 3.8562e-009 2.8393e-008 4.6102e-008 4.4383e-008 2.9945e-008 1.4212e-008 4.0146e-009 2.3441e-010 3.9446e-010 1.6424e-009 2.1852e-009 1.2890e-009
           4 1.3592e-004 5.9457e-005 4.1493e-004 3.6661e-003 1.6299e-003 4.8913e-003 4.4725e-002 1.0352e-002 1.8322e-002 9.4053e-002 1.2707e-001 2.8535e-001 2.3861e-001 1.1261e-003 4.4829e-002 7.5649e-002 3.7604e-002 6.3842e-003 1.3922e-005 1.8414e-003 2.0730e-003 8.8944e-004 1.2648e-004 4.0889e-006 6.2940e-005 6.5481e-005 2.7923e-005 3.5646e-006 4.9655e-007 4.1177e-006 4.9687e-006 2.9392e-006 8.3499e-007 2.1273e-008 1.7137e-007 5.0798e-007 6.0635e-007 4.6136e-007 2.3929e-007 7.4500e-008 5.7077e-009 6.0926e-009 3.2102e-008 5.3017e-008 5.7383e-008 4.5931e-008 2.1479e-008
           5 1.1550e-050 2.3753e-033 6.1816e-031 2.3638e-044 1.1200e-028 7.0040e-027 2.1207e-031 4.0860e-025 1.7850e-023 2.8503e-024 7.4096e-022 1.1579e-020 3.2049e-020 5.2182e-019 5.2006e-018 6.0274e-017 5.2802e-016 4.8348e-015 4.5515e-014 4.1520e-013 3.0600e-012 2.4275e-011 1.9430e-010 1.1981e-009 8.1218e-009 4.7637e-008 2.5288e-007 1.3218e-006 6.3096e-006 2.6927e-005 1.0821e-004 3.9725e-004 1.3145e-003 3.9669e-003 1.0793e-002 2.6073e-002 5.5416e-002 1.0230e-001 1.6054e-001 2.0721e-001 2.0869e-001 1.4995e-001 6.3319e-002 8.9256e-003 1.1227e-004 3.1698e-004 7.2534e-005
           6 6.5715e-048 2.4103e-031 5.8138e-029 3.5171e-042 9.6434e-027 5.6755e-025 1.9633e-029 3.0763e-023 1.2439e-021 2.0202e-022 4.7151e-020 6.8512e-019 1.8887e-018 2.8553e-017 2.6949e-016 2.8700e-015 2.3755e-014 2.0377e-013 1.7719e-012 1.4812e-011 1.0214e-010 7.4071e-010 5.3111e-009 3.0356e-008 1.8310e-007 9.6589e-007 4.6184e-006 2.1167e-005 8.7916e-005 3.2668e-004 1.1139e-003 3.4043e-003 9.2120e-003 2.1916e-002 4.4861e-002 7.6753e-002 1.0460e-001 1.0326e-001 5.8153e-002 4.7779e-003 2.8814e-002 1.5618e-001 2.3843e-001 1.3370e-001 9.1247e-003 4.5444e-003 4.1907e-005
           7 2.1785e-044 1.1337e-029 2.5354e-027 2.6175e-040 3.8536e-025 2.1354e-023 8.4181e-028 1.0762e-021 4.0313e-020 6.6526e-021 1.3972e-018 1.8896e-017 5.1824e-017 7.2837e-016 6.5118e-015 6.3825e-014 4.9919e-013 4.0127e-012 3.2259e-011 2.4746e-010 1.5952e-009 1.0584e-008 6.8177e-008 3.6035e-007 1.9387e-006 9.1934e-006 3.9475e-005 1.5864e-004 5.7261e-004 1.8394e-003 5.2876e-003 1.3315e-002 2.8862e-002 5.2475e-002 7.6635e-002 8.3245e-002 5.6155e-002 1.1839e-002 5.4589e-003 5.7024e-002 7.5067e-002 8.7462e-003 6.5835e-002 2.7689e-001 1.6165e-001 6.1457e-004 5.1248e-003
           8 2.3258e-034 2.9719e-029 6.7758e-027 6.9363e-033 1.0049e-024 5.4997e-023 2.2553e-027 2.7276e-021 1.0047e-019 1.6636e-020 3.4149e-018 4.5463e-017 1.2453e-016 1.7226e-015 1.5218e-014 1.4649e-013 1.1315e-012 8.9665e-012 7.0857e-011 5.3344e-010 3.3879e-009 2.2045e-008 1.3873e-007 7.2050e-007 3.7810e-006 1.7512e-005 7.3401e-005 2.8654e-004 1.0024e-003 3.1149e-003 8.6130e-003 2.0741e-002 4.2650e-002 7.2616e-002 9.7230e-002 9.2810e-002 4.8860e-002 3.2781e-003 2.0909e-002 8.3175e-002 6.5297e-002 8.1937e-006 1.2440e-001 2.2122e-001 2.0864e-002 3.8996e-002 1.2374e-003
           9 1.5496e-043 3.4115e-028 7.0763e-026 9.8430e-039 9.8639e-024 5.1484e-022 2.3071e-026 2.4143e-020 8.3844e-019 1.4044e-019 2.6603e-017 3.3517e-016 9.1362e-016 1.1952e-014 1.0123e-013 9.1463e-013 6.7602e-012 5.0933e-011 3.7890e-010 2.6708e-009 1.6084e-008 9.7708e-008 5.6689e-007 2.7641e-006 1.3292e-005 5.6615e-005 2.1756e-004 7.6591e-004 2.3954e-003 6.5931e-003 1.5813e-002 3.2240e-002 5.4165e-002 7.0993e-002 6.5445e-002 3.2271e-002 1.4477e-003 1.6442e-002 5.6220e-002 3.9893e-002 1.6559e-006 4.8440e-002 4.0583e-002 3.5373e-002 3.2878e-001 7.5185e-002 3.7483e-002
          10 2.5879e-042 7.6947e-027 1.4789e-024 3.2539e-037 1.8896e-022 9.2846e-021 4.7269e-025 4.0495e-019 1.3034e-017 2.2142e-018 3.7856e-016 4.4427e-015 1.2021e-014 1.4640e-013 1.1739e-012 9.7812e-012 6.8264e-011 4.8171e-010 3.3150e-009 2.1474e-008 1.2058e-007 6.7020e-007 3.5058e-006 1.5709e-005 6.7521e-005 2.5754e-004 8.8063e-004 2.7035e-003 7.2715e-003 1.6900e-002 3.3152e-002 5.2909e-002 6.4627e-002 5.3253e-002 2.0590e-002 1.1990e-006 2.1853e-002 4.9477e-002 2.3891e-002 1.4578e-003 4.3833e-002 2.7284e-002 8.9132e-003 3.6316e-002 6.2661e-002 3.3120e-001 1.4876e-002
          11 1.0031e-040 1.3146e-025 2.3407e-023 7.9636e-036 2.7429e-021 1.2690e-019 7.3240e-024 5.1501e-018 1.5371e-016 2.6456e-017 4.0909e-015 4.4757e-014 1.2006e-013 1.3627e-012 1.0345e-011 7.9604e-011 5.2454e-010 3.4667e-009 2.2085e-008 1.3162e-007 6.8833e-007 3.5017e-006 1.6548e-005 6.7936e-005 2.6122e-004 8.9006e-004 2.6939e-003 7.1762e-003 1.6447e-002 3.1708e-002 4.9415e-002 5.8338e-002 4.5495e-002 1.5436e-002 1.7158e-004 2.2191e-002 4.2933e-002 1.7409e-002 2.2998e-003 3.7541e-002 2.1380e-002 6.4720e-003 4.2143e-002 2.8424e-005 8.5701e-003 1.8167e-001 3.7169e-002
          12 8.0475e-039 1.8437e-024 3.0400e-022 1.5463e-034 3.2680e-020 1.4235e-018 9.2961e-023 5.3770e-017 1.4888e-015 2.5932e-016 3.6335e-014 3.7083e-013 9.8497e-013 1.0428e-011 7.4930e-011 5.3322e-010 3.3165e-009 2.0526e-008 1.2110e-007 6.6457e-007 3.2326e-006 1.5051e-005 6.4347e-005 2.4120e-004 8.2936e-004 2.5153e-003 6.6920e-003 1.5342e-002 2.9520e-002 4.5933e-002 5.4027e-002 4.1913e-002 1.4071e-002 1.6907e-004 2.0187e-002 3.8731e-002 1.5873e-002 1.7432e-003 3.2082e-002 2.0679e-002 3.2256e-003 3.6086e-002 1.3702e-003 3.5911e-002 6.1039e-003 1.0767e-002 1.2190e-001
