   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42
           0 3.8371e-001 3.2464e-001 1.7315e-001 7.4742e-002 2.8510e-002 1.0105e-002 3.4407e-003 1.1445e-003 3.7389e-004 1.2055e-004 3.8882e-005 1.2778e-005 4.3062e-006 1.4622e-006 4.8439e-007 1.5418e-007 4.9178e-008 1.7704e-008 8.0537e-009 4.3663e-009 2.2372e-009 7.8033e-010 7.1843e-011 6.7725e-011 3.8612e-010 6.1726e-010 6.0273e-010 4.2388e-010 2.2748e-010 9.6742e-011 3.5939e-011 1.5948e-011 1.3595e-011 2.0952e-011 3.6449e-011 5.6086e-011 7.2436e-011 7.8796e-011 7.2936e-011 5.7435e-011 3.6976e-011 1.6027e-011 4.7830e-012
           1 4.0378e-001 7.3173e-004 1.3348e-001 1.8636e-001 1.3795e-001 7.6402e-002 3.5952e-002 1.5351e-002 6.1697e-003 2.3853e-003 9.0203e-004 3.3781e-004 1.2577e-004 4.6317e-005 1.6783e-005 6.0333e-006 2.2130e-006 8.5675e-007 3.5155e-007 1.4486e-007 5.3758e-008 1.5214e-008 2.2901e-009 4.4840e-012 3.5625e-010 5.1017e-010 2.9625e-010 9.2678e-011 1.7496e-011 6.5901e-012 1.9645e-011 6.9371e-011 1.5792e-010 2.4949e-010 2.9828e-010 2.8419e-010 2.2155e-010 1.4240e-010 7.4812e-011 3.1382e-011 1.0165e-011 2.4147e-012 5.3959e-013
           2 1.7965e-001 2.8902e-001 6.7574e-002 1.2474e-002 9.6425e-002 1.2780e-001 1.0225e-001 6.3201e-002 3.3362e-002 1.5881e-002 7.0893e-003 3.0588e-003 1.2983e-003 5.4400e-004 2.2412e-004 9.0607e-005 3.6098e-005 1.4272e-005 5.6171e-006 2.1963e-006 8.5394e-007 3.3614e-007 1.3953e-007 6.3650e-008 3.1679e-008 1.5752e-008 6.6190e-009 1.6889e-009 3.2471e-011 4.8312e-010 1.5780e-009 2.2220e-009 2.0866e-009 1.4445e-009 7.3677e-010 2.4876e-010 3.3900e-011 2.7048e-012 3.9927e-011 7.0366e-011 6.7301e-011 3.5416e-011 1.1294e-011
           3 3.2051e-002 3.1810e-001 1.4901e-001 1.2272e-001 2.4699e-003 3.2356e-002 8.2243e-002 9.1548e-002 7.2224e-002 4.6438e-002 2.5978e-002 1.3216e-002 6.3224e-003 2.9150e-003 1.3193e-003 5.9476e-004 2.6924e-004 1.2200e-004 5.4522e-005 2.3590e-005 9.7648e-006 3.8797e-006 1.5119e-006 5.9872e-007 2.4974e-007 1.1194e-007 5.3955e-008 2.7806e-008 1.5335e-008 9.0747e-009 5.6709e-009 3.5568e-009 2.0504e-009 9.4446e-010 2.5163e-010 2.2468e-012 1.2380e-010 4.3521e-010 7.2476e-010 8.3543e-010 7.0041e-010 3.5523e-010 1.1242e-010
           4 7.4635e-004 6.6124e-002 3.7340e-001 6.6272e-002 1.3933e-001 2.1561e-002 7.2639e-003 4.9719e-002 7.4582e-002 7.1331e-002 5.3748e-002 3.4692e-002 2.0083e-002 1.0730e-002 5.4065e-003 2.6235e-003 1.2511e-003 5.9526e-004 2.8433e-004 1.3631e-004 6.5397e-005 3.1287e-005 1.4825e-005 6.8689e-006 3.0580e-006 1.2861e-006 5.0737e-007 1.9075e-007 7.2171e-008 3.0328e-008 1.5628e-008 1.0010e-008 7.3093e-009 5.4716e-009 3.9191e-009 2.6052e-009 1.5939e-009 8.9739e-010 4.6461e-010 2.1949e-010 9.1888e-011 2.9672e-011 7.8579e-012
           5 2.2907e-005 1.4143e-003 1.0023e-001 3.9866e-001 2.2924e-002 1.2893e-001 4.5021e-002 1.2937e-005 2.5209e-002 5.5414e-002 6.4445e-002 5.6080e-002 4.1019e-002 2.6648e-002 1.5828e-002 8.7712e-003 4.6254e-003 2.3648e-003 1.1887e-003 5.9328e-004 2.9653e-004 1.4968e-004 7.6593e-005 3.9518e-005 2.0270e-005 1.0167e-005 4.9306e-006 2.3074e-006 1.0486e-006 4.6728e-007 2.0539e-007 8.8704e-008 3.7167e-008 1.4928e-008 5.7951e-009 2.3029e-009 1.0628e-009 6.4900e-010 5.1698e-010 4.5283e-010 3.5131e-010 1.7606e-010 5.5732e-011
           6 4.6077e-006 6.8680e-010 3.1093e-003 1.3530e-001 4.1334e-001 6.9020e-003 1.0461e-001 6.0072e-002 3.2376e-003 1.0207e-002 3.7468e-002 5.3042e-002 5.2432e-002 4.2668e-002 3.0592e-002 1.9939e-002 1.2073e-002 6.9212e-003 3.8098e-003 2.0339e-003 1.0644e-003 5.5373e-004 2.9010e-004 1.5394e-004 8.2531e-005 4.4433e-005 2.3939e-005 1.2909e-005 6.9626e-006 3.7304e-006 1.9558e-006 9.8322e-007 4.6420e-007 2.0240e-007 8.0761e-008 2.9532e-008 1.0066e-008 3.3185e-009 1.1169e-009 4.0226e-010 1.5249e-010 4.9699e-011 1.3437e-011
           7 1.3310e-035 1.0240e-035 9.6983e-033 4.0563e-032 3.5407e-030 8.3169e-029 8.4648e-028 8.1747e-027 1.5894e-025 2.7043e-024 7.1702e-023 9.7928e-022 2.2844e-020 3.7853e-019 7.5497e-018 1.4235e-016 2.0006e-015 3.6046e-014 4.0829e-013 5.6791e-012 4.9891e-011 5.6442e-010 5.0138e-009 4.0534e-008 3.0173e-007 1.9010e-006 1.1518e-005 5.9625e-005 2.7506e-004 1.1298e-003 4.0855e-003 1.2847e-002 3.4650e-002 7.9384e-002 1.5011e-001 2.2525e-001 2.5034e-001 1.7942e-001 5.8768e-002 1.4872e-003 1.6396e-003 1.1179e-004 7.2246e-006
           8 1.1509e-034 6.7429e-032 9.9253e-031 9.0279e-030 2.9468e-027 2.7953e-026 1.3530e-025 1.0629e-024 1.8294e-023 2.7530e-022 6.2891e-021 8.0369e-020 1.6577e-018 2.5165e-017 4.4848e-016 7.5351e-015 9.6987e-014 1.5225e-012 1.5897e-011 1.9278e-010 1.5789e-009 1.5458e-008 1.2155e-007 8.6194e-007 5.5359e-006 3.0409e-005 1.5418e-004 6.6907e-004 2.5320e-003 8.2645e-003 2.2807e-002 5.1814e-002 9.3166e-002 1.2231e-001 9.7709e-002 2.2807e-002 1.6808e-002 1.8054e-001 2.8254e-001 8.8060e-002 3.3942e-003 7.7487e-004 4.9096e-004
           9 7.9929e-029 3.0143e-027 1.4787e-028 6.6317e-025 3.4579e-023 1.1144e-022 1.7308e-023 2.1211e-023 1.2563e-021 1.3352e-020 2.6720e-019 3.1971e-018 5.8086e-017 8.0697e-016 1.2844e-014 1.9236e-013 2.2641e-012 3.1049e-011 2.9803e-010 3.1610e-009 2.3999e-008 2.0391e-007 1.4178e-006 8.8092e-006 4.8824e-005 2.3236e-004 9.8611e-004 3.5582e-003 1.0908e-002 2.7776e-002 5.6727e-002 8.7784e-002 9.1827e-002 4.7486e-002 9.7492e-004 3.6925e-002 8.6603e-002 1.1053e-002 1.1509e-001 3.4198e-001 2.5198e-002 2.5362e-002 6.1823e-003
