   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42
           0 1.6113e-001 3.0168e-001 4.3359e-001 9.5117e-002 3.0785e-004 6.6026e-003 6.9146e-004 3.5225e-004 3.7076e-004 8.4340e-006 5.0361e-005 5.3270e-005 8.0643e-006 1.7296e-006 8.9100e-006 5.8926e-006 8.8174e-007 1.3938e-007 1.0877e-006 1.2064e-006 5.9515e-007 9.4058e-008 1.2805e-008 1.4776e-007 2.2897e-007 1.8044e-007 8.0250e-008 1.3714e-008 7.2388e-010 1.5639e-008 3.0193e-008 3.3050e-008 2.6417e-008 1.6555e-008 8.0738e-009 2.7447e-009 3.9647e-010 3.2621e-011 5.5852e-010 1.1202e-009 1.2043e-009 6.8585e-010 2.2559e-010
           1 4.9361e-001 3.7169e-001 4.3778e-002 7.8491e-002 9.5074e-003 1.4318e-003 8.4372e-004 4.9979e-004 1.4248e-004 1.1934e-005 9.1085e-009 1.0791e-007 1.7126e-007 8.6826e-007 8.5322e-007 2.8524e-007 4.9818e-009 5.1898e-008 9.1204e-008 5.1312e-008 1.0687e-008 1.0677e-011 5.2445e-009 1.1040e-008 1.1539e-008 7.4351e-009 2.5015e-009 8.7186e-011 6.5285e-010 2.2751e-009 3.0283e-009 2.4850e-009 1.3644e-009 4.5860e-010 5.2387e-011 1.1653e-011 9.9678e-011 1.6886e-010 1.8025e-010 1.4934e-010 9.8969e-011 4.3874e-011 1.3231e-011
           2 2.1696e-001 1.9517e-001 2.4829e-001 1.1316e-001 2.1519e-001 7.9837e-003 1.2005e-003 6.5070e-005 8.7438e-004 9.1046e-004 1.4372e-004 6.1425e-006 5.0438e-005 2.2422e-005 1.6131e-007 6.0093e-006 9.2558e-006 4.6638e-006 6.5068e-007 1.2515e-007 1.0298e-006 1.2926e-006 7.4806e-007 1.7846e-007 2.6545e-011 7.8162e-008 1.6929e-007 1.7762e-007 1.2586e-007 6.2543e-008 1.8095e-008 6.7538e-010 4.0537e-009 1.6230e-008 2.6508e-008 2.9587e-008 2.5785e-008 1.8475e-008 1.1134e-008 5.6924e-009 2.4454e-009 7.8855e-010 2.0795e-010
           3 1.0953e-001 9.2174e-003 1.7291e-001 5.3763e-001 3.9632e-002 9.1555e-002 3.5939e-002 2.6896e-003 1.8754e-005 5.6853e-006 2.9153e-004 3.5827e-004 1.3079e-004 6.0150e-006 8.3751e-006 1.5297e-005 5.9344e-006 1.4644e-007 1.3190e-006 3.1401e-006 2.5103e-006 8.8797e-007 5.2383e-008 9.5981e-008 3.5441e-007 4.3323e-007 3.2242e-007 1.5419e-007 3.5630e-008 1.1639e-012 2.1821e-008 5.6204e-008 7.2636e-008 6.5603e-008 4.5468e-008 2.4653e-008 1.0049e-008 2.6073e-009 1.8292e-010 1.2139e-010 4.9814e-010 4.0583e-010 1.4735e-010
           4 4.5665e-003 9.5922e-002 9.5448e-003 9.4728e-002 5.9054e-001 9.9238e-002 5.9273e-002 3.7914e-002 7.4479e-003 2.7697e-006 1.2622e-004 1.1929e-005 2.3202e-004 2.6769e-004 9.4494e-005 4.3509e-006 7.0089e-006 1.6895e-005 1.0700e-005 1.8980e-006 1.7978e-007 2.1877e-006 2.9794e-006 2.0566e-006 8.1017e-007 1.0603e-007 2.8660e-008 2.6255e-007 4.5269e-007 4.4172e-007 2.8900e-007 1.2586e-007 2.8891e-008 2.5668e-010 9.0279e-009 2.7160e-008 4.0378e-008 4.4826e-008 4.1562e-008 3.3125e-008 2.1849e-008 9.6975e-009 2.9258e-009
           5 1.1857e-002 1.4013e-002 6.2958e-002 9.6153e-004 7.5277e-002 6.7080e-001 7.5411e-002 4.2666e-002 2.9591e-002 1.5052e-002 9.6125e-004 1.1548e-005 2.3379e-005 3.1635e-005 1.6641e-004 1.5598e-004 6.2162e-005 6.1480e-006 2.4894e-006 1.0832e-005 9.3032e-006 3.5025e-006 2.8874e-007 3.1185e-007 1.5121e-006 2.0237e-006 1.4962e-006 6.5728e-007 1.3124e-007 1.7490e-010 7.7845e-008 1.9308e-007 2.6079e-007 2.5912e-007 2.0349e-007 1.2691e-007 6.0409e-008 1.9414e-008 2.6458e-009 9.2498e-011 1.6259e-009 1.5712e-009 5.9320e-010
           6 1.4425e-003 2.5831e-003 2.0171e-002 3.8496e-002 3.0705e-004 6.2677e-002 6.7821e-001 1.1391e-001 4.6160e-002 1.4049e-002 1.9661e-002 1.8738e-003 4.6820e-005 7.1433e-005 3.1478e-006 4.5181e-005 1.1677e-004 1.0478e-004 3.9309e-005 3.6378e-006 1.3860e-006 7.5762e-006 8.6645e-006 4.6153e-006 9.8871e-007 7.6489e-010 5.3651e-007 1.2425e-006 1.4612e-006 1.1338e-006 5.8690e-007 1.7282e-007 9.7857e-009 1.9706e-008 8.7618e-008 1.4537e-007 1.7070e-007 1.6447e-007 1.3632e-007 9.8019e-008 5.8971e-008 2.4556e-008 7.2215e-009
           7 6.7077e-005 6.1208e-003 2.5021e-004 2.7764e-002 2.0619e-002 1.7357e-005 9.3532e-002 5.6253e-001 1.6955e-001 8.8747e-002 1.2107e-003 2.7661e-002 1.0168e-003 5.2368e-004 1.0110e-004 7.0094e-006 2.4170e-006 6.2617e-005 8.9475e-005 5.5895e-005 2.0223e-005 1.1274e-006 1.9655e-006 5.7012e-006 6.0445e-006 3.9591e-006 1.3150e-006 5.5121e-008 2.0341e-007 6.9600e-007 9.7907e-007 9.7950e-007 7.5001e-007 4.2014e-007 1.5119e-007 2.1475e-008 1.6314e-009 2.6228e-008 5.1242e-008 6.0316e-008 5.0707e-008 2.5810e-008 8.1863e-009
           8 3.7057e-004 2.2937e-003 1.7632e-003 5.9630e-003 2.3586e-002 7.1662e-003 1.1893e-003 1.7543e-001 3.0330e-001 2.1605e-001 1.8597e-001 1.2575e-002 5.7962e-002 1.2180e-003 3.8777e-003 9.0496e-004 9.3643e-005 6.2900e-005 8.9905e-005 2.6704e-005 6.7816e-005 2.1561e-005 6.6616e-006 1.6381e-008 2.7450e-006 4.2473e-006 4.1386e-006 2.6483e-006 8.0765e-007 6.1096e-008 4.4178e-008 3.1961e-007 6.5602e-007 7.7358e-007 6.2738e-007 3.9895e-007 2.1648e-007 9.9798e-008 3.4698e-008 6.6765e-009 1.5355e-010 2.0289e-010 1.5615e-010
           9 2.1858e-004 3.3126e-004 2.1859e-003 2.3991e-004 1.1097e-002 1.0912e-002 1.2450e-003 1.4328e-002 2.5656e-001 1.8427e-002 9.8940e-002 2.3227e-001 8.2186e-002 1.5050e-001 4.6419e-002 3.7521e-002 1.8879e-002 8.4797e-003 4.6656e-003 2.6301e-003 7.1596e-004 7.8111e-004 1.2409e-004 1.6456e-004 4.1493e-005 1.5201e-005 2.2632e-005 7.5827e-008 7.5950e-006 7.8912e-008 6.5513e-007 1.0122e-009 1.3829e-007 1.2685e-007 3.6694e-007 4.7193e-007 3.1834e-007 2.2810e-007 1.8491e-007 1.2164e-007 5.8163e-008 1.9232e-008 5.0914e-009
