   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46
           0 9.5681e-001 6.9918e-012 8.3397e-010 4.3178e-002 2.4768e-008 1.5877e-008 1.6170e-006 5.8627e-008 3.4754e-007 1.0186e-005 2.0542e-007 4.2853e-011 1.6594e-008 1.2580e-009 2.0367e-009 2.8996e-009 2.0291e-010 2.8849e-010 2.4173e-010 7.6660e-011 1.0071e-009 1.2800e-009 3.4952e-010 9.6520e-011 1.3072e-009 2.5239e-009 2.4042e-009 1.2753e-009 2.8009e-010 1.6346e-012 1.8930e-010 3.6075e-010 3.1611e-010 1.5445e-010 3.2222e-011 2.3013e-014 1.3066e-011 1.8005e-011 5.5707e-012 1.4572e-012 2.9786e-011 8.9494e-011 1.5695e-010 2.0299e-010 2.0908e-010 1.6957e-010 8.1233e-011
           1 3.9980e-002 1.3785e-009 6.8439e-008 8.8224e-001 7.0137e-008 2.9839e-006 7.7471e-002 4.0119e-005 2.6481e-005 1.5428e-004 2.2354e-006 2.9947e-005 4.8402e-005 9.3106e-006 7.4076e-007 9.8878e-009 1.1027e-007 4.5857e-008 2.9056e-009 1.3209e-009 2.3496e-009 3.3497e-010 3.0947e-010 1.4696e-009 1.5051e-009 5.9263e-010 1.8816e-011 1.6489e-010 4.9727e-010 5.3248e-010 2.9555e-010 6.5573e-011 6.5964e-013 5.1281e-011 9.8621e-011 8.6833e-011 3.9844e-011 4.8037e-012 3.4959e-012 2.5427e-011 4.8091e-011 5.6631e-011 5.0000e-011 3.5325e-011 2.0566e-011 9.8281e-012 3.1663e-012
           2 2.9372e-003 2.4367e-008 3.9347e-007 6.5635e-002 6.1785e-006 1.0376e-004 8.3565e-001 1.0493e-004 7.1330e-004 8.4100e-002 5.9437e-003 3.0432e-003 1.5197e-003 9.7820e-006 8.7087e-005 1.0639e-004 3.6547e-005 3.7527e-006 7.6312e-008 7.6869e-007 3.6293e-007 1.7579e-008 3.1310e-008 6.3828e-008 2.8717e-008 1.4382e-009 3.8907e-009 1.0193e-008 7.2966e-009 1.7016e-009 2.9464e-011 1.4094e-009 2.4268e-009 1.8836e-009 7.3465e-010 6.4542e-011 6.5030e-011 3.3250e-010 4.8462e-010 4.2567e-010 2.5822e-010 1.0555e-010 2.2762e-011 2.0893e-013 5.2727e-012 1.1926e-011 8.1942e-012
           3 2.4478e-004 5.4301e-007 6.4029e-006 8.0049e-003 4.0872e-005 1.9553e-004 6.8828e-002 1.9827e-003 2.0805e-002 7.9860e-001 1.8380e-002 2.9964e-003 3.8555e-002 2.6412e-002 1.1569e-002 2.8661e-003 8.4779e-005 1.2270e-004 2.0184e-004 9.0187e-005 1.2964e-005 6.4825e-008 2.7749e-006 2.1471e-006 4.2331e-007 8.7672e-009 2.3677e-007 2.8423e-007 1.3392e-007 1.7178e-008 4.7249e-009 3.4704e-008 4.7651e-008 3.4637e-008 1.4179e-008 1.9113e-009 4.5757e-010 4.4361e-009 8.0293e-009 8.6749e-009 6.8265e-009 4.0979e-009 1.8324e-009 5.3192e-010 5.6618e-011 5.2168e-012 2.5623e-011
           4 2.6903e-005 8.4872e-006 7.6521e-005 7.9043e-004 3.8346e-004 1.4651e-003 1.6001e-002 4.0124e-003 1.0448e-002 2.4539e-002 7.4967e-002 2.8679e-001 4.4345e-001 6.7972e-002 4.4283e-005 2.1647e-002 2.8150e-002 1.4625e-002 3.7191e-003 1.8684e-004 1.3060e-004 3.1346e-004 1.8623e-004 4.3065e-005 5.6045e-007 5.3511e-006 8.6044e-006 4.4785e-006 7.1078e-007 5.7003e-008 7.2722e-007 9.9241e-007 6.5408e-007 2.1618e-007 1.2032e-008 2.7898e-008 1.0857e-007 1.4593e-007 1.2304e-007 7.2726e-008 2.8838e-008 5.4877e-009 1.2085e-011 3.2382e-009 7.3161e-009 8.1963e-009 4.5200e-009
           5 3.8266e-006 1.0021e-004 6.9311e-004 1.3135e-004 2.6489e-003 7.4484e-003 1.0258e-003 1.7850e-002 4.0079e-002 3.4698e-002 3.4615e-002 2.9442e-002 2.9344e-002 2.1134e-001 2.9995e-001 1.9432e-001 3.7070e-002 3.4538e-004 1.7191e-002 2.3141e-002 1.3428e-002 3.8999e-003 3.0469e-004 8.8909e-005 3.6351e-004 3.0029e-004 1.1352e-004 1.3563e-005 1.5282e-006 1.2651e-005 1.4262e-005 7.6516e-006 1.7863e-006 1.8973e-009 7.0092e-007 1.5635e-006 1.6247e-006 1.0894e-006 4.7874e-007 1.0631e-007 1.9927e-010 4.4842e-008 1.1998e-007 1.6069e-007 1.5487e-007 1.1491e-007 5.1387e-008
           6 3.9060e-007 8.3326e-004 4.4969e-003 1.6751e-005 1.3230e-002 2.8088e-002 6.1364e-004 4.7141e-002 6.3865e-002 3.6612e-004 7.7075e-002 4.8602e-002 1.9082e-004 1.2200e-002 5.3456e-003 1.2110e-001 2.3775e-001 1.9686e-001 8.2020e-002 9.4009e-003 2.5257e-003 1.5366e-002 1.7655e-002 1.0467e-002 3.4118e-003 3.8303e-004 3.4884e-005 3.0484e-004 3.4654e-004 1.9609e-004 5.7204e-005 3.3763e-006 4.0638e-006 1.4785e-005 1.6477e-005 1.0664e-005 4.1505e-006 6.3556e-007 4.2279e-008 7.5850e-007 1.4535e-006 1.6220e-006 1.3521e-006 9.1359e-007 5.1859e-007 2.4672e-007 8.0232e-008
           7 8.5039e-008 5.1609e-003 2.0661e-002 3.3668e-006 4.4529e-002 6.7324e-002 1.0881e-005 7.7042e-002 6.3621e-002 6.8149e-008 2.9853e-002 4.1106e-005 4.0563e-002 9.9246e-003 3.4708e-003 6.8248e-003 4.9372e-003 7.8609e-002 1.7933e-001 1.8778e-001 1.0634e-001 2.8483e-002 5.3057e-004 5.7059e-003 1.3987e-002 1.3476e-002 7.7435e-003 2.6791e-003 3.7999e-004 8.8710e-006 2.1816e-004 3.2088e-004 2.4096e-004 1.1152e-004 2.7294e-005 6.6948e-007 4.5294e-006 1.3098e-005 1.5565e-005 1.2263e-005 7.0997e-006 2.9650e-006 7.5338e-007 4.1331e-008 5.4686e-008 1.9330e-007 1.4924e-007
           8 3.8600e-008 2.3402e-002 6.4166e-002 1.5187e-006 9.1856e-002 8.5830e-002 8.2115e-006 5.1082e-002 1.1990e-002 4.2965e-003 4.3985e-005 1.8867e-002 3.5395e-003 2.1580e-002 3.6269e-002 4.8349e-003 4.8877e-003 5.7516e-003 3.2469e-003 5.8260e-002 1.3998e-001 1.6329e-001 1.1407e-001 4.5993e-002 6.6982e-003 5.8755e-004 7.7206e-003 1.2118e-002 1.0335e-002 5.8275e-003 2.1299e-003 3.7096e-004 9.2182e-008 1.3794e-004 2.6388e-004 2.5107e-004 1.6022e-004 7.0676e-005 1.8229e-005 8.2513e-007 2.0582e-006 7.7821e-006 1.1146e-005 1.0964e-005 8.5734e-006 5.4555e-006 2.2137e-006
           9 6.8353e-009 7.6343e-002 1.2425e-001 2.0648e-008 9.3986e-002 3.2845e-002 3.8887e-005 6.9408e-004 1.2759e-002 1.2070e-003 3.3804e-002 2.2106e-002 5.0930e-003 1.8060e-002 1.8872e-004 2.5687e-002 2.1928e-002 6.3668e-004 5.3620e-003 3.6915e-003 3.3874e-003 4.5983e-002 1.1166e-001 1.4036e-001 1.1124e-001 5.6534e-002 1.5272e-002 4.4820e-004 2.6956e-003 8.2609e-003 1.0036e-002 7.8976e-003 4.4558e-003 1.7546e-003 3.8599e-004 7.6422e-006 6.5365e-005 1.8361e-004 2.2221e-004 1.8457e-004 1.1804e-004 5.9330e-005 2.2559e-005 5.5294e-006 4.2927e-007 1.0304e-007 3.0387e-007
