   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46
          10 6.2013e-010 1.7496e-001 1.2354e-001 5.3390e-007 2.0053e-002 4.5849e-003 1.5126e-005 3.8541e-002 4.5003e-002 3.5482e-004 1.7349e-002 1.8670e-003 1.6981e-002 9.6240e-004 1.9176e-002 4.4090e-003 8.3919e-003 2.6716e-002 1.1532e-002 4.0719e-005 5.6830e-003 2.2276e-003 3.8803e-003 3.9267e-002 9.2097e-002 1.1926e-001 1.0277e-001 6.1078e-002 2.2932e-002 3.3571e-003 2.7946e-004 4.2555e-003 7.7395e-003 8.1033e-003 6.1326e-003 3.5540e-003 1.5465e-003 4.4144e-004 4.2802e-005 1.2343e-005 9.0170e-005 1.4865e-004 1.5762e-004 1.3115e-004 9.1999e-005 5.4426e-005 2.1171e-005
          11 1.3228e-009 2.7073e-001 2.7838e-002 1.1128e-009 2.0932e-002 6.6588e-002 5.1004e-008 3.8022e-002 1.3334e-003 2.8522e-003 1.0366e-002 2.5004e-002 8.1169e-004 2.3705e-002 2.1859e-003 1.0761e-002 1.2074e-002 1.6197e-004 1.6447e-002 2.0331e-002 4.0341e-003 1.0265e-003 5.2384e-003 9.8103e-004 4.9593e-003 3.5315e-002 7.7679e-002 1.0141e-001 9.2282e-002 6.1037e-002 2.8178e-002 7.3115e-003 2.0484e-004 1.4377e-003 4.7936e-003 6.7019e-003 6.4483e-003 4.8500e-003 2.9667e-003 1.4720e-003 5.6240e-004 1.3835e-004 8.8035e-006 7.8109e-006 3.4904e-005 4.5667e-005 2.6554e-005
          12 2.7468e-009 2.6512e-001 3.0009e-002 1.5984e-007 9.9648e-002 2.1898e-002 2.8018e-005 5.4350e-003 3.8054e-002 9.0337e-008 2.8721e-002 1.4634e-005 1.5967e-002 1.8832e-004 1.9204e-002 6.5657e-003 4.6375e-003 1.5130e-002 2.1048e-003 5.8496e-003 1.9411e-002 1.1865e-002 5.9865e-004 2.4072e-003 4.2032e-003 2.0050e-004 6.3836e-003 3.2903e-002 6.6924e-002 8.6454e-002 8.1217e-002 5.7914e-002 3.0852e-002 1.0988e-002 1.5947e-003 1.3735e-004 2.2311e-003 4.5043e-003 5.4628e-003 5.0631e-003 3.9022e-003 2.5886e-003 1.5047e-003 7.6797e-004 3.4379e-004 1.3256e-004 3.6682e-005
          13 1.3489e-009 1.4625e-001 2.2894e-001 6.1346e-007 1.6565e-002 3.2863e-002 5.8820e-006 5.6815e-002 9.4581e-003 2.6877e-003 5.3254e-003 2.4717e-002 4.6952e-004 2.1140e-002 6.7537e-004 1.4212e-002 1.0008e-002 8.6628e-004 1.2885e-002 6.3061e-003 7.4365e-004 1.2985e-002 1.5772e-002 4.7568e-003 7.8435e-005 3.3826e-003 2.7985e-003 1.6737e-005 8.1597e-003 3.1450e-002 5.8499e-002 7.3759e-002 7.0423e-002 5.2992e-002 3.1331e-002 1.3725e-002 3.6019e-003 1.3922e-004 5.9567e-004 2.3118e-003 3.6698e-003 4.1123e-003 3.7658e-003 2.9830e-003 2.0956e-003 1.2745e-003 5.1113e-004
          14 5.2038e-012 3.5286e-002 2.7815e-001 1.7671e-007 1.0373e-001 6.2765e-002 1.9845e-005 1.1811e-004 3.6217e-002 1.4113e-005 2.8802e-002 1.8578e-004 1.5015e-002 1.8642e-003 1.9153e-002 1.1599e-003 1.1625e-002 1.2144e-002 1.2126e-007 9.4602e-003 9.0262e-003 1.1635e-004 6.7051e-003 1.4831e-002 8.9905e-003 8.3595e-004 1.1004e-003 3.4584e-003 1.3674e-003 5.3501e-004 1.0181e-002 3.0380e-002 5.1481e-002 6.2841e-002 6.0298e-002 4.7118e-002 3.0135e-002 1.5319e-002 5.5992e-003 1.0214e-003 4.0736e-006 6.8750e-004 1.6939e-003 2.3122e-003 2.3510e-003 1.8611e-003 8.7671e-004
          15 6.3842e-010 1.4632e-003 9.3474e-002 1.2225e-008 3.4087e-001 3.6037e-002 1.0573e-005 6.1828e-002 8.6303e-003 3.0047e-003 1.1584e-002 2.3119e-002 4.0995e-003 1.5752e-002 1.2976e-003 1.6629e-002 1.0849e-003 9.2558e-003 1.2232e-002 2.5857e-004 6.6325e-003 9.7454e-003 1.2479e-003 2.8121e-003 1.1660e-002 1.0969e-002 3.1313e-003 3.0007e-005 2.2433e-003 2.6709e-003 3.1646e-004 1.7759e-003 1.2234e-002 2.9342e-002 4.5351e-002 5.3239e-002 5.0850e-002 4.0776e-002 2.7695e-002 1.5778e-002 7.2445e-003 2.3882e-003 3.7538e-004 5.4561e-006 2.5765e-004 4.7435e-004 3.1709e-004
          16 1.1714e-009 1.7735e-004 2.3217e-003 7.3503e-008 1.4522e-001 3.7259e-001 7.4841e-005 1.7469e-002 3.7668e-002 8.7896e-005 2.0398e-002 7.5349e-003 7.3427e-003 1.2763e-002 1.2335e-002 2.7205e-003 1.5192e-002 8.3179e-004 7.9785e-003 1.1251e-002 5.3386e-004 4.7732e-003 9.1773e-003 2.3255e-003 9.9432e-004 8.4417e-003 1.0850e-002 5.0720e-003 2.8720e-004 9.2201e-004 2.5800e-003 1.4263e-003 1.1572e-005 3.6390e-003 1.4137e-002 2.8035e-002 3.9542e-002 4.4462e-002 4.1981e-002 3.4212e-002 2.4398e-002 1.5234e-002 8.2826e-003 3.8365e-003 1.4642e-003 4.3466e-004 8.6183e-005
          17 7.9134e-010 2.6687e-005 1.5155e-003 3.4930e-009 4.5385e-004 1.6459e-001 1.6895e-004 4.0929e-001 2.5337e-002 5.7471e-004 1.4748e-002 1.5162e-002 1.8000e-002 8.7219e-004 1.3940e-002 6.3893e-003 5.6392e-003 1.2766e-002 2.7672e-004 7.8668e-003 9.7072e-003 5.0667e-004 3.8203e-003 8.1818e-003 2.7548e-003 3.3914e-004 6.0621e-003 9.6487e-003 5.9598e-003 9.9967e-004 2.2297e-004 1.8694e-003 1.9449e-003 3.4273e-004 6.4708e-004 5.8726e-003 1.5516e-002 2.6114e-002 3.3735e-002 3.6170e-002 3.3555e-002 2.7525e-002 2.0289e-002 1.3520e-002 8.1654e-003 4.3454e-003 1.5819e-003
          18 2.5735e-010 8.6297e-006 2.1589e-005 1.4532e-008 5.3158e-003 2.9739e-003 7.0453e-006 1.2845e-001 4.3772e-001 1.7964e-002 5.8326e-002 1.4914e-003 2.4013e-003 3.6468e-002 1.4240e-003 1.2227e-002 2.0366e-003 8.8738e-003 9.0164e-003 8.7606e-006 8.1902e-003 7.7012e-003 2.2363e-004 3.5558e-003 7.1012e-003 2.5427e-003 1.6692e-004 4.6239e-003 8.2180e-003 5.8947e-003 1.4975e-003 1.6914e-005 1.1975e-003 1.8724e-003 8.2747e-004 1.5369e-005 2.1480e-003 8.0341e-003 1.6012e-002 2.3276e-002 2.7587e-002 2.8055e-002 2.5257e-002 2.0413e-002 1.4871e-002 9.4047e-003 3.8828e-003
          19 2.5032e-011 5.3667e-008 7.8263e-005 5.8649e-009 1.3851e-004 8.5850e-003 1.5652e-005 3.0049e-002 3.9216e-002 1.6647e-002 3.9587e-001 1.5261e-001 1.6172e-002 6.7959e-003 5.0874e-002 2.2405e-002 3.3610e-003 5.4904e-004 1.3422e-002 3.8938e-003 5.2493e-004 8.6154e-003 5.0713e-003 4.6792e-006 3.7347e-003 5.9137e-003 1.8434e-003 1.8486e-004 3.9086e-003 6.9068e-003 5.1596e-003 1.5514e-003 2.0217e-006 7.8012e-004 1.5753e-003 1.0032e-003 5.4163e-005 7.1938e-004 4.0685e-003 9.4686e-003 1.5148e-002 1.9254e-002 2.0777e-002 1.9609e-002 1.6335e-002 1.1536e-002 5.1242e-003
          20 3.9908e-012 3.1808e-007 1.2838e-005 3.4375e-010 1.3888e-004 2.5250e-003 1.0226e-007 2.8788e-003 7.6039e-002 4.2591e-003 3.9062e-003 1.4602e-001 1.8615e-001 1.4292e-001 3.6931e-002 7.4916e-002 9.0200e-002 5.3198e-003 2.0227e-003 2.4064e-002 1.6844e-006 7.7250e-004 9.6924e-003 1.8713e-003 1.2794e-004 4.2545e-003 4.3110e-003 9.7953e-004 3.9104e-004 3.6466e-003 5.6181e-003 4.0687e-003 1.2129e-003 2.2269e-006 5.8149e-004 1.2502e-003 9.2573e-004 1.3304e-004 2.6208e-004 2.1875e-003 5.6503e-003 9.5358e-003 1.2568e-002 1.3817e-002 1.2974e-002 1.0033e-002 4.7162e-003
          21 2.6090e-011 2.2666e-007 4.3320e-008 3.4807e-009 1.2152e-004 3.4344e-005 7.8425e-007 7.1543e-003 5.9011e-003 3.1517e-004 5.7562e-002 1.0725e-001 1.4246e-002 3.8146e-002 1.1802e-001 5.6098e-002 8.1124e-002 1.7462e-001 7.1593e-002 2.1343e-002 5.7930e-002 1.6264e-002 4.4754e-004 1.6872e-002 2.3616e-004 5.7155e-005 6.0817e-003 1.8401e-003 4.2526e-004 1.0386e-003 3.2720e-003 4.5634e-003 2.7222e-003 6.9500e-004 4.0082e-006 5.3230e-004 9.8476e-004 7.1274e-004 1.1776e-004 1.4268e-004 1.3544e-003 3.5601e-003 6.0166e-003 7.8131e-003 8.2668e-003 6.9601e-003 3.4425e-003
          22 3.0969e-011 5.6605e-008 7.0559e-007 2.6897e-009 3.4246e-005 1.0047e-004 5.2465e-007 2.5918e-003 1.1436e-003 1.3556e-003 4.1484e-002 3.9434e-003 2.0446e-002 1.2769e-001 5.1540e-002 1.9656e-004 3.0585e-003 7.6901e-003 9.4579e-002 1.2606e-001 6.3454e-002 1.1423e-001 9.7757e-002 2.8097e-002 5.4266e-002 2.3488e-002 4.6957e-003 1.8733e-002 7.6619e-004 1.5186e-003 4.4378e-003 1.2436e-003 4.5660e-003 8.5684e-004 4.0215e-004 1.2649e-004 4.1428e-004 7.8467e-004 3.9708e-004 4.8635e-005 1.4752e-004 9.7484e-004 2.3288e-003 3.6587e-003 4.3698e-003 3.9925e-003 2.0702e-003
          23 2.1795e-011 8.2675e-009 7.1223e-007 1.0037e-009 6.0017e-006 1.2173e-004 1.7333e-007 5.0573e-004 3.0415e-003 8.0251e-004 1.1627e-002 3.8536e-003 3.1950e-002 5.6350e-002 1.7050e-005 3.4076e-002 2.5902e-002 2.0006e-002 4.6184e-002 9.5501e-003 5.7009e-003 5.8000e-003 3.3441e-002 9.3743e-002 6.0919e-002 9.8949e-002 1.0521e-001 5.5787e-002 8.2233e-002 4.4494e-002 2.8301e-002 3.8350e-002 6.7146e-003 1.9396e-002 3.5043e-003 4.0983e-003 3.5405e-003 2.0459e-004 2.0559e-003 2.9480e-005 1.5656e-004 4.9190e-004 5.3282e-004 1.6739e-003 1.9727e-003 1.9217e-003 1.0625e-003
          24 9.0986e-012 8.6201e-010 2.9284e-007 2.3563e-010 7.8628e-007 5.2763e-005 4.3150e-008 6.9347e-005 1.5583e-003 2.5456e-004 2.0985e-003 4.6555e-003 1.4066e-002 1.2396e-002 4.0774e-003 2.4390e-002 9.9414e-003 3.5485e-003 5.1065e-003 1.3364e-003 1.9130e-002 1.2545e-002 2.2635e-002 2.8220e-002 4.7468e-003 3.6337e-003 2.4504e-006 9.7389e-003 1.0519e-002 3.4664e-002 4.9721e-002 4.8201e-002 8.4465e-002 5.9617e-002 8.3429e-002 6.8894e-002 6.3127e-002 6.5217e-002 4.5429e-002 4.7929e-002 3.4798e-002 2.7210e-002 2.7319e-002 1.2167e-002 1.9014e-002 3.9173e-003 5.4195e-003
          25 4.3901e-013 2.8079e-011 1.3916e-008 9.7726e-012 2.7762e-008 2.5301e-006 1.8572e-009 2.4687e-006 7.6696e-005 1.1433e-005 8.1037e-005 2.5625e-004 6.7072e-004 4.9833e-004 2.8287e-004 1.2480e-003 4.3503e-004 1.1905e-004 1.5248e-004 1.4620e-004 1.0937e-003 6.3852e-004 1.0098e-003 1.0680e-003 7.4402e-005 2.9771e-005 7.4390e-005 9.0864e-004 8.7418e-004 2.1011e-003 2.5123e-003 2.0541e-003 3.1025e-003 1.5598e-003 1.8456e-003 8.7621e-004 3.7901e-004 1.3045e-004 6.0127e-005 3.1343e-004 1.4920e-003 3.6157e-003 6.9654e-003 1.6638e-002 3.1697e-002 8.9533e-002 3.3784e-001
