   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
          10 7.0270e-009 4.2420e-007 8.7378e-006 1.0138e-004 8.4788e-004 5.2845e-003 2.3355e-002 7.3259e-002 1.3486e-001 7.6144e-002 2.6978e-002 3.6122e-001 2.7593e-001 2.1953e-002 4.9094e-005 9.2170e-006 6.2434e-007 6.3622e-008 6.2485e-008 8.0754e-009 1.4348e-008 3.2964e-008 2.4309e-008 1.0452e-008 3.8361e-009 1.7307e-009 1.1987e-009 8.0133e-010 5.0655e-010 3.0484e-010
          11 8.6439e-010 8.6241e-008 2.4497e-006 3.1284e-005 2.6526e-004 1.7772e-003 8.8095e-003 3.2316e-002 8.3714e-002 1.2084e-001 4.0490e-002 5.4910e-002 3.0823e-001 3.1951e-001 2.9054e-002 3.4040e-005 1.2857e-005 1.9692e-006 4.7688e-008 2.8156e-009 3.3958e-010 3.8206e-009 1.5320e-008 1.4274e-008 8.0032e-009 4.5170e-009 3.6716e-009 2.8046e-009 1.9635e-009 1.2689e-009
          12 6.7013e-010 1.7943e-008 6.6792e-007 9.9803e-006 9.0590e-005 6.1516e-004 3.3197e-003 1.3574e-002 4.1870e-002 8.9380e-002 9.8953e-002 1.4893e-002 8.4793e-002 2.5092e-001 3.6383e-001 3.7695e-002 1.7693e-005 9.5231e-006 6.7799e-006 4.6111e-007 6.3695e-008 3.0149e-009 4.5818e-009 3.0906e-009 8.6167e-010 2.7220e-010 1.2600e-010 5.1334e-011 1.8675e-011 6.4945e-012
          13 1.2835e-009 9.0081e-009 2.0161e-007 3.2375e-006 3.2714e-005 2.2455e-004 1.2787e-003 5.6465e-003 1.9485e-002 5.0809e-002 8.8413e-002 7.1692e-002 1.6218e-003 1.1124e-001 1.9110e-001 4.0876e-001 4.9674e-002 3.9512e-005 5.8305e-007 1.7827e-005 2.3761e-006 1.1163e-007 1.3183e-008 1.4229e-009 2.7459e-011 1.8853e-011 7.9623e-011 1.2672e-010 1.3306e-010 1.0855e-010
          14 1.2401e-009 8.4345e-009 7.7785e-008 1.1355e-006 1.1997e-005 8.6249e-005 5.0913e-004 2.3769e-003 8.8411e-003 2.6019e-002 5.6860e-002 7.8601e-002 4.2216e-002 1.7973e-003 1.2899e-001 1.2694e-001 4.5278e-001 7.3219e-002 5.3541e-004 1.4734e-004 4.5838e-005 5.5571e-006 6.8207e-007 2.9810e-007 1.3570e-007 6.9006e-008 5.1869e-008 3.6997e-008 2.4525e-008 1.5239e-008
          15 5.3044e-010 6.0141e-009 3.3773e-008 4.3195e-007 4.3560e-006 3.3230e-005 1.9967e-004 9.7832e-004 3.8219e-003 1.2114e-002 3.0190e-002 5.3836e-002 5.5403e-002 1.4334e-002 1.5038e-002 1.2717e-001 4.9677e-002 4.7079e-001 1.4502e-001 1.2976e-002 6.0966e-003 1.8821e-003 2.9045e-004 2.9330e-005 9.4269e-006 3.0469e-006 1.6303e-006 8.9037e-007 4.9035e-007 2.7110e-007
          16 4.5629e-012 6.4044e-011 3.3732e-010 4.2100e-009 4.1595e-008 3.2196e-007 1.9370e-006 9.6118e-006 3.8004e-005 1.2234e-004 3.1334e-004 5.8747e-004 6.7279e-004 2.5953e-004 6.0318e-005 1.1912e-003 1.1683e-003 2.4618e-003 8.3067e-004 1.1148e-002 4.5733e-002 1.8802e-001 4.7140e-001 2.6929e-001 2.6608e-003 8.8716e-006 2.2195e-004 3.1049e-004 2.6707e-004 1.8636e-004
          17 1.4525e-011 2.5345e-010 1.2930e-009 1.5904e-008 1.5444e-007 1.2087e-006 7.2704e-006 3.6450e-005 1.4559e-004 4.7431e-004 1.2404e-003 2.4159e-003 2.9904e-003 1.4753e-003 5.1280e-005 4.0862e-003 6.5706e-003 3.2680e-003 1.7735e-002 5.9100e-002 1.0384e-001 1.3977e-001 5.0746e-003 4.2000e-001 1.6535e-001 3.7773e-002 1.4851e-002 6.0885e-003 2.5926e-003 1.1632e-003
          18 2.6934e-011 5.5588e-010 2.8077e-009 3.4318e-008 3.2970e-007 2.5970e-006 1.5610e-005 7.8764e-005 3.1672e-004 1.0395e-003 2.7531e-003 5.4878e-003 7.1121e-003 4.0028e-003 5.5712e-006 8.0178e-003 1.6780e-002 1.9375e-003 5.7984e-002 9.7833e-002 7.2806e-002 1.9515e-002 2.9744e-002 3.3013e-005 6.1140e-001 5.8734e-003 1.0970e-002 9.2342e-003 6.3326e-003 3.8675e-003
          19 1.8553e-011 4.2739e-010 2.1549e-009 2.6272e-008 2.5092e-007 1.9834e-006 1.1914e-005 6.0334e-005 2.4357e-004 8.0278e-004 2.1412e-003 4.3235e-003 5.7463e-003 3.4638e-003 5.0732e-006 5.7352e-003 1.3836e-002 3.3337e-004 5.0397e-002 5.4687e-002 1.6388e-002 5.3582e-004 2.5371e-002 5.7902e-003 4.6074e-002 7.4682e-001 2.6347e-004 4.1007e-003 3.7293e-005 6.1672e-005
          20 5.7120e-012 1.3833e-010 6.9757e-010 8.4980e-009 8.0969e-008 6.4093e-007 3.8486e-006 1.9520e-005 7.8935e-005 2.6062e-004 6.9716e-004 1.4153e-003 1.9008e-003 1.1779e-003 5.5078e-006 1.7968e-003 4.5981e-003 3.0672e-005 1.6873e-002 1.4829e-002 2.2700e-003 1.5859e-003 6.8638e-003 3.1573e-003 7.1284e-003 1.6773e-002 6.2620e-001 1.8087e-001 1.0133e-001 5.7075e-003
