   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
           0 8.4115e-001 1.5082e-001 7.8738e-003 1.5449e-004 1.2185e-006 1.6366e-009 5.9106e-009 1.9937e-008 1.4353e-008 7.9292e-011 2.7563e-009 1.2208e-009 1.0241e-009 9.4288e-010 1.9630e-009 4.8557e-011 7.2384e-010 9.2453e-010 1.8800e-010 1.5486e-011 1.6701e-010 1.9050e-010 1.1703e-010 5.3536e-011 2.1767e-011 1.0558e-011 7.7541e-012 5.4642e-012 3.6043e-012 2.2368e-012
           1 1.3737e-001 5.6349e-001 2.7346e-001 2.4912e-002 7.5782e-004 9.9764e-006 8.7241e-008 3.0612e-009 5.4044e-009 6.6479e-009 6.7255e-009 1.9170e-011 3.0332e-009 3.4730e-011 1.1587e-009 2.8642e-012 5.3546e-010 1.9553e-010 5.3472e-011 3.5140e-010 2.9661e-010 1.0008e-010 1.2954e-011 5.3870e-014 6.3676e-013 8.7600e-013 1.0928e-012 1.1084e-012 9.3395e-013 6.7803e-013
           2 1.8445e-002 2.2447e-001 3.3875e-001 3.6351e-001 5.2428e-002 2.3606e-003 4.4961e-005 5.1881e-007 8.2013e-010 3.2503e-009 1.2406e-008 1.2748e-008 3.0229e-010 2.8492e-009 9.4754e-010 1.0711e-009 3.4608e-010 1.0939e-009 6.3565e-011 3.1661e-010 6.4008e-010 3.8426e-010 1.2311e-010 2.6929e-011 5.3244e-012 1.4523e-012 6.0237e-013 2.1812e-013 6.8792e-014 2.0004e-014
           3 2.5631e-003 4.9211e-002 2.6487e-001 1.7002e-001 4.1628e-001 9.1014e-002 5.8679e-003 1.6413e-004 3.1419e-006 6.6653e-008 1.9160e-009 1.6228e-009 2.6344e-009 7.6616e-010 2.6356e-010 7.8070e-010 1.1330e-010 4.4590e-010 1.1302e-011 9.5178e-011 8.5355e-011 1.1015e-011 1.0633e-012 6.1666e-012 5.2932e-012 3.5293e-012 3.1768e-012 2.6182e-012 1.9336e-012 1.2941e-012
           4 3.8654e-004 9.5882e-003 8.5385e-002 2.6303e-001 5.9163e-002 4.2800e-001 1.4090e-001 1.2991e-002 5.3913e-004 1.6545e-005 5.5863e-007 1.6122e-008 8.2152e-010 3.9745e-009 3.5352e-009 8.0187e-010 1.7159e-009 2.2749e-010 6.6656e-010 3.2073e-012 1.8499e-010 1.6067e-010 3.9471e-011 3.1069e-012 1.1582e-016 2.1924e-013 4.8468e-013 6.3439e-013 6.1048e-013 4.7656e-013
           5 6.7848e-005 1.8857e-003 2.2109e-002 1.1990e-001 2.2591e-001 5.8573e-003 3.9521e-001 2.0045e-001 2.6838e-002 1.6926e-003 8.2999e-005 4.4740e-006 2.4787e-007 6.4276e-009 2.2320e-009 8.9069e-009 2.8338e-009 1.1657e-009 8.1686e-010 3.2915e-010 1.6529e-010 5.1465e-010 2.8920e-010 9.0002e-011 2.4215e-011 8.6365e-012 4.8281e-012 2.5915e-012 1.3386e-012 6.8414e-013
