   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42
           0 4.6442e-001 3.2022e-001 1.4106e-001 5.0939e-002 1.6416e-002 4.9493e-003 1.4361e-003 4.0499e-004 1.1124e-004 3.0072e-005 8.1908e-006 2.2789e-006 6.2962e-007 1.6094e-007 3.5750e-008 7.3539e-009 2.0500e-009 1.1367e-009 8.3551e-010 4.3588e-010 8.0845e-011 8.4048e-012 1.1586e-010 1.6262e-010 9.0885e-011 1.1461e-011 9.2870e-012 5.9625e-011 9.2903e-011 7.7740e-011 3.5782e-011 4.6877e-012 2.6830e-012 2.1984e-011 4.3444e-011 5.2921e-011 4.7807e-011 3.3972e-011 1.9219e-011 8.5288e-012 2.8798e-012 7.0194e-013 1.5845e-013
           1 3.8504e-001 2.4173e-002 2.0133e-001 1.9510e-001 1.1263e-001 5.0830e-002 2.0004e-002 7.2415e-003 2.4729e-003 8.0982e-004 2.5902e-004 8.2111e-005 2.5749e-005 7.8480e-006 2.3007e-006 6.6694e-007 2.0560e-007 7.1203e-008 2.5931e-008 8.0761e-009 1.4985e-009 3.9199e-011 6.0201e-011 5.3388e-011 5.6698e-013 9.0172e-011 2.0410e-010 1.8484e-010 7.1415e-011 1.4621e-012 3.2019e-011 1.0783e-010 1.4914e-010 1.2782e-010 7.1073e-011 2.1078e-011 5.3329e-013 6.0279e-012 2.0928e-011 3.0281e-011 2.7534e-011 1.4307e-011 4.5510e-012
           2 1.3017e-001 3.4404e-001 2.6016e-002 5.6876e-002 1.4945e-001 1.3665e-001 8.4101e-002 4.2089e-002 1.8556e-002 7.5178e-003 2.8822e-003 1.0662e-003 3.8351e-004 1.3443e-004 4.6263e-005 1.5872e-005 5.4826e-006 1.8845e-006 6.2408e-007 1.9386e-007 5.7642e-008 1.8213e-008 7.0615e-009 3.3620e-009 1.5783e-009 5.2174e-010 5.6743e-011 1.4013e-011 8.6544e-011 8.7481e-011 3.2108e-011 3.8017e-013 1.4000e-011 3.8397e-011 4.1775e-011 2.4613e-011 6.0916e-012 3.9460e-014 5.7292e-012 1.3830e-011 1.5766e-011 9.1166e-012 3.0058e-012
           3 1.9526e-002 2.5821e-001 2.1189e-001 9.3723e-002 2.6199e-003 7.8211e-002 1.1842e-001 9.7876e-002 6.0995e-002 3.2086e-002 1.5144e-002 6.6697e-003 2.7951e-003 1.1247e-003 4.3989e-004 1.6987e-004 6.5199e-005 2.4639e-005 9.0516e-006 3.2532e-006 1.1839e-006 4.5321e-007 1.8086e-007 6.9472e-008 2.2706e-008 5.5093e-009 8.8452e-010 1.2420e-010 8.2137e-011 1.8229e-010 2.8792e-010 2.5451e-010 1.1068e-010 7.8472e-012 2.1453e-011 9.7892e-011 1.4959e-010 1.4180e-010 9.6272e-011 4.9020e-011 1.8903e-011 5.2501e-012 1.2737e-012
