   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87
           0 9.9749e-001 2.4556e-003 5.6341e-005 5.0347e-008 1.2599e-007 4.6583e-009 2.4033e-009 1.6237e-039 8.2373e-028 7.5873e-038 1.5536e-036 1.9433e-033 3.0109e-030 3.6272e-018 1.2096e-028 1.4363e-027 5.5465e-026 1.1771e-023 5.6543e-013 4.7138e-023 5.9863e-023 7.0192e-023 7.8786e-019 2.5255e-010 5.5189e-018 4.4308e-017 1.2404e-015 6.3163e-012 1.3387e-009 1.8704e-013 8.6894e-013 2.4826e-011 6.6087e-010 6.7820e-011 4.7578e-011 6.6502e-011 5.2573e-011 1.9679e-011 2.7958e-012 1.0429e-012 1.4025e-011 4.1021e-011 7.9492e-011 1.2615e-010 1.7688e-010 2.2733e-010 2.7367e-010 3.1304e-010 3.4313e-010 3.6199e-010 3.6916e-010 3.6502e-010 3.5076e-010 3.2838e-010 2.9962e-010 2.6660e-010 2.3124e-010 1.9523e-010 1.6039e-010 1.2782e-010 9.8539e-011 7.3173e-011 5.2008e-011 3.4921e-011 2.1775e-011 1.2208e-011 5.7785e-012 1.9646e-012 2.4398e-013 1.0027e-013 1.0590e-012 2.7036e-012 4.6803e-012 6.7091e-012 8.5784e-012 1.0131e-011 1.1282e-011 1.1981e-011 1.2228e-011 1.2053e-011 1.1510e-011 1.0655e-011 9.5738e-012 8.3332e-012 7.0111e-012 5.6721e-012 4.3741e-012 3.1651e-012
           1 2.4072e-003 9.9405e-001 3.0994e-003 4.4550e-004 1.6332e-007 1.9516e-007 3.7756e-007 5.0220e-037 3.9339e-025 9.6012e-035 1.5570e-033 5.2799e-032 8.9773e-031 6.3711e-019 2.7140e-028 1.1410e-026 8.8660e-025 3.5079e-022 2.1511e-011 3.0590e-021 1.6037e-020 3.1753e-019 5.9485e-017 1.1471e-008 8.2075e-017 1.8392e-016 1.4257e-015 1.3744e-012 2.6369e-010 3.5652e-016 6.6360e-014 7.0990e-012 2.7589e-010 4.1530e-011 4.8464e-011 1.0442e-010 1.2939e-010 9.4955e-011 6.1731e-011 3.5096e-011 1.3644e-011 1.4695e-012 1.8990e-012 1.5728e-011 4.1756e-011 7.7254e-011 1.1863e-010 1.6221e-010 2.0440e-010 2.4181e-010 2.7209e-010 2.9378e-010 3.0636e-010 3.1034e-010 3.0634e-010 2.9564e-010 2.7953e-010 2.5929e-010 2.3664e-010 2.1261e-010 1.8842e-010 1.6501e-010 1.4312e-010 1.2285e-010 1.0458e-010 8.8350e-011 7.4244e-011 6.2051e-011 5.1705e-011 4.3026e-011 3.5767e-011 2.9796e-011 2.4868e-011 2.0844e-011 1.7569e-011 1.4893e-011 1.2722e-011 1.0951e-011 9.5048e-012 8.3205e-012 7.3467e-012 6.5343e-012 5.8545e-012 5.2737e-012 4.7707e-012 4.3220e-012 3.9039e-012 3.4811e-012
           2 1.0345e-004 3.0005e-003 9.9437e-001 4.1508e-004 2.0681e-003 2.9727e-005 8.5883e-006 2.0078e-036 8.5240e-025 5.5802e-035 2.3510e-033 1.8384e-030 2.3732e-027 2.7167e-015 8.5336e-026 9.5856e-025 3.7376e-023 8.8518e-021 4.5942e-010 4.8249e-020 1.5150e-019 1.5229e-018 8.5440e-017 9.1587e-009 4.5690e-019 7.2362e-016 4.3443e-014 3.1676e-010 6.7981e-008 1.1852e-011 6.6820e-011 2.3106e-009 6.7863e-008 7.9878e-009 7.3312e-009 1.4213e-008 1.7233e-008 1.3411e-008 1.0393e-008 8.4404e-009 6.6971e-009 5.0605e-009 3.6512e-009 2.5187e-009 1.6463e-009 1.0039e-009 5.5669e-010 2.6673e-010 9.7556e-011 1.7563e-011 5.8717e-013 2.5465e-011 7.5788e-011 1.3940e-010 2.0746e-010 2.7389e-010 3.3455e-010 3.8653e-010 4.2869e-010 4.5992e-010 4.8022e-010 4.9006e-010 4.9051e-010 4.8137e-010 4.6400e-010 4.3924e-010 4.0876e-010 3.7322e-010 3.3437e-010 2.9360e-010 2.5184e-010 2.1077e-010 1.7111e-010 1.3408e-010 1.0054e-010 7.1088e-011 4.6400e-011 2.6811e-011 1.2556e-011 3.6867e-012 1.0167e-013 1.5639e-012 7.7228e-012 1.8122e-011 3.2210e-011 4.9290e-011 6.8324e-011 8.7312e-011
           3 1.3229e-006 4.9337e-004 4.9532e-004 9.8941e-001 5.5787e-003 3.4595e-003 5.3890e-004 1.1070e-036 1.1980e-024 3.0194e-033 3.5107e-031 6.3982e-029 4.3416e-026 4.0876e-014 9.8452e-025 7.3410e-024 1.8692e-022 2.6200e-020 1.0713e-009 6.2540e-020 1.8481e-020 1.6428e-018 2.1516e-015 5.8883e-007 9.6132e-015 5.9937e-014 1.4103e-012 6.3415e-009 1.3377e-006 1.7259e-010 7.6562e-010 2.1748e-008 5.8634e-007 6.2158e-008 4.8215e-008 7.9514e-008 8.1554e-008 5.1269e-008 2.9797e-008 1.6181e-008 6.8712e-009 1.5417e-009 4.7267e-012 1.6421e-009 5.6663e-009 1.1245e-008 1.7587e-008 2.4028e-008 3.0011e-008 3.5067e-008 3.8906e-008 4.1377e-008 4.2458e-008 4.2264e-008 4.0917e-008 3.8619e-008 3.5577e-008 3.1991e-008 2.8117e-008 2.4123e-008 2.0199e-008 1.6489e-008 1.3104e-008 1.0081e-008 7.4762e-009 5.2990e-009 3.5485e-009 2.1966e-009 1.2121e-009 5.5145e-010 1.6659e-010 9.8445e-012 3.3854e-011 1.9468e-010 4.5270e-010 7.7268e-010 1.1254e-009 1.4858e-009 1.8346e-009 2.1574e-009 2.4445e-009 2.6871e-009 2.8837e-009 3.0304e-009 3.1278e-009 3.1738e-009 3.1614e-009 3.0679e-009
           4 3.0922e-007 3.5922e-007 1.9696e-003 4.2047e-003 9.5878e-001 3.1723e-002 1.5916e-003 3.5919e-033 3.0606e-021 8.4466e-031 1.9763e-029 1.4368e-027 4.6702e-025 3.3022e-013 5.0289e-024 1.3930e-023 3.4850e-023 2.0524e-020 2.6609e-009 8.2372e-019 8.5714e-018 2.7177e-016 7.6657e-014 1.6495e-005 1.6120e-013 5.9466e-013 9.0893e-012 2.7517e-008 5.7010e-006 5.0364e-010 1.4502e-009 2.4795e-008 4.9952e-007 3.3836e-008 8.6074e-009 8.1036e-010 5.0818e-009 2.6891e-008 6.0135e-008 1.0389e-007 1.5167e-007 1.9561e-007 2.3172e-007 2.5836e-007 2.7405e-007 2.7837e-007 2.7222e-007 2.5738e-007 2.3563e-007 2.0872e-007 1.7883e-007 1.4798e-007 1.1795e-007 9.0237e-008 6.5749e-008 4.5119e-008 2.8591e-008 1.6145e-008 7.5604e-009 2.4151e-009 1.9686e-010 3.2921e-010 2.2359e-009 5.3714e-009 9.2464e-009 1.3435e-008 1.7611e-008 2.1485e-008 2.4887e-008 2.7706e-008 2.9849e-008 3.1348e-008 3.2174e-008 3.2404e-008 3.2104e-008 3.1320e-008 3.0163e-008 2.8693e-008 2.6995e-008 2.5141e-008 2.3204e-008 2.1217e-008 1.9247e-008 1.7311e-008 1.5443e-008 1.3649e-008 1.1919e-008 1.0203e-008
           5 1.0463e-007 1.4089e-006 1.7749e-006 5.5036e-003 2.4930e-002 9.0154e-001 6.5547e-002 2.0080e-034 3.1178e-023 1.7910e-031 2.5525e-029 5.2254e-027 4.0479e-024 4.0568e-012 1.0886e-022 1.0200e-021 3.5758e-020 8.1418e-018 4.2392e-007 4.6018e-017 1.6682e-016 2.3555e-015 3.1407e-013 5.4927e-005 2.9154e-013 3.5937e-013 5.6919e-013 2.3370e-009 5.7518e-007 4.1638e-010 4.1830e-009 1.9947e-007 6.5523e-006 8.6842e-007 9.3187e-007 2.0328e-006 2.7136e-006 2.3200e-006 1.9695e-006 1.7416e-006 1.4949e-006 1.2142e-006 9.3508e-007 6.8256e-007 4.6678e-007 2.9318e-007 1.6335e-007 7.5053e-008 2.3279e-008 1.7100e-009 3.4327e-009 2.1495e-008 4.9492e-008 8.2003e-008 1.1465e-007 1.4426e-007 1.6868e-007 1.8658e-007 1.9777e-007 2.0227e-007 2.0081e-007 1.9437e-007 1.8416e-007 1.7083e-007 1.5553e-007 1.3907e-007 1.2233e-007 1.0576e-007 8.9970e-008 7.5303e-008 6.1897e-008 4.9994e-008 3.9538e-008 3.0568e-008 2.3016e-008 1.6768e-008 1.1738e-008 7.7900e-009 4.8026e-009 2.6500e-009 1.2106e-009 3.6921e-010 2.2404e-011 7.5447e-011 4.4369e-010 1.0497e-009 1.8150e-009 2.6356e-009
           6 1.1808e-008 9.3863e-007 3.1418e-009 1.3125e-007 8.5549e-003 5.1943e-002 8.2876e-001 2.9334e-031 2.0902e-019 4.7496e-029 7.7692e-028 3.8674e-026 7.7187e-024 4.1391e-012 3.2665e-023 4.4283e-024 1.2118e-020 9.3032e-018 6.5593e-007 1.1449e-016 7.8009e-016 1.9914e-014 4.9659e-012 1.0444e-003 9.7545e-012 3.4963e-011 5.3712e-010 1.6919e-006 3.5150e-004 3.3593e-008 1.1118e-007 2.3860e-006 5.6280e-005 5.0195e-006 2.8846e-006 3.4628e-006 2.4541e-006 8.7212e-007 1.6027e-007 1.6430e-009 1.7867e-007 5.5340e-007 1.0060e-006 1.4500e-006 1.8258e-006 2.0982e-006 2.2556e-006 2.3040e-006 2.2561e-006 2.1277e-006 1.9405e-006 1.7159e-006 1.4735e-006 1.2307e-006 9.9878e-007 7.8675e-007 5.9964e-007 4.3990e-007 3.0872e-007 2.0468e-007 1.2587e-007 6.9401e-008 3.1981e-008 1.0190e-008 8.9864e-010 1.1640e-009 8.3754e-009 2.0265e-008 3.4945e-008 5.0910e-008 6.6903e-008 8.2120e-008 9.5799e-008 1.0758e-007 1.1724e-007 1.2454e-007 1.2960e-007 1.3244e-007 1.3324e-007 1.3221e-007 1.2961e-007 1.2559e-007 1.2048e-007 1.1441e-007 1.0761e-007 1.0016e-007 9.2004e-008 8.2730e-008
           7 2.0526e-010 3.5855e-009 3.5933e-006 1.5067e-005 5.8691e-005 1.1101e-002 8.8871e-002 1.5151e-030 1.4482e-018 4.4276e-028 1.2137e-026 1.0446e-024 4.3230e-022 3.4957e-010 6.9609e-021 4.1566e-020 9.5520e-019 1.4127e-016 6.2399e-006 4.8546e-016 8.8521e-016 3.3763e-015 2.8857e-014 3.7844e-005 2.2125e-012 2.4060e-011 7.2566e-010 3.7818e-006 8.0218e-004 1.1471e-007 5.5977e-007 1.7483e-005 4.9444e-004 5.5917e-005 4.8834e-005 9.1658e-005 1.0881e-004 8.3427e-005 6.4140e-005 5.2049e-005 4.1524e-005 3.1724e-005 2.3258e-005 1.6380e-005 1.0985e-005 6.9185e-006 4.0055e-006 2.0492e-006 8.4900e-007 2.2145e-007 6.1705e-009 6.5796e-008 2.8866e-007 5.8903e-007 9.0439e-007 1.1929e-006 1.4292e-006 1.5997e-006 1.7035e-006 1.7430e-006 1.7269e-006 1.6662e-006 1.5730e-006 1.4542e-006 1.3203e-006 1.1784e-006 1.0361e-006 8.9667e-007 7.6484e-007 6.4317e-007 5.3235e-007 4.3409e-007 3.4764e-007 2.7318e-007 2.1004e-007 1.5724e-007 1.1408e-007 7.9489e-008 5.2534e-008 3.2251e-008 1.7715e-008 8.0362e-009 2.4239e-009 1.3857e-010 5.1874e-010 2.9600e-009 6.8740e-009 1.1555e-008
           8 9.6895e-009 2.6824e-009 5.6355e-007 2.5584e-007 1.9924e-005 1.7782e-004 1.4375e-002 9.0639e-031 2.6337e-019 1.1987e-030 4.5944e-027 1.5961e-024 1.4233e-021 1.4486e-009 3.8867e-020 3.5217e-019 1.1804e-017 2.5982e-015 1.3444e-004 1.4585e-014 5.4650e-014 8.4274e-013 1.3294e-010 2.4804e-002 1.6722e-010 3.7577e-010 3.3901e-009 5.4205e-006 1.0851e-003 3.8279e-008 1.0150e-008 7.1457e-007 5.6668e-005 1.3707e-005 2.5407e-005 7.5671e-005 1.2546e-004 1.3017e-004 1.3251e-004 1.3936e-004 1.4237e-004 1.3898e-004 1.3104e-004 1.2049e-004 1.0824e-004 9.5072e-005 8.1773e-005 6.8987e-005 5.7078e-005 4.6228e-005 3.6627e-005 2.8350e-005 2.1398e-005 1.5721e-005 1.1192e-005 7.6790e-006 5.0307e-006 3.1013e-006 1.7588e-006 8.7688e-007 3.4879e-007 8.2099e-008 4.5427e-010 4.3297e-008 1.6355e-007 3.2542e-007 5.0324e-007 6.7791e-007 8.3768e-007 9.7549e-007 1.0863e-006 1.1705e-006 1.2267e-006 1.2577e-006 1.2659e-006 1.2529e-006 1.2232e-006 1.1787e-006 1.1229e-006 1.0585e-006 9.8848e-007 9.1413e-007 8.3829e-007 7.6181e-007 6.8625e-007 6.1202e-007 5.3884e-007 4.6459e-007
           9 7.2269e-011 3.2390e-010 2.6547e-010 3.9043e-006 5.8975e-006 4.8370e-006 2.8376e-004 3.3131e-030 3.8505e-020 3.8109e-028 5.0838e-026 4.9434e-024 1.0318e-021 4.4249e-010 8.1225e-022 7.1368e-020 1.0995e-017 5.2307e-015 3.3045e-004 4.8690e-014 2.6650e-013 5.6335e-012 1.1887e-009 2.3980e-001 2.0124e-009 6.3211e-009 8.6448e-008 2.4616e-004 5.0921e-002 4.4873e-006 1.3866e-005 2.8330e-004 6.5766e-003 5.7932e-004 3.3367e-004 4.1503e-004 3.1897e-004 1.3785e-004 4.5731e-005 8.1960e-006 1.8975e-007 1.0223e-005 2.9580e-005 5.2034e-005 7.3483e-005 9.1458e-005 1.0482e-004 1.1342e-004 1.1750e-004 1.1744e-004 1.1399e-004 1.0793e-004 1.0002e-004 9.1037e-005 8.1488e-005 7.1850e-005 6.2443e-005 5.3484e-005 4.5214e-005 3.7690e-005 3.0994e-005 2.5144e-005 2.0128e-005 1.5849e-005 1.2270e-005 9.3148e-006 6.9207e-006 5.0060e-006 3.5096e-006 2.3664e-006 1.5139e-006 9.0241e-007 4.8275e-007 2.1551e-007 6.5958e-008 5.0546e-009 8.8630e-009 5.7732e-008 1.3588e-007 2.3089e-007 3.3331e-007 4.3571e-007 5.3322e-007 6.2177e-007 6.9892e-007 7.6215e-007 8.0789e-007 8.2793e-007
