   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27
           0 1.0000e+000 5.0447e-007 4.9581e-007 4.8537e-008 1.0574e-009 2.5680e-008 3.0327e-008 7.8414e-011 2.2328e-009 2.7513e-009 2.0145e-009 1.3378e-009 3.6153e-009 2.7762e-010 7.6338e-010 1.1375e-009 1.2515e-010 1.7953e-010 5.6774e-010 3.7917e-010 5.9736e-011 1.5480e-011 1.3201e-010 2.1037e-010 1.9609e-010 1.3526e-010 6.8117e-011 4.8669e-012
           1 5.2020e-007 9.9999e-001 4.1673e-006 1.6913e-006 5.1095e-008 2.6685e-009 6.0336e-009 1.6474e-008 1.9541e-009 5.8109e-011 5.9451e-009 7.9741e-011 2.1207e-009 4.8797e-010 2.1386e-010 2.1142e-010 9.0001e-011 7.0738e-010 5.9354e-010 9.0596e-011 3.8902e-011 2.5025e-010 3.3282e-010 2.5738e-010 1.4157e-010 6.2445e-011 2.2274e-011 1.3724e-012
           2 5.3460e-007 4.2127e-006 9.9997e-001 2.2074e-005 2.7595e-006 1.4548e-007 2.1737e-009 4.8297e-009 2.5614e-008 4.6035e-009 1.2716e-010 7.6995e-009 3.7061e-015 2.5396e-009 1.0067e-010 7.3590e-010 2.0150e-010 3.9384e-010 1.4048e-009 9.1376e-010 1.1071e-010 5.5522e-011 2.9152e-010 3.6057e-010 2.6360e-010 1.4435e-010 6.0605e-011 4.0084e-012
           3 2.1028e-008 1.6985e-006 2.2279e-005 9.9991e-001 5.8957e-005 3.8013e-006 3.0738e-007 2.7389e-010 5.2521e-009 3.7143e-008 7.6275e-009 8.7265e-011 8.4220e-009 1.1150e-010 3.0737e-009 4.7470e-013 1.7665e-009 4.9223e-010 3.7547e-010 1.6299e-009 1.1279e-009 1.8659e-010 1.8173e-011 1.9846e-010 2.6603e-010 2.0092e-010 1.0155e-010 7.1946e-012
           4 1.8490e-008 3.9872e-008 2.6899e-006 5.9487e-005 9.9981e-001 1.2344e-004 4.6214e-006 4.9760e-007 1.3116e-008 8.7016e-015 8.5627e-009 5.9017e-010 1.7217e-009 7.0841e-010 3.4513e-010 1.5880e-012 5.9886e-010 2.5291e-010 4.6709e-011 2.9699e-010 1.5854e-010 1.0180e-011 8.7675e-012 1.9476e-011 9.4448e-012 1.5087e-012 8.3611e-015 4.0340e-015
           5 9.5873e-009 1.7021e-009 1.2655e-007 3.5036e-006 1.2443e-004 9.9964e-001 2.2397e-004 5.2892e-006 8.0149e-007 4.1153e-008 4.3216e-009 1.8171e-008 2.1979e-009 2.9174e-009 3.4002e-009 5.9410e-010 4.0466e-010 7.2310e-010 1.1535e-009 3.3624e-011 3.4549e-010 5.0728e-010 1.7197e-010 4.1076e-012 2.3131e-011 4.7886e-011 3.4676e-011 2.7345e-012
           6 5.2833e-009 7.5535e-009 6.1570e-009 3.0328e-007 3.8741e-006 2.2595e-004 9.9939e-001 3.7201e-004 5.8239e-006 1.1363e-006 8.6962e-008 1.9960e-008 2.8713e-008 3.8881e-009 3.5577e-009 7.7302e-009 4.9742e-010 1.4637e-009 4.3252e-010 2.1744e-009 5.0267e-010 1.3198e-010 7.5705e-010 6.6229e-010 2.6668e-010 5.9412e-011 7.1901e-012 1.8710e-013
           7 6.0089e-009 5.2299e-009 2.0396e-008 1.0835e-008 5.6936e-007 3.9698e-006 3.7527e-004 9.9902e-001 5.8740e-004 6.1535e-006 1.4315e-006 1.5540e-007 4.2936e-008 2.2335e-008 4.3962e-009 4.5934e-009 1.0169e-008 1.9825e-010 1.5872e-009 2.0518e-010 1.9465e-009 7.0323e-010 2.3441e-011 5.8276e-010 7.6513e-010 5.1225e-010 2.2821e-010 1.5242e-011
           8 5.8388e-009 6.9783e-009 1.0202e-008 1.4769e-008 2.7634e-008 8.7806e-007 3.6405e-006 5.9255e-004 9.9850e-001 8.9794e-004 6.2477e-006 1.7420e-006 2.6250e-007 6.5950e-008 6.3571e-009 3.5471e-009 5.4124e-009 7.9639e-009 6.9107e-011 7.5293e-010 1.6280e-010 1.0632e-009 3.5234e-010 1.6576e-011 3.3439e-010 4.6150e-010 3.0009e-010 2.3025e-011
           9 1.0572e-009 1.5779e-009 1.1613e-008 3.5497e-009 2.7521e-009 1.0294e-007 1.2705e-006 2.8985e-006 9.0501e-004 9.9775e-001 1.3311e-003 6.0800e-006 2.1307e-006 3.5438e-007 1.3425e-007 3.4707e-009 1.3176e-008 1.9361e-009 1.1869e-008 1.8174e-011 2.0082e-009 1.2507e-010 5.9658e-010 8.0676e-010 1.8673e-010 4.2957e-013 4.3954e-011 5.8372e-012
          10 1.4878e-009 7.7822e-010 1.7596e-009 1.1177e-008 2.4590e-012 5.0906e-009 1.7258e-007 1.5597e-006 1.7455e-006 1.3405e-003 9.9672e-001 1.9276e-003 5.5153e-006 2.5785e-006 4.8434e-007 2.2881e-007 6.7883e-011 2.9335e-008 4.1273e-011 9.7580e-009 1.1104e-010 3.0039e-009 1.3622e-009 3.3750e-012 4.1946e-010 3.9539e-010 1.6009e-010 9.5580e-012
          11 1.4925e-010 7.8426e-011 2.6015e-009 1.2263e-010 5.9830e-009 5.9204e-009 1.5658e-009 3.2262e-007 1.9278e-006 5.7390e-007 1.9384e-003 9.9531e-001 2.7355e-003 4.6200e-006 3.0766e-006 7.2594e-007 2.6084e-007 2.9482e-008 3.5941e-008 1.3206e-009 3.4612e-010 6.4699e-010 1.9703e-009 7.6486e-010 6.7779e-011 4.9149e-014 2.0930e-012 1.6095e-013
          12 4.5736e-010 1.0834e-009 1.2612e-010 1.9074e-009 1.1739e-011 1.9199e-008 3.6991e-010 3.3579e-009 4.3817e-007 2.1866e-006 6.9046e-009 2.7433e-003 9.9343e-001 3.8104e-003 3.1154e-006 3.8682e-006 9.4944e-007 4.5182e-007 3.7869e-008 1.0211e-007 2.2754e-008 1.3773e-011 2.5445e-010 4.7523e-009 6.1284e-009 3.5159e-009 1.3190e-009 8.1228e-011
          13 7.4594e-011 2.3338e-013 2.8566e-009 6.9892e-010 7.0582e-011 5.1780e-010 1.1618e-008 1.4826e-008 4.0904e-008 6.7673e-007 2.3825e-006 1.6263e-006 3.8084e-003 9.9096e-001 5.2158e-003 1.4437e-006 4.4412e-006 1.4523e-006 6.5407e-007 6.8689e-008 1.6067e-007 7.6481e-008 8.4926e-009 2.1083e-009 3.9709e-009 4.9880e-009 3.2411e-009 2.4812e-010
          14 8.9685e-010 1.2320e-009 6.9370e-011 1.9982e-009 8.9745e-010 2.2070e-009 3.6432e-010 2.1247e-008 1.1298e-008 5.5989e-008 9.8214e-007 2.6046e-006 8.5883e-006 5.1872e-003 9.8770e-001 7.0869e-003 3.8036e-007 4.3694e-006 1.9754e-006 1.1519e-006 1.5934e-007 1.5278e-007 9.7748e-008 3.7515e-008 1.9626e-008 1.4262e-008 8.4176e-009 6.4373e-010
          15 5.0867e-010 1.1233e-009 1.7936e-009 1.5038e-011 3.3493e-010 1.0752e-009 1.5488e-013 2.2190e-009 7.3417e-009 6.2873e-008 9.1485e-008 1.1669e-006 2.5123e-006 2.6632e-005 7.0037e-003 9.8328e-001 9.6798e-003 2.7094e-009 5.5008e-006 1.4042e-006 1.7902e-006 4.1159e-007 3.1193e-007 1.8749e-007 5.2124e-008 1.0974e-008 2.9557e-009 1.8727e-010
          16 1.0055e-014 8.8424e-011 1.8909e-009 1.2323e-009 7.9239e-011 3.1834e-009 1.5315e-009 1.0268e-009 9.6155e-010 6.0656e-009 1.4826e-007 2.6553e-007 1.6156e-006 1.8669e-006 6.3233e-005 9.4929e-003 9.7744e-001 1.2983e-002 5.4669e-006 1.0077e-005 2.0064e-006 1.1444e-006 4.0474e-007 4.9904e-007 4.2963e-007 2.1972e-007 8.1787e-008 5.1277e-009
          17 3.3437e-010 1.0976e-010 1.5966e-010 5.0924e-010 1.1176e-010 1.4661e-011 7.6116e-010 1.3806e-009 1.0737e-010 1.7278e-009 3.7625e-010 1.6827e-007 3.8928e-007 2.1968e-006 6.3754e-007 1.3272e-004 1.2576e-002 9.7086e-001 1.6362e-002 4.5319e-005 1.0401e-005 4.0552e-006 2.0868e-006 4.0361e-007 2.6392e-007 2.6488e-007 1.6202e-007 1.2152e-008
          18 5.2941e-010 2.1551e-010 1.8323e-010 1.5709e-011 1.3238e-011 1.0793e-009 4.0173e-011 4.1543e-009 2.1580e-009 1.4143e-009 1.4273e-009 1.0326e-008 3.0878e-007 6.4115e-007 2.6733e-006 3.6911e-008 2.9444e-004 1.5517e-002 9.6372e-001 2.0296e-002 1.4815e-004 7.2927e-006 5.8837e-006 3.1734e-006 6.8448e-007 2.2632e-007 1.1816e-007 9.2448e-009
          19 2.7746e-010 5.6925e-011 3.6425e-010 2.6880e-010 1.3112e-010 4.8619e-010 2.1686e-010 2.5963e-010 1.5729e-009 4.2198e-010 5.8537e-009 4.1888e-009 4.7247e-008 4.4003e-007 1.0085e-006 1.8589e-006 2.3171e-007 6.1923e-004 1.8730e-002 9.5606e-001 2.4147e-002 4.1705e-004 5.0853e-007 5.3692e-006 5.3201e-006 2.1361e-006 6.9318e-007 4.2646e-008
          20 3.5179e-011 4.2074e-012 8.9767e-011 1.2577e-010 5.1765e-011 4.6124e-011 1.1098e-012 8.1318e-010 8.9782e-012 4.3460e-009 1.0719e-009 7.3388e-009 1.6353e-008 1.1586e-007 8.1557e-007 1.2479e-006 1.6050e-006 8.3048e-006 1.1219e-003 2.1490e-002 9.4865e-001 2.7678e-002 1.0243e-003 7.2433e-006 3.0811e-006 3.3191e-006 1.5989e-006 1.1118e-007
          21 1.2809e-011 6.9073e-011 1.3164e-011 1.9647e-012 5.3053e-012 5.7643e-010 1.4695e-010 1.0391e-009 3.2979e-010 1.4851e-009 2.3897e-009 1.2560e-009 2.2128e-008 5.4605e-008 2.0354e-007 1.4007e-006 1.1146e-006 1.7679e-006 4.1527e-005 1.9340e-003 2.3550e-002 9.4380e-001 2.8114e-002 2.4095e-003 1.2147e-004 2.8178e-006 3.5474e-007 7.4834e-008
          22 8.8372e-011 9.8920e-011 1.5957e-010 1.4236e-010 9.7193e-011 5.4930e-010 2.1383e-010 1.4275e-010 2.6328e-010 9.5322e-011 3.6123e-009 1.2742e-010 1.1349e-008 5.3721e-008 5.3069e-008 5.5940e-007 9.9611e-007 1.1170e-006 4.1193e-008 1.4690e-004 3.0778e-003 2.2455e-002 9.4503e-001 2.4219e-002 4.2744e-003 6.0789e-004 1.0934e-004 5.0382e-006
          23 1.3265e-010 6.9613e-011 2.4737e-010 2.7931e-010 1.6635e-010 1.7274e-010 8.7609e-011 5.7673e-011 3.4684e-011 1.2855e-009 4.8862e-010 2.4619e-010 1.8502e-009 3.3461e-008 6.4815e-008 1.5027e-007 7.1808e-007 1.2413e-006 8.7310e-007 4.5533e-006 3.5682e-004 4.5883e-003 1.7818e-002 9.5210e-001 1.5928e-002 6.0880e-003 1.4665e-003 7.9916e-005
          24 1.2249e-010 2.9956e-011 2.1068e-010 2.7396e-010 1.5191e-010 4.3715e-012 5.8858e-012 2.7299e-010 2.6384e-012 1.3858e-009 2.5408e-010 1.5867e-012 9.1700e-011 1.2094e-008 7.7621e-008 6.9463e-008 4.7764e-007 8.8221e-007 1.1848e-006 4.1400e-009 3.9647e-005 8.3486e-004 5.6358e-003 1.0801e-002 9.6649e-001 3.2855e-003 4.1495e-003 2.8379e-004
          25 8.6179e-011 7.6994e-012 1.2829e-010 1.8802e-010 9.9697e-011 2.6798e-011 6.2851e-012 2.7655e-010 1.6772e-011 7.5693e-010 1.1586e-009 2.5071e-010 1.5199e-011 3.2715e-009 5.7023e-008 5.1501e-008 2.9827e-007 4.2957e-007 8.7548e-007 6.7792e-007 4.8169e-006 1.5260e-004 1.5180e-003 5.9368e-003 1.7355e-003 9.7607e-001 3.7360e-003 2.1983e-007
          26 4.8930e-011 9.0640e-013 6.1475e-011 1.0054e-010 5.2060e-011 6.1039e-011 2.0196e-011 1.6144e-010 1.2772e-011 2.9149e-010 1.2040e-009 4.1669e-010 4.9099e-011 9.0532e-010 2.9595e-008 3.5331e-008 1.6276e-007 1.9526e-007 4.5520e-007 8.4415e-007 3.8415e-007 3.4982e-005 4.3177e-004 2.0627e-003 4.1803e-003 4.5063e-003 9.1764e-001 1.1590e-002
          27 1.6722e-011 1.6583e-014 1.8413e-011 3.2603e-011 1.6742e-011 3.5068e-011 1.2472e-011 5.1659e-011 4.0255e-012 7.2394e-011 5.1824e-010 2.1662e-010 4.4680e-011 2.2410e-010 9.2109e-009 1.3617e-008 5.4942e-008 6.3294e-008 1.4623e-007 3.6307e-007 8.9889e-009 7.1167e-006 1.0248e-004 5.0912e-004 1.3059e-003 6.3931e-004 6.2312e-002 3.3391e-001
