   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36
          10 4.8246e-026 3.9332e-024 1.6815e-023 9.4823e-023 5.5892e-021 1.6273e-019 4.7701e-018 1.1904e-016 4.5452e-015 1.2190e-013 2.3815e-012 3.6861e-011 6.1618e-010 8.2263e-009 8.7023e-008 8.2819e-007 6.4535e-006 4.4130e-005 2.4465e-004 1.1422e-003 4.3690e-003 1.3443e-002 3.2159e-002 5.6802e-002 6.6476e-002 3.9369e-002 2.4484e-003 1.7245e-002 4.7933e-002 1.2417e-002 1.4296e-002 4.0733e-002 6.9733e-004 4.3781e-002 4.7106e-004 8.4214e-002 3.7283e-003
          11 1.9828e-025 7.3290e-024 5.0693e-024 3.3956e-021 7.2639e-020 1.7822e-018 4.6897e-017 1.0784e-015 3.6771e-014 8.9831e-013 1.6260e-011 2.3517e-010 3.5575e-009 4.3074e-008 4.1653e-007 3.5643e-006 2.5017e-005 1.5107e-004 7.4091e-004 3.0045e-003 9.8065e-003 2.5030e-002 4.7570e-002 6.1507e-002 4.3616e-002 6.6905e-003 8.5183e-003 4.1347e-002 2.0167e-002 4.1921e-003 3.8764e-002 2.8936e-003 3.0782e-002 2.2293e-003 5.2082e-002 4.4427e-002 1.1585e-002
          12 1.8083e-024 2.1301e-023 1.1926e-021 6.6995e-020 8.6523e-019 1.6305e-017 3.8344e-016 8.1172e-015 2.4714e-013 5.5063e-012 9.2394e-011 1.2485e-009 1.7130e-008 1.8848e-007 1.6669e-006 1.2849e-005 8.1243e-005 4.3417e-004 1.8799e-003 6.6039e-003 1.8264e-002 3.8114e-002 5.5678e-002 4.8252e-002 1.4263e-002 1.8961e-003 3.1806e-002 2.8816e-002 3.2438e-006 2.9759e-002 1.4328e-002 1.2592e-002 2.0355e-002 1.2614e-002 6.1737e-004 1.3039e-001 6.6396e-003
          13 2.4096e-023 9.6152e-025 5.9525e-020 1.4680e-018 1.0182e-017 1.2745e-016 2.7040e-015 5.2550e-014 1.4269e-012 2.9016e-011 4.5134e-010 5.6951e-009 7.0997e-008 7.1099e-007 5.7506e-006 3.9976e-005 2.2755e-004 1.0771e-003 4.1037e-003 1.2424e-002 2.8791e-002 4.7994e-002 5.0874e-002 2.4267e-002 1.3564e-004 1.9471e-002 3.4121e-002 3.9686e-003 1.5708e-002 2.6048e-002 7.3166e-004 2.8719e-002 1.3823e-006 2.3635e-002 3.3094e-003 3.2548e-002 5.0857e-002
          14 1.1733e-021 3.3280e-020 9.2422e-018 1.1299e-016 2.2059e-016 7.1627e-016 1.6733e-014 2.9909e-013 7.1710e-012 1.3357e-010 1.9254e-009 2.2688e-008 2.5752e-007 2.3517e-006 1.7403e-005 1.0925e-004 5.5968e-004 2.3477e-003 7.8417e-003 2.0326e-002 3.8890e-002 5.0007e-002 3.4626e-002 4.7910e-003 7.4573e-003 3.2445e-002 1.4598e-002 3.3723e-003 2.8931e-002 3.6518e-003 1.8734e-002 1.0243e-002 1.5305e-002 3.6977e-003 2.0903e-002 7.2265e-003 6.5983e-002
          15 1.3659e-009 1.0861e-007 1.7572e-005 1.6068e-004 9.5717e-005 3.8864e-005 1.0355e-007 1.7875e-005 3.6693e-005 3.6079e-005 2.6770e-005 1.4087e-005 1.3085e-005 1.6403e-009 4.9572e-005 1.6549e-004 9.8260e-004 3.7319e-003 1.2101e-002 2.9372e-002 5.2342e-002 6.0400e-002 3.4275e-002 1.5899e-003 1.6448e-002 4.0338e-002 9.3459e-003 1.1180e-002 3.3635e-002 2.8396e-004 2.9789e-002 4.1647e-003 2.5974e-002 2.3315e-004 2.1558e-002 2.6431e-005 1.7112e-002
          16 6.2148e-022 3.1790e-019 2.6284e-017 1.2508e-016 1.0723e-016 7.7090e-015 9.1392e-014 1.4672e-012 3.2227e-011 5.4408e-010 7.2869e-009 8.0100e-008 8.2944e-007 6.9171e-006 4.6831e-005 2.6572e-004 1.2237e-003 4.5447e-003 1.3238e-002 2.9084e-002 4.4919e-002 4.2000e-002 1.4915e-002 5.0160e-004 2.2858e-002 2.5458e-002 3.8222e-004 1.9741e-002 1.6353e-002 3.6859e-003 2.3092e-002 5.7776e-004 2.0349e-002 3.9745e-003 3.8851e-003 4.7181e-002 4.2242e-002
          17 4.5289e-023 8.2662e-019 3.1310e-017 1.4315e-017 2.5832e-015 4.3104e-014 4.5597e-013 6.6638e-012 1.2991e-010 2.0054e-009 2.4908e-008 2.5544e-007 2.4175e-006 1.8441e-005 1.1424e-004 5.8626e-004 2.4242e-003 7.9569e-003 2.0080e-002 3.6887e-002 4.4481e-002 2.7155e-002 2.0273e-003 9.9802e-003 2.9049e-002 8.5580e-003 6.0330e-003 2.4695e-002 1.0536e-003 1.8873e-002 6.5790e-003 1.4257e-002 4.4039e-003 1.6307e-002 7.9952e-004 3.2044e-003 9.2189e-002
          18 6.3716e-021 4.7737e-018 8.6215e-017 1.8971e-016 2.7669e-014 2.5236e-013 2.0586e-012 2.7364e-011 4.7487e-010 6.6888e-009 7.7075e-008 7.3703e-007 6.3864e-006 4.4616e-005 2.5288e-004 1.1739e-003 4.3505e-003 1.2578e-002 2.7259e-002 4.1052e-002 3.6623e-002 1.1448e-002 1.0509e-003 2.2006e-002 2.0667e-002 1.8599e-005 1.9074e-002 1.2275e-002 4.4836e-003 1.9575e-002 5.9518e-004 1.8489e-002 1.6867e-003 1.0386e-002 1.0727e-002 1.4629e-003 7.8539e-002
          19 1.4309e-019 4.5029e-017 3.1195e-016 1.0310e-014 3.4356e-013 1.6271e-012 8.4199e-012 1.0422e-010 1.6078e-009 2.0596e-008 2.2034e-007 1.9629e-006 1.5598e-005 9.9902e-005 5.1789e-004 2.1739e-003 7.2025e-003 1.8253e-002 3.3564e-002 4.0256e-002 2.4145e-002 1.6131e-003 9.4369e-003 2.5909e-002 7.0032e-003 5.8717e-003 2.1656e-002 7.9079e-004 1.6616e-002 6.2694e-003 1.1392e-002 6.2278e-003 1.2828e-002 3.0777e-004 9.2055e-003 1.7695e-002 5.6467e-002
          20 7.8927e-018 1.5585e-015 1.4742e-015 8.7907e-013 1.3030e-011 2.0691e-011 2.3935e-011 3.7428e-010 5.1022e-009 5.8196e-008 5.8295e-007 4.8211e-006 3.5218e-005 2.0693e-004 9.8081e-004 3.7199e-003 1.0984e-002 2.4237e-002 3.7215e-002 3.4011e-002 1.1226e-002 7.0350e-004 1.9320e-002 1.9141e-002 7.0388e-005 1.6489e-002 1.1750e-002 3.2147e-003 1.8046e-002 8.9901e-005 1.7205e-002 1.3200e-004 1.3812e-002 4.5363e-003 1.4089e-003 7.0331e-004 9.4126e-002
          21 1.6942e-007 2.8738e-005 4.8511e-007 2.2322e-002 2.3695e-001 1.3607e-001 4.1107e-002 1.8398e-003 1.3082e-002 3.5627e-002 4.0567e-002 3.3526e-002 2.0331e-002 1.5614e-002 3.3654e-003 1.1641e-002 1.4861e-003 2.1021e-002 1.3736e-002 1.8433e-002 2.2697e-003 1.0229e-003 1.2017e-002 6.5474e-003 2.5478e-004 9.9379e-003 3.0680e-003 3.7623e-003 7.1617e-003 1.1619e-003 7.3615e-003 1.2541e-003 4.8366e-003 4.3256e-003 4.1846e-006 2.7022e-004 1.0446e-002
          22 2.4857e-017 3.6145e-015 3.7639e-015 3.9834e-012 2.7694e-011 1.5059e-015 2.2430e-010 1.1586e-009 1.4241e-008 1.5836e-007 1.4239e-006 1.1078e-005 7.4142e-005 4.0041e-004 1.7329e-003 5.9299e-003 1.5535e-002 2.9568e-002 3.7046e-002 2.3944e-002 2.3734e-003 7.0278e-003 2.3359e-002 7.8942e-003 3.8922e-003 1.9750e-002 1.5907e-003 1.3128e-002 7.9571e-003 7.3798e-003 9.1837e-003 7.6787e-003 3.9107e-003 1.1664e-002 1.4145e-003 2.7279e-003 5.4016e-002
          23 1.3270e-017 1.5181e-015 2.1633e-014 3.0340e-012 7.8069e-012 4.3908e-011 7.0954e-010 3.6672e-009 3.9821e-008 3.9515e-007 3.3074e-006 2.3885e-005 1.4716e-004 7.2984e-004 2.8823e-003 8.8786e-003 2.0525e-002 3.3280e-002 3.2905e-002 1.3062e-002 9.0651e-005 1.5497e-002 1.9354e-002 6.4777e-004 1.2711e-002 1.3170e-002 1.1831e-003 1.7004e-002 2.7531e-004 1.4993e-002 5.8947e-004 1.3919e-002 2.7053e-004 8.3270e-003 7.2770e-003 3.0696e-003 5.4452e-002
          24 2.1717e-017 1.8951e-015 1.2785e-013 6.9753e-012 2.1273e-012 3.6632e-010 2.7199e-009 1.0759e-008 1.0424e-007 9.3484e-007 7.2087e-006 4.8438e-005 2.7459e-004 1.2511e-003 4.5012e-003 1.2445e-002 2.5208e-002 3.4233e-002 2.5351e-002 4.3958e-003 3.8641e-003 2.0650e-002 1.0462e-002 1.4451e-003 1.7766e-002 3.8072e-003 8.6062e-003 1.0873e-002 3.0712e-003 1.2312e-002 2.5474e-003 9.2338e-003 6.5144e-003 1.1097e-003 7.4984e-003 2.2606e-003 6.4033e-002
          25 6.7031e-017 3.4913e-015 1.0237e-012 2.7101e-011 1.2603e-011 3.1001e-009 1.2241e-008 2.9272e-008 2.6177e-007 2.1166e-006 1.4898e-005 9.3379e-005 4.8636e-004 2.0362e-003 6.6587e-003 1.6461e-002 2.8938e-002 3.2133e-002 1.6294e-002 2.4315e-004 1.0709e-002 1.9806e-002 2.5937e-003 7.9557e-003 1.5110e-002 5.3751e-006 1.4726e-002 2.4388e-003 1.0741e-002 3.8441e-003 1.0024e-002 1.4483e-003 1.1130e-002 1.1511e-003 2.3829e-003 5.7446e-003 2.9106e-002
          26 7.5228e-016 9.7072e-015 2.0471e-011 2.6742e-010 1.4839e-009 5.7133e-008 1.0022e-007 6.0256e-008 6.5179e-007 4.6834e-006 2.8964e-005 1.7276e-004 8.1864e-004 3.1603e-003 9.3541e-003 2.0589e-002 3.1027e-002 2.7221e-002 7.9152e-003 1.0893e-003 1.6762e-002 1.3898e-002 2.6123e-005 1.4325e-002 7.5985e-003 3.7123e-003 1.3501e-002 2.3057e-004 1.3511e-002 1.1654e-005 1.2189e-002 8.6346e-004 7.4907e-003 6.5818e-003 5.0568e-005 6.3665e-004 4.5976e-002
          27 5.5076e-009 3.0909e-009 1.6095e-004 1.2362e-003 1.9783e-002 3.9894e-001 2.8984e-001 3.9058e-002 5.4535e-003 1.4271e-002 4.3694e-002 5.5986e-002 4.8418e-002 3.4541e-002 2.1904e-002 1.2326e-002 7.1282e-003 3.4682e-003 1.9105e-003 9.5288e-004 4.1578e-004 2.5489e-004 1.1541e-004 4.0104e-005 3.2668e-005 1.8162e-005 2.7526e-006 2.1002e-006 4.7224e-006 1.3112e-006 4.8067e-008 1.9129e-010 7.6073e-007 9.7182e-007 1.8283e-007 8.3530e-010 5.4148e-007
          28 9.9739e-015 2.5663e-015 2.7244e-010 1.5440e-009 4.0625e-008 6.2360e-007 2.1992e-007 6.2162e-007 1.1790e-006 8.3663e-006 6.0448e-005 2.8717e-004 1.3451e-003 4.6111e-003 1.2523e-002 2.4185e-002 3.0885e-002 2.0218e-002 2.1188e-003 5.6251e-003 1.9002e-002 6.3704e-003 3.1740e-003 1.5792e-002 1.2877e-003 1.0244e-002 6.7565e-003 4.9950e-003 8.7655e-003 3.9221e-003 6.8304e-003 6.5322e-003 1.3419e-003 8.5435e-003 3.0632e-003 2.9268e-008 2.7349e-002
          29 3.7586e-015 3.1134e-014 6.1097e-011 1.0019e-010 1.3891e-008 9.9918e-008 1.2150e-008 1.0450e-006 2.9428e-006 1.7926e-005 1.0508e-004 4.9196e-004 2.0559e-003 6.5280e-003 1.5887e-002 2.6954e-002 2.8373e-002 1.2695e-002 5.0310e-006 1.1376e-002 1.6709e-002 1.1045e-003 9.0239e-003 1.1812e-002 3.5808e-004 1.3526e-002 9.5866e-004 1.0742e-002 2.1619e-003 9.7109e-003 9.3810e-004 1.0170e-002 5.0015e-004 4.6928e-003 6.0800e-003 2.1382e-003 1.9323e-002
          30 1.0596e-014 1.3425e-013 8.1255e-011 4.3342e-012 2.4423e-008 7.7127e-008 2.5683e-007 2.9179e-006 6.4208e-006 3.5104e-005 1.8428e-004 7.9282e-004 3.0523e-003 8.8232e-003 1.9294e-002 2.8346e-002 2.3888e-002 6.0956e-003 1.5082e-003 1.5799e-002 1.1234e-002 2.1714e-004 1.3522e-002 5.4636e-003 4.3920e-003 1.1169e-002 5.6499e-004 1.1751e-002 9.2750e-005 1.0738e-002 7.1748e-004 7.5601e-003 4.8004e-003 4.9851e-004 4.9677e-003 2.9983e-003 2.7528e-002
          31 5.7756e-014 7.5012e-013 2.0439e-010 1.4038e-010 7.4742e-008 7.3727e-008 1.9172e-006 9.8877e-006 1.3298e-005 6.6971e-005 3.1551e-004 1.2184e-003 4.3712e-003 1.1381e-002 2.2341e-002 2.7935e-002 1.8023e-002 1.6362e-003 5.4790e-003 1.7128e-002 5.1362e-003 3.3096e-003 1.4006e-002 8.3131e-004 9.5871e-003 5.4814e-003 4.8152e-003 7.5257e-003 3.5129e-003 6.3774e-003 5.2055e-003 2.2454e-003 8.1537e-003 7.7299e-004 1.5307e-003 3.0056e-003 8.4302e-003
          32 6.3841e-013 8.1397e-012 1.1024e-009 4.2414e-009 4.6546e-007 2.5565e-008 2.0197e-005 5.2878e-005 2.4574e-005 1.3040e-004 5.4162e-004 1.7612e-003 6.1474e-003 1.3940e-002 2.4866e-002 2.5593e-002 1.1863e-002 4.5164e-006 1.0128e-002 1.5101e-002 9.6797e-004 8.0745e-003 1.0557e-002 3.2753e-004 1.2021e-002 8.9461e-004 9.4202e-003 2.1744e-003 8.2490e-003 1.3590e-003 8.8739e-003 9.7200e-006 6.7315e-003 4.2598e-003 8.2168e-006 8.0010e-004 1.6860e-002
          33 4.8092e-009 6.3919e-008 4.3678e-006 4.5939e-005 2.0612e-003 6.4143e-004 1.2843e-001 1.4780e-001 2.8947e-003 4.4855e-003 8.6559e-003 4.2854e-003 4.1739e-002 2.5732e-004 5.5763e-002 9.4982e-004 1.6267e-002 6.4781e-003 3.1956e-003 1.1801e-002 9.4562e-004 5.2809e-003 4.5060e-003 3.1771e-003 5.5693e-003 1.3540e-004 7.1495e-003 2.2142e-005 5.9524e-003 1.1175e-004 5.1402e-003 1.6878e-003 1.4787e-003 4.0536e-003 1.1094e-003 5.7462e-007 4.9139e-003
          34 8.5061e-009 1.1330e-007 7.6085e-006 8.1769e-005 3.5997e-003 1.2056e-003 2.2604e-001 2.5369e-001 7.2953e-003 4.2404e-003 5.8325e-003 3.0196e-002 1.5504e-002 5.7077e-002 2.2425e-003 4.3011e-002 1.5530e-003 2.7129e-003 1.4692e-002 7.1033e-004 5.8796e-004 7.1297e-003 1.0545e-003 5.3471e-004 4.8594e-003 1.6459e-004 3.4531e-003 2.1571e-005 3.8310e-003 4.1835e-005 2.9219e-003 7.3289e-004 1.0833e-003 2.3814e-003 5.5515e-004 1.4663e-006 2.7362e-003
          35 5.7017e-012 8.6699e-011 2.8535e-009 6.7639e-008 1.4887e-006 3.2513e-006 1.2279e-004 3.2954e-005 2.1111e-004 2.9482e-004 1.1095e-003 4.3137e-003 9.1146e-003 2.0917e-002 2.4426e-002 1.8376e-002 1.8898e-003 3.9164e-003 1.5758e-002 5.3655e-003 2.2052e-003 1.2819e-002 1.2147e-003 7.7200e-003 5.9094e-003 3.3476e-003 7.7237e-003 2.0390e-003 7.0602e-003 3.0509e-003 3.9623e-003 6.2084e-003 5.1893e-005 5.0329e-003 4.0532e-003 8.5780e-004 5.4145e-003
          36 4.3421e-012 8.3591e-011 1.2420e-009 6.3110e-008 7.2340e-007 4.9431e-006 7.5043e-005 7.0204e-007 4.4064e-004 5.5333e-004 1.8035e-003 5.7847e-003 1.1478e-002 2.3022e-002 2.3015e-002 1.2970e-002 1.0115e-004 7.7146e-003 1.4605e-002 1.5098e-003 5.9607e-003 1.0553e-002 3.4006e-005 1.0381e-002 1.6608e-003 7.3570e-003 3.2382e-003 5.9836e-003 2.6703e-003 6.8122e-003 5.0710e-004 7.4535e-003 1.2328e-003 1.8161e-003 4.4597e-003 2.1545e-003 8.5504e-003
          37 6.3529e-012 1.7406e-010 1.0183e-009 1.2052e-007 6.9809e-007 1.2293e-005 8.9418e-005 6.5822e-005 1.1378e-003 9.8616e-004 2.8447e-003 7.9133e-003 1.3534e-002 2.5045e-002 1.9782e-002 8.0721e-003 5.7334e-004 1.0918e-002 1.1460e-002 2.7991e-006 9.3703e-003 6.4736e-003 1.9185e-003 9.9407e-003 4.9916e-008 9.4536e-003 2.8839e-004 8.4879e-003 1.0753e-004 8.0438e-003 4.2844e-004 5.1905e-003 4.3068e-003 2.2650e-005 2.6447e-003 2.4891e-003 1.2162e-003
          38 1.4394e-011 6.5636e-010 1.1122e-009 4.0868e-007 1.0603e-006 4.8792e-005 1.7129e-004 6.3254e-004 4.0445e-003 1.7923e-003 4.6880e-003 1.1221e-002 1.4663e-002 2.7464e-002 1.4448e-002 4.2820e-003 3.4850e-003 1.2122e-002 7.3883e-003 1.3051e-003 1.0680e-002 2.4559e-003 5.5975e-003 6.7079e-003 1.4659e-003 8.3322e-003 6.0299e-004 7.6712e-003 9.6330e-004 5.8525e-003 3.2387e-003 1.6641e-003 6.0406e-003 1.0418e-003 5.2786e-004 1.5685e-003 5.8723e-003
          39 8.3086e-011 8.1218e-009 1.4060e-009 4.5601e-006 3.9908e-006 5.9867e-004 9.0988e-004 1.2210e-002 3.9198e-002 3.8243e-003 1.0652e-002 2.0177e-002 9.9599e-003 3.6775e-002 3.6179e-003 2.9358e-003 1.2507e-002 7.4650e-003 3.9247e-003 6.5167e-003 7.3188e-003 1.6992e-004 9.3349e-003 1.8834e-003 4.5726e-003 4.2890e-003 3.8778e-003 3.5531e-003 4.1035e-003 1.7894e-003 5.9495e-003 8.7788e-006 4.2928e-003 3.4430e-003 1.6035e-004 2.5353e-004 8.4910e-004
          40 6.3299e-010 1.1216e-007 2.4943e-011 5.9980e-005 2.2593e-005 8.1416e-003 7.1683e-003 1.9506e-001 4.4603e-001 2.4195e-003 1.7578e-002 2.0245e-002 1.7008e-002 2.9574e-002 4.3541e-002 9.6815e-003 2.5007e-002 1.2427e-002 1.0164e-003 7.6686e-003 3.9434e-003 7.6481e-005 8.6777e-004 2.9946e-003 3.1921e-005 5.0913e-004 7.9878e-004 1.3045e-003 1.5582e-004 9.4735e-004 1.5540e-005 1.0961e-003 4.6446e-004 5.4829e-005 4.9538e-004 3.6109e-004 5.5623e-005
          41 1.9555e-011 1.0375e-008 1.7976e-009 5.2779e-006 3.4985e-007 7.3718e-004 2.8102e-004 2.0463e-002 3.0919e-002 2.4428e-003 1.5919e-003 5.1782e-003 3.2015e-002 6.9719e-003 2.4590e-002 1.2184e-003 1.5970e-003 1.9912e-002 9.5699e-005 2.8469e-003 1.1182e-002 3.6830e-004 7.2032e-003 1.5090e-003 6.9338e-003 2.0707e-003 4.7918e-003 2.1899e-003 5.7844e-003 4.5985e-004 6.1178e-003 5.0977e-004 2.8526e-003 4.3233e-003 8.6800e-004 4.0626e-006 1.8731e-003
          42 6.7151e-013 2.7761e-009 3.3896e-009 1.3231e-006 1.4077e-007 1.9039e-004 1.8762e-006 6.3479e-003 4.0380e-003 6.6721e-003 6.0964e-003 1.2270e-002 2.8744e-002 1.0434e-002 1.1399e-002 2.6854e-003 6.1756e-003 1.3114e-002 3.5516e-004 6.8695e-003 5.9913e-003 2.8527e-003 7.4073e-003 1.3821e-005 8.6239e-003 6.1268e-005 7.1971e-003 4.1274e-005 7.0515e-003 3.9296e-004 4.7560e-003 3.2164e-003 3.9198e-004 4.1427e-003 2.7411e-003 5.0268e-004 1.4367e-003
          43 1.4640e-011 2.0481e-009 6.6430e-009 9.4378e-007 7.8575e-007 1.3750e-004 2.3725e-005 5.1964e-003 7.4984e-004 1.3849e-002 1.0110e-002 1.6659e-002 2.8430e-002 7.5740e-003 5.7226e-003 6.7998e-003 7.3615e-003 8.1974e-003 2.9026e-003 7.7391e-003 2.0972e-003 6.5076e-003 4.5016e-003 1.5266e-003 7.1555e-003 9.1161e-004 6.1809e-003 9.8673e-004 5.0597e-003 2.8469e-003 1.7281e-003 5.2299e-003 2.7909e-004 1.9737e-003 3.3664e-003 1.4832e-003 8.1714e-005
          44 6.4093e-011 2.2891e-009 1.4996e-008 1.0635e-006 2.4362e-006 1.5493e-004 1.3650e-004 6.3430e-003 1.3651e-005 3.0087e-002 1.5022e-002 2.0412e-002 2.7272e-002 2.8799e-003 2.2079e-003 1.3798e-002 5.5063e-003 3.8653e-003 8.0412e-003 5.6072e-003 9.6588e-005 9.5956e-003 1.0841e-003 4.3082e-003 3.6397e-003 3.9987e-003 2.9107e-003 3.7860e-003 1.7131e-003 5.4467e-003 9.1434e-006 4.6358e-003 2.3211e-003 1.4517e-004 2.1906e-003 1.8429e-003 1.9456e-003
          45 2.4070e-010 3.2983e-009 3.9359e-008 1.6278e-006 7.4608e-006 2.3515e-004 5.1527e-004 1.0055e-002 2.4765e-003 7.1389e-002 2.0273e-002 2.2003e-002 2.2362e-002 6.5479e-005 4.0486e-004 2.4040e-002 1.1314e-003 8.2545e-004 1.5011e-002 1.2491e-003 7.4398e-004 9.6293e-003 3.1380e-004 5.5407e-003 3.5221e-004 6.8293e-003 8.9308e-005 5.4745e-003 1.1522e-005 5.1519e-003 1.5809e-003 1.5416e-003 4.0955e-003 7.0145e-004 3.0974e-004 9.8690e-004 4.2827e-006
