   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87
           0 9.9666e-001 3.2748e-003 6.0922e-005 2.8643e-008 1.0029e-007 7.9771e-009 4.1972e-012 7.4888e-040 8.5572e-028 3.1673e-037 1.1617e-035 1.1268e-033 3.7003e-031 2.2315e-019 1.6137e-030 1.1828e-029 6.0360e-027 5.4292e-024 4.1697e-013 8.5674e-023 7.4747e-022 2.3884e-020 7.2273e-018 1.5917e-009 1.6608e-017 6.6715e-017 1.0901e-015 3.4114e-012 7.0705e-010 6.0981e-014 1.5440e-013 1.8341e-012 2.5240e-011 5.4432e-013 6.8354e-013 1.0113e-011 3.2773e-011 5.4463e-011 8.0183e-011 1.1364e-010 1.4932e-010 1.8166e-010 2.0861e-010 2.2948e-010 2.4315e-010 2.4909e-010 2.4768e-010 2.3996e-010 2.2694e-010 2.0954e-010 1.8916e-010 1.6712e-010 1.4465e-010 1.2287e-010 1.0244e-010 8.3913e-011 6.7550e-011 5.3442e-011 4.1636e-011 3.1954e-011 2.4217e-011 1.8181e-011 1.3584e-011 1.0134e-011 7.6086e-012 5.7973e-012 4.5347e-012 3.6784e-012 3.1301e-012 2.8161e-012 2.6825e-012 2.7022e-012 2.8518e-012 3.1237e-012 3.5126e-012 4.0113e-012 4.6182e-012 5.3236e-012 6.1181e-012 6.9892e-012 7.9234e-012 8.8960e-012 9.8938e-012 1.0887e-011 1.1852e-011 1.2747e-011 1.3502e-011 1.3953e-011
           1 3.2003e-003 9.9181e-001 4.5090e-003 4.8082e-004 6.3505e-007 3.2394e-008 4.7394e-007 4.6440e-037 3.5315e-025 8.2684e-035 1.1650e-033 2.4530e-032 1.7362e-030 1.0339e-017 9.2681e-028 2.5290e-026 1.7444e-024 6.6012e-022 4.0143e-011 5.6493e-021 2.9265e-020 5.6948e-019 1.0288e-016 1.9531e-008 1.3112e-016 2.4494e-016 1.1410e-015 6.8026e-015 1.4130e-014 8.3725e-014 1.3811e-012 8.0960e-011 2.8257e-009 3.9597e-010 4.4844e-010 9.9675e-010 1.3233e-009 1.0966e-009 8.7182e-010 6.9114e-010 5.0082e-010 3.1266e-010 1.5638e-010 5.0575e-011 2.8325e-012 1.3057e-011 7.4510e-011 1.7592e-010 3.0351e-010 4.4211e-010 5.7762e-010 6.9815e-010 7.9490e-010 8.6316e-010 9.0019e-010 9.0665e-010 8.8497e-010 8.3871e-010 7.7408e-010 6.9586e-010 6.1001e-010 5.2175e-010 4.3563e-010 3.5397e-010 2.7965e-010 2.1410e-010 1.5832e-010 1.1223e-010 7.5631e-011 4.7739e-011 2.7478e-011 1.3762e-011 5.3575e-012 1.1277e-012 2.3555e-015 1.0377e-012 3.4305e-012 6.5223e-012 9.8003e-012 1.2887e-011 1.5529e-011 1.7558e-011 1.8915e-011 1.9577e-011 1.9585e-011 1.8989e-011 1.7838e-011 1.6132e-011
           2 1.3288e-004 4.3285e-003 9.9188e-001 1.1788e-003 2.4410e-003 2.0370e-005 1.1597e-005 1.0608e-036 2.2022e-025 3.5740e-036 1.2330e-032 4.2186e-030 4.2160e-027 4.5239e-015 1.3120e-025 1.3217e-024 4.6584e-023 9.8631e-021 4.8866e-010 4.6369e-020 1.1453e-019 6.6936e-019 2.4069e-019 1.5375e-009 2.4713e-016 3.6290e-015 1.2730e-013 7.3138e-010 1.5570e-007 2.3662e-011 1.2002e-010 3.8106e-009 1.0787e-007 1.2144e-008 1.0392e-008 1.8888e-008 2.1506e-008 1.5545e-008 1.1029e-008 8.0711e-009 5.6474e-009 3.6445e-009 2.1370e-009 1.1031e-009 4.6136e-010 1.2342e-010 4.5430e-012 3.0177e-011 1.4033e-010 2.8955e-010 4.4581e-010 5.8859e-010 7.0651e-010 7.9551e-010 8.5490e-010 8.8718e-010 8.9586e-010 8.8439e-010 8.5788e-010 8.1923e-010 7.7212e-010 7.1951e-010 6.6414e-010 6.0622e-010 5.4766e-010 4.8920e-010 4.3215e-010 3.7655e-010 3.2343e-010 2.7334e-010 2.2638e-010 1.8335e-010 1.4423e-010 1.0950e-010 7.9374e-011 5.3961e-011 3.3465e-011 1.7894e-011 7.2321e-012 1.3666e-012 1.0516e-013 3.1839e-012 1.0275e-011 2.0981e-011 3.4840e-011 5.1260e-011 6.9327e-011 8.7188e-011
           3 2.4508e-006 5.8244e-004 1.2747e-003 9.8875e-001 4.2671e-003 4.4841e-003 6.0077e-004 8.4667e-037 9.8471e-024 8.5659e-033 6.4216e-031 9.8789e-029 5.9851e-026 5.4087e-014 1.2237e-024 8.0980e-024 1.7396e-022 1.7782e-020 5.9321e-010 1.5453e-020 5.6199e-020 1.1081e-017 6.4782e-015 1.6052e-006 2.1682e-014 1.1450e-013 2.3889e-012 9.7111e-009 2.0394e-006 2.4060e-010 9.7143e-010 2.5014e-008 6.4158e-007 6.3585e-008 4.3584e-008 6.2625e-008 5.4524e-008 2.6780e-008 1.0150e-008 2.1266e-009 2.8327e-011 2.8111e-009 9.1730e-009 1.7729e-008 2.7174e-008 3.6376e-008 4.4487e-008 5.0984e-008 5.5541e-008 5.7961e-008 5.8318e-008 5.6820e-008 5.3780e-008 4.9600e-008 4.4608e-008 3.9160e-008 3.3545e-008 2.8004e-008 2.2776e-008 1.7990e-008 1.3761e-008 1.0148e-008 7.1643e-009 4.7751e-009 2.9479e-009 1.6249e-009 7.4220e-010 2.2886e-010 1.6088e-011 3.7246e-011 2.3158e-010 5.4574e-010 9.3333e-010 1.3568e-009 1.7860e-009 2.1960e-009 2.5712e-009 2.8983e-009 3.1706e-009 3.3853e-009 3.5430e-009 3.6431e-009 3.6922e-009 3.6918e-009 3.6473e-009 3.5598e-009 3.4250e-009 3.2226e-009
           4 4.2173e-007 1.3272e-006 2.2597e-003 3.0303e-003 9.5871e-001 3.1621e-002 2.1313e-003 4.6736e-033 3.9769e-021 1.0942e-030 2.5289e-029 1.7921e-027 5.5379e-025 3.7898e-013 5.3553e-024 1.0919e-023 6.1188e-026 8.4361e-020 8.0365e-009 1.9363e-018 1.7003e-017 4.9016e-016 1.2844e-013 2.7123e-005 2.5170e-013 8.5914e-013 1.1955e-011 3.2030e-008 6.5923e-006 4.9353e-010 1.0854e-009 1.1298e-008 1.4616e-007 2.8875e-009 3.4471e-009 4.5731e-008 1.3594e-007 2.0672e-007 2.7774e-007 3.5941e-007 4.3145e-007 4.7934e-007 5.0199e-007 5.0248e-007 4.8285e-007 4.4644e-007 3.9801e-007 3.4262e-007 2.8442e-007 2.2677e-007 1.7286e-007 1.2503e-007 8.4765e-008 5.2789e-008 2.9035e-008 1.2981e-008 3.7215e-009 1.4702e-010 1.0445e-009 5.1975e-009 1.1464e-008 1.8843e-008 2.6536e-008 3.3849e-008 4.0321e-008 4.5613e-008 4.9601e-008 5.2159e-008 5.3376e-008 5.3379e-008 5.2258e-008 5.0282e-008 4.7553e-008 4.4306e-008 4.0711e-008 3.6887e-008 3.3010e-008 2.9169e-008 2.5461e-008 2.1960e-008 1.8720e-008 1.5754e-008 1.3096e-008 1.0735e-008 8.6704e-009 6.8828e-009 5.3478e-009 4.0311e-009
           5 8.9549e-008 2.6670e-006 2.8640e-006 6.5205e-003 2.4524e-002 9.0199e-001 6.3860e-002 1.8182e-034 4.3171e-023 2.0306e-031 2.8725e-029 6.0129e-027 4.7928e-024 4.8621e-012 1.3294e-022 1.2857e-021 4.6519e-020 1.0919e-017 5.7440e-007 6.3474e-017 2.3568e-016 3.3853e-015 4.5342e-013 7.9113e-005 4.1171e-013 4.5816e-013 3.1315e-013 8.2244e-009 1.9349e-006 9.8744e-010 9.0965e-009 4.1792e-007 1.3565e-005 1.7751e-006 1.8704e-006 4.0132e-006 5.2692e-006 4.4138e-006 3.6524e-006 3.1297e-006 2.5835e-006 1.9971e-006 1.4418e-006 9.6445e-007 5.8242e-007 3.0175e-007 1.1930e-007 2.4067e-008 3.5865e-010 3.0571e-008 9.6851e-008 1.8268e-007 2.7400e-007 3.6013e-007 4.3317e-007 4.8846e-007 5.2376e-007 5.3859e-007 5.3509e-007 5.1536e-007 4.8289e-007 4.4131e-007 3.9430e-007 3.4398e-007 2.9329e-007 2.4415e-007 1.9840e-007 1.5685e-007 1.2037e-007 8.9276e-008 6.3461e-008 4.2832e-008 2.6906e-008 1.5244e-008 7.2962e-009 2.4941e-009 2.9372e-010 1.6888e-010 1.6384e-009 4.2718e-009 7.6978e-009 1.1594e-008 1.5706e-008 1.9808e-008 2.3729e-008 2.7297e-008 3.0299e-008 3.2320e-008
           6 1.2605e-008 1.0781e-006 2.4768e-007 6.9782e-009 9.8367e-003 5.0727e-002 8.3831e-001 2.7236e-031 1.9051e-019 4.2351e-029 6.6300e-028 3.1370e-026 5.7905e-024 2.9364e-012 1.9249e-023 2.4123e-023 1.4896e-020 1.0235e-017 7.1150e-007 1.2263e-016 8.3450e-016 2.1523e-014 5.4581e-012 1.1541e-003 1.0952e-011 4.0242e-011 6.3582e-010 2.0664e-006 4.2995e-004 4.2474e-008 1.4605e-007 3.2676e-006 7.8740e-005 7.2283e-006 4.3795e-006 5.5781e-006 4.2543e-006 1.7150e-006 4.3722e-007 1.3452e-008 1.3759e-007 6.3283e-007 1.3276e-006 2.0808e-006 2.7813e-006 3.3504e-006 3.7456e-006 3.9560e-006 3.9870e-006 3.8539e-006 3.5886e-006 3.2274e-006 2.8076e-006 2.3652e-006 1.9269e-006 1.5151e-006 1.1449e-006 8.2550e-007 5.6255e-007 3.5568e-007 2.0238e-007 9.7347e-008 3.3791e-008 4.3207e-009 1.7422e-009 1.9164e-008 5.0412e-008 9.0037e-008 1.3360e-007 1.7762e-007 2.1918e-007 2.5667e-007 2.8842e-007 3.1395e-007 3.3297e-007 3.4523e-007 3.5138e-007 3.5167e-007 3.4682e-007 3.3756e-007 3.2473e-007 3.0877e-007 2.9065e-007 2.7074e-007 2.4968e-007 2.2769e-007 2.0476e-007 1.8010e-007
           7 9.5949e-010 1.5633e-008 6.0558e-006 2.4079e-005 1.4653e-004 1.0728e-002 8.0865e-002 1.5541e-030 1.4789e-018 4.4975e-028 1.2188e-026 1.0334e-024 4.1938e-022 3.3595e-010 6.5825e-021 3.8033e-020 8.3717e-019 1.1665e-016 5.0117e-006 3.6496e-016 5.4926e-016 9.5399e-016 2.9511e-013 1.2947e-004 3.7979e-012 3.2366e-011 8.8610e-010 4.3946e-006 9.3063e-004 1.2968e-007 6.2344e-007 1.9340e-005 5.4629e-004 6.1774e-005 5.4088e-005 1.0199e-004 1.2180e-004 9.4146e-005 7.3123e-005 6.0052e-005 4.8566e-005 3.7678e-005 2.8105e-005 2.0184e-005 1.3844e-005 8.9545e-006 5.3586e-006 2.8674e-006 1.2759e-006 3.8931e-007 3.1397e-008 4.4718e-008 2.9566e-007 6.7662e-007 1.1048e-006 1.5207e-006 1.8845e-006 2.1710e-006 2.3721e-006 2.4850e-006 2.5167e-006 2.4785e-006 2.3854e-006 2.2453e-006 2.0730e-006 1.8789e-006 1.6753e-006 1.4680e-006 1.2657e-006 1.0738e-006 8.9481e-007 7.3277e-007 5.8770e-007 4.6093e-007 3.5224e-007 2.6067e-007 1.8561e-007 1.2562e-007 7.9348e-008 4.5280e-008 2.1868e-008 7.5603e-009 9.0556e-010 5.1627e-010 5.1083e-009 1.3473e-008 2.4372e-008 3.6205e-008
           8 1.4150e-008 6.0818e-009 5.6000e-007 1.9409e-006 4.2638e-005 3.7917e-004 1.3827e-002 8.6602e-031 2.4902e-019 8.6206e-031 4.6903e-027 1.6223e-024 1.4485e-021 1.4746e-009 3.9553e-020 3.5730e-019 1.1896e-017 2.5914e-015 1.3347e-004 1.4341e-014 5.2783e-014 7.9641e-013 1.2234e-010 2.2639e-002 1.4880e-010 3.1956e-010 2.6914e-009 3.7949e-006 7.5322e-004 1.9166e-008 1.2439e-010 1.9862e-006 1.0812e-004 2.1336e-005 3.4065e-005 9.4666e-005 1.5074e-004 1.5184e-004 1.5128e-004 1.5680e-004 1.5868e-004 1.5410e-004 1.4505e-004 1.3357e-004 1.2050e-004 1.0656e-004 9.2486e-005 7.8905e-005 6.6153e-005 5.4397e-005 4.3842e-005 3.4587e-005 2.6664e-005 2.0055e-005 1.4659e-005 1.0364e-005 7.0326e-006 4.5246e-006 2.7122e-006 1.4641e-006 6.6629e-007 2.1568e-007 2.3177e-008 1.5086e-008 1.3172e-007 3.2541e-007 5.5981e-007 8.0652e-007 1.0460e-006 1.2652e-006 1.4539e-006 1.6093e-006 1.7272e-006 1.8090e-006 1.8565e-006 1.8707e-006 1.8568e-006 1.8173e-006 1.7564e-006 1.6783e-006 1.5874e-006 1.4857e-006 1.3779e-006 1.2656e-006 1.1514e-006 1.0364e-006 9.2028e-007 7.9963e-007
           9 3.6398e-010 1.7189e-009 3.8277e-008 7.7279e-006 1.2793e-005 1.9336e-007 3.2761e-004 2.3322e-030 3.9761e-020 2.6025e-028 3.9535e-026 4.1979e-024 9.5409e-022 4.2723e-010 9.4655e-022 6.4809e-020 1.0710e-017 5.2502e-015 3.3386e-004 4.9589e-014 2.7272e-013 5.7546e-012 1.2070e-009 2.4299e-001 2.0261e-009 6.2995e-009 8.5138e-008 2.3905e-004 4.9414e-002 4.2830e-006 1.2949e-005 2.5737e-004 5.8813e-003 5.0631e-004 2.7824e-004 3.2621e-004 2.3145e-004 8.6719e-005 2.0588e-005 6.0280e-007 5.6295e-006 2.4608e-005 4.9297e-005 7.4342e-005 9.6429e-005 1.1376e-004 1.2574e-004 1.3261e-004 1.3487e-004 1.3300e-004 1.2784e-004 1.2019e-004 1.1085e-004 1.0058e-004 8.9891e-005 7.9240e-005 6.8939e-005 5.9188e-005 5.0224e-005 4.2087e-005 3.4849e-005 2.8521e-005 2.3079e-005 1.8416e-005 1.4485e-005 1.1207e-005 8.5184e-006 6.3320e-006 4.5885e-006 3.2228e-006 2.1721e-006 1.3883e-006 8.2128e-007 4.3206e-007 1.8506e-007 4.9980e-008 1.3383e-009 1.7397e-008 8.0029e-008 1.7425e-007 2.8797e-007 4.1121e-007 5.3659e-007 6.5775e-007 7.7015e-007 8.6923e-007 9.4916e-007 9.9817e-007
