   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18
           0 5.1271e-002 1.9390e-001 3.0573e-001 2.6297e-001 1.3500e-001 4.2327e-002 7.9125e-003 8.0846e-004 3.6347e-005 3.4988e-007 1.6264e-008 1.5239e-008 7.7692e-009 7.1915e-010 5.3650e-009 5.7655e-010 2.2422e-010 4.6784e-010 7.9053e-011
           1 1.1146e-001 1.9013e-001 4.9698e-002 2.6981e-002 2.0509e-001 2.4814e-001 1.2982e-001 3.4169e-002 4.3613e-003 2.1069e-004 1.2107e-006 7.6146e-008 2.4298e-008 1.3934e-008 1.4616e-009 7.6388e-009 1.0419e-009 3.0198e-011 3.7281e-011
           2 1.4421e-001 8.7157e-002 1.0670e-002 1.3133e-001 3.9524e-002 4.1943e-002 2.3004e-001 2.1944e-001 8.2188e-002 1.2850e-002 6.3011e-004 9.8422e-007 3.6118e-007 3.6892e-009 1.2955e-008 1.1760e-009 6.0918e-009 1.8076e-009 1.2495e-010
           3 1.4597e-001 1.6373e-002 7.1342e-002 5.2437e-002 2.6498e-002 1.1685e-001 3.9808e-003 1.2535e-001 2.6663e-001 1.4583e-001 2.7492e-002 1.2518e-003 4.2369e-007 7.9919e-007 7.9946e-008 2.7052e-008 2.1045e-010 3.2271e-009 5.4988e-010
           4 1.2810e-001 1.9049e-004 8.3955e-002 4.0731e-004 8.2857e-002 9.8872e-003 7.8193e-002 6.3515e-002 3.1154e-002 2.5747e-001 2.1455e-001 4.7871e-002 1.7787e-003 1.8651e-005 8.6592e-008 3.0747e-007 3.0631e-007 7.4088e-008 5.2502e-009
           5 1.0263e-001 1.2926e-002 5.4218e-002 1.8140e-002 5.0640e-002 1.8218e-002 6.4921e-002 1.0959e-002 1.0639e-001 2.4646e-005 2.0612e-001 2.8002e-001 7.2811e-002 1.9190e-003 6.4944e-005 6.7507e-006 1.1063e-007 1.6476e-007 4.1404e-008
           6 7.6670e-002 2.9547e-002 2.1840e-002 4.2511e-002 9.0831e-003 5.2231e-002 5.4291e-003 6.4011e-002 7.1985e-003 8.4350e-002 2.4791e-002 1.3525e-001 3.3956e-001 1.0536e-001 2.1303e-003 4.9087e-005 2.7472e-005 1.0314e-005 1.0152e-006
           7 5.2711e-002 3.6878e-002 4.5868e-003 4.3542e-002 2.8860e-004 4.2521e-002 5.8132e-003 4.1135e-002 1.4933e-002 4.4978e-002 2.7840e-002 6.8177e-002 5.9096e-002 3.8670e-001 1.6600e-001 4.7360e-003 1.9705e-005 7.0698e-007 9.3598e-009
           8 3.4364e-002 3.4275e-002 1.5536e-004 3.1174e-002 6.1596e-003 2.0314e-002 1.9249e-002 1.0110e-002 3.3506e-002 3.2216e-003 5.0558e-002 3.9578e-005 8.9170e-002 3.4364e-003 3.8097e-001 2.7394e-001 7.4219e-003 1.5650e-003 7.0024e-005
           9 2.7014e-002 3.4351e-002 5.5310e-004 2.3259e-002 1.3153e-002 8.2289e-003 2.6536e-002 4.1213e-004 3.3487e-002 2.8397e-003 3.3393e-002 1.8816e-002 2.5697e-002 7.3647e-002 1.8033e-002 3.3860e-001 3.1260e-001 4.2511e-003 1.1236e-005
