   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27
           0 9.8821e-001 1.1118e-002 4.7390e-004 1.5339e-004 3.5867e-005 2.0996e-006 5.4067e-007 3.1558e-007 3.5784e-008 9.3327e-009 1.6145e-008 4.3567e-009 1.0069e-009 7.3016e-009 3.5551e-009 4.0899e-012 1.9123e-009 2.2632e-009 7.6063e-010 1.6321e-011 1.3320e-010 3.0290e-010 2.7774e-010 1.7058e-010 8.2485e-011 3.3584e-011 1.0916e-011 3.5183e-012
           1 1.1698e-002 8.8669e-001 7.4041e-002 1.8754e-002 7.4203e-003 1.3307e-003 2.1584e-006 4.7729e-005 4.2655e-009 4.8205e-006 1.2830e-006 2.4095e-007 8.2404e-007 1.4786e-007 2.1187e-008 9.9832e-008 6.1536e-008 1.5172e-008 4.7144e-010 1.9597e-009 6.5300e-009 8.9192e-009 8.3772e-009 6.2115e-009 3.8645e-009 2.0258e-009 7.8965e-010 2.7621e-010
           2 8.3965e-005 9.6502e-002 4.5315e-001 2.6371e-001 1.3823e-001 4.4757e-002 2.9353e-003 4.2684e-004 1.0804e-004 7.7456e-005 1.6632e-007 1.6673e-005 5.5200e-006 3.1382e-008 1.8208e-006 1.6272e-006 4.0455e-007 5.5054e-010 1.8685e-007 3.1004e-007 2.4005e-007 1.1875e-007 3.9493e-008 7.7138e-009 3.5832e-010 1.8615e-010 3.5917e-010 1.8974e-010
           3 3.3062e-006 5.6628e-003 4.3445e-001 1.4477e-001 2.4032e-001 1.4192e-001 3.1827e-002 1.5780e-004 7.7177e-004 8.6476e-006 6.8210e-005 2.8844e-005 1.1585e-007 7.6778e-006 5.1358e-006 5.4212e-007 2.6342e-007 1.0775e-006 9.3922e-007 3.9131e-007 6.7138e-008 1.6022e-010 2.8770e-008 5.5106e-008 5.6920e-008 4.1178e-008 1.9230e-008 7.2297e-009
           4 4.1636e-006 9.1123e-007 3.7683e-002 4.4783e-001 5.5627e-002 2.5387e-001 1.7445e-001 2.9356e-002 1.8509e-004 7.2333e-004 1.7404e-004 9.9719e-006 5.6860e-005 1.5956e-005 4.8788e-008 5.4873e-006 5.8665e-006 2.0257e-006 8.3246e-008 2.3438e-007 6.7385e-007 7.2422e-007 5.3095e-007 3.1493e-007 1.6282e-007 7.4286e-008 2.6659e-008 9.0154e-009
           5 3.7181e-007 8.4658e-006 8.0360e-005 1.2021e-001 3.5550e-001 2.4468e-002 2.7857e-001 1.9778e-001 2.1210e-002 1.4427e-003 2.5958e-004 3.5795e-004 2.9611e-005 1.9916e-005 3.6533e-005 1.3044e-005 3.5007e-007 2.1097e-006 4.5937e-006 3.4781e-006 1.4496e-006 3.1814e-007 1.1014e-008 2.6095e-008 7.6454e-008 7.9687e-008 4.3350e-008 1.7187e-008
           6 4.1058e-008 1.4821e-005 4.4303e-005 4.1733e-003 1.7956e-001 2.7776e-001 9.5472e-003 2.9657e-001 2.1463e-001 1.4325e-002 2.7920e-003 6.4570e-006 3.3464e-004 1.4295e-004 1.9448e-006 1.7697e-005 2.7087e-005 1.3216e-005 1.8180e-006 1.8997e-007 1.8400e-006 2.5522e-006 2.1544e-006 1.4326e-006 8.2335e-007 4.1214e-007 1.5739e-007 5.4684e-008
           7 1.8102e-008 4.4431e-008 3.7238e-005 2.4758e-004 2.2764e-002 2.0404e-001 2.1061e-001 3.3354e-003 3.1935e-001 2.2717e-001 8.1582e-003 3.6690e-003 1.4421e-004 1.5073e-004 2.1733e-004 5.5644e-005 3.4544e-007 1.1506e-005 2.0109e-005 1.3613e-005 5.0747e-006 9.2730e-007 6.6540e-009 1.6818e-007 3.7064e-007 3.5907e-007 1.9025e-007 7.4783e-008
           8 8.4892e-009 1.1249e-006 2.9045e-005 3.3542e-005 5.4548e-005 4.8587e-002 2.0505e-001 1.5873e-001 6.1352e-004 3.4028e-001 2.3780e-001 4.0458e-003 3.8129e-003 5.8378e-004 1.1366e-005 1.7418e-004 1.2276e-004 3.2862e-005 5.7700e-007 5.5195e-006 1.2189e-005 1.1437e-005 7.5811e-006 4.1563e-006 2.0149e-006 8.7223e-007 3.0225e-007 1.0066e-007
           9 1.2968e-008 7.2862e-008 3.6373e-011 5.8321e-005 3.3258e-004 2.7965e-003 7.5369e-002 1.9182e-001 1.1830e-001 7.2930e-006 3.6008e-001 2.4498e-001 1.4736e-003 3.2762e-003 1.0832e-003 4.4449e-005 5.9793e-005 1.2481e-004 8.3185e-005 2.7209e-005 2.9202e-006 3.4446e-007 3.0989e-006 4.6584e-006 4.3487e-006 2.9818e-006 1.3561e-006 5.0478e-007
