   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82
           0 9.9689e-001 3.0401e-003 6.8319e-005 4.0989e-008 1.3282e-007 8.8481e-009 3.9310e-010 2.3208e-039 2.3004e-037 4.5531e-033 3.4327e-023 6.0818e-032 5.2834e-030 8.9974e-028 2.8507e-023 4.1001e-015 1.8728e-024 2.0141e-023 5.6327e-022 1.2247e-010 6.5219e-018 9.1026e-022 3.5518e-019 5.5233e-017 6.0191e-010 2.8877e-014 1.5449e-014 1.5801e-013 1.0878e-011 1.3555e-009 3.7605e-011 5.7228e-011 2.3632e-010 4.1219e-010 2.7311e-010 1.9745e-010 1.5785e-010 1.1414e-010 6.8734e-011 3.1897e-011 8.4444e-012 1.7013e-014 6.8357e-012 2.7709e-011 6.0315e-011 1.0157e-010 1.4775e-010 1.9506e-010 2.4013e-010 2.8018e-010 3.1322e-010 3.3766e-010 3.5270e-010 3.5845e-010 3.5494e-010 3.4357e-010 3.2542e-010 3.0207e-010 2.7518e-010 2.4619e-010 2.1603e-010 1.8615e-010 1.5733e-010 1.3039e-010 1.0576e-010 8.3937e-011 6.4983e-011 4.8918e-011 3.5675e-011 2.5000e-011 1.6691e-011 1.0440e-011 5.9579e-012 2.9484e-012 1.1239e-012 2.2092e-013 2.9108e-015 2.6361e-013 8.2918e-013 1.5562e-012 2.3290e-012 3.0455e-012 3.6035e-012
           1 2.9721e-003 9.9261e-001 3.8442e-003 5.7061e-004 2.1869e-007 2.6763e-007 4.6051e-007 8.9750e-036 5.1265e-033 7.3744e-029 3.7471e-019 6.2542e-029 1.0190e-027 3.3637e-026 6.5524e-023 7.7017e-015 7.4288e-024 6.1283e-022 6.2006e-020 5.7560e-008 3.1909e-015 3.6463e-017 3.1568e-016 9.8737e-015 4.6575e-008 1.9200e-012 4.6555e-013 2.3017e-012 7.5629e-011 6.8338e-009 1.1108e-010 5.6430e-011 4.2859e-011 1.1423e-014 6.9579e-011 2.3599e-010 4.9273e-010 7.7791e-010 1.0106e-009 1.1617e-009 1.2285e-009 1.2093e-009 1.1126e-009 9.5787e-010 7.7014e-010 5.7298e-010 3.8662e-010 2.2811e-010 1.0862e-010 3.3167e-011 1.5214e-012 9.3593e-012 4.9553e-011 1.1345e-010 1.9171e-010 2.7575e-010 3.5784e-010 4.3193e-010 4.9394e-010 5.4137e-010 5.7220e-010 5.8715e-010 5.8680e-010 5.7317e-010 5.4795e-010 5.1447e-010 4.7460e-010 4.3069e-010 3.8514e-010 3.3905e-010 2.9440e-010 2.5194e-010 2.1251e-010 1.7676e-010 1.4485e-010 1.1688e-010 9.2855e-011 7.2501e-011 5.5584e-011 4.1726e-011 3.0588e-011 2.1750e-011 1.4868e-011
           2 1.3401e-004 3.7141e-003 9.9301e-001 3.9423e-004 2.6800e-003 5.0735e-005 1.4163e-005 1.3538e-034 4.3980e-032 2.6463e-028 1.2022e-018 2.6811e-029 1.2928e-027 7.5225e-025 3.6861e-020 5.3675e-012 3.2557e-021 4.8350e-020 2.1898e-018 1.1779e-006 6.4614e-014 4.6583e-016 2.6156e-015 5.1744e-014 1.5589e-007 5.7642e-012 6.0985e-013 4.4754e-013 2.0896e-011 7.6581e-009 5.1408e-010 1.7443e-009 1.1536e-008 2.7402e-008 2.5120e-008 2.5815e-008 2.9909e-008 3.2948e-008 3.3573e-008 3.2592e-008 3.0704e-008 2.8108e-008 2.4976e-008 2.1545e-008 1.8057e-008 1.4684e-008 1.1537e-008 8.7216e-009 6.3067e-009 4.3193e-009 2.7579e-009 1.5940e-009 7.8775e-010 2.9015e-010 4.7332e-011 5.4921e-012 1.1276e-010 3.2174e-010 5.9153e-010 8.8850e-010 1.1840e-009 1.4584e-009 1.6959e-009 1.8878e-009 2.0275e-009 2.1171e-009 2.1565e-009 2.1498e-009 2.1044e-009 2.0229e-009 1.9151e-009 1.7854e-009 1.6403e-009 1.4866e-009 1.3285e-009 1.1704e-009 1.0171e-009 8.7058e-010 7.3370e-010 6.0752e-010 4.9325e-010 3.9033e-010 2.9847e-010
           3 2.1375e-006 6.2897e-004 5.0612e-004 9.8630e-001 7.7819e-003 3.8965e-003 8.4365e-004 2.4419e-033 3.5694e-031 1.9991e-028 4.1712e-019 1.4948e-027 1.7381e-025 2.7107e-023 7.5043e-019 1.0741e-010 4.4335e-020 4.6287e-019 1.4664e-017 5.2684e-006 2.8618e-013 1.1821e-015 2.5597e-015 1.6536e-015 1.0864e-007 7.2254e-012 9.3566e-012 1.3276e-010 1.0777e-008 1.4065e-006 4.1345e-008 6.7994e-008 2.9972e-007 5.5318e-007 3.9567e-007 3.1866e-007 2.9464e-007 2.6123e-007 2.1356e-007 1.6422e-007 1.1978e-007 8.1797e-008 5.1075e-008 2.8002e-008 1.2361e-008 3.3978e-009 8.5833e-011 1.2494e-009 5.6566e-009 1.2139e-008 1.9671e-008 2.7384e-008 3.4594e-008 4.0830e-008 4.5726e-008 4.9172e-008 5.1113e-008 5.1640e-008 5.0926e-008 4.9167e-008 4.6496e-008 4.3192e-008 3.9423e-008 3.5400e-008 3.1260e-008 2.7195e-008 2.3285e-008 1.9617e-008 1.6264e-008 1.3236e-008 1.0571e-008 8.2593e-009 6.2937e-009 4.6591e-009 3.3279e-009 2.2715e-009 1.4607e-009 8.6227e-010 4.4568e-010 1.8099e-010 4.0923e-011 1.6698e-015 3.3208e-011
           4 4.9119e-007 5.3529e-007 2.5610e-003 5.8678e-003 9.5102e-001 3.7033e-002 1.1400e-003 3.9017e-032 2.5433e-029 4.2130e-025 2.1737e-015 4.3724e-025 9.9785e-024 6.3717e-022 8.9054e-018 1.2438e-009 2.7609e-019 1.3591e-018 1.3007e-017 6.7058e-009 4.5239e-017 2.4218e-015 6.0392e-014 3.3349e-012 2.2258e-005 9.8030e-010 3.4226e-010 2.4579e-009 1.2427e-007 1.3791e-005 3.2354e-007 3.8181e-007 1.2685e-006 1.8564e-006 9.9396e-007 5.5246e-007 3.2174e-007 1.5136e-007 4.3201e-008 1.3953e-009 1.3688e-008 6.4305e-008 1.3776e-007 2.2007e-007 3.0013e-007 3.6965e-007 4.2253e-007 4.5582e-007 4.6926e-007 4.6438e-007 4.4409e-007 4.1143e-007 3.6988e-007 3.2313e-007 2.7396e-007 2.2550e-007 1.7975e-007 1.3839e-007 1.0245e-007 7.2357e-008 4.8079e-008 2.9468e-008 1.6007e-008 7.0928e-009 2.0242e-009 8.1399e-011 5.5918e-010 2.8091e-009 6.2610e-009 1.0416e-008 1.4885e-008 1.9337e-008 2.3528e-008 2.7298e-008 3.0520e-008 3.3129e-008 3.5124e-008 3.6491e-008 3.7277e-008 3.7497e-008 3.7191e-008 3.6271e-008 3.4558e-008
           5 9.9518e-008 2.1870e-006 2.7106e-006 6.8068e-003 2.9337e-002 8.9362e-001 6.7433e-002 1.4878e-031 2.1322e-029 2.0602e-026 5.9811e-017 4.9317e-026 7.4404e-024 1.3337e-021 4.2797e-017 6.1631e-009 3.0205e-018 3.9381e-017 1.6623e-015 8.7400e-004 4.7944e-011 3.5387e-013 2.1480e-012 4.9599e-011 1.8657e-004 7.3481e-009 1.3759e-009 5.1991e-009 1.2343e-007 9.3964e-006 1.0653e-007 1.1340e-008 5.3315e-008 5.5040e-007 1.0221e-006 1.6089e-006 2.4354e-006 3.2249e-006 3.7658e-006 4.0609e-006 4.1564e-006 4.0654e-006 3.8095e-006 3.4283e-006 2.9703e-006 2.4762e-006 1.9788e-006 1.5096e-006 1.0922e-006 7.4093e-007 4.6219e-007 2.5534e-007 1.1549e-007 3.4409e-008 1.9119e-009 7.1118e-009 3.9254e-008 8.8449e-008 1.4628e-007 2.0601e-007 2.6210e-007 3.1108e-007 3.5043e-007 3.7914e-007 3.9661e-007 4.0400e-007 4.0192e-007 3.9169e-007 3.7511e-007 3.5306e-007 3.2751e-007 2.9939e-007 2.6993e-007 2.4025e-007 2.1104e-007 1.8293e-007 1.5656e-007 1.3212e-007 1.0992e-007 8.9973e-008 7.2329e-008 5.6781e-008 4.3172e-008
           6 1.1839e-008 1.4970e-006 3.6939e-007 1.1734e-005 8.8581e-003 5.5195e-002 8.2787e-001 6.0898e-030 2.2482e-027 2.2573e-023 1.1146e-013 1.4794e-023 2.1678e-022 8.6727e-021 6.7359e-017 9.1527e-009 7.3375e-019 4.2729e-020 3.2702e-016 5.4888e-004 3.0664e-011 4.5901e-013 4.7755e-012 1.7684e-010 9.7179e-004 4.1485e-008 1.2664e-008 8.4380e-008 4.1408e-006 4.5910e-004 1.0876e-005 1.3403e-005 4.7658e-005 7.5381e-005 4.5664e-005 3.0878e-005 2.4096e-005 1.8039e-005 1.2347e-005 7.7942e-006 4.4956e-006 2.2573e-006 8.8251e-007 1.8838e-007 1.5224e-010 1.6021e-007 5.3374e-007 1.0096e-006 1.5025e-006 1.9523e-006 2.3216e-006 2.5887e-006 2.7464e-006 2.8003e-006 2.7582e-006 2.6393e-006 2.4599e-006 2.2390e-006 1.9944e-006 1.7402e-006 1.4858e-006 1.2427e-006 1.0163e-006 8.1194e-007 6.3160e-007 4.7740e-007 3.4840e-007 2.4353e-007 1.6111e-007 9.8604e-008 5.3775e-008 2.4038e-008 6.9848e-009 3.0667e-010 1.8672e-009 9.7394e-009 2.2230e-008 3.7854e-008 5.5373e-008 7.3680e-008 9.1822e-008 1.0853e-007 1.2194e-007
           7 1.9361e-010 9.6502e-010 5.7211e-006 3.5463e-005 2.6813e-004 9.7387e-003 8.8647e-002 7.0458e-030 7.5237e-027 1.5138e-022 7.8944e-013 1.7042e-022 4.0766e-021 2.7692e-019 4.3600e-015 6.1281e-007 1.7008e-016 1.3036e-015 3.3166e-014 1.0503e-002 5.6962e-010 2.3482e-012 6.7356e-012 4.5691e-011 9.6793e-006 2.7628e-011 1.5148e-009 3.5702e-008 3.4444e-006 4.6793e-004 1.4400e-005 2.5004e-005 1.1487e-004 2.1929e-004 1.6377e-004 1.3956e-004 1.3826e-004 1.3337e-004 1.2112e-004 1.0629e-004 9.1641e-005 7.7608e-005 6.4401e-005 5.2325e-005 4.1634e-005 3.2387e-005 2.4528e-005 1.8025e-005 1.2795e-005 8.7129e-006 5.6335e-006 3.3960e-006 1.8506e-006 8.5728e-007 2.8933e-007 3.8148e-008 1.0846e-008 1.3154e-007 3.4025e-007 5.9177e-007 8.5177e-007 1.0976e-006 1.3132e-006 1.4905e-006 1.6238e-006 1.7154e-006 1.7660e-006 1.7792e-006 1.7613e-006 1.7146e-006 1.6467e-006 1.5607e-006 1.4616e-006 1.3541e-006 1.2411e-006 1.1258e-006 1.0117e-006 9.0001e-007 7.9301e-007 6.9130e-007 5.9588e-007 5.0566e-007 4.1949e-007
           8 1.1037e-008 1.6826e-008 1.4633e-006 1.6676e-008 1.9033e-005 4.1031e-004 1.3636e-002 3.6352e-029 1.2518e-026 3.8993e-023 1.5291e-013 6.0907e-024 2.7713e-021 5.4896e-019 1.6556e-014 2.3748e-006 1.0326e-015 1.1624e-014 4.2262e-013 1.9388e-001 1.0606e-008 6.9356e-011 3.8180e-010 8.2206e-009 2.9928e-002 1.1747e-006 2.2187e-007 9.0499e-007 2.6191e-005 2.3006e-003 3.7098e-005 2.1636e-005 3.0032e-005 1.3304e-005 1.6117e-008 8.7509e-006 2.8960e-005 5.4654e-005 7.8860e-005 9.8696e-005 1.1380e-004 1.2382e-004 1.2874e-004 1.2912e-004 1.2592e-004 1.1994e-004 1.1176e-004 1.0213e-004 9.1733e-005 8.1118e-005 7.0738e-005 6.0841e-005 5.1624e-005 4.3239e-005 3.5702e-005 2.9086e-005 2.3353e-005 1.8473e-005 1.4386e-005 1.1011e-005 8.2497e-006 6.0377e-006 4.2909e-006 2.9413e-006 1.9223e-006 1.1789e-006 6.5785e-007 3.1493e-007 1.1217e-007 1.7063e-008 2.7994e-009 4.7097e-008 1.3169e-007 2.4190e-007 3.6588e-007 4.9436e-007 6.2068e-007 7.3923e-007 8.4665e-007 9.3966e-007 1.0161e-006 1.0703e-006 1.0928e-006
           9 7.4123e-010 1.8021e-010 3.0028e-009 6.6680e-006 2.4740e-005 7.4559e-006 3.4655e-004 4.4695e-028 7.8165e-026 2.0129e-023 2.1680e-014 2.8531e-022 1.6231e-020 1.0076e-018 6.0913e-015 8.0149e-007 3.6537e-019 3.7084e-015 4.6312e-013 4.1713e-001 2.3087e-008 2.4063e-010 1.8896e-009 5.4799e-008 2.5030e-001 1.0295e-005 2.5580e-006 1.4051e-005 5.7488e-004 5.9380e-002 1.2672e-003 1.3291e-003 4.1145e-003 5.8290e-003 3.1030e-003 1.8094e-003 1.2085e-003 7.6601e-004 4.3475e-004 2.1901e-004 9.3265e-005 2.8412e-005 2.9596e-006 1.5695e-006 1.3459e-005 3.1391e-005 5.0638e-005 6.8310e-005 8.2872e-005 9.3693e-005 1.0075e-004 1.0427e-004 1.0466e-004 1.0253e-004 9.8297e-005 9.2622e-005 8.5929e-005 7.8671e-005 7.1224e-005 6.3847e-005 5.6638e-005 4.9822e-005 4.3443e-005 3.7581e-005 3.2232e-005 2.7454e-005 2.3201e-005 1.9451e-005 1.6187e-005 1.3343e-005 1.0904e-005 8.8174e-006 7.0478e-006 5.5635e-006 4.3271e-006 3.3078e-006 2.4792e-006 1.8130e-006 1.2867e-006 8.7799e-007 5.6879e-007 3.4182e-007 1.8360e-007
