   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82
          10 1.6192e-009 2.8250e-010 2.2710e-007 3.6351e-006 1.2928e-008 2.1386e-005 4.3284e-005 1.3766e-026 1.7322e-024 1.0416e-022 2.6472e-016 4.5793e-021 1.4702e-019 4.1945e-018 1.4958e-015 1.2680e-007 1.1766e-015 3.1519e-014 1.1150e-012 2.6400e-001 1.4104e-008 9.1305e-012 1.6058e-010 2.7300e-008 2.5282e-001 1.1643e-005 4.8436e-006 3.8459e-005 2.0922e-003 2.3881e-001 5.8573e-003 7.5150e-003 2.7464e-002 4.4338e-002 2.7554e-002 1.9297e-002 1.5793e-002 1.2641e-002 9.5294e-003 6.9327e-003 4.9447e-003 3.4528e-003 2.3502e-003 1.5537e-003 9.9329e-004 6.0869e-004 3.5189e-004 1.8734e-004 8.7766e-005 3.2658e-005 7.0056e-006 7.9798e-009 4.0888e-006 1.4036e-005 2.6341e-005 3.8783e-005 5.0003e-005 5.9290e-005 6.6398e-005 7.1342e-005 7.4170e-005 7.5219e-005 7.4717e-005 7.2993e-005 7.0260e-005 6.6884e-005 6.3016e-005 5.8841e-005 5.4560e-005 5.0199e-005 4.5929e-005 4.1766e-005 3.7767e-005 3.3988e-005 3.0432e-005 2.7113e-005 2.4055e-005 2.1240e-005 1.8673e-005 1.6332e-005 1.4204e-005 1.2236e-005 1.0368e-005
          11 1.2094e-009 1.2407e-010 1.7510e-007 3.3343e-008 6.7283e-006 1.3971e-005 2.8450e-006 7.7795e-025 8.0360e-023 4.0720e-021 1.1750e-016 1.3282e-019 3.2138e-018 6.2086e-017 9.5598e-016 1.3124e-010 1.4812e-014 2.0264e-013 2.9971e-012 5.2651e-002 2.3818e-009 1.7178e-010 3.4468e-009 1.0669e-007 3.5100e-001 1.2871e-005 1.0010e-006 1.1817e-010 2.8916e-004 6.0444e-002 2.7497e-003 6.6664e-003 3.5774e-002 7.3551e-002 5.7772e-002 5.0484e-002 5.0100e-002 4.7616e-002 4.2089e-002 3.5638e-002 2.9481e-002 2.3889e-002 1.8965e-002 1.4778e-002 1.1334e-002 8.5652e-003 6.3704e-003 4.6636e-003 3.3603e-003 2.3808e-003 1.6564e-003 1.1276e-003 7.4755e-004 4.7964e-004 2.9450e-004 1.7053e-004 9.0612e-005 4.2037e-005 1.5167e-005 2.8781e-006 2.5232e-008 2.9326e-006 9.0172e-006 1.6521e-005 2.4260e-005 3.1546e-005 3.7944e-005 4.3248e-005 4.7439e-005 5.0469e-005 5.2496e-005 5.3575e-005 5.3830e-005 5.3414e-005 5.2415e-005 5.0940e-005 4.9123e-005 4.7015e-005 4.4716e-005 4.2250e-005 3.9664e-005 3.6857e-005 3.3664e-005
          12 1.8164e-011 2.5381e-010 1.0925e-008 4.6910e-007 4.4745e-006 5.0709e-008 1.3529e-005 3.4989e-022 2.5980e-020 9.3793e-019 3.6967e-018 2.1906e-017 3.7492e-016 5.0782e-015 5.8314e-014 7.3965e-010 5.5800e-013 4.8820e-012 3.9499e-011 2.5793e-004 1.8459e-010 2.2575e-009 1.8314e-008 2.0142e-007 1.0902e-001 1.6455e-006 2.2743e-006 4.9704e-005 3.1532e-003 3.4101e-001 6.9651e-003 5.0853e-003 7.2993e-003 2.4540e-003 4.0289e-004 5.8502e-003 1.6109e-002 2.8151e-002 3.8215e-002 4.4909e-002 4.8311e-002 4.8685e-002 4.6572e-002 4.2739e-002 3.7970e-002 3.2846e-002 2.7740e-002 2.2952e-002 1.8663e-002 1.4949e-002 1.1821e-002 9.2343e-003 7.1303e-003 5.4465e-003 4.1106e-003 3.0683e-003 2.2622e-003 1.6470e-003 1.1829e-003 8.3643e-004 5.7976e-004 3.9284e-004 2.5846e-004 1.6378e-004 9.8569e-005 5.5224e-005 2.7669e-005 1.1413e-005 3.0748e-006 1.2537e-007 7.1579e-007 3.4980e-006 7.5027e-006 1.2054e-005 1.6678e-005 2.1065e-005 2.5037e-005 2.8469e-005 3.1325e-005 3.3568e-005 3.5196e-005 3.6083e-005 3.5983e-005
          13 7.8682e-011 3.0289e-010 1.3572e-008 4.4001e-007 5.8862e-007 2.7628e-006 4.5797e-006 3.1727e-020 2.1134e-018 6.7964e-017 1.6613e-016 1.4024e-015 2.1006e-014 2.4611e-013 2.3659e-012 4.8592e-011 1.9402e-011 1.3942e-010 9.0060e-010 3.7394e-004 4.6893e-009 2.9555e-008 1.5886e-007 8.6434e-007 4.4123e-003 2.7184e-006 2.2801e-005 1.6940e-004 3.7102e-003 2.1747e-001 8.4942e-004 1.4902e-003 2.8492e-002 8.1459e-002 7.0985e-002 5.5932e-002 4.1009e-002 2.2697e-002 7.6028e-003 5.1787e-004 1.3294e-003 7.6384e-003 1.6514e-002 2.5431e-002 3.2749e-002 3.7674e-002 4.0011e-002 4.0046e-002 3.8310e-002 3.5372e-002 3.1759e-002 2.7855e-002 2.3952e-002 2.0262e-002 1.6879e-002 1.3888e-002 1.1295e-002 9.0957e-003 7.2627e-003 5.7544e-003 4.5197e-003 3.5245e-003 2.7266e-003 2.0931e-003 1.5926e-003 1.2022e-003 8.9864e-004 6.6446e-004 4.8560e-004 3.4942e-004 2.4717e-004 1.7101e-004 1.1507e-004 7.4727e-005 4.6236e-005 2.6712e-005 1.3914e-005 6.0693e-006 1.8270e-006 1.4291e-007 2.2091e-007 1.4398e-006 3.2652e-006
          14 1.0393e-012 8.6239e-011 2.4953e-008 1.3219e-007 4.0031e-008 4.0933e-006 3.1882e-007 2.0221e-017 1.0260e-015 2.5077e-014 3.5744e-014 3.9262e-013 4.4550e-012 3.9461e-011 2.8621e-010 3.8828e-010 1.7633e-009 9.4835e-009 4.5563e-008 1.7115e-005 2.0047e-007 8.1201e-007 3.1234e-006 1.1607e-005 1.2638e-003 3.8781e-005 1.4984e-004 5.8958e-004 3.6562e-003 3.9139e-002 2.8950e-003 2.2391e-002 1.0467e-001 1.4004e-001 4.5343e-002 4.6325e-003 2.8427e-003 2.2345e-002 4.3344e-002 5.2429e-002 4.7838e-002 3.4440e-002 1.9031e-002 6.9854e-003 8.1942e-004 5.1266e-004 4.5585e-003 1.0935e-002 1.7810e-002 2.3880e-002 2.8429e-002 3.1192e-002 3.2239e-002 3.1854e-002 3.0341e-002 2.8092e-002 2.5397e-002 2.2523e-002 1.9665e-002 1.6949e-002 1.4426e-002 1.2162e-002 1.0160e-002 8.4219e-003 6.9270e-003 5.6656e-003 4.6060e-003 3.7234e-003 2.9964e-003 2.3969e-003 1.9087e-003 1.5114e-003 1.1899e-003 9.3154e-004 7.2452e-004 5.5942e-004 4.2878e-004 3.2566e-004 2.4489e-004 1.8186e-004 1.3306e-004 9.5328e-005 6.6307e-005
          15 1.9221e-010 1.4862e-009 1.0195e-008 1.4220e-008 3.9715e-007 2.4817e-006 3.7986e-007 1.2738e-014 4.9351e-013 9.1907e-012 1.3216e-011 1.0945e-010 9.4358e-010 6.3425e-009 3.4873e-008 3.7279e-008 1.6270e-007 6.6207e-007 2.4043e-006 4.8587e-008 7.9470e-006 2.4322e-005 6.9991e-005 1.9195e-004 1.7550e-007 5.0883e-004 1.3211e-003 3.4432e-003 1.0273e-002 1.2352e-002 1.6645e-002 4.9170e-002 1.0194e-001 4.2057e-002 1.7640e-003 3.9789e-002 7.4958e-002 7.0375e-002 3.7095e-002 8.0802e-003 2.0447e-004 1.0308e-002 2.6214e-002 3.7173e-002 3.8754e-002 3.2194e-002 2.1532e-002 1.1036e-002 3.5707e-003 2.2409e-004 6.9849e-004 3.9283e-003 8.6246e-003 1.3648e-002 1.8146e-002 2.1646e-002 2.3943e-002 2.5060e-002 2.5159e-002 2.4453e-002 2.3124e-002 2.1407e-002 1.9456e-002 1.7420e-002 1.5387e-002 1.3455e-002 1.1655e-002 1.0014e-002 8.5514e-003 7.2521e-003 6.1213e-003 5.1401e-003 4.2963e-003 3.5777e-003 2.9673e-003 2.4515e-003 2.0192e-003 1.6569e-003 1.3551e-003 1.1037e-003 8.9477e-004 7.1924e-004 5.6962e-004
          16 6.0379e-010 2.8006e-009 1.0512e-009 2.0741e-010 4.7186e-007 7.4555e-007 1.5079e-006 1.6232e-011 4.2667e-010 5.3899e-009 7.4687e-009 4.3632e-008 2.5683e-007 1.1864e-006 4.5233e-006 5.0033e-006 1.4799e-005 4.2800e-005 1.1211e-004 1.3763e-005 2.7134e-004 6.1595e-004 1.3274e-003 2.7368e-003 2.1853e-005 5.4242e-003 1.0387e-002 1.9223e-002 3.4822e-002 1.4135e-003 5.3074e-002 8.0700e-002 6.4085e-002 1.8436e-006 4.3889e-002 5.9000e-002 2.6537e-002 5.1292e-004 1.2746e-002 3.9825e-002 5.0460e-002 3.8238e-002 1.6921e-002 2.3730e-003 9.6068e-004 9.4037e-003 2.0355e-002 2.7672e-002 2.8822e-002 2.4550e-002 1.7329e-002 9.8114e-003 3.9514e-003 6.8739e-004 7.3347e-005 1.5937e-003 4.4837e-003 7.9735e-003 1.1442e-002 1.4468e-002 1.6786e-002 1.8328e-002 1.9104e-002 1.9215e-002 1.8766e-002 1.7923e-002 1.6791e-002 1.5483e-002 1.4098e-002 1.2684e-002 1.1310e-002 9.9985e-003 8.7742e-003 7.6545e-003 6.6400e-003 5.7309e-003 4.9277e-003 4.2199e-003 3.6024e-003 3.0639e-003 2.5961e-003 2.1833e-003 1.8110e-003
          17 7.7802e-010 2.6549e-009 1.2072e-010 5.1300e-009 3.1559e-007 6.3720e-008 1.6908e-006 2.9351e-008 4.2569e-007 3.0052e-006 3.9501e-006 1.3914e-005 4.8463e-005 1.3828e-004 3.4191e-004 3.7080e-004 7.6206e-004 1.5682e-003 3.0226e-003 5.3300e-004 5.4966e-003 9.4599e-003 1.5441e-002 2.3895e-002 1.3024e-006 3.5008e-002 4.8285e-002 6.1937e-002 7.1359e-002 6.9044e-007 6.8970e-002 4.4920e-002 1.7105e-003 3.1294e-002 3.0842e-002 1.9391e-003 9.9081e-003 3.3157e-002 3.0076e-002 9.0225e-003 1.2607e-004 1.1459e-002 2.8206e-002 3.4377e-002 2.6837e-002 1.3154e-002 2.6790e-003 1.5105e-004 4.6260e-003 1.2050e-002 1.8320e-002 2.1044e-002 1.9866e-002 1.5872e-002 1.0670e-002 5.7781e-003 2.1831e-003 3.0816e-004 9.9368e-005 1.2151e-003 3.1917e-003 5.5712e-003 7.9698e-003 1.0117e-002 1.1838e-002 1.3078e-002 1.3823e-002 1.4114e-002 1.4032e-002 1.3630e-002 1.3007e-002 1.2218e-002 1.1325e-002 1.0387e-002 9.4346e-003 8.4986e-003 7.6060e-003 6.7644e-003 5.9859e-003 5.2693e-003 4.6153e-003 4.0081e-003 3.4292e-003
          18 6.5100e-010 1.7169e-009 8.0058e-010 7.4821e-009 1.5373e-007 1.3229e-008 1.1618e-006 3.7220e-005 1.9901e-004 6.1773e-004 7.5982e-004 1.5126e-003 3.2219e-003 6.1520e-003 1.0675e-002 1.1433e-002 1.7078e-002 2.5451e-002 3.5543e-002 3.7440e-003 4.6577e-002 5.7175e-002 6.5480e-002 6.9302e-002 1.0829e-008 6.6611e-002 5.6142e-002 3.8514e-002 1.6955e-002 1.3810e-003 2.5443e-003 3.6235e-003 2.3086e-002 5.1307e-003 8.8839e-003 2.7544e-002 1.7529e-002 7.5361e-004 6.7995e-003 2.0900e-002 2.0361e-002 7.9117e-003 9.2054e-005 4.6317e-003 1.5460e-002 2.2496e-002 2.0978e-002 1.3268e-002 4.9510e-003 3.9533e-004 8.0022e-004 4.6987e-003 9.5489e-003 1.3180e-002 1.4470e-002 1.3418e-002 1.0717e-002 7.3367e-003 4.1458e-003 1.7270e-003 3.4691e-004 1.0579e-005 5.4336e-004 1.6866e-003 3.1647e-003 4.7421e-003 6.2321e-003 7.5106e-003 8.5167e-003 9.2132e-003 9.6217e-003 9.7610e-003 9.6720e-003 9.4045e-003 8.9971e-003 8.4898e-003 7.9239e-003 7.3219e-003 6.7109e-003 6.1025e-003 5.5089e-003 4.9210e-003 4.3222e-003
          19 4.0171e-010 8.5096e-010 8.4420e-010 6.0601e-009 6.0443e-008 6.2776e-008 5.9835e-007 1.0699e-002 1.7396e-002 3.1224e-002 3.6436e-002 4.4394e-002 5.9066e-002 7.1005e-002 7.8750e-002 8.2930e-002 8.0811e-002 7.5846e-002 6.4631e-002 4.3514e-003 4.8813e-002 3.1060e-002 1.4947e-002 3.8301e-003 1.1356e-007 1.3374e-006 3.8118e-003 1.2820e-002 2.1467e-002 9.2020e-006 2.2949e-002 1.2157e-002 7.0402e-005 1.3156e-002 4.0611e-003 1.7796e-003 1.3350e-002 1.3370e-002 2.7119e-003 1.0002e-003 8.9443e-003 1.3324e-002 8.7752e-003 1.8646e-003 2.8855e-004 4.8902e-003 1.0935e-002 1.3606e-002 1.1585e-002 6.8219e-003 2.3127e-003 1.1011e-004 6.2048e-004 2.9631e-003 5.7681e-003 7.8838e-003 8.7071e-003 8.2093e-003 6.7486e-003 4.8304e-003 2.9260e-003 1.3902e-003 4.0564e-004 1.2314e-005 1.4365e-004 6.7335e-004 1.4555e-003 2.3520e-003 3.2527e-003 4.0700e-003 4.7573e-003 5.2832e-003 5.6409e-003 5.8411e-003 5.8973e-003 5.8312e-003 5.6706e-003 5.4342e-003 5.1458e-003 4.8193e-003 4.4687e-003 4.0907e-003 3.6741e-003
