   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44
          10 2.3813e-006 3.5206e-005 2.2685e-011 1.3142e-004 1.6659e-004 8.9404e-004 1.0473e-003 6.0432e-002 4.2639e-001 1.5660e-001 8.9046e-002 2.6373e-002 5.1637e-003 3.7814e-002 5.3987e-002 4.6752e-002 3.2888e-002 2.1658e-002 1.4169e-002 9.5232e-003 6.4918e-003 4.3308e-003 2.7618e-003 1.6526e-003 9.0719e-004 4.4894e-004 1.9890e-004 7.8459e-005 2.7122e-005 8.0636e-006 2.1472e-006 6.7424e-007 4.2602e-007 5.3904e-007 8.0793e-007 1.1020e-006 1.3132e-006 1.3887e-006 1.3262e-006 1.1545e-006 9.1791e-007 6.6355e-007 4.2701e-007 2.2303e-007 7.4693e-008
          11 5.9719e-006 1.1782e-005 1.7197e-005 2.2286e-005 1.6143e-004 3.4314e-005 2.0021e-003 3.7341e-004 3.5025e-002 4.3801e-001 2.3086e-001 4.9084e-002 3.0716e-002 4.0133e-003 2.8355e-002 4.6124e-002 4.2051e-002 3.1062e-002 2.0971e-002 1.3818e-002 9.3527e-003 6.4200e-003 4.3890e-003 2.9438e-003 1.8809e-003 1.1188e-003 6.1640e-004 3.1308e-004 1.4391e-004 5.8484e-005 2.0798e-005 6.5626e-006 1.9312e-006 6.0558e-007 2.7483e-007 2.4218e-007 3.4252e-007 5.2701e-007 7.2909e-007 8.6768e-007 8.9208e-007 7.9946e-007 6.1536e-007 3.6753e-007 1.3208e-007
          12 3.0335e-006 3.0471e-007 1.8594e-005 5.2670e-007 6.0966e-005 1.4522e-004 4.2406e-005 2.3711e-003 6.9715e-003 4.9373e-003 3.8762e-001 3.5832e-001 1.0794e-002 3.9217e-002 6.9126e-003 2.0539e-002 4.0206e-002 3.5822e-002 2.7876e-002 1.9053e-002 1.2740e-002 8.6988e-003 5.9759e-003 4.1740e-003 2.8830e-003 1.9091e-003 1.2079e-003 7.2301e-004 3.9982e-004 2.0198e-004 9.3718e-005 3.9844e-005 1.5103e-005 4.9246e-006 1.3925e-006 3.9864e-007 1.7091e-007 1.4347e-007 1.8003e-007 2.4252e-007 3.0579e-007 3.4214e-007 3.2163e-007 2.2238e-007 8.6015e-008
          13 4.5546e-007 1.2013e-006 8.1532e-006 9.8176e-006 8.5311e-006 9.6908e-005 6.7120e-005 5.5625e-004 7.6489e-004 1.7721e-002 1.1406e-002 2.3218e-001 4.9646e-001 3.5489e-003 6.3170e-002 2.1083e-002 1.1180e-002 3.8974e-002 2.7608e-002 2.4349e-002 1.5987e-002 1.1137e-002 7.5522e-003 5.2475e-003 3.7309e-003 2.5930e-003 1.7777e-003 1.1758e-003 7.3031e-004 4.2874e-004 2.3768e-004 1.2131e-004 5.6111e-005 2.3757e-005 9.2865e-006 3.2754e-006 1.0063e-006 2.8160e-007 9.6460e-008 6.3791e-008 7.3614e-008 9.2730e-008 9.8470e-008 7.3967e-008 2.9771e-008
          14 9.5577e-009 2.6724e-006 1.8155e-006 1.2190e-005 3.6224e-008 3.8829e-005 1.0057e-004 5.9384e-006 1.2981e-003 7.2664e-004 1.3602e-002 8.8977e-002 3.6637e-002 4.9068e-001 5.1954e-002 1.1521e-001 7.0609e-002 8.2626e-004 5.0213e-002 1.5324e-002 2.3075e-002 1.1406e-002 9.5740e-003 5.9522e-003 4.3903e-003 3.0798e-003 2.1671e-003 1.5374e-003 1.0202e-003 6.5865e-004 4.0944e-004 2.3411e-004 1.2540e-004 6.4430e-005 3.0598e-005 1.2847e-005 4.8552e-006 1.7623e-006 6.3380e-007 2.1906e-007 7.3859e-008 2.9594e-008 1.7415e-008 1.1576e-008 4.7451e-009
          15 2.2758e-007 2.4797e-006 7.3688e-008 8.9181e-006 2.9085e-006 1.1107e-005 6.7876e-005 3.2962e-005 3.8505e-004 4.6613e-004 8.0049e-003 2.6992e-004 1.3958e-001 4.2296e-002 2.2433e-001 7.8920e-002 1.5812e-001 1.7839e-001 1.1923e-002 9.5609e-002 1.0329e-003 3.1866e-002 4.0498e-003 1.0115e-002 3.3995e-003 3.8998e-003 2.1312e-003 1.7886e-003 1.1552e-003 8.2381e-004 5.3383e-004 3.3350e-004 2.0223e-004 1.1224e-004 5.9612e-005 3.0150e-005 1.3797e-005 5.8110e-006 2.3607e-006 9.1178e-007 3.2115e-007 1.0666e-007 3.7695e-008 1.4439e-008 4.4104e-009
          16 3.4463e-007 1.6731e-006 1.2168e-007 5.1253e-006 4.9884e-006 2.0808e-006 3.6964e-005 5.4050e-005 4.7522e-005 7.8015e-004 1.1247e-003 5.9395e-003 4.7346e-002 3.1404e-002 2.2518e-001 4.1139e-003 8.5154e-003 7.0568e-002 2.2679e-001 5.8525e-002 1.9306e-001 1.7059e-002 7.5251e-002 1.5853e-003 2.1648e-002 5.3127e-005 6.1397e-003 5.4324e-004 2.0105e-003 5.5865e-004 7.4085e-004 3.3083e-004 2.7030e-004 1.4353e-004 8.6327e-005 4.8666e-005 2.3257e-005 1.1918e-005 5.6827e-006 2.2552e-006 8.8794e-007 3.8946e-007 1.6986e-007 6.4012e-008 1.7730e-008
          17 3.1090e-007 9.5457e-007 3.9025e-007 2.5344e-006 4.9117e-006 1.1244e-007 1.8440e-005 4.4368e-005 2.0261e-007 4.6569e-004 4.5065e-006 5.8372e-003 5.7582e-003 6.5764e-002 4.6219e-002 1.0589e-001 3.3318e-002 3.6317e-002 1.0661e-002 5.6464e-002 2.5003e-002 1.9522e-001 6.8758e-002 1.6350e-001 4.6419e-002 7.7460e-002 1.5824e-002 2.6925e-002 3.1043e-003 7.8684e-003 2.8811e-004 2.0893e-003 5.6942e-007 5.2103e-004 1.4201e-005 1.2030e-004 1.3988e-005 2.3617e-005 7.2089e-006 3.2817e-006 2.3366e-006 7.9960e-007 2.2799e-007 9.1058e-008 3.0445e-008
          18 2.1111e-007 4.7396e-007 4.3293e-007 1.0992e-006 3.5481e-006 4.2569e-008 8.4533e-006 2.7777e-005 3.7902e-006 2.0097e-004 8.2557e-005 2.8383e-003 4.3711e-005 4.2639e-002 1.0792e-003 1.1192e-001 3.8960e-003 4.8587e-005 1.3241e-002 8.9322e-002 1.1566e-002 3.4325e-002 1.1165e-002 7.0022e-003 9.0413e-002 6.5883e-002 1.3404e-001 8.3088e-002 1.0607e-001 5.6071e-002 5.8216e-002 2.6595e-002 2.4787e-002 9.8551e-003 8.6011e-003 2.9624e-003 2.4481e-003 7.0740e-004 5.4427e-004 1.1614e-004 7.6755e-005 5.3337e-006 1.2951e-006 1.1378e-006 1.7469e-007
          19 9.5130e-008 1.7616e-007 2.4431e-007 3.6854e-007 1.6562e-006 9.8734e-008 3.0158e-006 1.1963e-005 4.0255e-006 6.5013e-005 8.1981e-005 9.3057e-004 1.4925e-004 1.6170e-002 8.2049e-004 5.0781e-002 2.1528e-004 2.4247e-003 1.3416e-002 3.0699e-002 2.1678e-005 2.9078e-004 3.1655e-002 1.4736e-002 4.2663e-002 8.9871e-003 8.0794e-003 1.5508e-003 5.4655e-003 3.2639e-002 4.2008e-002 7.4109e-002 7.5492e-002 9.2712e-002 8.3627e-002 8.5059e-002 7.0867e-002 6.3587e-002 4.9506e-002 3.9831e-002 2.8206e-002 1.9130e-002 1.0135e-002 3.2892e-003 8.1614e-005
