   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50
          10 1.8687e-033 2.3776e-026 3.5099e-026 5.4044e-030 2.0694e-026 2.6135e-026 3.1207e-030 1.7547e-025 4.9600e-024 6.7518e-026 9.4192e-023 1.5057e-021 1.7848e-021 4.3430e-020 3.7889e-019 2.2408e-018 1.9841e-017 1.9231e-016 1.2676e-015 1.4202e-014 9.3106e-014 6.8299e-013 5.4393e-012 3.8523e-011 2.6661e-010 1.7208e-009 1.1056e-008 6.0463e-008 3.3911e-007 1.6482e-006 7.4210e-006 3.2196e-005 1.3179e-004 4.7275e-004 1.5907e-003 4.8216e-003 1.3220e-002 3.2045e-002 6.8324e-002 1.2491e-001 1.8961e-001 2.2738e-001 1.9615e-001 9.8364e-002 1.3178e-002 4.2801e-003 1.3071e-002 2.2214e-004 4.3906e-003 5.4910e-005 6.6838e-004
          11 2.2865e-043 2.7107e-032 3.9703e-030 9.0765e-039 1.7161e-028 7.1940e-027 3.4903e-033 2.4111e-025 6.6844e-024 8.3968e-026 1.1687e-022 1.8753e-021 2.2189e-021 5.2815e-020 4.5474e-019 2.6663e-018 2.3294e-017 2.2210e-016 1.4505e-015 1.5878e-014 1.0307e-013 7.4517e-013 5.8233e-012 4.0532e-011 2.7521e-010 1.7421e-009 1.0937e-008 5.8687e-008 3.2081e-007 1.5253e-006 6.7128e-006 2.8332e-005 1.1227e-004 3.9096e-004 1.2686e-003 3.6962e-003 9.6750e-003 2.2273e-002 4.4582e-002 7.5210e-002 1.0224e-001 1.0285e-001 6.1870e-002 7.8363e-003 1.9530e-002 1.3431e-001 2.3181e-001 1.5677e-001 2.1257e-002 2.9167e-003 3.9804e-004
          12 1.9545e-042 2.2135e-030 2.6515e-028 6.8839e-037 1.0468e-026 3.9654e-025 2.4962e-031 1.2112e-023 3.0734e-022 4.1306e-024 5.0478e-021 7.3721e-020 8.7468e-020 1.8986e-018 1.5330e-017 8.6202e-017 7.0775e-016 6.2478e-015 3.9029e-014 3.8374e-013 2.3755e-012 1.6034e-011 1.1469e-010 7.3555e-010 4.5663e-009 2.6387e-008 1.4874e-007 7.2891e-007 3.5362e-006 1.5135e-005 5.9665e-005 2.2086e-004 7.5150e-004 2.2617e-003 6.1559e-003 1.4759e-002 3.0700e-002 5.4051e-002 7.7127e-002 8.2650e-002 5.6092e-002 1.2830e-002 4.0935e-003 5.2329e-002 7.7442e-002 1.5649e-002 4.1632e-002 2.4562e-001 2.0069e-001 3.1055e-003 1.3724e-002
          13 1.8208e-040 1.1755e-028 1.1538e-026 4.9733e-035 4.1419e-025 1.4158e-023 1.1533e-029 3.9369e-022 9.1367e-021 1.3104e-022 1.4079e-019 1.8719e-018 2.2236e-018 4.4061e-017 3.3354e-016 1.7971e-015 1.3862e-014 1.1333e-013 6.7620e-013 5.9832e-012 3.5250e-011 2.2193e-010 1.4533e-009 8.5836e-009 4.8706e-008 2.5677e-007 1.3008e-006 5.8065e-006 2.5030e-005 9.6074e-005 3.3735e-004 1.0905e-003 3.1777e-003 8.1577e-003 1.8383e-002 3.5449e-002 5.6613e-002 7.1134e-002 6.3093e-002 2.9846e-002 1.1180e-003 1.6321e-002 5.4875e-002 4.1400e-002 2.7720e-004 4.2094e-002 4.8860e-002 1.3993e-002 2.8468e-001 1.5146e-001 2.6729e-002
          14 5.8320e-038 4.7521e-027 3.6637e-025 2.0598e-033 1.1944e-023 3.6776e-022 3.8614e-028 9.2984e-021 1.9723e-019 3.0097e-021 2.8479e-018 3.4479e-017 4.0941e-017 7.4148e-016 5.2613e-015 2.7137e-014 1.9663e-013 1.4893e-012 8.4749e-012 6.7634e-011 3.7843e-010 2.2204e-009 1.3317e-008 7.2397e-008 3.7541e-007 1.8043e-006 8.2227e-006 3.3338e-005 1.2778e-004 4.3801e-004 1.3612e-003 3.8198e-003 9.4773e-003 2.0410e-002 3.7284e-002 5.5678e-002 6.3726e-002 4.8943e-002 1.6803e-002 1.1555e-004 2.3201e-002 4.8457e-002 2.3386e-002 1.0739e-003 4.1006e-002 3.0812e-002 4.5827e-003 4.1613e-002 2.3731e-002 3.4590e-001 4.7800e-003
          15 1.9451e-025 1.1822e-017 6.3624e-018 6.9425e-022 6.1685e-019 4.1804e-019 2.8296e-024 3.4843e-018 1.3404e-020 9.8701e-021 4.0548e-017 3.4046e-016 3.6518e-016 6.6048e-015 4.5770e-014 2.2653e-013 1.5670e-012 1.1266e-011 6.1876e-011 4.5932e-010 2.4739e-009 1.3795e-008 7.7714e-008 3.9805e-007 1.9349e-006 8.7008e-006 3.6774e-005 1.3893e-004 4.8953e-004 1.5431e-003 4.3745e-003 1.1042e-002 2.4266e-002 4.5466e-002 7.0006e-002 8.3677e-002 6.9123e-002 2.8477e-002 2.3912e-004 2.2340e-002 5.9928e-002 3.8787e-002 5.9328e-005 3.9230e-002 5.0808e-002 1.2458e-005 5.0653e-002 4.2701e-003 1.3093e-001 4.7551e-002 6.7797e-002
          16 2.6032e-035 1.1189e-025 9.3733e-024 5.0761e-031 2.6854e-022 7.4437e-021 1.0041e-026 1.7098e-019 3.3115e-018 5.3600e-020 4.4744e-017 4.9347e-016 5.8468e-016 9.6910e-015 6.4443e-014 3.1788e-013 2.1632e-012 1.5185e-011 8.2282e-011 5.9362e-010 3.1477e-009 1.7197e-008 9.4494e-008 4.7257e-007 2.2386e-006 9.8009e-006 4.0198e-005 1.4758e-004 5.0276e-004 1.5314e-003 4.1799e-003 1.0099e-002 2.1100e-002 3.7243e-002 5.3188e-002 5.7318e-002 3.9978e-002 1.0709e-002 1.0805e-003 2.5301e-002 4.1970e-002 1.5284e-002 2.7180e-003 3.6875e-002 2.2204e-002 4.6772e-003 4.2468e-002 1.0918e-003 1.5591e-002 9.8443e-002 1.7674e-001
          17 1.1797e-034 3.4027e-024 1.9060e-022 1.0072e-029 4.9493e-021 1.2304e-019 2.1208e-025 2.5620e-018 4.5273e-017 7.7463e-019 5.7149e-016 5.7430e-015 6.7769e-015 1.0294e-013 6.4129e-013 3.0221e-012 1.9309e-011 1.2566e-010 6.4730e-010 4.2312e-009 2.1215e-008 1.0781e-007 5.4282e-007 2.4954e-006 1.0792e-005 4.2992e-005 1.5868e-004 5.2555e-004 1.5887e-003 4.2724e-003 1.0144e-002 2.0841e-002 3.5989e-002 5.0209e-002 5.2385e-002 3.4679e-002 8.0945e-003 1.6866e-003 2.4683e-002 3.7233e-002 1.2034e-002 3.0666e-003 3.2560e-002 1.9148e-002 3.1612e-003 3.5314e-002 2.6078e-003 3.1752e-002 8.9002e-003 7.5065e-004 1.8267e-001
          18 5.0702e-033 8.1431e-023 3.3323e-021 3.3830e-028 7.6929e-020 1.7127e-018 3.7563e-024 3.2275e-017 5.1972e-016 9.3664e-018 6.1186e-015 5.6036e-014 6.5725e-014 9.1608e-013 5.3451e-012 2.4037e-011 1.4416e-010 8.7003e-010 4.2525e-009 2.5243e-008 1.1939e-007 5.6371e-007 2.6010e-006 1.0981e-005 4.3322e-005 1.5678e-004 5.2031e-004 1.5477e-003 4.1375e-003 9.7416e-003 1.9864e-002 3.4069e-002 4.7105e-002 4.8743e-002 3.1958e-002 7.3223e-003 1.6054e-003 2.2635e-002 3.4043e-002 1.1330e-002 2.3623e-003 2.8430e-002 1.8932e-002 1.3813e-003 2.9932e-002 6.3482e-003 1.8750e-002 1.1680e-002 2.5955e-002 2.8539e-002 4.7549e-002
          19 8.8871e-031 2.1468e-021 5.0798e-020 1.3452e-026 1.0331e-018 2.0637e-017 5.7291e-023 3.5072e-016 5.1401e-015 9.7201e-017 5.6331e-014 4.7020e-013 5.4701e-013 7.0055e-012 3.8266e-011 1.6401e-010 9.2288e-010 5.1665e-009 2.3916e-008 1.2920e-007 5.7497e-007 2.5191e-006 1.0650e-005 4.1240e-005 1.4823e-004 4.8628e-004 1.4483e-003 3.8478e-003 9.0448e-003 1.8436e-002 3.1716e-002 4.4099e-002 4.6131e-002 3.0948e-002 7.7231e-003 1.0537e-003 1.9796e-002 3.1873e-002 1.2192e-002 1.2192e-003 2.4292e-002 2.0080e-002 1.8498e-004 2.4612e-002 1.1111e-002 9.2808e-003 2.0472e-002 5.1950e-003 1.1622e-002 4.5606e-002 7.7454e-002
          20 2.3342e-019 1.9507e-011 4.3334e-013 1.3995e-016 2.4989e-012 4.1978e-012 6.4928e-018 1.8112e-012 1.2273e-014 2.5162e-014 1.7556e-013 7.7642e-012 4.3383e-012 2.2118e-011 1.7404e-010 7.7973e-010 3.8749e-009 2.0659e-008 9.3769e-008 4.7192e-007 2.0159e-006 8.4021e-006 3.3486e-005 1.2227e-004 4.1277e-004 1.2658e-003 3.5022e-003 8.5944e-003 1.8454e-002 3.3875e-002 5.1299e-002 6.0432e-002 4.9534e-002 2.0718e-002 3.2975e-004 1.3570e-002 3.8991e-002 2.8648e-002 9.9442e-004 1.7340e-002 3.5520e-002 5.0007e-003 1.5085e-002 3.1092e-002 3.9011e-010 3.1444e-002 3.6060e-003 2.6574e-002 1.0341e-005 5.0670e-002 6.3423e-004
          21 1.3643e-028 3.3578e-021 7.3687e-019 4.9725e-026 1.2668e-017 2.1716e-016 7.6172e-022 3.3575e-015 4.4637e-014 8.8172e-016 4.5434e-013 3.4570e-012 3.9797e-012 4.6892e-011 2.3965e-010 9.7769e-010 5.1590e-009 2.6793e-008 1.1721e-007 5.7740e-007 2.4114e-006 9.7884e-006 3.7900e-005 1.3440e-004 4.3930e-004 1.3026e-003 3.4704e-003 8.1765e-003 1.6750e-002 2.9091e-002 4.1109e-002 4.4085e-002 3.1069e-002 8.9855e-003 4.0382e-004 1.6375e-002 3.0058e-002 1.4081e-002 2.5727e-004 1.9797e-002 2.1722e-002 1.8185e-004 1.8740e-002 1.6032e-002 2.7329e-003 2.3663e-002 1.4023e-005 2.2152e-002 8.2410e-004 1.3348e-003 1.3338e-001
          22 4.3097e-028 2.8577e-019 9.2015e-018 5.3473e-024 1.3421e-016 2.0710e-015 9.1057e-021 2.8650e-014 3.4546e-013 7.0998e-015 3.2584e-012 2.2593e-011 2.5677e-011 2.7871e-010 1.3319e-009 5.1644e-009 2.5540e-008 1.2305e-007 5.0765e-007 2.2844e-006 8.9285e-006 3.3520e-005 1.1877e-004 3.8489e-004 1.1412e-003 3.0467e-003 7.2250e-003 1.4957e-002 2.6351e-002 3.8097e-002 4.2351e-002 3.1802e-002 1.0989e-002 1.6520e-005 1.2635e-002 2.8063e-002 1.6601e-002 4.3445e-005 1.4889e-002 2.3035e-002 1.8025e-003 1.2434e-002 1.9851e-002 4.4313e-005 2.1219e-002 3.3049e-003 1.6716e-002 3.0087e-003 1.8354e-002 1.0396e-004 3.0337e-002
          23 1.0777e-026 6.4127e-018 1.1271e-016 2.0983e-022 1.3066e-015 1.7902e-014 9.8661e-020 2.2175e-013 2.4166e-012 5.1426e-014 2.1068e-011 1.3308e-010 1.4893e-010 1.4911e-009 6.6571e-009 2.4495e-008 1.1345e-007 5.0698e-007 1.9678e-006 8.1008e-006 2.9543e-005 1.0237e-004 3.3151e-004 9.7911e-004 2.6243e-003 6.2749e-003 1.3149e-002 2.3619e-002 3.5077e-002 4.0679e-002 3.2854e-002 1.3582e-002 2.1028e-004 8.8310e-003 2.5487e-002 1.9341e-002 9.9480e-004 9.8459e-003 2.3255e-002 5.0928e-003 6.4824e-003 2.1451e-002 1.4307e-003 1.4747e-002 1.0702e-002 6.6763e-003 1.3210e-002 6.9693e-003 5.2997e-003 2.0280e-002 1.8644e-002
          24 1.1745e-024 2.3908e-016 1.5533e-015 1.5790e-020 1.1220e-014 1.4262e-013 1.0125e-018 1.5756e-012 1.5419e-011 3.3825e-013 1.2404e-010 7.1329e-010 7.8381e-010 7.2465e-009 3.0200e-008 1.0526e-007 4.5620e-007 1.8902e-006 6.8847e-006 2.5958e-005 8.8056e-005 2.8094e-004 8.2990e-004 2.2261e-003 5.3687e-003 1.1416e-002 2.0918e-002 3.2026e-002 3.8861e-002 3.3880e-002 1.6601e-002 1.2075e-003 5.3203e-003 2.2114e-002 2.1700e-002 3.2929e-003 5.2155e-003 2.1773e-002 9.5589e-003 1.9824e-003 2.0024e-002 6.0000e-003 7.0650e-003 1.6860e-002 4.6527e-004 1.8118e-002 2.4969e-005 1.5714e-002 2.5421e-003 1.9719e-003 5.9552e-002
          25 4.0356e-013 2.3773e-005 1.0055e-005 2.9572e-009 7.4737e-006 3.7517e-007 3.4759e-010 1.7057e-006 3.8454e-006 8.7405e-009 1.8017e-006 1.3022e-008 7.8076e-007 8.3965e-007 9.5389e-007 3.3347e-007 5.1515e-006 2.4834e-006 1.3844e-005 8.7555e-005 1.8504e-004 6.3896e-004 1.8377e-003 4.4366e-003 1.0045e-002 2.0448e-002 3.2517e-002 4.7194e-002 4.6823e-002 3.3936e-002 9.2227e-003 3.9812e-004 1.6950e-002 3.2090e-002 1.6085e-002 1.4770e-005 1.8157e-002 2.4690e-002 1.7382e-003 1.3395e-002 2.2380e-002 5.6779e-005 2.0846e-002 8.5310e-003 1.0548e-002 1.4132e-002 7.8369e-003 9.7486e-003 1.3333e-002 4.8950e-004 2.5058e-002
          26 6.3311e-023 1.0178e-015 5.5317e-015 2.5304e-019 1.2846e-013 1.0301e-012 7.2935e-018 1.0207e-011 9.1550e-011 2.0475e-012 6.7040e-010 3.5141e-009 3.7832e-009 3.2318e-008 1.2554e-007 4.1379e-007 1.6763e-006 6.4359e-006 2.1937e-005 7.5801e-005 2.3835e-004 6.9815e-004 1.8761e-003 4.5499e-003 9.8109e-003 1.8376e-002 2.9000e-002 3.6845e-002 3.4644e-002 1.9828e-002 3.0936e-003 2.4608e-003 1.8034e-002 2.3158e-002 6.7838e-003 1.7444e-003 1.8434e-002 1.4189e-002 3.1037e-005 1.5704e-002 1.1762e-002 1.4679e-003 1.8264e-002 1.4389e-003 1.3907e-002 4.5331e-003 1.1842e-002 2.0808e-003 1.3166e-002 9.2088e-004 1.0687e-002
          27 1.4450e-022 1.1151e-015 1.1118e-013 1.5281e-021 9.5645e-013 7.1585e-012 6.7105e-017 6.3024e-011 5.0132e-010 1.1429e-011 3.3657e-009 1.6033e-008 1.6847e-008 1.3313e-007 4.8154e-007 1.4975e-006 5.6631e-006 2.0129e-005 6.4015e-005 2.0272e-004 5.8862e-004 1.5772e-003 3.8409e-003 8.3718e-003 1.6002e-002 2.6046e-002 3.4610e-002 3.4945e-002 2.2966e-002 5.8021e-003 6.1548e-004 1.3498e-002 2.3238e-002 1.0966e-002 8.1758e-005 1.3647e-002 1.7693e-002 1.1193e-003 9.6941e-003 1.6240e-002 1.0692e-004 1.4354e-002 7.5087e-003 5.6070e-003 1.2765e-002 2.4834e-003 1.1874e-002 4.6689e-003 4.0896e-003 1.1627e-002 2.9717e-003
          28 2.2693e-021 7.3466e-014 1.6068e-012 5.1842e-018 7.7720e-012 4.6150e-011 5.2587e-016 3.6704e-010 2.5842e-009 5.9485e-011 1.5771e-008 6.8278e-008 6.9806e-008 5.1036e-007 1.7159e-006 5.0239e-006 1.7706e-005 5.8183e-005 1.7207e-004 4.9903e-004 1.3323e-003 3.2512e-003 7.1385e-003 1.3873e-002 2.3228e-002 3.2217e-002 3.4777e-002 2.5776e-002 9.1311e-003 3.3975e-007 9.0005e-003 2.1797e-002 1.5072e-002 5.7973e-004 8.3187e-003 1.8990e-002 4.7985e-003 3.9888e-003 1.7466e-002 3.1329e-003 7.6103e-003 1.3686e-002 3.3697e-004 1.5439e-002 4.6214e-004 1.3750e-002 2.9416e-004 1.2596e-002 1.6363e-003 2.5197e-003 2.6386e-002
          29 1.8965e-019 6.2374e-012 5.0392e-011 1.2340e-015 7.1431e-011 2.4988e-010 3.5196e-015 2.1129e-009 1.2605e-008 2.8773e-010 6.9152e-008 2.7370e-007 2.7097e-007 1.8293e-006 5.7073e-006 1.5700e-005 5.1449e-005 1.5601e-004 4.2748e-004 1.1336e-003 2.7685e-003 6.1186e-003 1.2027e-002 2.0614e-002 2.9721e-002 3.4086e-002 2.8073e-002 1.2772e-002 6.5630e-004 5.0593e-003 1.8931e-002 1.8322e-002 3.0760e-003 3.6557e-003 1.7612e-002 9.7006e-003 5.1741e-004 1.4909e-002 8.6014e-003 1.8454e-003 1.5649e-002 1.4958e-003 1.0695e-002 6.5329e-003 6.2894e-003 7.6077e-003 6.6544e-003 3.2358e-003 9.9368e-003 8.6471e-004 2.1045e-003
          30 2.8700e-009 7.4207e-002 2.9851e-001 2.2805e-005 1.0111e-002 4.6940e-002 3.2399e-007 3.0898e-002 4.0526e-005 3.1733e-004 1.4665e-002 1.7640e-002 3.7283e-003 8.8827e-003 2.7774e-003 1.1438e-002 3.8128e-005 1.0515e-002 3.8472e-003 2.1556e-004 1.8431e-002 3.3537e-003 5.7812e-003 1.2928e-002 4.4715e-004 5.9211e-003 2.7102e-002 2.5354e-002 6.2226e-002 9.4294e-002 2.6945e-002 4.4626e-002 6.7295e-003 3.8280e-004 8.8314e-004 6.9430e-003 9.1462e-003 6.3506e-005 5.4460e-003 5.2311e-003 8.3915e-004 4.2303e-006 2.5056e-003 4.8915e-004 3.2499e-003 6.5240e-005 1.3518e-003 1.1579e-004 2.2187e-003 1.0506e-003 6.4251e-004
          31 2.6189e-018 4.6367e-011 5.3849e-011 2.2228e-014 3.5888e-010 2.5048e-009 3.4918e-014 9.3937e-009 5.8935e-008 1.3975e-009 2.9481e-007 1.0206e-006 9.8308e-007 6.1966e-006 1.7839e-005 4.5828e-005 1.3954e-004 3.8966e-004 9.8428e-004 2.3804e-003 5.2874e-003 1.0504e-002 1.8307e-002 2.7254e-002 3.2974e-002 2.9728e-002 1.6412e-002 2.4372e-003 2.1149e-003 1.5104e-002 2.0070e-002 6.9243e-003 7.1486e-004 1.3965e-002 1.4080e-002 3.4464e-004 9.7567e-003 1.3480e-002 3.3982e-005 1.2372e-002 7.1743e-003 3.5199e-003 1.2787e-002 2.8259e-004 1.3086e-002 6.5205e-005 1.1516e-002 1.7205e-003 4.8189e-003 7.9444e-003 2.4947e-004
          32 5.4138e-018 2.5343e-011 1.1159e-010 3.7657e-014 3.8804e-009 1.3409e-008 2.1223e-013 4.9869e-008 2.6556e-007 6.1280e-009 1.1663e-006 3.6643e-006 3.3977e-006 1.9763e-005 5.2434e-005 1.2574e-004 3.5414e-004 9.0713e-004 2.1028e-003 4.6184e-003 9.2578e-003 1.6377e-002 2.4956e-002 3.1545e-002 3.0708e-002 1.9731e-002 5.0358e-003 4.2700e-004 1.0918e-002 2.0066e-002 1.1147e-002 5.4565e-005 9.1402e-003 1.6421e-002 3.1962e-003 4.2715e-003 1.5296e-002 2.6452e-003 6.2968e-003 1.2505e-002 2.0746e-005 1.2889e-002 2.1698e-003 9.2988e-003 4.0517e-003 8.2506e-003 2.1675e-003 9.8032e-003 3.0376e-004 3.4962e-003 1.3226e-002
