   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46
          10 9.1947e-010 1.8651e-001 1.1897e-001 5.5540e-007 1.4837e-002 7.6570e-003 1.3220e-005 4.2624e-002 4.3587e-002 5.2286e-004 1.4118e-002 3.2378e-003 1.5743e-002 1.9446e-003 1.9579e-002 3.0034e-003 1.0487e-002 2.6529e-002 9.4437e-003 2.7128e-004 5.8468e-003 1.3824e-003 6.2384e-003 4.5911e-002 9.7883e-002 1.1919e-001 9.7193e-002 5.4135e-002 1.8267e-002 1.8673e-003 7.6935e-004 5.1430e-003 8.1296e-003 7.8914e-003 5.6147e-003 3.0446e-003 1.2071e-003 2.8582e-004 1.0610e-005 3.4426e-005 1.2032e-004 1.6711e-004 1.6218e-004 1.2687e-004 8.4663e-005 4.8046e-005 1.8156e-005
          11 8.0169e-010 2.7959e-001 1.9535e-002 1.6742e-009 2.8665e-002 6.8928e-002 6.9218e-008 3.2543e-002 2.1303e-004 2.7322e-003 1.3866e-002 2.4201e-002 1.7759e-003 2.2770e-002 9.9190e-004 1.2411e-002 1.0202e-002 7.6764e-004 1.8301e-002 1.8682e-002 2.5838e-003 1.6906e-003 5.0185e-003 3.5374e-004 7.8811e-003 4.2038e-002 8.3462e-002 1.0185e-001 8.7342e-002 5.4098e-002 2.2719e-002 4.7598e-003 6.1311e-007 2.2314e-003 5.4989e-003 6.8778e-003 6.1569e-003 4.3504e-003 2.4893e-003 1.1328e-003 3.7556e-004 6.5501e-005 5.2460e-009 2.4335e-005 5.4607e-005 5.9489e-005 3.2177e-005
          12 1.6829e-009 2.5995e-001 4.5781e-002 1.9742e-007 9.9138e-002 1.4428e-002 2.9801e-005 1.0223e-002 4.1103e-002 4.0720e-005 2.4819e-002 2.6856e-004 1.4996e-002 1.0805e-003 2.0221e-002 4.3520e-003 6.5846e-003 1.4275e-002 9.1551e-004 8.0539e-003 1.9591e-002 9.5916e-003 1.1673e-004 3.1100e-003 3.5808e-003 1.1057e-006 9.9412e-003 3.9666e-002 7.2533e-002 8.7133e-002 7.6810e-002 5.1194e-002 2.4957e-002 7.5703e-003 5.9377e-004 5.5763e-004 3.0192e-003 5.0185e-003 5.5209e-003 4.7722e-003 3.4598e-003 2.1578e-003 1.1699e-003 5.4773e-004 2.1857e-004 7.2193e-005 1.6904e-005
          13 8.3284e-010 1.3127e-001 2.5578e-001 6.1717e-007 6.6245e-003 4.4237e-002 2.8082e-006 5.3153e-002 4.5544e-003 2.6741e-003 9.5783e-003 2.4055e-002 1.6310e-003 1.9506e-002 2.0549e-005 1.6031e-002 7.2791e-003 2.2079e-003 1.3393e-002 4.2626e-003 1.9940e-003 1.4709e-002 1.4162e-002 2.9583e-003 4.6268e-004 3.7468e-003 1.9404e-003 4.8301e-004 1.2408e-002 3.8168e-002 6.3688e-002 7.4358e-002 6.6387e-002 4.6610e-002 2.5297e-002 9.6863e-003 1.8326e-003 5.5179e-006 1.2079e-003 2.9774e-003 4.0468e-003 4.1477e-003 3.5608e-003 2.6752e-003 1.7951e-003 1.0502e-003 4.1006e-004
          14 1.5537e-012 2.6375e-002 2.6519e-001 1.2393e-007 1.4698e-001 4.6850e-002 2.4292e-005 2.9963e-003 4.1908e-002 3.4105e-005 2.2830e-002 1.7033e-003 1.2749e-002 4.4853e-003 1.8300e-002 1.2000e-004 1.3949e-002 9.3659e-003 4.3821e-004 1.0893e-002 6.9540e-003 7.7484e-005 8.9971e-003 1.4528e-002 6.6950e-003 1.6783e-004 1.8437e-003 3.2639e-003 5.6884e-004 1.8999e-003 1.5067e-002 3.6869e-002 5.6071e-002 6.3192e-002 5.6504e-002 4.1088e-002 2.4142e-002 1.0887e-002 3.1787e-003 2.5592e-004 2.1595e-004 1.2537e-003 2.2194e-003 2.6356e-003 2.4729e-003 1.8599e-003 8.5107e-004
          15 7.2786e-010 4.7665e-004 6.8706e-002 3.3463e-008 3.4602e-001 7.6069e-002 3.5600e-006 5.4061e-002 2.4171e-003 2.8145e-003 1.9243e-002 1.9116e-002 7.2559e-003 1.1203e-002 3.8652e-003 1.5395e-002 5.0002e-005 1.1896e-002 9.6415e-003 4.3103e-005 8.5603e-003 8.1011e-003 2.2550e-004 4.9361e-003 1.2548e-002 8.9989e-003 1.5240e-003 4.0115e-004 2.7385e-003 1.9824e-003 2.7357e-007 4.1816e-003 1.7632e-002 3.5495e-002 4.9313e-002 5.3332e-002 4.7344e-002 3.5273e-002 2.2046e-002 1.1275e-002 4.3743e-003 1.0074e-003 2.3949e-005 1.9209e-004 6.1045e-004 7.7564e-004 4.5576e-004
          16 1.3347e-009 2.5274e-004 2.4978e-004 5.4330e-008 1.0221e-001 3.9624e-001 1.0870e-004 5.4581e-002 3.4920e-002 3.9933e-004 1.1700e-002 1.3924e-002 3.4941e-003 1.6906e-002 7.7832e-003 5.9673e-003 1.3077e-002 1.4680e-006 1.0627e-002 8.7556e-003 8.8587e-007 6.8391e-003 8.0109e-003 7.9677e-004 2.6417e-003 1.0035e-002 9.5668e-003 3.0470e-003 1.0399e-009 1.6351e-003 2.4622e-003 6.3724e-004 5.7444e-004 7.0386e-003 1.9729e-002 3.3565e-002 4.2755e-002 4.4320e-002 3.8885e-002 2.9457e-002 1.9404e-002 1.1025e-002 5.2926e-003 2.0355e-003 5.6226e-004 8.4582e-005 3.1562e-006
          17 9.9365e-010 6.3568e-006 1.5617e-003 9.1917e-009 6.0076e-004 1.0414e-001 1.4671e-004 4.3680e-001 7.3017e-002 2.5886e-005 1.2736e-002 8.9174e-003 2.1185e-002 1.7638e-004 1.6081e-002 2.6373e-003 9.3545e-003 9.8749e-003 1.4714e-004 1.0141e-002 7.1627e-003 5.6539e-006 5.8277e-003 7.2487e-003 1.0746e-003 1.5654e-003 7.8890e-003 8.9574e-003 3.9134e-003 1.8676e-004 7.9979e-004 2.1785e-003 1.3053e-003 1.2974e-006 2.3106e-003 9.9690e-003 2.0833e-002 3.0690e-002 3.6014e-002 3.5668e-002 3.0799e-002 2.3569e-002 1.6181e-002 9.9917e-003 5.5553e-003 2.7136e-003 9.2171e-004
          18 3.9249e-010 1.0237e-005 8.0052e-006 1.0338e-008 4.0392e-003 1.1269e-002 2.6215e-007 6.0496e-002 4.3439e-001 2.4112e-002 1.2387e-001 2.8031e-005 1.1242e-003 3.5791e-002 7.3435e-003 1.0233e-002 1.9910e-004 1.2229e-002 5.6182e-003 9.5795e-004 9.8482e-003 5.0931e-003 1.0125e-004 5.4040e-003 6.1964e-003 9.3959e-004 1.1817e-003 6.4177e-003 7.9085e-003 4.0405e-003 4.3084e-004 3.6644e-004 1.6932e-003 1.5284e-003 2.1875e-004 6.0354e-004 4.8380e-003 1.2422e-002 2.0719e-002 2.6829e-002 2.9118e-002 2.7502e-002 2.3177e-002 1.7621e-002 1.2129e-002 7.2994e-003 2.9112e-003
          19 6.5495e-011 8.5276e-007 4.8458e-005 1.0408e-008 5.2028e-004 3.9697e-003 1.4320e-005 4.3604e-002 3.8772e-003 9.5256e-003 3.3542e-001 2.1677e-001 3.7122e-002 9.4875e-003 4.8649e-002 3.8576e-002 5.9978e-004 1.0481e-006 1.5716e-002 1.1931e-003 2.1888e-003 9.2873e-003 2.6604e-003 4.6425e-004 5.2864e-003 4.8333e-003 5.3462e-004 1.1842e-003 5.5371e-003 6.6784e-003 3.5421e-003 4.9131e-004 1.9573e-004 1.3021e-003 1.4396e-003 4.1753e-004 1.1888e-004 2.3731e-003 7.3600e-003 1.3561e-002 1.8881e-002 2.1743e-002 2.1722e-002 1.9234e-002 1.5185e-002 1.0271e-002 4.4352e-003
          20 6.2300e-014 7.5807e-008 2.1695e-005 2.6769e-010 1.8785e-005 3.1307e-003 1.0943e-006 1.7165e-006 6.7693e-002 6.5387e-003 3.4523e-002 7.2613e-002 1.6367e-001 1.8086e-001 4.7728e-002 6.8921e-002 1.1106e-001 1.5481e-002 1.3742e-003 2.5212e-002 1.2768e-003 1.8047e-003 9.3389e-003 4.3951e-004 9.9802e-004 5.2919e-003 3.1365e-003 1.4193e-004 1.5031e-003 4.9627e-003 5.3437e-003 2.7261e-003 3.5359e-004 1.6614e-004 1.0365e-003 1.2138e-003 4.5370e-004 1.9160e-005 1.2973e-003 4.5570e-003 8.8884e-003 1.2849e-002 1.5250e-002 1.5505e-002 1.3704e-002 1.0129e-002 4.6298e-003
          21 2.2388e-011 2.3693e-007 2.3113e-006 1.6200e-009 8.6840e-005 3.4412e-004 2.0269e-007 4.4953e-003 1.5376e-002 1.6037e-005 2.5874e-002 1.2472e-001 4.2325e-002 7.1999e-003 1.0192e-001 6.0009e-002 6.7003e-002 1.7358e-001 9.8721e-002 2.3551e-002 5.6306e-002 2.6301e-002 3.3387e-004 1.5044e-002 1.4399e-003 5.1112e-004 6.3511e-003 9.7413e-004 3.8491e-006 2.2614e-003 4.1618e-003 4.0669e-003 1.7082e-003 1.3743e-004 2.0070e-004 8.9316e-004 9.4997e-004 3.4268e-004 8.9614e-006 8.5527e-004 3.0682e-003 5.9751e-003 8.5783e-003 1.0028e-002 9.8673e-003 7.8961e-003 3.7887e-003
          22 3.9156e-011 1.1397e-007 4.1555e-009 2.5278e-009 4.4795e-005 3.2769e-006 3.8173e-007 2.9987e-003 4.0614e-005 7.4019e-004 3.9631e-002 1.8429e-002 5.1813e-003 1.1189e-001 8.3375e-002 1.2621e-003 2.2467e-003 3.3931e-003 7.4528e-002 1.3848e-001 6.7397e-002 1.0381e-001 1.0980e-001 2.7700e-002 4.6035e-002 2.6747e-002 2.6248e-003 1.5736e-002 1.0378e-003 2.6972e-004 5.2266e-003 1.9266e-003 3.5558e-003 4.9039e-004 4.1361e-005 3.7507e-004 6.8496e-004 6.7273e-004 1.7884e-004 2.9586e-005 7.1098e-004 2.2411e-003 4.0753e-003 5.5110e-003 6.0126e-003 5.1770e-003 2.5935e-003
          23 3.5702e-011 3.0475e-008 2.7765e-007 1.4243e-009 1.3447e-005 5.7878e-005 1.9466e-007 9.5169e-004 1.3510e-003 7.5390e-004 1.6939e-002 2.2279e-004 2.5346e-002 7.3764e-002 3.7043e-003 3.1690e-002 3.4633e-002 1.9719e-002 4.6188e-002 1.3578e-002 8.7249e-003 1.1938e-002 3.7539e-002 1.1430e-001 7.2512e-002 9.5033e-002 1.0903e-001 4.6644e-002 6.5486e-002 3.6085e-002 1.4684e-002 2.7960e-002 2.0040e-003 1.0538e-002 1.4019e-003 9.2877e-004 2.0090e-003 3.1485e-005 8.9899e-004 1.5343e-006 2.5065e-005 8.3198e-004 1.6022e-003 2.6805e-003 3.2640e-003 2.9447e-003 1.5232e-003
          24 2.1671e-011 6.1499e-009 2.4900e-007 4.9949e-010 3.1919e-006 4.8531e-005 7.2594e-008 2.1838e-004 1.4502e-003 3.5892e-004 4.5462e-003 3.4874e-003 1.8155e-002 2.2882e-002 3.2538e-003 3.8732e-002 1.7692e-002 2.7651e-003 3.5738e-003 3.6017e-003 3.8029e-002 2.2397e-002 2.4670e-002 2.7914e-002 4.5007e-004 2.7114e-004 6.3275e-003 4.2998e-002 3.9685e-002 7.3094e-002 9.1706e-002 6.6749e-002 1.0375e-001 5.7844e-002 6.9613e-002 4.9608e-002 3.4013e-002 3.4436e-002 1.6020e-002 1.6233e-002 9.5756e-003 4.0058e-003 7.0452e-003 1.0671e-004 4.5453e-003 4.5746e-004 9.6746e-004
