   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37
          11 4.4975e-010 1.1116e-001 3.1138e-001 3.5028e-006 5.9364e-005 5.6490e-002 4.5841e-004 4.4700e-002 1.8233e-004 1.6072e-002 3.3966e-003 2.5860e-002 1.7979e-003 1.3296e-002 1.2729e-002 8.6376e-005 1.4307e-002 1.7391e-002 3.5757e-003 8.7198e-004 5.8024e-003 3.1820e-003 2.8540e-004 1.2548e-002 3.9001e-002 6.3828e-002 7.2999e-002 6.4364e-002 4.5419e-002 2.5662e-002 1.1085e-002 3.1059e-003 2.4734e-004 1.7430e-004 9.8889e-004 1.6307e-003 1.7169e-003 1.1959e-003
          12 1.3989e-009 1.2549e-002 2.3861e-001 2.4580e-005 2.4670e-001 1.8055e-002 1.5767e-003 1.2209e-002 4.0781e-002 1.0429e-003 2.0158e-002 1.4351e-003 2.0922e-002 1.5223e-003 1.0032e-002 1.3244e-002 2.3608e-004 8.7699e-003 1.6543e-002 6.9604e-003 1.1530e-005 3.3524e-003 4.7556e-003 7.9538e-004 2.0674e-003 1.6015e-002 3.7433e-002 5.4636e-002 5.9696e-002 5.2571e-002 3.8575e-002 2.3770e-002 1.2108e-002 4.8417e-003 1.3042e-003 1.2727e-004 2.0052e-005 1.1582e-004
          13 2.0904e-009 6.9208e-005 2.6776e-002 1.6188e-005 3.3000e-001 2.0856e-001 6.5224e-006 2.0988e-002 2.0537e-003 1.4042e-002 1.7264e-002 1.6567e-002 2.9382e-003 1.8955e-002 1.2775e-003 8.0432e-003 1.2028e-002 7.0105e-004 5.4473e-003 1.4057e-002 8.4986e-003 6.3847e-004 1.4298e-003 4.2949e-003 2.3755e-003 9.9792e-006 5.1065e-003 1.8830e-002 3.4921e-002 4.5784e-002 4.7699e-002 4.1662e-002 3.1349e-002 2.0632e-002 1.1906e-002 6.0108e-003 2.6154e-003 9.1909e-004
          14 1.2716e-009 1.9718e-004 1.9882e-003 1.4730e-008 2.4168e-002 3.7248e-001 1.2331e-002 2.2141e-001 3.5822e-003 4.2383e-003 6.6996e-003 2.3030e-002 6.5053e-003 6.7575e-003 1.6058e-002 4.7053e-004 7.6947e-003 1.0262e-002 7.5036e-004 3.9194e-003 1.1584e-002 8.4011e-003 1.3195e-003 5.1181e-004 3.2156e-003 2.9602e-003 3.8749e-004 1.1916e-003 8.6450e-003 2.0474e-002 3.1441e-002 3.7325e-002 3.6897e-002 3.1637e-002 2.4025e-002 1.6359e-002 9.8952e-003 4.8148e-003
          15 2.6669e-010 1.6475e-005 4.9000e-004 1.0971e-006 1.1493e-002 4.0859e-003 6.6417e-003 3.2979e-001 3.0022e-001 2.4288e-002 5.7894e-006 7.6320e-003 3.5826e-002 1.0321e-005 7.7651e-003 1.2372e-002 2.2865e-005 7.7328e-003 8.0496e-003 3.7689e-004 3.4873e-003 9.5994e-003 7.2966e-003 1.4626e-003 1.9885e-004 2.3114e-003 2.7956e-003 8.7012e-004 1.6563e-004 3.8561e-003 1.1575e-002 2.0237e-002 2.6468e-002 2.8506e-002 2.6430e-002 2.1584e-002 1.5385e-002 8.5409e-003
          16 1.9161e-012 3.9196e-007 2.7280e-004 5.5614e-009 1.4835e-005 2.6996e-002 1.1763e-003 1.3144e-002 1.3827e-001 1.7707e-001 2.7216e-001 3.8864e-002 1.7805e-002 6.8646e-002 1.3794e-002 2.6591e-003 1.0922e-002 2.1944e-003 6.2908e-003 5.8627e-003 5.8405e-006 3.5690e-003 8.0361e-003 5.5705e-003 1.0891e-003 1.4148e-004 1.7843e-003 2.3276e-003 9.5500e-004 6.2569e-006 1.8441e-003 6.7022e-003 1.2738e-002 1.7611e-002 1.9762e-002 1.8844e-002 1.5231e-002 9.2677e-003
          17 1.5164e-010 1.8581e-006 2.3495e-005 7.0217e-008 7.5949e-004 3.7285e-003 1.0248e-004 1.8187e-002 9.2365e-002 9.6443e-003 2.9331e-002 2.3531e-001 1.2695e-001 5.5573e-002 1.2600e-001 8.8572e-002 5.1472e-003 2.1085e-002 1.6483e-002 1.1420e-003 5.8348e-003 9.7548e-004 2.9750e-003 7.0904e-003 3.2731e-003 5.6543e-004 2.4245e-004 1.4724e-003 1.7632e-003 7.5117e-004 1.9627e-007 1.1076e-003 4.1764e-003 8.0774e-003 1.1215e-002 1.2432e-002 1.1234e-002 7.3821e-003
          18 2.6684e-010 9.5852e-007 1.5794e-007 2.8823e-008 3.9462e-004 1.6175e-006 2.9372e-004 1.6420e-002 4.1135e-003 1.2079e-002 1.1130e-001 7.4389e-002 5.1276e-003 5.7255e-002 3.8326e-002 1.0556e-001 1.8702e-001 6.9120e-002 6.8494e-002 8.1309e-002 1.1410e-002 2.0024e-002 1.4525e-002 1.3531e-005 1.0830e-002 2.2802e-004 6.0138e-004 9.0744e-004 8.5166e-004 1.4130e-003 3.1340e-004 8.0352e-006 9.0371e-004 2.8897e-003 5.1238e-003 6.6995e-003 6.7442e-003 4.7380e-003
          19 2.3304e-010 2.8476e-007 2.5841e-006 3.3066e-009 1.1099e-004 3.1051e-004 1.4782e-004 5.3226e-003 1.5450e-003 1.6039e-002 4.7960e-002 1.4655e-004 6.2696e-002 6.6813e-002 1.0966e-002 1.0256e-002 5.0059e-004 4.5292e-002 5.4654e-002 6.7757e-002 1.4478e-001 8.5512e-002 8.3671e-002 9.5350e-002 2.9830e-002 5.2342e-002 1.6853e-002 1.2159e-002 1.2386e-002 1.3299e-003 4.9656e-003 5.9175e-004 1.6069e-004 1.9007e-003 1.2853e-003 3.5875e-003 3.1472e-003 2.4968e-003
          20 1.0435e-010 5.9406e-008 1.4951e-006 1.3093e-010 2.2450e-005 1.9433e-004 4.1362e-005 1.1052e-003 2.0374e-003 6.2094e-003 1.0484e-002 3.3221e-003 3.4507e-002 1.6394e-002 3.0446e-005 4.3589e-004 6.6626e-003 3.8667e-002 2.0955e-002 1.1185e-002 1.1158e-002 5.4342e-004 5.3178e-003 1.3352e-002 5.2559e-002 4.3728e-002 8.1036e-002 8.0812e-002 7.7361e-002 9.2773e-002 6.7293e-002 7.2537e-002 5.9316e-002 4.3263e-002 5.0309e-002 2.1877e-002 3.5936e-002 8.9800e-003
