   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42
           0 6.1702e-001 2.7248e-001 8.2632e-002 2.1357e-002 5.0495e-003 1.1427e-003 2.5100e-004 5.3297e-005 1.1156e-005 2.3931e-006 5.1611e-007 9.9224e-008 1.5198e-008 2.3791e-009 9.0568e-010 6.4438e-010 2.5722e-010 4.9435e-012 7.4318e-011 1.3112e-010 4.7418e-011 4.5939e-013 4.3143e-011 6.8054e-011 3.3875e-011 1.2728e-012 1.2565e-011 4.2265e-011 4.9905e-011 3.0216e-011 6.9401e-012 2.8648e-013 1.0199e-011 2.3582e-011 2.9090e-011 2.4557e-011 1.4870e-011 6.0523e-012 1.2073e-012 6.5956e-016 3.4613e-013 4.1555e-013 1.6524e-013
           1 3.2290e-001 1.7185e-001 2.7431e-001 1.4945e-001 5.6603e-002 1.7903e-002 5.1334e-003 1.3770e-003 3.5331e-004 8.8878e-005 2.1971e-005 5.2103e-006 1.1845e-006 2.7600e-007 7.0135e-008 1.7279e-008 2.9071e-009 1.6280e-010 5.7187e-015 1.1003e-011 8.9603e-011 1.0349e-010 2.2064e-011 8.8116e-012 6.9198e-011 8.3245e-011 3.4999e-011 8.0596e-013 1.2550e-011 3.4457e-011 3.2797e-011 1.3649e-011 6.4199e-013 3.7912e-012 1.4932e-011 2.1892e-011 2.0066e-011 1.2805e-011 5.6061e-012 1.4586e-012 1.3269e-013 4.7674e-016 4.5733e-015
           2 5.7435e-002 4.2620e-001 2.6206e-002 1.8655e-001 1.6596e-001 8.5758e-002 3.4397e-002 1.2045e-002 3.8330e-003 1.1482e-003 3.3477e-004 9.4591e-005 2.5386e-005 6.6626e-006 1.8384e-006 5.2614e-007 1.3065e-007 2.2167e-008 2.5597e-009 7.6667e-010 1.0588e-009 9.7492e-010 2.3453e-010 3.0857e-011 3.4898e-010 3.4282e-010 6.6772e-011 2.3093e-011 1.8486e-010 2.2761e-010 1.0156e-010 2.9842e-012 4.1103e-011 1.3930e-010 1.8148e-010 1.3969e-010 6.5026e-011 1.3192e-011 8.2085e-014 8.6391e-012 1.5779e-011 1.0626e-011 3.6577e-012
           3 2.6192e-003 1.2514e-001 4.4541e-001 8.4011e-004 1.0549e-001 1.4692e-001 9.6471e-002 4.7109e-002 1.9314e-002 7.0923e-003 2.4404e-003 7.9523e-004 2.4913e-004 7.6903e-005 2.3267e-005 6.7371e-006 1.9035e-006 5.5697e-007 1.6667e-007 4.4085e-008 8.7642e-009 1.4511e-009 4.5393e-010 3.3857e-010 1.7788e-010 1.1685e-011 3.7411e-011 1.0170e-010 5.8207e-011 2.9642e-012 1.3328e-011 3.4956e-011 2.2220e-011 1.8309e-012 5.5272e-012 2.4899e-011 3.5702e-011 2.9938e-011 1.6610e-011 6.0785e-012 1.3460e-012 1.6659e-013 2.1815e-014
           4 7.3427e-006 3.8996e-003 1.6878e-001 4.7849e-001 2.8064e-004 5.2289e-002 1.1920e-001 8.7924e-002 5.0705e-002 2.3206e-002 9.5714e-003 3.6648e-003 1.3026e-003 4.5410e-004 1.5450e-004 4.9546e-005 1.5781e-005 5.2757e-006 1.6886e-006 4.6009e-007 1.2018e-007 4.2517e-008 1.8653e-008 5.2279e-009 2.3696e-010 1.5124e-010 7.2258e-011 6.6581e-011 3.1035e-010 1.6171e-010 6.5280e-013 1.6574e-010 2.8668e-010 1.5914e-010 1.4904e-011 2.0570e-011 8.9360e-011 1.0433e-010 6.3541e-011 2.1013e-011 2.8413e-012 3.9002e-014 7.9471e-015
           5 6.9629e-006 4.2235e-004 2.5967e-004 1.4736e-001 5.6458e-001 2.3733e-002 1.3058e-002 1.1107e-001 5.7348e-002 4.7071e-002 1.9190e-002 9.9061e-003 3.6164e-003 1.5173e-003 5.4117e-004 1.9231e-004 7.2542e-005 2.3155e-005 7.7591e-006 3.0219e-006 9.1850e-007 2.2335e-007 9.0283e-008 4.7339e-008 1.0280e-008 1.1397e-010 2.3199e-012 6.9198e-010 1.1591e-009 9.0875e-011 3.6333e-010 6.9177e-010 1.4242e-010 5.6925e-011 2.9875e-010 1.8955e-010 7.4057e-012 6.3857e-011 1.8682e-010 1.9328e-010 1.1676e-010 4.3205e-011 1.1831e-011
           6 5.3858e-007 2.8002e-008 1.5653e-003 1.2479e-002 1.8406e-002 4.5347e-001 1.8817e-001 1.8341e-002 2.0039e-001 6.5671e-005 7.8399e-002 1.5076e-006 2.1362e-002 1.5480e-004 5.1466e-003 2.0575e-004 1.2004e-003 1.1711e-004 2.7591e-004 4.5014e-005 6.1051e-005 1.3132e-005 1.2035e-005 2.6554e-006 1.5627e-006 1.5570e-007 1.0731e-008 3.7930e-008 3.0106e-008 2.8699e-009 7.1417e-009 5.6565e-009 1.2553e-009 3.1454e-009 5.7447e-010 1.5869e-009 1.3059e-009 4.3012e-011 8.8355e-010 5.2884e-010 5.4736e-011 7.9732e-013 2.8951e-012
           7 3.0824e-008 3.4451e-007 1.5400e-004 4.3549e-004 6.1477e-003 4.1207e-002 4.6941e-004 1.1618e-002 1.6385e-003 5.7506e-002 2.3606e-002 8.1277e-002 5.7581e-002 9.2291e-002 7.9325e-002 9.1386e-002 8.0663e-002 7.8102e-002 6.6409e-002 5.7425e-002 4.6064e-002 3.6544e-002 2.7549e-002 2.0313e-002 1.4401e-002 9.9467e-003 6.6455e-003 4.3187e-003 2.7194e-003 1.6627e-003 9.8467e-004 5.6392e-004 3.1099e-004 1.6412e-004 8.1972e-005 3.7843e-005 1.5331e-005 4.6751e-006 5.9756e-007 3.4102e-008 8.4574e-008 2.5316e-008 4.1031e-009
           8 2.1477e-008 5.5631e-007 1.2827e-004 1.9818e-004 6.9791e-003 3.1439e-002 9.1265e-004 2.2401e-002 6.1990e-003 6.7481e-002 2.1021e-002 6.0021e-002 2.4352e-002 3.0885e-002 1.0542e-002 5.5551e-003 6.1773e-005 1.5506e-003 9.5424e-003 2.0609e-002 3.5022e-002 4.8249e-002 5.9823e-002 6.7192e-002 7.0564e-002 6.9566e-002 6.5280e-002 5.8431e-002 5.0195e-002 4.1488e-002 3.3078e-002 2.5460e-002 1.8911e-002 1.3549e-002 9.3292e-003 6.1332e-003 3.8050e-003 2.1721e-003 1.0843e-003 4.1831e-004 8.4469e-005 2.8576e-007 3.5649e-007
           9 1.1563e-008 4.7353e-007 7.6967e-005 6.7850e-005 5.0336e-003 1.7356e-002 2.7179e-003 1.9950e-002 5.7384e-003 4.4698e-002 9.3798e-003 2.6132e-002 4.3720e-003 4.3202e-003 9.2650e-005 1.5703e-003 8.9520e-003 1.5240e-002 2.3241e-002 2.6114e-002 2.5992e-002 2.1044e-002 1.4078e-002 6.6885e-003 1.4860e-003 7.9082e-005 3.3036e-003 1.0962e-002 2.2004e-002 3.4917e-002 4.7994e-002 5.9675e-002 6.8677e-002 7.4401e-002 7.6473e-002 7.4903e-002 7.0106e-002 6.2135e-002 5.1111e-002 3.6662e-002 1.8858e-002 2.9423e-003 5.7103e-005
