   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
          10 1.6780e-008 3.5595e-008 6.5600e-007 3.5641e-007 2.3980e-006 2.7579e-005 8.0582e-005 2.5124e-006 2.7755e-003 6.3725e-002 8.5179e-001 8.1133e-002 1.1700e-004 2.2554e-004 7.6692e-005 2.8838e-005 8.3285e-006 3.0383e-006 4.9689e-007 1.2523e-008 8.2094e-009 2.9551e-008 5.5590e-008 8.1541e-008 9.5767e-008 9.2743e-008 7.5244e-008 4.9653e-008 2.3367e-008 6.2618e-009
          11 2.3559e-008 3.3759e-010 1.9420e-007 6.9106e-007 2.0977e-008 6.1534e-006 3.8740e-005 7.3962e-005 9.6733e-006 4.2587e-003 7.1099e-002 8.3198e-001 9.2121e-002 2.7341e-005 2.4119e-004 8.6565e-005 3.5721e-005 1.1776e-005 5.2555e-006 1.5615e-006 2.9245e-007 4.9687e-008 7.5231e-009 3.4076e-012 4.4593e-009 1.3619e-008 1.9646e-008 1.7869e-008 9.8739e-009 2.8014e-009
          12 1.8064e-008 9.0470e-009 3.7589e-008 4.0781e-007 5.1201e-007 2.6514e-007 1.2486e-005 4.7948e-005 5.6271e-005 7.7961e-005 6.1315e-003 7.7362e-002 8.1343e-001 1.0245e-001 7.4073e-006 2.5260e-004 9.7833e-005 4.2311e-005 1.6178e-005 7.9519e-006 3.2938e-006 1.1639e-006 4.3811e-007 1.9053e-007 8.8561e-008 3.8947e-008 1.4871e-008 4.7871e-009 1.2959e-009 2.6902e-010
          13 1.1871e-008 1.8698e-008 4.3297e-009 2.0209e-007 4.8394e-007 1.2295e-007 1.7041e-006 2.0899e-005 5.3944e-005 3.1704e-005 2.4224e-004 8.3880e-003 8.1920e-002 7.9744e-001 1.1124e-001 1.9876e-004 2.5234e-004 1.1051e-004 5.0217e-005 2.0514e-005 1.1148e-005 5.9908e-006 2.9302e-006 1.4127e-006 7.2500e-007 4.0247e-007 2.2964e-007 1.2251e-007 5.1531e-008 1.3251e-008
          14 5.2352e-009 2.3067e-008 3.0481e-009 7.0333e-008 3.7826e-007 4.0587e-007 2.1937e-008 4.7641e-006 2.9403e-005 5.3686e-005 8.9687e-006 5.3610e-004 1.0988e-002 8.4034e-002 7.8589e-001 1.1706e-001 9.1933e-004 2.2035e-004 1.2781e-004 5.8533e-005 2.6238e-005 1.4890e-005 9.1936e-006 5.4966e-006 3.1878e-006 1.8504e-006 1.0709e-006 5.7854e-007 2.4641e-007 6.3756e-008
          15 6.0755e-010 1.5809e-008 2.4403e-008 4.0504e-009 2.3552e-007 5.1548e-007 1.3761e-007 6.0233e-007 9.5676e-006 3.6777e-005 4.4768e-005 3.7054e-007 9.9651e-004 1.3856e-002 8.2730e-002 7.8140e-001 1.1763e-001 2.8422e-003 1.2802e-004 1.4638e-004 7.1060e-005 3.4234e-005 2.0054e-005 1.2999e-005 8.4444e-006 5.3499e-006 3.2582e-006 1.8049e-006 7.7711e-007 2.0179e-007
          16 4.3478e-010 5.0432e-009 3.4981e-008 7.9670e-009 7.3066e-008 3.9628e-007 4.1851e-007 4.4275e-009 2.4130e-006 1.5752e-005 4.2074e-005 3.0582e-005 2.6148e-005 1.6558e-003 1.6879e-002 7.6839e-002 7.8750e-001 1.0935e-001 7.2671e-003 4.3144e-006 1.4179e-004 9.0785e-005 4.8216e-005 2.8294e-005 1.8011e-005 1.1670e-005 7.3135e-006 4.1349e-006 1.7995e-006 4.6906e-007
          17 2.5858e-009 2.6165e-010 2.2459e-008 2.3052e-008 3.6632e-009 1.8770e-007 4.9476e-007 1.6115e-007 4.0362e-007 5.7489e-006 2.2214e-005 4.0777e-005 1.2701e-005 1.0846e-004 2.5098e-003 1.9873e-002 6.5002e-002 8.0837e-001 8.7279e-002 1.6022e-002 3.4944e-004 4.9038e-005 1.0374e-004 7.0955e-005 4.0956e-005 2.4485e-005 1.5053e-005 8.5882e-006 3.7772e-006 9.8907e-007
          18 3.7649e-009 3.9056e-010 7.4682e-009 2.1480e-008 4.0511e-009 5.8969e-008 3.4172e-007 4.1182e-007 2.3609e-010 1.7512e-006 1.0110e-005 2.7401e-005 3.3347e-005 3.2052e-007 2.7938e-004 3.5362e-003 2.2696e-002 4.6148e-002 8.4616e-001 4.8986e-002 2.8315e-002 3.3315e-003 1.0565e-004 2.5525e-005 6.5951e-005 5.5605e-005 3.6061e-005 2.0122e-005 8.6375e-006 2.2384e-006
          19 3.2277e-009 1.1891e-009 1.1307e-009 1.3800e-008 1.0763e-008 1.3236e-008 1.7346e-007 4.1704e-007 1.6268e-007 2.7138e-007 4.3874e-006 1.5516e-005 2.9235e-005 2.1536e-005 9.6840e-006 5.5598e-004 4.6204e-003 2.5345e-002 2.1763e-002 8.9069e-001 8.5839e-003 3.3951e-002 1.1587e-002 2.2205e-003 2.3910e-004 3.3656e-006 8.8064e-006 1.4840e-005 9.0269e-006 2.5947e-006
          20 1.9981e-009 1.2495e-009 1.9795e-011 8.4462e-009 1.0536e-008 1.6670e-009 7.9923e-008 2.8186e-007 2.8533e-007 2.6415e-013 1.4698e-006 8.0429e-006 1.9976e-005 2.6015e-005 6.5240e-006 6.1189e-005 9.5457e-004 5.5956e-003 2.8169e-002 2.0174e-003 9.0384e-001 7.9793e-003 1.9770e-002 1.9015e-002 8.3195e-003 2.7350e-003 7.9410e-004 2.2069e-004 5.8454e-005 1.2331e-005
          21 9.7681e-010 9.4264e-010 3.3582e-011 5.7286e-009 8.8876e-009 3.6767e-011 3.7576e-008 1.6811e-007 2.6914e-007 6.7580e-008 2.9922e-007 3.6075e-006 1.2141e-005 2.0733e-005 1.7003e-005 1.0334e-007 1.7311e-004 1.4140e-003 6.2199e-003 3.2137e-002 8.8414e-003 8.3048e-001 7.9834e-002 6.2780e-004 1.2048e-002 1.1521e-002 6.7029e-003 3.1558e-003 1.1879e-003 2.9099e-004
          22 3.9636e-010 6.5722e-010 4.5685e-011 4.1855e-009 8.0884e-009 1.6144e-009 1.7228e-008 1.0360e-007 2.1243e-007 1.2709e-007 1.9942e-008 1.4057e-006 6.6557e-006 1.5170e-005 1.8143e-005 5.7708e-006 1.7607e-005 3.6829e-004 1.8468e-003 6.2732e-003 3.9735e-002 6.2846e-002 6.6419e-001 1.7571e-001 1.4993e-002 2.7409e-004 3.8337e-003 3.9442e-003 2.0579e-003 5.6300e-004
          23 1.3738e-010 4.7756e-010 2.9889e-011 2.9776e-009 7.6829e-009 4.0994e-009 6.6192e-009 6.7050e-008 1.6232e-007 1.4304e-007 3.9379e-009 5.0046e-007 3.4207e-006 1.0114e-005 1.5459e-005 1.0287e-005 7.2587e-008 7.7248e-005 6.0023e-004 2.0995e-003 5.8793e-003 5.0364e-002 1.5351e-001 4.7807e-001 2.1494e-001 5.6644e-002 9.4968e-003 8.3725e-004 1.8641e-005 1.8272e-007
          24 4.1496e-011 3.7096e-010 2.3228e-011 1.9471e-009 6.9983e-009 5.9311e-009 1.7223e-009 4.3422e-008 1.2287e-007 1.3592e-007 2.3318e-008 1.6895e-007 1.7386e-006 6.1732e-006 1.1528e-005 1.1102e-005 1.9668e-006 1.4015e-005 1.8846e-004 8.3515e-004 2.0343e-003 6.3497e-003 5.6176e-002 2.5468e-001 3.4184e-001 1.8129e-001 8.0007e-002 2.8611e-002 8.7284e-003 1.9480e-003
          25 1.0500e-011 2.8210e-010 2.4008e-011 1.1098e-009 5.5767e-009 6.0948e-009 1.5794e-010 2.5887e-008 8.6127e-008 1.1159e-007 3.3117e-008 5.1462e-008 8.6126e-007 3.4459e-006 7.5066e-006 9.2320e-006 3.9815e-006 1.7020e-006 6.1393e-005 3.1216e-004 8.9275e-004 1.7419e-003 8.9222e-003 4.4401e-002 3.5688e-001 2.9710e-001 1.0356e-001 5.6689e-002 2.2463e-002 5.5499e-003
          26 2.3063e-012 1.9720e-010 2.4359e-011 5.6799e-010 3.8327e-009 4.8535e-009 1.3485e-011 1.4175e-008 5.4712e-008 7.9237e-008 3.0706e-008 1.4333e-008 4.2164e-007 1.8321e-006 4.4280e-006 6.3300e-006 3.8885e-006 3.2419e-008 2.1235e-005 1.2567e-004 3.9629e-004 7.6714e-004 2.0810e-003 1.4168e-002 1.0492e-002 4.0649e-001 3.6893e-001 3.1099e-002 1.8763e-002 5.1815e-003
          27 4.0965e-013 9.6938e-011 1.5434e-011 2.2039e-010 1.8278e-009 2.5053e-009 6.8153e-011 5.8347e-009 2.5026e-008 3.8777e-008 1.7230e-008 3.2809e-009 1.6441e-007 7.5425e-007 1.9322e-006 2.9865e-006 2.1517e-006 3.7262e-008 6.4227e-006 4.4216e-005 1.4669e-004 2.8883e-004 6.1632e-004 3.3089e-003 1.0074e-002 8.2918e-003 2.6758e-001 6.1170e-001 8.4286e-003 1.7868e-003
          28 2.2736e-014 7.5377e-012 1.2822e-012 1.6025e-011 1.4070e-010 1.9663e-010 7.2490e-012 4.3189e-010 1.9074e-009 3.0072e-009 1.3812e-009 2.0070e-010 1.2024e-008 5.5999e-008 1.4552e-007 2.2909e-007 1.7114e-007 5.5506e-009 4.3651e-007 3.1548e-006 1.0602e-005 2.0997e-005 4.2736e-005 2.1298e-004 7.5613e-004 1.2530e-004 1.4777e-002 4.5632e-005 3.4893e-001 6.1973e-001
