   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46
           0 9.1770e-001 2.7773e-010 1.3060e-008 7.9955e-002 2.2431e-010 3.5386e-007 2.0499e-003 2.8868e-008 4.7791e-006 2.2510e-004 4.1241e-006 4.7963e-006 2.7954e-005 1.2014e-005 1.5901e-006 3.0772e-007 2.0464e-006 1.7874e-006 5.8088e-007 1.3228e-008 1.1065e-007 2.5374e-007 2.0696e-007 8.1122e-008 7.3440e-009 6.2540e-009 3.2330e-008 4.5366e-008 3.6580e-008 1.8124e-008 4.0872e-009 1.2585e-011 3.1713e-009 7.9164e-009 1.0259e-008 9.3353e-009 6.4387e-009 3.3340e-009 1.1534e-009 1.5605e-010 2.0998e-011 2.7138e-010 5.4623e-010 6.7673e-010 6.4227e-010 4.8200e-010 2.1930e-010
           1 6.9560e-002 2.3928e-007 3.1057e-006 6.4383e-001 1.3652e-005 1.2481e-004 2.3345e-001 3.7607e-005 1.5143e-003 4.1706e-002 2.5920e-004 1.7800e-003 5.3438e-003 1.2429e-003 4.6356e-006 3.2067e-004 4.5197e-004 1.8573e-004 1.1687e-005 1.8675e-005 5.5928e-005 4.5245e-005 1.5411e-005 6.7180e-007 2.1827e-006 6.6229e-006 6.8047e-006 3.8732e-006 1.1238e-006 3.8276e-008 2.0172e-007 6.6811e-007 8.7041e-007 7.3978e-007 4.5290e-007 1.9155e-007 4.1526e-008 7.1863e-012 2.2455e-008 6.2436e-008 9.1080e-008 9.8650e-008 8.8555e-008 6.8819e-008 4.7182e-008 2.7853e-008 1.0877e-008
           2 9.8277e-003 7.0228e-006 6.4127e-005 2.0319e-001 3.5491e-004 1.5423e-003 1.9487e-001 3.6082e-003 2.5998e-002 4.0373e-001 3.1124e-005 4.5301e-002 8.3257e-002 9.9746e-003 1.0143e-003 7.9631e-003 5.7204e-003 9.9441e-004 6.6676e-005 8.3179e-004 8.8002e-004 3.5074e-004 2.5240e-005 3.0599e-005 1.1315e-004 1.1614e-004 6.0762e-005 1.3587e-005 3.5946e-009 6.9867e-006 1.4949e-005 1.5436e-005 1.0316e-005 4.4763e-006 9.3303e-007 4.7778e-010 5.4824e-007 1.3644e-006 1.7880e-006 1.7131e-006 1.3274e-006 8.6140e-007 4.7224e-007 2.1464e-007 7.7621e-008 2.0607e-008 3.4138e-009
           3 2.4320e-003 4.6346e-005 3.4400e-004 6.1416e-002 1.3689e-003 3.8085e-003 4.0886e-001 1.4958e-002 3.6219e-002 3.8286e-002 4.7537e-002 1.6901e-001 1.4870e-001 1.0248e-003 2.1042e-002 2.8359e-002 7.7003e-003 2.0172e-006 2.6694e-003 3.3584e-003 1.3069e-003 5.8937e-005 1.7856e-004 4.8854e-004 4.0924e-004 1.5493e-004 1.1879e-005 1.3335e-005 5.7064e-005 7.0027e-005 4.8604e-005 1.9828e-005 3.0439e-006 2.8502e-007 4.3545e-006 8.2451e-006 9.0343e-006 7.1776e-006 4.3595e-006 1.9647e-006 5.5237e-007 3.5136e-008 5.2492e-008 2.4909e-007 3.9758e-007 3.9698e-007 2.1013e-007
           4 3.9060e-004 3.9016e-004 2.2934e-003 9.0080e-003 7.3786e-003 1.7467e-002 1.3241e-001 2.7392e-002 2.9640e-002 2.2983e-001 1.5183e-001 1.0090e-001 5.1967e-004 1.0348e-001 1.1341e-001 3.1857e-002 3.8257e-004 1.4983e-002 1.5144e-002 4.2261e-003 1.1658e-007 1.6648e-003 2.4974e-003 1.3493e-003 2.1485e-004 2.6214e-005 2.8618e-004 3.9951e-004 2.7394e-004 9.6518e-005 7.1337e-006 9.2279e-006 4.2183e-005 5.9464e-005 5.1465e-005 3.0765e-005 1.1983e-005 1.9723e-006 1.0110e-007 2.4330e-006 5.3112e-006 6.8250e-006 6.6973e-006 5.4718e-006 3.8609e-006 2.3168e-006 9.1232e-007
           5 7.2038e-005 2.3586e-003 1.0664e-002 2.0123e-003 2.6178e-002 4.5723e-002 2.1424e-002 6.6094e-002 8.5246e-002 1.7077e-001 5.8964e-003 1.7550e-002 2.2033e-001 1.0460e-001 1.0008e-003 5.1399e-002 9.0638e-002 4.3998e-002 3.8034e-003 3.3214e-003 1.1232e-002 8.3340e-003 2.0425e-003 4.0947e-006 1.0418e-003 1.6989e-003 1.1417e-003 3.3514e-004 5.0639e-006 9.3514e-005 2.4691e-004 2.6731e-004 1.7462e-004 6.7506e-005 8.8509e-006 2.0259e-006 1.9807e-005 3.6307e-005 4.0329e-005 3.3311e-005 2.1742e-005 1.1185e-005 4.2662e-006 9.6492e-007 3.4197e-008 8.0657e-008 1.3495e-007
           6 1.1797e-005 1.1635e-002 3.8079e-002 4.7608e-004 6.6650e-002 8.0187e-002 4.5706e-003 6.7488e-002 3.0947e-002 5.7606e-002 2.9254e-002 8.4314e-003 3.4508e-002 1.0136e-001 1.7462e-001 1.0703e-001 4.1895e-003 2.7635e-002 6.9370e-002 4.9956e-002 1.1845e-002 2.8856e-005 5.6405e-003 8.3828e-003 4.7814e-003 9.3141e-004 2.8568e-005 7.8935e-004 1.2662e-003 9.6121e-004 3.8835e-004 4.6363e-005 1.6724e-005 1.2540e-004 2.0253e-004 1.9257e-004 1.2688e-004 5.7015e-005 1.3556e-005 9.1761e-008 5.0749e-006 1.5162e-005 2.2078e-005 2.3294e-005 1.9897e-005 1.3833e-005 5.9955e-006
           7 2.2480e-006 4.2898e-002 9.1510e-002 8.4237e-005 9.9244e-002 6.4509e-002 1.5718e-003 2.0528e-002 9.0666e-005 6.8158e-004 1.9741e-002 6.5793e-002 3.8295e-002 1.6183e-003 1.9166e-002 1.1784e-001 1.7055e-001 8.7451e-002 6.1489e-003 1.5378e-002 5.0944e-002 4.6544e-002 1.8229e-002 1.3345e-003 1.5578e-003 5.7532e-003 5.7135e-003 2.7276e-003 4.4221e-004 4.0789e-005 5.7282e-004 9.2974e-004 7.9277e-004 4.1518e-004 1.1158e-004 1.7651e-006 3.3386e-005 1.0356e-004 1.4353e-004 1.3735e-004 1.0180e-004 6.0083e-005 2.7722e-005 9.1035e-006 1.5783e-006 1.2642e-008 9.7539e-008
           8 6.2728e-007 1.1800e-001 1.3390e-001 2.0615e-005 6.1431e-002 5.5721e-003 2.5054e-004 7.4173e-003 3.5161e-002 2.9143e-003 3.0576e-002 1.3669e-003 4.4561e-002 3.3484e-002 4.6477e-003 4.7219e-003 4.1325e-002 1.2093e-001 1.4513e-001 7.1917e-002 5.7358e-003 9.8273e-003 3.8280e-002 4.1022e-002 2.1098e-002 4.0230e-003 8.8339e-005 3.0251e-003 4.9147e-003 3.7643e-003 1.5520e-003 2.0476e-004 4.6850e-005 4.2368e-004 6.9595e-004 6.5603e-004 4.2074e-004 1.7822e-004 3.5651e-005 1.4480e-007 2.5810e-005 6.3714e-005 8.5969e-005 8.6276e-005 7.0793e-005 4.7604e-005 2.0166e-005
           9 2.2879e-007 2.2754e-001 8.1703e-002 2.4294e-006 2.0366e-004 3.0535e-002 1.6880e-004 5.2924e-002 2.5683e-002 4.8605e-003 2.1068e-003 9.9380e-003 1.4628e-003 2.4839e-002 4.2853e-002 1.3267e-002 1.2116e-003 8.2441e-003 5.6411e-002 1.2359e-001 1.2111e-001 5.3780e-002 4.1438e-003 7.2745e-003 2.9533e-002 3.4581e-002 2.1201e-002 6.3414e-003 2.0524e-004 1.1253e-003 3.3523e-003 3.7060e-003 2.4063e-003 9.0170e-004 1.0438e-004 3.7608e-005 2.8982e-004 4.9528e-004 5.1672e-004 3.9575e-004 2.3234e-004 1.0064e-004 2.6977e-005 1.6540e-006 1.9706e-006 7.5532e-006 6.0477e-006
          10 6.6933e-008 2.9044e-001 1.4399e-004 1.3388e-006 6.3907e-002 6.1142e-002 4.4418e-005 8.7847e-003 6.3553e-003 3.8454e-004 3.0833e-002 1.7359e-002 5.1251e-003 7.5574e-003 6.4637e-003 3.6560e-002 1.9273e-002 1.8930e-003 1.4122e-003 1.9224e-002 7.2515e-002 1.1541e-001 9.5622e-002 3.7832e-002 2.2293e-003 6.3138e-003 2.3637e-002 2.8834e-002 1.9785e-002 7.6645e-003 9.5280e-004 2.2858e-004 1.9122e-003 2.9832e-003 2.6442e-003 1.5527e-003 5.6196e-004 6.8889e-005 1.8668e-005 1.6983e-004 3.1655e-004 3.6826e-004 3.2978e-004 2.4459e-004 1.5530e-004 8.3595e-005 3.0189e-005
          11 1.1618e-008 2.2004e-001 1.2550e-001 2.5982e-006 7.1397e-002 4.1788e-006 1.1851e-005 3.4822e-002 3.9286e-002 3.8628e-004 6.3288e-003 1.0005e-002 1.0480e-002 7.1375e-003 1.2004e-002 1.3614e-003 2.7170e-002 2.3727e-002 4.5721e-003 4.1032e-004 4.8547e-003 3.3689e-002 8.2210e-002 1.0190e-001 7.0874e-002 2.3734e-002 6.8935e-004 6.2295e-003 1.9646e-002 2.3856e-002 1.7428e-002 7.9112e-003 1.6689e-003 7.2096e-007 9.0302e-004 2.0528e-003 2.3434e-003 1.8289e-003 1.0322e-003 3.9219e-004 6.7427e-005 1.4664e-006 6.1520e-005 1.3624e-004 1.6935e-004 1.4776e-004 7.2670e-005
          12 1.5363e-009 7.9189e-002 3.1361e-001 7.0171e-009 1.2219e-002 7.1083e-002 1.3230e-009 2.5481e-002 2.2681e-003 2.0612e-003 2.5783e-002 1.1734e-002 1.1967e-002 1.0444e-002 3.2380e-003 1.1438e-002 9.0334e-005 1.8396e-002 2.4120e-002 7.2506e-003 4.1271e-004 1.0194e-003 1.3835e-002 5.0001e-002 8.4416e-002 8.2635e-002 4.7906e-002 1.2728e-002 1.3106e-005 6.6686e-003 1.6794e-002 1.9590e-002 1.4737e-002 7.4139e-003 2.0965e-003 8.6216e-005 3.3393e-004 1.2368e-003 1.7742e-003 1.7066e-003 1.2564e-003 7.3104e-004 3.2984e-004 1.0430e-004 1.6463e-005 1.5016e-008 1.5817e-006
          13 8.9350e-010 6.8748e-003 1.8528e-001 1.4762e-007 2.9866e-001 9.3881e-004 3.7116e-005 2.8579e-002 4.0673e-002 1.3073e-003 3.0473e-003 1.2914e-002 2.0594e-003 1.8174e-002 1.0365e-002 2.6990e-003 1.1110e-002 7.8044e-005 1.2650e-002 2.1796e-002 8.7861e-003 7.1576e-004 2.3151e-004 5.4453e-003 2.8318e-002 6.1547e-002 7.6701e-002 6.0358e-002 2.8408e-002 5.1408e-003 3.5825e-004 7.3073e-003 1.4569e-002 1.5959e-002 1.2030e-002 6.4289e-003 2.1744e-003 2.4433e-004 7.8612e-005 6.4044e-004 1.1560e-003 1.3176e-003 1.1620e-003 8.5159e-004 5.3574e-004 2.8650e-004 1.0308e-004
          14 1.7243e-009 2.4808e-004 1.3209e-002 1.5643e-007 2.6784e-001 2.8396e-001 2.8485e-005 3.2503e-003 5.2999e-003 1.1391e-003 3.7084e-002 2.7175e-003 1.2806e-002 8.6937e-005 1.6517e-002 6.6188e-003 3.6051e-003 9.9936e-003 1.6682e-004 9.7915e-003 1.8749e-002 8.9309e-003 9.9351e-004 7.3389e-005 2.2393e-003 1.6150e-002 4.2853e-002 6.3481e-002 6.0739e-002 3.8173e-002 1.3628e-002 1.0471e-003 1.5730e-003 7.8757e-003 1.2561e-002 1.2704e-002 9.4049e-003 5.1957e-003 1.9746e-003 3.5656e-004 2.9299e-006 2.6231e-004 6.1000e-004 7.8869e-004 7.5665e-004 5.6585e-004 2.5552e-004
          15 2.3600e-009 1.6956e-004 3.2164e-003 5.0409e-009 7.5767e-003 2.9858e-001 1.7214e-004 3.1639e-001 1.2642e-004 5.2192e-004 1.5423e-004 3.2420e-002 2.6519e-003 1.2362e-002 1.9797e-004 1.6381e-002 2.6842e-003 4.5481e-003 8.0802e-003 2.4709e-005 8.6874e-003 1.5679e-002 7.8336e-003 9.6383e-004 2.9971e-005 1.1118e-003 1.0073e-002 3.0375e-002 5.0297e-002 5.4359e-002 4.0278e-002 1.9383e-002 4.3582e-003 8.8781e-006 3.2074e-003 8.0563e-003 1.0506e-002 9.7231e-003 6.9565e-003 3.8935e-003 1.6153e-003 4.0098e-004 1.4983e-005 5.6069e-005 1.9616e-004 2.5168e-004 1.4722e-004
          16 1.9734e-009 2.9712e-005 2.6900e-004 4.3968e-008 1.3858e-002 5.8335e-004 3.0735e-005 2.3659e-001 3.7535e-001 9.5131e-003 1.8116e-002 4.1973e-003 2.6399e-002 3.0980e-002 2.1097e-003 1.5731e-003 1.6264e-002 1.7447e-004 5.2913e-003 5.7668e-003 1.3219e-004 8.4735e-003 1.2822e-002 5.8851e-003 6.5114e-004 1.4600e-005 7.5568e-004 7.3444e-003 2.3100e-002 3.9927e-002 4.5809e-002 3.7175e-002 2.0855e-002 6.7788e-003 4.0879e-004 1.0052e-003 4.6105e-003 7.5870e-003 8.3073e-003 7.0206e-003 4.8236e-003 2.7134e-003 1.2190e-003 3.9998e-004 7.4049e-005 1.6663e-006 2.3691e-006
          17 1.0835e-009 1.0529e-007 3.4871e-004 7.6504e-009 1.5168e-004 2.4179e-002 3.3583e-005 4.3518e-002 7.3781e-002 1.9955e-002 3.4908e-001 8.6686e-002 1.8151e-002 5.0672e-002 8.2198e-002 9.0336e-003 1.7627e-004 1.9105e-002 2.3818e-003 3.7196e-003 3.8688e-003 1.3892e-003 8.0812e-003 1.0067e-002 3.5403e-003 3.0282e-004 8.0865e-006 7.5354e-004 6.4598e-003 1.9023e-002 3.2334e-002 3.7422e-002 3.1262e-002 1.8750e-002 7.1466e-003 9.2721e-004 2.7344e-004 2.6199e-003 5.1684e-003 6.3611e-003 6.0011e-003 4.6569e-003 3.0723e-003 1.7405e-003 8.4886e-004 3.5002e-004 1.0114e-004
          18 3.9884e-010 2.5737e-006 5.0011e-005 1.0933e-009 6.5583e-004 7.2050e-003 5.3641e-007 7.3595e-003 1.2626e-001 6.0070e-003 4.8776e-003 1.1102e-001 1.0693e-001 7.3391e-002 6.7948e-002 1.4357e-001 8.8634e-002 1.1174e-002 3.7072e-002 2.4795e-002 8.0277e-006 4.8835e-003 6.9978e-003 5.1194e-003 8.4495e-003 1.1883e-003 1.4297e-004 3.9077e-006 1.1370e-003 6.5092e-003 1.7024e-002 2.6843e-002 2.9739e-002 2.4549e-002 1.4766e-002 5.8355e-003 9.1752e-004 1.0412e-004 1.6618e-003 3.5785e-003 4.6609e-003 4.6449e-003 3.8526e-003 2.7552e-003 1.7312e-003 9.3914e-004 3.4417e-004
          19 8.4159e-011 1.5536e-006 3.8459e-008 5.8765e-009 5.6008e-004 1.6386e-004 1.8855e-006 1.8750e-002 1.5803e-002 2.4351e-004 7.1316e-002 1.2276e-001 2.1206e-002 6.1611e-003 1.8406e-002 1.6304e-002 9.2449e-002 1.6334e-001 6.2425e-002 7.8572e-002 9.6696e-002 2.2962e-002 1.9630e-002 3.2779e-002 1.2576e-008 1.2985e-002 2.4343e-004 7.0870e-004 4.3938e-005 2.6634e-003 6.3608e-003 1.6628e-002 2.1582e-002 2.3087e-002 1.7599e-002 1.0164e-002 3.8441e-003 5.2035e-004 1.0607e-004 1.2388e-003 2.5991e-003 3.3542e-003 3.3570e-003 2.8282e-003 2.0663e-003 1.2808e-003 5.1636e-004
          20 3.1039e-012 4.8113e-007 4.3641e-006 5.1004e-009 1.9419e-004 2.9980e-004 2.1087e-006 9.0484e-003 8.2518e-004 2.2235e-003 7.4418e-002 1.4776e-002 9.2291e-003 8.0579e-002 3.9513e-002 1.2175e-002 2.2513e-002 1.9819e-003 3.6608e-002 3.6970e-002 5.3970e-002 1.3204e-001 9.0125e-002 6.3514e-002 1.0941e-001 2.5499e-002 4.5730e-002 1.8303e-002 1.2180e-002 3.8799e-003 1.2541e-002 2.3257e-003 2.1878e-002 1.2460e-002 1.9415e-002 9.5137e-003 6.6757e-003 1.6070e-003 1.8774e-004 2.1668e-004 1.0533e-003 1.8941e-003 2.3467e-003 2.2402e-003 1.8110e-003 1.2304e-003 5.2817e-004
          21 4.9352e-012 1.0418e-007 4.9717e-006 2.6053e-009 4.4750e-005 4.9303e-004 1.0272e-006 2.5143e-003 5.8985e-003 1.8274e-003 3.0815e-002 9.7595e-004 3.0224e-002 6.1641e-002 5.2259e-003 1.0616e-003 9.1810e-004 1.9363e-002 6.7288e-002 2.2435e-002 9.9957e-003 7.8461e-003 5.7617e-003 2.6324e-002 2.5549e-002 1.0182e-001 6.5469e-002 9.6846e-002 8.4134e-002 7.6915e-002 4.4123e-002 7.3468e-002 7.8239e-003 6.2794e-002 1.2165e-004 3.5590e-002 9.2419e-006 1.0742e-002 2.8773e-004 8.4555e-004 1.4427e-003 2.7003e-004 1.9925e-003 1.0969e-003 1.4136e-003 9.0007e-004 3.9105e-004
