   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
           0 9.0327e-001 9.5970e-002 7.5763e-004 3.1064e-007 3.6283e-006 1.0171e-006 2.4491e-009 5.2693e-008 1.3990e-007 3.8487e-008 5.8343e-012 3.0973e-009 4.9247e-009 7.2681e-009 5.7198e-009 1.3075e-009 5.7436e-011 1.1194e-009 1.4726e-009 9.8538e-010 4.7082e-010 1.9394e-010 7.8288e-011 3.2205e-011 1.3281e-011 6.6424e-012 5.0315e-012 3.6573e-012 2.4775e-012 1.5685e-012
           1 8.4473e-002 7.2877e-001 1.8355e-001 3.1940e-003 2.6535e-008 4.4900e-006 1.4055e-006 2.7658e-008 2.7517e-008 1.7445e-007 5.5866e-008 4.2797e-009 1.7880e-010 2.3165e-009 1.1369e-008 1.1134e-008 3.4473e-009 1.4254e-010 1.3011e-010 2.4532e-010 1.6135e-010 9.1322e-011 5.7293e-011 3.5445e-011 1.8893e-011 1.0800e-011 8.9709e-012 7.0202e-012 5.0217e-012 3.2985e-012
           2 1.0441e-002 1.4496e-001 5.7888e-001 2.5862e-001 7.0853e-003 3.1304e-006 4.6490e-006 2.2024e-006 1.3781e-007 1.8457e-009 1.9614e-007 8.4991e-008 1.6323e-008 1.3297e-008 1.2313e-009 7.3135e-009 1.6739e-008 8.7429e-009 1.7360e-009 1.6096e-010 3.6601e-011 6.2365e-011 8.5967e-011 6.8625e-011 3.8316e-011 2.1893e-011 1.8023e-011 1.3937e-011 9.8565e-012 6.4165e-012
           3 1.5538e-003 2.4624e-002 1.8396e-001 4.5197e-001 3.2525e-001 1.2619e-002 1.2758e-005 4.6790e-006 2.8937e-006 4.2505e-007 2.3769e-008 1.3625e-007 8.5885e-008 5.5024e-008 4.4434e-008 6.7428e-009 2.1276e-009 7.4869e-009 4.9135e-009 2.5160e-009 1.8524e-009 1.7180e-009 1.4124e-009 9.0521e-010 4.6605e-010 2.5829e-010 2.0904e-010 1.5981e-010 1.1220e-010 7.2726e-011
           4 2.3290e-004 4.5660e-003 4.0849e-002 2.0776e-001 3.4356e-001 3.8308e-001 1.9910e-002 3.1347e-005 3.9013e-006 3.5255e-006 6.9046e-007 1.3858e-007 9.2890e-008 6.7630e-008 6.1652e-008 8.5196e-008 3.1986e-008 5.4114e-010 2.1182e-009 2.0057e-009 8.9457e-010 6.0144e-010 5.9514e-010 4.9579e-010 3.0148e-010 1.8208e-010 1.5631e-010 1.2527e-010 9.1072e-011 6.0436e-011
           5 3.1271e-005 8.9254e-004 9.1786e-003 5.7645e-002 2.1856e-001 2.5284e-001 4.3193e-001 2.8859e-002 6.0241e-005 2.6524e-006 3.8516e-006 1.1600e-006 2.4925e-007 1.2925e-008 3.6038e-008 8.1345e-008 1.0305e-007 4.6919e-008 1.0651e-008 2.3994e-009 8.7504e-010 2.7379e-010 2.3989e-011 3.8282e-012 1.4819e-011 1.4431e-011 1.5967e-011 1.5214e-011 1.2397e-011 8.8389e-012
           6 2.6153e-006 1.7647e-004 2.1569e-003 1.5157e-002 7.3497e-002 2.1835e-001 1.7867e-001 4.7247e-001 3.9408e-002 9.6457e-005 1.1639e-006 4.1629e-006 1.5309e-006 5.1073e-007 7.5706e-010 6.1430e-009 5.0117e-008 1.0983e-007 7.3654e-008 2.7480e-008 1.0669e-008 5.8601e-009 3.5721e-009 1.9194e-009 8.9360e-010 4.6973e-010 3.6626e-010 2.7157e-010 1.8633e-010 1.1887e-010
           7 1.0559e-007 2.9635e-005 5.1893e-004 4.0895e-003 2.2216e-002 8.7485e-002 2.0936e-001 1.1958e-001 5.0512e-001 5.1474e-002 1.3322e-004 7.7660e-008 4.2836e-006 1.8248e-006 8.9579e-007 2.6323e-008 3.3342e-009 9.2346e-009 8.1335e-008 8.8811e-008 4.4856e-008 1.8878e-008 9.0692e-009 4.6899e-009 2.2665e-009 1.2340e-009 9.9151e-010 7.5566e-010 5.3012e-010 3.4364e-010
           8 1.0600e-008 4.2791e-006 1.1703e-004 1.1402e-003 6.7410e-003 3.0025e-002 9.8848e-002 1.9348e-001 7.4282e-002 5.3035e-001 6.4834e-002 1.5887e-004 6.6802e-007 3.9370e-006 2.2123e-006 1.2098e-006 1.3301e-007 4.5066e-008 9.2857e-010 3.0602e-008 5.4936e-008 3.8695e-008 2.0604e-008 1.0079e-008 4.6025e-009 2.4283e-009 1.9094e-009 1.4305e-009 9.9117e-010 6.3722e-010
           9 1.4111e-008 6.0492e-007 2.4836e-005 3.1068e-004 2.1244e-003 1.0148e-002 3.8211e-002 1.0693e-001 1.7254e-001 4.1412e-002 5.4897e-001 7.9158e-002 1.5793e-004 5.1528e-006 3.1566e-006 2.5359e-006 1.5259e-006 3.3131e-007 1.4291e-007 3.3555e-008 2.9011e-010 1.1817e-008 1.3494e-008 8.5901e-009 4.2827e-009 2.3300e-009 1.8623e-009 1.4100e-009 9.8332e-010 6.3455e-010
