   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
          10 2.2210e-008 7.3713e-008 4.8158e-006 8.3206e-005 6.6400e-004 3.5203e-003 1.4226e-002 4.6295e-002 1.1131e-001 1.4830e-001 1.9401e-002 5.6203e-001 9.4022e-002 1.1641e-004 1.7238e-005 2.0236e-006 2.4787e-006 2.0549e-006 5.3437e-007 2.6884e-007 1.4601e-007 3.7718e-008 3.8097e-009 2.6345e-011 9.2610e-011 1.2840e-010 1.5601e-010 1.5372e-010 1.2644e-010 9.0207e-011
          11 3.0109e-008 1.2495e-008 7.5938e-007 2.1275e-005 2.0910e-004 1.2344e-003 5.3898e-003 1.8861e-002 5.3754e-002 1.1175e-001 1.2248e-001 6.4932e-003 5.7093e-001 1.0879e-001 4.0360e-005 4.2007e-005 5.4662e-007 2.4919e-006 2.0232e-006 8.6933e-007 5.0519e-007 2.8110e-007 1.2098e-007 4.5220e-008 1.6691e-008 7.7645e-009 5.5616e-009 3.8512e-009 2.5118e-009 1.5481e-009
          12 2.9906e-008 1.7508e-008 1.1556e-007 4.8461e-006 6.5507e-005 4.4110e-004 2.0720e-003 7.7566e-003 2.3899e-002 6.0063e-002 1.0821e-001 9.6636e-002 7.9860e-004 5.7748e-001 1.2247e-001 4.9873e-006 8.3629e-005 2.9418e-007 2.2558e-006 2.0791e-006 9.6028e-007 5.6973e-007 3.5829e-007 1.9221e-007 8.9111e-008 4.6767e-008 3.6446e-008 2.7025e-008 1.8549e-008 1.1839e-008
          13 1.7608e-008 3.5504e-008 4.1987e-008 1.0353e-006 1.9124e-005 1.5772e-004 8.1802e-004 3.2272e-003 1.0600e-002 2.9093e-002 6.4718e-002 1.0094e-001 7.2174e-002 2.6947e-004 5.8425e-001 1.3334e-001 2.6972e-004 1.2068e-004 8.4451e-006 3.9893e-007 2.7797e-006 1.5204e-006 5.9522e-007 2.5640e-007 1.1389e-007 5.9871e-008 4.7105e-008 3.5359e-008 2.4550e-008 1.5809e-008
          14 4.5261e-009 3.7852e-008 3.8228e-008 2.6484e-007 5.2448e-006 5.4981e-005 3.2771e-004 1.3841e-003 4.7430e-003 1.3858e-002 3.4068e-002 6.7159e-002 9.0336e-002 5.0253e-002 2.6591e-003 5.9404e-001 1.3967e-001 1.2942e-003 9.8964e-005 3.2722e-005 1.9209e-006 3.9379e-007 9.3848e-007 6.3705e-007 3.1804e-007 1.7246e-007 1.3739e-007 1.0370e-007 7.2140e-008 4.6471e-008
          15 2.7965e-011 2.2306e-008 3.5579e-008 9.7851e-008 1.5198e-006 1.8977e-005 1.3072e-004 6.0948e-004 2.1865e-003 6.6372e-003 1.7422e-002 3.8445e-002 6.6957e-002 7.7037e-002 3.1858e-002 5.7917e-003 6.0835e-001 1.4051e-001 3.9121e-003 2.3962e-005 5.7825e-005 1.6158e-005 1.9712e-006 1.2576e-007 2.2260e-009 6.6712e-010 3.1017e-009 4.7726e-009 4.8289e-009 3.8331e-009
          16 1.1648e-009 8.0880e-009 2.7720e-008 4.7947e-008 5.0902e-007 6.6972e-006 5.2436e-005 2.7035e-004 1.0389e-003 3.2651e-003 8.8871e-003 2.1042e-002 4.1655e-002 6.3872e-002 6.1811e-002 1.7910e-002 8.2523e-003 6.3069e-001 1.3150e-001 9.6002e-003 9.2549e-005 3.5822e-005 3.5763e-005 1.5052e-005 5.5675e-006 2.5623e-006 1.8149e-006 1.2429e-006 8.0317e-007 4.9168e-007
          17 2.3669e-009 1.9832e-009 2.0340e-008 2.8833e-008 1.8818e-007 2.4240e-006 2.1553e-005 1.2131e-004 5.0167e-004 1.6527e-003 4.6316e-003 1.1406e-002 2.4376e-002 4.2974e-002 5.7566e-002 4.5729e-002 8.2696e-003 8.4362e-003 6.6528e-001 1.0867e-001 1.8736e-002 1.4153e-003 5.4840e-005 2.0230e-007 2.9006e-006 2.6141e-006 2.6292e-006 2.2900e-006 1.7370e-006 1.1774e-006
          18 2.1498e-009 3.7676e-010 1.5220e-008 2.1757e-008 7.2914e-008 8.8907e-007 9.0877e-006 5.6036e-005 2.4668e-004 8.5439e-004 2.4802e-003 6.2708e-003 1.3991e-002 2.6905e-002 4.1981e-002 4.8079e-002 3.0565e-002 2.4310e-003 5.7255e-003 7.1290e-001 7.0981e-002 2.8442e-002 5.9173e-003 1.2917e-003 3.3958e-004 1.3082e-004 8.1634e-005 5.0310e-005 2.9982e-005 1.7345e-005
          19 1.3738e-009 6.6637e-011 1.1345e-008 1.9335e-008 3.2230e-008 3.3787e-007 3.9180e-006 2.6893e-005 1.2535e-004 4.5338e-004 1.3617e-003 3.5325e-003 8.0990e-003 1.6348e-002 2.7919e-002 3.8152e-002 3.6515e-002 1.7239e-002 1.7543e-004 1.5352e-003 7.7031e-001 2.3681e-002 2.8211e-002 1.0955e-002 3.9800e-003 1.8287e-003 1.2971e-003 8.9058e-004 5.7694e-004 3.5391e-004
          20 7.4173e-010 9.5787e-012 8.0076e-009 1.7698e-008 1.8635e-008 1.4145e-007 1.7468e-006 1.3414e-005 6.6478e-005 2.4967e-004 7.7055e-004 2.0480e-003 4.7986e-003 9.9637e-003 1.7989e-002 2.7158e-002 3.1531e-002 2.4294e-002 7.5108e-003 2.4553e-004 8.3231e-004 8.1270e-001 1.1743e-003 8.3245e-003 6.2121e-003 3.6229e-003 2.9464e-003 2.2315e-003 1.5462e-003 9.9070e-004
          21 3.8274e-010 6.8826e-016 5.3044e-009 1.5574e-008 1.4189e-008 6.9686e-008 8.3247e-007 7.0442e-006 3.7274e-005 1.4514e-004 4.5811e-004 1.2421e-003 2.9634e-003 6.2834e-003 1.1744e-002 1.8776e-002 2.4488e-002 2.3422e-002 1.3513e-002 2.1411e-003 1.4262e-003 2.3373e-002 7.2962e-001 8.3945e-002 8.4615e-003 1.3338e-003 2.7984e-004 2.4532e-005 1.2998e-006 1.2641e-005
          22 2.0441e-010 7.0870e-012 3.3706e-009 1.3249e-008 1.2807e-008 4.1259e-008 4.3596e-007 3.9570e-006 2.2353e-005 9.0284e-005 2.9112e-004 8.0200e-004 1.9418e-003 4.1880e-003 8.0136e-003 1.3280e-002 1.8617e-002 2.0265e-002 1.5261e-002 6.0271e-003 3.0086e-004 4.7688e-003 1.3205e-001 3.2515e-001 1.5926e-001 7.0668e-002 4.6644e-002 2.9496e-002 1.7743e-002 1.0285e-002
          23 1.1465e-010 2.5648e-011 2.0362e-009 1.0831e-008 1.2162e-008 2.8025e-008 2.4732e-007 2.3362e-006 1.4023e-005 5.8759e-005 1.9364e-004 5.4071e-004 1.3248e-003 2.8955e-003 5.6366e-003 9.5832e-003 1.4060e-002 1.6654e-002 1.4682e-002 8.2384e-003 1.9806e-003 5.2551e-005 2.9154e-002 3.1859e-001 4.9504e-005 1.3904e-002 2.4361e-002 2.6323e-002 2.1883e-002 1.5433e-002
          24 6.7030e-011 4.9613e-011 1.1523e-009 8.4203e-009 1.1258e-008 2.0489e-008 1.4833e-007 1.4183e-006 8.9714e-006 3.8936e-005 1.3114e-004 3.7062e-004 9.1692e-004 2.0238e-003 3.9914e-003 6.9214e-003 1.0468e-002 1.3114e-002 1.2790e-002 8.7843e-003 3.4536e-003 4.4066e-004 1.4679e-003 1.7023e-001 1.4022e-001 8.1490e-002 4.7688e-002 2.3349e-002 1.0354e-002 4.5061e-003
          25 4.0298e-011 6.9144e-011 6.0824e-010 6.1828e-009 9.7562e-009 1.5233e-008 9.1817e-008 8.7061e-007 5.7423e-006 2.5716e-005 8.8394e-005 2.5254e-004 6.2975e-004 1.3998e-003 2.7880e-003 4.9092e-003 7.5841e-003 9.8682e-003 1.0274e-002 7.9891e-003 4.0738e-003 1.0302e-003 1.0038e-005 3.6487e-002 3.4095e-001 2.3208e-002 1.4266e-004 7.5860e-003 1.1411e-002 9.9071e-003
          26 2.4079e-011 7.4165e-011 2.9844e-010 4.2028e-009 7.6196e-009 1.0842e-008 5.6366e-008 5.2429e-007 3.5652e-006 1.6381e-005 5.7285e-005 1.6518e-004 4.1450e-004 9.2599e-004 1.8574e-003 3.3077e-003 5.1872e-003 6.9236e-003 7.5189e-003 6.3065e-003 3.7112e-003 1.3395e-003 2.3151e-004 2.5526e-003 2.5803e-001 8.5129e-002 1.0770e-001 6.2394e-002 2.8280e-002 1.2069e-002
          27 1.3271e-011 5.9644e-011 1.3350e-010 2.4966e-009 5.0084e-009 6.7669e-009 3.1731e-008 2.8926e-007 2.0063e-006 9.3891e-006 3.3253e-005 9.6552e-005 2.4339e-004 5.4555e-004 1.0994e-003 1.9727e-003 3.1241e-003 4.2382e-003 4.7237e-003 4.1421e-003 2.6373e-003 1.1171e-003 3.0145e-004 8.8055e-005 6.0317e-002 4.8255e-001 1.0676e-002 9.7430e-003 2.0811e-002 1.7996e-002
          28 5.7082e-012 3.1442e-011 4.9274e-011 1.1139e-009 2.3696e-009 3.1235e-009 1.3826e-008 1.2431e-007 8.7128e-007 4.1206e-006 1.4702e-005 4.2864e-005 1.0834e-004 2.4329e-004 4.9152e-004 8.8560e-004 1.4100e-003 1.9295e-003 2.1802e-003 1.9555e-003 1.2945e-003 5.8791e-004 1.7560e-004 6.6084e-005 3.5009e-004 2.1578e-001 5.7193e-001 4.8814e-003 1.3477e-003 1.9417e-004
          29 1.4820e-012 8.7959e-012 1.1981e-011 2.9289e-010 6.3712e-010 8.3275e-010 3.6080e-009 3.2258e-008 2.2694e-007 1.0776e-006 3.8554e-006 1.1259e-005 2.8484e-005 6.4012e-005 1.2944e-004 2.3358e-004 3.7264e-004 5.1155e-004 5.8089e-004 5.2526e-004 3.5252e-004 1.6392e-004 5.0470e-005 1.6475e-005 8.0801e-005 6.0888e-003 5.3300e-002 6.2636e-001 1.9716e-001 5.9075e-002
