   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51
           0 3.4664e-001 3.3006e-001 1.8869e-001 8.4595e-002 3.2808e-002 1.1596e-002 3.8539e-003 1.2266e-003 3.7746e-004 1.1330e-004 3.3592e-005 9.9532e-006 2.9442e-006 8.5372e-007 2.3791e-007 6.4658e-008 1.8614e-008 6.3335e-009 2.4821e-009 8.6462e-010 1.5205e-010 1.1232e-012 7.9207e-011 1.1305e-010 5.8867e-011 6.8819e-012 3.7479e-012 1.8995e-011 1.7927e-011 4.7072e-012 5.0037e-013 1.0605e-011 2.1908e-011 2.1809e-011 1.1325e-011 1.4595e-012 1.5389e-012 1.1971e-011 2.5745e-011 3.4732e-011 3.4910e-011 2.7520e-011 1.6925e-011 7.5445e-012 1.8513e-012 1.5859e-014 7.1462e-013 2.2433e-012 3.3106e-012 3.3036e-012 2.2178e-012 9.1364e-013
           1 3.8787e-001 2.0597e-003 1.0934e-001 1.8956e-001 1.5252e-001 8.7933e-002 4.1977e-002 1.7808e-002 6.9727e-003 2.5735e-003 9.0931e-004 3.1233e-004 1.0562e-004 3.5250e-005 1.1499e-005 3.6303e-006 1.1218e-006 3.5527e-007 1.2190e-007 4.4856e-008 1.5533e-008 3.9081e-009 3.7771e-010 2.1955e-011 1.3597e-010 4.7801e-011 5.4314e-012 9.6427e-011 1.4724e-010 8.1197e-011 6.0008e-012 2.1881e-011 9.7399e-011 1.3738e-010 1.0172e-010 3.3683e-011 5.4181e-014 2.7289e-011 8.9612e-011 1.4094e-010 1.5154e-010 1.2199e-010 7.3669e-011 3.0440e-011 5.7607e-012 1.1553e-013 5.9197e-012 1.4159e-011 1.8753e-011 1.7538e-011 1.1309e-011 4.5699e-012
           2 1.9719e-001 1.8839e-001 1.1768e-001 7.0257e-004 8.0481e-002 1.3811e-001 1.2178e-001 7.8578e-002 4.2231e-002 2.0126e-002 8.8099e-003 3.6282e-003 1.4323e-003 5.4875e-004 2.0490e-004 7.4536e-005 2.6508e-005 9.3452e-006 3.3297e-006 1.2059e-006 4.3196e-007 1.4431e-007 4.2149e-008 1.0566e-008 2.6461e-009 1.0347e-009 7.7220e-010 6.6624e-010 4.0371e-010 1.0354e-010 1.0493e-012 9.7251e-011 1.9262e-010 1.5815e-010 5.1647e-011 1.0418e-014 4.9345e-011 1.4136e-010 1.9274e-010 1.7028e-010 1.0111e-010 3.4526e-011 2.2359e-012 5.2940e-012 2.5314e-011 4.2646e-011 4.7507e-011 4.0725e-011 2.8447e-011 1.6454e-011 7.5167e-012 2.5353e-012
           3 5.7309e-002 2.8957e-001 2.2834e-002 1.5711e-001 3.8787e-002 7.3914e-003 7.2770e-002 1.1066e-001 9.9193e-002 6.7805e-002 3.9193e-002 2.0230e-002 9.6428e-003 4.3382e-003 1.8677e-003 7.7677e-004 3.1468e-004 1.2518e-004 4.9170e-005 1.9080e-005 7.2859e-006 2.7302e-006 1.0098e-006 3.7501e-007 1.4260e-007 5.5612e-008 2.1496e-008 7.6888e-009 2.3353e-009 5.5749e-010 1.0840e-010 3.0418e-011 2.9430e-011 4.8342e-011 6.1837e-011 5.1123e-011 2.3869e-011 3.2644e-012 1.3504e-012 1.0743e-011 1.7358e-011 1.4751e-011 6.7632e-012 7.8098e-013 7.6237e-013 5.4410e-012 1.0899e-011 1.3892e-011 1.3419e-011 1.0262e-011 5.8230e-012 2.2116e-012
           4 9.9401e-003 1.4862e-001 2.4440e-001 8.3861e-003 9.5680e-002 9.3820e-002 7.8367e-003 1.7223e-002 6.8975e-002 9.2517e-002 8.2055e-002 5.7788e-002 3.5081e-002 1.9234e-002 9.8037e-003 4.7297e-003 2.1854e-003 9.7687e-004 4.2654e-004 1.8327e-004 7.7678e-005 3.2398e-005 1.3269e-005 5.3618e-006 2.1677e-006 8.9143e-007 3.7421e-007 1.5678e-007 6.2624e-008 2.2641e-008 7.1911e-009 2.1084e-009 7.2272e-010 4.1274e-010 3.7441e-010 3.5695e-010 2.6502e-010 1.2303e-010 1.9405e-011 4.6079e-012 5.0891e-011 9.5322e-011 9.9312e-011 6.7853e-011 2.8883e-011 4.8536e-012 3.7280e-013 7.0463e-012 1.4195e-011 1.5681e-011 1.0854e-011 4.4999e-012
           5 9.8103e-004 3.6634e-002 2.2768e-001 1.4385e-001 6.3345e-002 2.7656e-002 1.0129e-001 4.2745e-002 2.3351e-005 2.6629e-002 6.5461e-002 7.8815e-002 6.8447e-002 4.8980e-002 3.0835e-002 1.7729e-002 9.5278e-003 4.8648e-003 2.3903e-003 1.1412e-003 5.3258e-004 2.4371e-004 1.0965e-004 4.8728e-005 2.1528e-005 9.5027e-006 4.1874e-006 1.8277e-006 7.8243e-007 3.2737e-007 1.3542e-007 5.7013e-008 2.5281e-008 1.1931e-008 5.7717e-009 2.6310e-009 1.0005e-009 2.5961e-010 2.4358e-011 3.1480e-012 1.9957e-011 1.7342e-011 4.6807e-012 9.6114e-014 5.5653e-012 1.2388e-011 1.3893e-011 1.0230e-011 5.2208e-012 1.8056e-012 4.0880e-013 7.4253e-014
           6 4.6662e-005 4.4555e-003 7.7685e-002 2.6934e-001 5.8503e-002 1.0935e-001 5.0035e-004 7.1154e-002 6.9589e-002 1.2962e-002 3.3830e-003 3.3896e-002 6.1350e-002 6.7482e-002 5.7312e-002 4.1428e-002 2.6807e-002 1.5996e-002 8.9839e-003 4.8220e-003 2.5008e-003 1.2620e-003 6.2225e-004 3.0109e-004 1.4378e-004 6.8165e-005 3.2187e-005 1.5110e-005 7.0165e-006 3.2106e-006 1.4523e-006 6.5766e-007 3.0335e-007 1.4398e-007 6.9632e-008 3.3187e-008 1.4837e-008 5.8906e-009 1.9697e-009 5.3423e-010 1.2340e-010 3.5676e-011 2.5758e-011 3.6501e-011 5.1032e-011 5.5400e-011 4.5003e-011 2.6962e-011 1.1403e-011 3.0686e-012 4.4752e-013 4.2214e-014
           7 6.1235e-007 2.2344e-004 1.1178e-002 1.2507e-001 2.7530e-001 1.2763e-002 1.2116e-001 8.9501e-003 3.4315e-002 7.3105e-002 3.4686e-002 1.2292e-003 1.0845e-002 3.8455e-002 5.6431e-002 5.7745e-002 4.8080e-002 3.4951e-002 2.3086e-002 1.4215e-002 8.3006e-003 4.6511e-003 2.5228e-003 1.3343e-003 6.9223e-004 3.5389e-004 1.7874e-004 8.9322e-005 4.4246e-005 2.1792e-005 1.0709e-005 5.2642e-006 2.5872e-006 1.2665e-006 6.1461e-007 2.9491e-007 1.4033e-007 6.6838e-008 3.2271e-008 1.5937e-008 8.0306e-009 4.0544e-009 1.9867e-009 9.0695e-010 3.6732e-010 1.2349e-010 3.0511e-011 3.8708e-012 3.4095e-016 7.7904e-013 9.7733e-013 4.7656e-013
           8 5.7042e-009 1.9168e-006 5.4810e-004 2.0434e-002 1.7127e-001 2.6037e-001 6.6421e-005 1.0712e-001 3.0917e-002 9.7008e-003 5.9316e-002 4.9741e-002 1.1463e-002 7.9044e-004 1.8504e-002 4.0325e-002 5.0993e-002 4.9250e-002 4.0262e-002 2.9368e-002 1.9740e-002 1.2486e-002 7.5342e-003 4.3797e-003 2.4727e-003 1.3658e-003 7.4207e-004 3.9779e-004 2.1066e-004 1.1039e-004 5.7417e-005 2.9782e-005 1.5465e-005 8.0443e-006 4.1767e-006 2.1529e-006 1.0977e-006 5.5479e-007 2.8057e-007 1.4398e-007 7.5910e-008 4.1224e-008 2.2800e-008 1.2551e-008 6.6926e-009 3.3730e-009 1.5784e-009 6.7993e-010 2.7042e-010 1.0023e-010 3.3773e-011 9.8109e-012
           9 1.1396e-008 8.0080e-008 1.7936e-006 8.8491e-004 3.0300e-002 2.1206e-001 2.4040e-001 4.5334e-003 8.3066e-002 5.0167e-002 4.6832e-004 3.9770e-002 5.3648e-002 2.4149e-002 1.2964e-003 5.7923e-003 2.4434e-002 3.9999e-002 4.5325e-002 4.1732e-002 3.3571e-002 2.4570e-002 1.6768e-002 1.0845e-002 6.7272e-003 4.0418e-003 2.3694e-003 1.3618e-003 7.6989e-004 4.2941e-004 2.3716e-004 1.3022e-004 7.1287e-005 3.8924e-005 2.1173e-005 1.1460e-005 6.1781e-006 3.3308e-006 1.8066e-006 9.9046e-007 5.4945e-007 3.0708e-007 1.7155e-007 9.5016e-008 5.1928e-008 2.8034e-008 1.5056e-008 8.1205e-009 4.4127e-009 2.3529e-009 1.0993e-009 3.8577e-010
