   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30
           0 9.8836e-001 1.1167e-002 3.4927e-004 9.5690e-005 2.4206e-005 2.9210e-006 3.6346e-008 3.5201e-007 1.2744e-008 2.0485e-008 1.4285e-010 2.6766e-010 3.9693e-010 1.4880e-009 2.2103e-010 8.7329e-010 1.9645e-009 4.6587e-010 1.2462e-010 8.3009e-010 6.8388e-010 1.4280e-010 9.0629e-012 1.5915e-010 2.5261e-010 2.1593e-010 1.3061e-010 6.2130e-011 2.4538e-011 8.0294e-012 2.6044e-012
           1 1.1565e-002 9.1191e-001 5.9296e-002 1.1299e-002 4.6331e-003 1.1953e-003 6.1630e-005 1.5752e-005 4.7796e-006 1.8708e-006 6.3792e-008 6.8477e-007 9.3328e-008 8.0871e-008 1.1362e-007 8.8626e-009 6.8312e-009 1.2686e-008 5.7328e-009 1.4012e-009 1.3647e-010 5.9880e-011 5.7290e-010 1.2232e-009 1.5181e-009 1.3378e-009 9.1933e-010 5.2221e-010 2.5187e-010 9.7873e-011 3.4935e-011
           2 6.7017e-005 7.1665e-002 4.9167e-001 2.4133e-001 1.3029e-001 5.5533e-002 9.1053e-003 1.4552e-007 3.0472e-004 2.9462e-006 2.9151e-005 8.8923e-006 1.1925e-006 4.0053e-006 7.6660e-007 5.6355e-008 4.8845e-007 4.0929e-007 1.0141e-007 1.1354e-009 7.0010e-008 1.1089e-007 7.9347e-008 3.2203e-008 6.2434e-009 2.7493e-011 1.4304e-009 3.1088e-009 3.0933e-009 1.8153e-009 7.7865e-010
           3 5.3507e-006 5.2305e-003 4.1145e-001 1.3091e-001 2.3226e-001 1.6150e-001 5.4541e-002 3.3303e-003 5.4262e-004 1.1167e-004 9.1942e-005 1.1933e-007 1.8794e-005 5.5640e-006 1.2676e-007 2.2749e-006 1.5994e-006 1.8955e-007 8.6061e-008 3.8083e-007 3.3456e-007 1.3262e-007 1.8086e-008 1.1528e-009 1.6581e-008 2.7664e-008 2.8189e-008 2.2411e-008 1.4554e-008 7.0133e-009 2.7853e-009
           4 3.6838e-006 4.0355e-006 3.7026e-002 4.8860e-001 2.8036e-002 2.0668e-001 1.8351e-001 5.3901e-002 9.5647e-004 1.0905e-003 2.0204e-007 1.2128e-004 2.7185e-005 3.7861e-006 1.3679e-005 4.4413e-006 1.5747e-011 1.5665e-006 1.9785e-006 7.5904e-007 4.0180e-008 7.4494e-008 2.3322e-007 2.5242e-007 1.8166e-007 1.0339e-007 5.0039e-008 2.1381e-008 8.2005e-009 2.7160e-009 8.9513e-010
           5 2.2946e-007 1.1422e-005 1.4371e-004 1.2359e-001 3.7623e-001 5.3520e-003 2.1987e-001 2.2249e-001 5.0806e-002 3.1218e-009 1.2165e-003 1.3769e-004 4.6379e-005 7.7561e-005 8.9842e-006 3.4151e-006 1.0943e-005 5.3168e-006 3.4461e-007 4.5706e-007 1.4025e-006 1.2828e-006 6.6173e-007 1.9512e-007 1.7019e-008 6.6968e-009 3.9427e-008 5.7443e-008 5.0678e-008 2.8453e-008 1.2020e-008
           6 2.6360e-008 9.3669e-006 7.1432e-006 3.9106e-003 2.0521e-001 2.7873e-001 6.0192e-005 2.2282e-001 2.4458e-001 4.2730e-002 6.3212e-004 7.9030e-004 3.8634e-004 6.8937e-007 6.3414e-005 4.1170e-005 3.7147e-006 2.4629e-006 8.2424e-006 5.6064e-006 1.3272e-006 4.3627e-009 3.5168e-007 7.5004e-007 7.9125e-007 6.1483e-007 3.9812e-007 2.2663e-007 1.1419e-007 4.6711e-008 1.7190e-008
           7 1.1259e-009 4.6255e-009 4.1542e-005 1.5381e-004 2.2948e-002 2.3423e-001 1.9934e-001 1.2252e-003 2.3477e-001 2.6976e-001 3.4414e-002 2.1031e-003 2.7526e-004 5.3284e-004 7.9388e-005 1.1686e-005 4.9208e-005 2.7977e-005 3.1881e-006 1.1249e-006 5.3649e-006 5.3080e-006 2.8874e-006 9.6521e-007 1.4254e-007 2.1868e-009 8.6785e-008 1.5831e-007 1.5261e-007 8.9182e-008 3.8266e-008
           8 8.8098e-009 5.3416e-007 1.2846e-005 4.5405e-007 9.7675e-006 5.4062e-002 2.3677e-001 1.4089e-001 4.5585e-003 2.4453e-001 2.8860e-001 2.6211e-002 3.5760e-003 9.2133e-006 4.5436e-004 2.1787e-004 7.4780e-006 1.8079e-005 3.7561e-005 2.1436e-005 3.8377e-006 5.0698e-008 2.0211e-006 3.3324e-006 3.1175e-006 2.2213e-006 1.3297e-006 7.0032e-007 3.2809e-007 1.2714e-007 4.5533e-008
           9 9.7246e-010 2.7967e-009 9.8695e-007 7.2687e-005 2.2654e-004 2.2647e-003 8.6001e-002 2.1809e-001 9.7940e-002 8.5296e-003 2.5636e-001 3.0616e-001 1.8890e-002 4.6554e-003 1.1876e-004 2.4226e-004 2.9976e-004 7.6339e-005 3.7547e-007 1.7219e-005 2.8323e-005 1.8196e-005 6.4167e-006 9.6485e-007 1.4151e-008 5.9349e-007 1.1266e-006 1.2034e-006 9.1913e-007 4.8119e-007 1.9765e-007
          10 2.3766e-009 1.4506e-007 2.4036e-006 1.8888e-005 2.9700e-006 2.0368e-004 1.0260e-002 1.1099e-001 1.9086e-001 6.6632e-002 1.2955e-002 2.6654e-001 3.2212e-001 1.3176e-002 5.0806e-003 5.3218e-004 5.2190e-005 2.6310e-004 1.5879e-004 3.4000e-005 5.3574e-009 1.1493e-005 1.8875e-005 1.5674e-005 9.3460e-006 4.3787e-006 1.6333e-006 4.7396e-007 1.0253e-007 1.6762e-008 3.1742e-009
          11 1.7848e-009 1.4164e-008 4.2186e-008 1.5949e-006 8.0726e-005 1.2143e-004 2.0402e-005 2.4364e-002 1.2647e-001 1.6038e-001 4.3831e-002 1.7670e-002 2.7530e-001 3.3656e-001 8.7527e-003 4.8825e-003 1.0778e-003 6.0112e-006 1.4147e-004 1.8287e-004 9.7115e-005 2.1735e-005 1.9788e-007 4.0099e-006 9.2180e-006 1.0305e-005 8.5810e-006 5.9660e-006 3.5193e-006 1.5971e-006 6.1717e-007
          12 5.7431e-011 2.1124e-008 4.1750e-007 7.0304e-006 2.6531e-005 1.0518e-005 2.7590e-004 1.4272e-003 4.1417e-002 1.3099e-001 1.2980e-001 2.7423e-002 2.2853e-002 2.8191e-001 3.5178e-001 5.6871e-003 4.2456e-003 1.5694e-003 1.4084e-004 2.8123e-005 1.3082e-004 1.3022e-004 6.8558e-005 2.1438e-005 3.1142e-006 9.8470e-009 1.2791e-006 2.3915e-006 2.3011e-006 1.3394e-006 5.7347e-007
          13 1.1325e-009 2.6977e-008 3.4504e-007 1.3982e-006 2.5446e-007 6.9215e-005 4.8873e-005 9.7271e-005 6.2182e-003 5.8257e-002 1.2709e-001 1.0153e-001 1.5744e-002 2.8736e-002 2.8487e-001 3.6759e-001 3.6942e-003 3.3291e-003 1.8629e-003 4.0556e-004 5.2721e-006 4.3860e-005 9.9968e-005 9.1762e-005 5.5511e-005 2.6597e-005 1.0864e-005 3.8491e-006 1.1864e-006 3.1809e-007 9.2021e-008
          14 4.7701e-010 2.5905e-009 2.0632e-008 2.1749e-007 8.7661e-006 2.8889e-005 1.6180e-005 2.1239e-004 1.0176e-004 1.4894e-002 7.1747e-002 1.1632e-001 7.6261e-002 7.7696e-003 3.5415e-002 2.8387e-001 3.8554e-001 2.5238e-003 2.3325e-003 1.9091e-003 6.9939e-004 1.0096e-004 6.3107e-008 3.5407e-005 6.2667e-005 5.8962e-005 4.3045e-005 2.7331e-005 1.5223e-005 6.6938e-006 2.5523e-006
          15 1.4935e-011 1.7661e-009 4.4670e-008 1.1931e-006 5.6898e-006 4.8237e-007 5.6902e-005 2.5481e-005 1.7086e-004 1.6512e-003 2.6223e-002 7.9457e-002 1.0066e-001 5.4505e-002 2.7788e-003 4.3256e-002 2.7717e-001 4.0725e-001 2.0152e-003 1.4453e-003 1.7135e-003 9.1599e-004 2.7863e-004 4.3878e-005 3.4550e-008 1.4336e-005 2.5896e-005 2.5904e-005 1.8985e-005 9.7417e-006 3.9710e-006
          16 4.0598e-010 4.4564e-009 1.0299e-007 7.1780e-007 5.5573e-007 4.4441e-006 3.1076e-005 1.0924e-005 1.5414e-004 2.0031e-008 5.9733e-003 3.8202e-002 8.1178e-002 8.2707e-002 3.6507e-002 3.3921e-004 5.2493e-002 2.6329e-001 4.3308e-001 2.0382e-003 7.5623e-004 1.3544e-003 9.7798e-004 4.5366e-004 1.6238e-004 3.6920e-005 3.1984e-006 2.3320e-007 1.8528e-006 1.7072e-006 8.4481e-007
          17 4.3512e-010 2.3144e-009 5.8910e-008 8.7783e-008 2.9947e-007 7.0328e-006 4.2314e-006 4.2849e-005 2.3265e-005 1.5605e-004 5.9648e-004 1.3293e-002 4.8161e-002 7.6698e-002 6.3935e-002 2.2215e-002 2.3592e-004 6.2948e-002 2.4156e-001 4.6408e-001 2.6966e-003 2.8866e-004 9.2073e-004 8.8995e-004 5.4098e-004 2.8643e-004 1.2714e-004 4.9398e-005 1.7699e-005 5.6741e-006 1.8501e-006
          18 1.4210e-010 4.2131e-010 9.0044e-009 2.4945e-008 1.1763e-006 3.6540e-006 4.6171e-007 3.5138e-005 2.6947e-006 1.3109e-004 2.7548e-006 3.1989e-003 2.2419e-002 5.3828e-002 6.6920e-002 4.5749e-002 1.1523e-002 2.4411e-003 7.4260e-002 2.1049e-001 5.0166e-001 4.4719e-003 5.6420e-005 5.0350e-004 6.6644e-004 5.1406e-004 3.3927e-004 1.9419e-004 9.8379e-005 4.0701e-005 1.5105e-005
          19 1.9709e-012 1.4640e-012 1.1657e-009 1.4810e-007 1.0928e-006 7.2558e-007 4.1198e-006 1.3667e-005 2.4201e-005 3.7658e-005 1.1220e-004 4.1695e-004 8.4616e-003 3.1129e-002 5.4039e-002 5.3783e-002 2.9717e-002 4.3483e-003 7.1049e-003 8.5779e-002 1.6964e-001 5.4487e-001 8.1080e-003 3.9499e-008 1.9792e-004 3.9025e-004 3.7475e-004 2.7965e-004 1.7083e-004 7.8998e-005 3.0792e-005
          20 3.6007e-011 6.2235e-011 1.1945e-008 1.7699e-007 5.4505e-007 1.5861e-010 5.1771e-006 1.9973e-006 3.0965e-005 1.2185e-006 1.1710e-004 1.8876e-006 2.5666e-003 1.5603e-002 3.6858e-002 4.8715e-002 3.9128e-002 1.6757e-002 6.1395e-004 1.4357e-002 9.4800e-002 1.2189e-001 5.9162e-001 1.4980e-002 1.6364e-005 3.0572e-005 1.5507e-004 1.8731e-004 1.4663e-004 7.6590e-005 3.1332e-005
