   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
           0 8.8100e-001 1.1552e-001 3.4582e-003 2.2884e-005 6.9878e-009 1.0273e-009 3.2140e-009 4.2812e-009 3.4974e-009 2.1510e-010 1.4019e-009 3.4154e-010 6.0506e-010 7.4509e-011 3.7712e-010 6.6038e-012 1.8706e-010 2.0428e-010 1.9714e-011 2.9649e-011 1.0255e-010 1.0114e-010 6.0468e-011 2.7861e-011 1.1479e-011 5.6221e-012 4.1618e-012 2.9540e-012 1.9600e-012 1.2215e-012
           1 1.0591e-001 6.6716e-001 2.1618e-001 1.0645e-002 9.9913e-005 2.7418e-008 4.0089e-009 6.1709e-009 1.4461e-008 1.3140e-008 7.9549e-010 2.9812e-009 1.6501e-009 1.0481e-009 7.9074e-010 1.2296e-009 2.5188e-012 7.9451e-010 6.4882e-010 5.8364e-011 6.1920e-011 2.1178e-010 2.0500e-010 1.2375e-010 5.9254e-011 3.1379e-011 2.4540e-011 1.8220e-011 1.2507e-011 7.9798e-012
           2 1.1525e-002 1.8046e-001 4.8513e-001 3.0092e-001 2.1695e-002 2.6828e-004 9.2326e-008 6.2603e-009 9.5907e-009 2.1558e-008 2.0860e-008 3.0940e-009 2.9583e-009 4.1980e-009 9.1207e-010 2.0666e-009 1.6400e-009 8.2711e-011 1.3162e-009 8.2008e-010 6.0190e-011 6.1263e-011 1.8355e-010 1.6093e-010 9.0695e-011 5.1756e-011 4.2506e-011 3.2785e-011 2.3135e-011 1.5036e-011
           3 1.3581e-003 3.0855e-002 2.2655e-001 3.3493e-001 3.6905e-001 3.6675e-002 5.7431e-004 2.0306e-007 9.0559e-009 3.2418e-009 7.4156e-009 1.0369e-008 4.8353e-009 9.0831e-011 3.1401e-009 1.2280e-011 1.6421e-009 1.3054e-010 4.8149e-010 6.3606e-010 1.0422e-010 1.4590e-011 9.6761e-011 9.6308e-011 5.6383e-011 3.2617e-011 2.6990e-011 2.0924e-011 1.4813e-011 9.6468e-012
           4 1.7744e-004 4.9738e-003 5.4447e-002 2.4769e-001 2.1565e-001 4.2051e-001 5.5483e-002 1.0609e-003 2.6709e-007 3.5670e-008 7.8952e-009 1.6011e-008 2.2315e-008 8.9416e-009 7.1889e-010 6.3583e-009 9.2125e-011 2.9391e-009 8.5943e-010 3.1718e-010 1.2591e-009 7.4961e-010 1.8392e-010 2.1012e-011 8.3211e-013 2.9599e-014 4.3865e-013 8.5660e-013 9.7175e-013 8.2228e-013
           5 2.7691e-005 8.2927e-004 1.1275e-002 7.8915e-002 2.4809e-001 1.2568e-001 4.5556e-001 7.7870e-002 1.7646e-003 1.9370e-007 8.6328e-008 1.0444e-009 1.3351e-009 4.6445e-009 4.0559e-009 1.4461e-010 1.2932e-009 2.3654e-010 6.6071e-010 2.1078e-013 3.2859e-010 3.0952e-010 1.0393e-010 1.9445e-011 2.7920e-012 4.8938e-013 9.1291e-014 1.5786e-015 1.0688e-014 2.4633e-014
           6 4.5178e-006 1.5491e-004 2.3074e-003 2.0251e-002 1.0136e-001 2.3201e-001 6.2613e-002 4.7518e-001 1.0341e-001 2.6980e-003 1.9486e-009 2.4026e-007 5.1782e-010 1.9885e-009 8.6311e-009 5.6970e-009 1.8516e-011 2.3167e-009 6.0927e-011 1.1867e-009 2.2785e-010 6.0489e-011 2.5820e-010 2.1128e-010 1.0921e-010 5.8955e-011 4.6395e-011 3.4488e-011 2.3643e-011 1.5055e-011
           7 8.2222e-007 3.0113e-005 5.0084e-004 4.9376e-003 3.1452e-002 1.1938e-001 2.0415e-001 2.3309e-002 4.8087e-001 1.3154e-001 3.8378e-003 7.2010e-007 5.6395e-007 3.2123e-010 2.8153e-009 1.4232e-008 6.1672e-009 8.8668e-011 3.0150e-009 5.6493e-011 1.0886e-009 9.0218e-010 1.6892e-010 4.0484e-012 2.7445e-012 5.3398e-012 7.3298e-012 7.7749e-012 6.6980e-012 4.9170e-012
           8 2.1509e-007 6.4269e-006 1.1376e-004 1.2368e-003 8.9527e-003 4.4005e-002 1.3121e-001 1.6905e-001 3.9676e-003 4.7476e-001 1.6158e-001 5.1036e-003 6.2200e-006 1.1331e-006 6.3318e-009 1.2536e-008 3.1938e-008 6.2688e-009 2.3175e-009 4.0752e-009 2.3547e-009 3.8161e-011 9.3862e-010 8.7400e-010 4.5757e-010 2.4577e-010 1.9197e-010 1.4150e-010 9.6277e-011 6.0953e-011
           9 5.8447e-008 1.7132e-006 2.8282e-005 3.1989e-004 2.5637e-003 1.4475e-002 5.6851e-002 1.3580e-001 1.3107e-001 3.1531e-004 4.5942e-001 1.9279e-001 6.3459e-003 2.7165e-005 1.8487e-006 6.1888e-008 1.4041e-008 2.3360e-008 2.0060e-009 1.7581e-009 1.6089e-009 2.2191e-009 3.8266e-010 1.3991e-012 1.9028e-011 2.5028e-011 3.0258e-011 2.9882e-011 2.4661e-011 1.7643e-011
