   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29
          10 9.4995e-009 4.7285e-007 7.8752e-006 8.8854e-005 7.4468e-004 4.6639e-003 2.1359e-002 6.8717e-002 1.3293e-001 9.4082e-002 7.8501e-003 4.3778e-001 2.2438e-001 7.3068e-003 8.9993e-005 2.4655e-006 2.0669e-007 4.8372e-008 2.2312e-008 1.0802e-010 3.3585e-009 9.0845e-011 1.9210e-009 1.5982e-009 7.5560e-010 3.8002e-010 2.8182e-010 1.9837e-010 1.3004e-010 8.0154e-011
          11 1.0872e-009 1.0769e-007 2.2488e-006 2.6915e-005 2.2799e-004 1.5144e-003 7.7131e-003 2.9261e-002 7.8275e-002 1.2313e-001 6.1263e-002 2.2106e-002 4.1316e-001 2.5546e-001 7.6043e-003 2.5440e-004 1.9918e-006 6.7433e-007 9.7613e-008 1.1768e-008 3.3715e-011 6.8071e-009 2.0735e-009 3.7923e-011 6.0940e-011 1.0198e-010 1.3391e-010 1.3854e-010 1.1751e-010 8.5436e-011
          12 7.0418e-010 2.6782e-008 6.4898e-007 8.4557e-006 7.5653e-005 5.1233e-004 2.7732e-003 1.1783e-002 3.7624e-002 8.4359e-002 1.0765e-001 3.4812e-002 3.8874e-002 3.8926e-001 2.8488e-001 6.7384e-003 6.2824e-004 1.8308e-009 2.0665e-006 4.3788e-007 8.0572e-009 1.5073e-008 3.2360e-011 2.8445e-009 2.4842e-009 1.5823e-009 1.3600e-009 1.0720e-009 7.6283e-010 4.9690e-010
          13 1.1044e-009 1.3460e-008 2.2050e-007 2.7550e-006 2.6116e-005 1.8291e-004 1.0267e-003 4.6640e-003 1.6802e-002 4.5664e-002 8.6153e-002 8.8380e-002 1.5909e-002 5.4318e-002 3.7049e-001 3.1063e-001 4.4828e-003 1.2785e-003 1.6898e-005 2.0841e-006 2.1173e-006 2.7343e-007 5.6869e-009 8.4688e-010 1.2450e-009 8.2324e-010 7.0286e-010 5.4447e-010 3.8059e-010 2.4446e-010
          14 7.5338e-010 9.4417e-009 9.4087e-008 1.0081e-006 9.2210e-006 6.7988e-005 3.9712e-004 1.8799e-003 7.2958e-003 2.2523e-002 5.2405e-002 8.3204e-002 6.7478e-002 4.6699e-003 6.5050e-002 3.6135e-001 3.2985e-001 1.5578e-003 2.1190e-003 1.3340e-004 6.6562e-007 1.6071e-006 1.1569e-006 4.5511e-007 1.6841e-007 7.8465e-008 5.6339e-008 3.9135e-008 2.5604e-008 1.5822e-008
          15 1.1895e-010 4.3883e-009 4.1396e-008 4.2235e-007 3.5431e-006 2.6491e-005 1.5942e-004 7.8702e-004 3.1952e-003 1.0695e-002 2.8521e-002 5.6949e-002 7.5720e-002 4.7144e-002 2.4204e-004 6.9061e-002 3.6506e-001 3.3900e-001 4.6350e-005 2.7696e-003 5.3919e-004 4.8133e-005 1.8427e-006 4.5427e-009 8.4909e-008 7.7233e-008 7.7980e-008 6.8113e-008 5.1782e-008 3.5156e-008
          16 1.8696e-011 7.9006e-010 1.5168e-008 1.8307e-007 1.5494e-006 1.1097e-005 6.6813e-005 3.4061e-004 1.4410e-003 5.0792e-003 1.4766e-002 3.4117e-002 5.8420e-002 6.4624e-002 2.9372e-002 8.6181e-004 6.5918e-002 3.8856e-001 3.2666e-001 6.2432e-003 1.8105e-003 1.2456e-003 3.5830e-004 9.3478e-005 2.7519e-005 1.1331e-005 7.4386e-006 4.7924e-006 2.9588e-006 1.7556e-006
          17 1.1377e-010 9.2031e-016 4.4650e-009 7.4643e-008 7.2793e-007 4.9982e-006 2.9759e-005 1.5263e-004 6.6916e-004 2.4607e-003 7.5746e-003 1.9224e-002 3.8509e-002 5.6211e-002 5.1050e-002 1.5649e-002 4.3827e-003 5.3567e-002 4.4188e-001 2.7502e-001 3.0624e-002 1.5327e-005 7.6556e-004 5.8433e-004 2.7436e-004 1.4086e-004 1.0722e-004 7.7695e-005 5.2313e-005 3.2923e-005
          18 6.9671e-011 1.0669e-010 1.3518e-009 2.9098e-008 3.3550e-007 2.3503e-006 1.4116e-005 7.1932e-005 3.2068e-004 1.2215e-003 3.9374e-003 1.0637e-002 2.3572e-002 4.0850e-002 5.0593e-002 3.6749e-002 6.6550e-003 9.0994e-003 3.2663e-002 5.3028e-001 1.6748e-001 7.2184e-002 1.0049e-002 9.8231e-004 8.6643e-005 9.3060e-006 4.6579e-007 4.8177e-007 1.7243e-006 2.0498e-006
          19 3.1565e-012 4.7087e-011 6.9373e-010 1.2381e-008 1.4740e-007 1.1286e-006 7.0074e-006 3.5942e-005 1.6034e-004 6.2419e-004 2.0862e-003 5.9093e-003 1.4020e-002 2.7093e-002 4.0277e-002 4.1931e-002 2.3725e-002 1.7692e-003 1.3583e-002 8.7033e-003 6.3825e-001 3.3673e-002 7.3853e-002 3.2799e-002 1.1941e-002 5.3943e-003 3.7566e-003 2.5314e-003 1.6137e-003 9.7805e-004
          20 2.1662e-011 4.5015e-012 6.3126e-010 6.6239e-009 6.5144e-008 5.5730e-007 3.5851e-006 1.8853e-005 8.4168e-005 3.3070e-004 1.1309e-003 3.3243e-003 8.2928e-003 1.7232e-002 2.8815e-002 3.6675e-002 3.1371e-002 1.3136e-002 1.0370e-004 1.8650e-002 2.3102e-003 6.6840e-001 2.2921e-002 5.5777e-003 9.1833e-003 6.6327e-003 6.0569e-003 4.9695e-003 3.6316e-003 2.4063e-003
          21 7.5242e-011 1.0318e-010 6.4865e-010 4.4667e-009 3.2144e-008 2.9267e-007 1.9086e-006 1.0328e-005 4.6598e-005 1.8398e-004 6.3712e-004 1.9233e-003 4.9831e-003 1.0925e-002 1.9779e-002 2.8449e-002 3.0577e-002 2.0942e-002 5.9552e-003 1.3405e-004 2.8431e-002 6.2866e-002 4.2027e-001 1.6553e-001 4.2976e-002 1.4923e-002 8.2420e-003 4.4244e-003 2.3095e-003 1.1983e-003
          22 9.9734e-011 2.1253e-010 5.7733e-010 3.3125e-009 1.8598e-008 1.6444e-007 1.0562e-006 5.8085e-006 2.6686e-005 1.0607e-004 3.7064e-004 1.1387e-003 3.0339e-003 6.9254e-003 1.3271e-002 2.0714e-002 2.5534e-002 2.2607e-002 1.1975e-002 2.0243e-003 2.5991e-004 6.1381e-002 2.1171e-001 3.9266e-002 6.5467e-002 4.4548e-002 3.8542e-002 3.0087e-002 2.1121e-002 1.3595e-002
          23 8.3227e-011 2.2603e-010 4.0989e-010 2.3304e-009 1.1890e-008 9.5165e-008 5.9150e-007 3.2476e-006 1.5184e-005 6.0924e-005 2.1478e-004 6.6748e-004 1.8132e-003 4.2569e-003 8.4943e-003 1.4043e-002 1.8859e-002 1.9331e-002 1.3701e-002 5.3265e-003 3.2413e-004 2.0739e-004 1.7916e-001 2.0525e-001 4.3794e-002 8.5795e-003 1.9679e-003 1.5987e-004 2.2902e-005 1.4123e-004
          24 5.5249e-011 1.7865e-010 2.5417e-010 1.5724e-009 8.1994e-009 5.8396e-008 3.5077e-007 1.9002e-006 8.9891e-006 3.6418e-005 1.2954e-004 4.0584e-004 1.1173e-003 2.6727e-003 5.4874e-003 9.4503e-003 1.3437e-002 1.5064e-002 1.2489e-002 6.8224e-003 1.7445e-003 5.7509e-008 1.1862e-002 3.9234e-001 4.6188e-003 1.9491e-002 2.3195e-002 1.9858e-002 1.4094e-002 8.9444e-003
          25 2.9473e-011 1.0939e-010 1.3290e-010 9.2798e-010 5.2058e-009 3.3705e-008 1.9740e-007 1.0523e-006 5.0050e-006 2.0434e-005 7.3223e-005 2.3077e-004 6.4094e-004 1.5520e-003 3.2472e-003 5.7483e-003 8.4848e-003 1.0058e-002 9.1146e-003 5.8595e-003 2.3189e-003 2.3931e-004 3.1990e-004 1.1357e-001 3.7566e-001 8.1845e-002 2.4148e-002 5.5229e-003 8.6395e-004 5.9924e-005
          26 1.2711e-011 5.2182e-011 5.7542e-011 4.4811e-010 2.6967e-009 1.6442e-008 9.4917e-008 5.0000e-007 2.3813e-006 9.7687e-006 3.5175e-005 1.1129e-004 3.1072e-004 7.5781e-004 1.6032e-003 2.8847e-003 4.3519e-003 5.3267e-003 5.0677e-003 3.5324e-003 1.6509e-003 3.4845e-004 2.5235e-007 3.5012e-003 4.1318e-001 1.4150e-001 9.1383e-002 5.3588e-002 2.8371e-002 1.4378e-002
          27 1.0636e-012 4.5641e-012 4.8453e-012 3.9708e-011 2.4681e-010 1.4709e-009 8.4482e-009 4.4286e-008 2.1093e-007 8.6683e-007 3.1271e-006 9.9091e-006 2.7723e-005 6.7797e-005 1.4402e-004 2.6074e-004 3.9657e-004 4.9121e-004 4.7568e-004 3.4113e-004 1.6789e-004 4.1709e-005 2.1320e-006 9.1261e-005 1.8744e-003 2.9456e-001 3.6689e-001 1.5011e-001 1.4618e-001 6.1168e-003
