   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26
          10 1.3119e-008 2.1266e-007 1.7689e-007 8.9652e-007 1.3447e-005 3.1603e-005 8.5797e-006 2.8506e-003 6.1105e-002 3.1260e-001 9.7757e-003 2.3047e-001 2.3824e-001 1.1336e-001 3.0123e-002 1.4121e-003 2.7261e-005 3.4257e-006 2.5995e-006 1.2762e-006 2.1267e-007 1.0137e-010 4.7766e-008 7.1196e-008 5.9178e-008 3.4442e-008 1.1651e-008
          11 8.2151e-010 1.0132e-007 2.9936e-007 2.6883e-008 5.5109e-006 2.5480e-005 1.2077e-005 3.4170e-004 1.2206e-002 1.4723e-001 2.3811e-001 4.0851e-002 8.0644e-002 2.4732e-001 1.8069e-001 5.0976e-002 1.3837e-003 1.7794e-004 9.8768e-007 1.3082e-006 2.6611e-006 1.7875e-006 7.0931e-007 2.1328e-007 5.6525e-008 1.4204e-008 3.0713e-009
          12 1.2132e-008 3.5165e-008 2.6645e-007 8.6109e-008 1.5800e-006 1.4933e-005 2.6425e-005 1.4154e-005 2.1294e-003 4.1074e-002 2.2713e-001 7.1842e-002 1.1994e-001 7.1135e-003 2.1299e-001 2.4593e-001 7.0829e-002 4.6351e-004 4.5220e-004 5.2473e-005 3.0286e-006 2.7917e-007 1.3542e-006 1.2049e-006 7.1791e-007 3.3783e-007 1.0362e-007
          13 1.8286e-008 9.3549e-009 1.8516e-007 2.2663e-007 2.4994e-007 7.1696e-006 2.4106e-005 5.1710e-006 3.3744e-004 9.1307e-003 1.0246e-001 2.0290e-001 2.0205e-004 1.2266e-001 6.2672e-003 1.6327e-001 3.0910e-001 8.2684e-002 2.0730e-004 4.4250e-004 2.2554e-004 6.6485e-005 1.2404e-005 1.2341e-006 1.5114e-008 2.5487e-008 2.0187e-008
          14 1.5991e-008 1.6241e-009 1.1844e-007 2.5190e-007 2.0799e-009 2.9432e-006 1.6186e-005 1.8910e-005 3.4033e-005 1.9575e-003 3.2570e-002 1.6352e-001 8.8577e-002 3.1612e-002 6.8585e-002 3.5993e-002 1.2094e-001 3.7503e-001 7.6256e-002 4.3027e-003 1.2226e-006 1.9799e-004 1.7547e-004 8.7359e-005 3.5245e-005 1.2658e-005 3.3920e-006
          15 1.0939e-008 2.2225e-011 7.3235e-008 2.1578e-007 3.8866e-008 1.0361e-006 9.2306e-006 2.0716e-005 3.3083e-009 4.3441e-004 8.9127e-003 8.1314e-002 1.4706e-001 7.1896e-003 6.9294e-002 1.7269e-002 5.9771e-002 9.7221e-002 4.4744e-001 5.0515e-002 1.1876e-002 1.2952e-003 1.7528e-005 4.5763e-005 6.9537e-005 4.3314e-005 1.4473e-005
          16 6.8186e-009 3.5471e-010 4.3701e-008 1.6936e-007 9.6956e-008 3.0326e-007 4.8687e-006 1.6001e-005 6.7213e-006 9.3522e-005 2.4528e-003 3.2427e-002 1.1890e-001 6.1001e-002 1.0295e-002 5.9138e-002 9.4330e-006 6.3693e-002 9.3458e-002 5.1750e-001 2.1432e-002 1.3221e-002 4.6376e-003 1.1257e-003 1.9713e-004 2.8094e-005 3.7478e-006
          17 4.1790e-009 1.1462e-009 2.4421e-008 1.2628e-007 1.2237e-007 6.3691e-008 2.4747e-006 1.0591e-005 1.1377e-005 1.5587e-005 7.3779e-004 1.1926e-002 7.0712e-002 8.6827e-002 2.8589e-003 3.8420e-002 2.2377e-002 7.9133e-003 5.3561e-002 1.0216e-001 5.7657e-001 8.7422e-003 6.7274e-003 5.0744e-003 2.4229e-003 9.0459e-004 2.4352e-004
          18 2.5872e-009 1.7003e-009 1.2657e-008 8.8999e-008 1.1667e-007 5.6247e-009 1.2407e-006 6.5174e-006 1.0860e-005 1.0572e-006 2.4944e-004 4.4518e-003 3.6668e-002 7.5072e-002 1.9801e-002 1.0598e-002 3.2409e-002 1.2502e-003 1.7419e-002 4.4025e-002 9.3108e-002 6.4141e-001 1.2242e-002 1.1842e-003 2.1752e-003 1.4312e-003 4.6891e-004
          19 1.5824e-009 1.7429e-009 6.1074e-009 5.8129e-008 9.2175e-008 3.2989e-010 6.1372e-007 3.8108e-006 8.0885e-006 1.0477e-007 9.2805e-005 1.7601e-003 1.7952e-002 5.1034e-002 2.7514e-002 8.1515e-004 2.2755e-002 8.1063e-003 2.4516e-003 1.7944e-002 4.3959e-002 4.3217e-002 7.0561e-001 4.9733e-002 7.2650e-005 1.1182e-004 1.0731e-004
          20 9.6695e-010 1.4432e-009 2.9345e-009 3.6391e-008 6.5179e-008 3.2143e-009 3.1240e-007 2.2125e-006 5.3950e-006 6.6543e-007 3.8719e-005 7.7468e-004 8.9921e-003 3.1501e-002 2.4474e-002 1.4115e-004 1.2369e-002 9.6506e-003 8.2547e-006 7.0654e-003 1.8031e-002 4.2621e-002 2.3404e-005 6.8078e-001 1.5895e-001 1.6396e-004 1.3365e-004
          21 6.2026e-010 1.1117e-009 1.5270e-009 2.3463e-008 4.5507e-008 4.6749e-009 1.7373e-007 1.3592e-006 3.6021e-006 8.7448e-007 1.8732e-005 3.9446e-004 4.9465e-003 1.9809e-002 1.9013e-002 8.5950e-004 6.5643e-003 8.1356e-003 3.1917e-004 2.8066e-003 8.7886e-003 2.2427e-002 1.6935e-002 4.8418e-002 5.5311e-001 2.7303e-001 8.5853e-003
          22 4.1154e-010 8.2940e-010 8.5198e-010 1.5536e-008 3.1825e-008 4.7044e-009 1.0331e-007 8.7191e-007 2.4380e-006 8.3076e-007 1.0065e-005 2.2218e-004 2.9246e-003 1.2812e-002 1.4066e-002 1.2479e-003 3.5821e-003 6.1430e-003 6.6502e-004 1.1495e-003 4.7555e-003 1.2154e-002 1.7140e-002 1.0563e-003 9.7693e-002 5.4192e-001 1.3635e-001
          23 2.5316e-010 5.4983e-010 4.5915e-010 9.5189e-009 2.0228e-008 3.6672e-009 5.8717e-008 5.2342e-007 1.5150e-006 6.2465e-007 5.3263e-006 1.2224e-004 1.6583e-003 7.7070e-003 9.2194e-003 1.1412e-003 1.8627e-003 4.0252e-003 6.7569e-004 4.5634e-004 2.5186e-003 6.4263e-003 1.1383e-002 6.4969e-004 2.3972e-002 3.8117e-002 7.5223e-001
          24 1.1462e-010 2.5936e-010 1.9162e-010 4.2958e-009 9.3212e-009 1.8761e-009 2.5366e-008 2.3359e-007 6.8910e-007 3.1330e-007 2.2063e-006 5.1928e-005 7.1596e-004 3.4393e-003 4.3130e-003 6.2745e-004 7.5484e-004 1.8739e-003 3.8561e-004 1.5149e-004 1.0409e-003 2.6598e-003 5.1595e-003 1.0132e-003 5.7161e-003 1.6425e-002 4.6129e-002
