   v'->v''           0           1           2           3           4           5           6           7           8           9          10          11          12          13          14          15          16          17          18          19          20          21          22          23          24          25          26          27          28          29          30          31          32          33          34          35          36          37          38          39          40          41          42          43          44          45          46          47          48          49          50          51          52          53          54          55          56          57          58          59          60          61          62          63          64          65          66          67          68          69          70          71          72          73          74          75          76          77          78          79          80          81          82          83          84          85          86          87          88          89          90          91          92          93          94          95          96          97
          10 2.0346e-009 1.1065e-011 5.4871e-009 6.4468e-010 3.5748e-009 3.8101e-035 4.1668e-033 2.1108e-031 5.7864e-031 6.8374e-030 1.6610e-028 3.0556e-027 4.6145e-026 5.7626e-025 8.5349e-026 6.1799e-024 5.7410e-023 4.7282e-022 3.4664e-021 2.3118e-020 1.0796e-018 1.3944e-019 7.7969e-019 4.0147e-018 1.9331e-017 7.8176e-017 8.8929e-010 3.8781e-016 1.5879e-015 6.2755e-015 2.4393e-014 1.0331e-013 5.9013e-006 3.2435e-013 1.3128e-012 5.7665e-012 3.3332e-011 6.2018e-010 9.3200e-001 7.0014e-010 1.0440e-010 2.2545e-011 3.5706e-012 3.4560e-010 7.7263e-004 3.1905e-009 3.2944e-010 4.8373e-009 3.4267e-008 3.1986e-007 3.2522e-005 1.1373e-002 4.7194e-006 2.6735e-006 3.6425e-006 8.8575e-006 5.7938e-005 2.5922e-003 3.0081e-004 3.5337e-005 2.1290e-005 2.3880e-005 4.3772e-005 1.1205e-004 1.3842e-004 5.4887e-005 2.2009e-005 1.2480e-005 9.1047e-006 7.7415e-006 6.8716e-006 5.5794e-006 3.8074e-006 2.2804e-006 1.3492e-006 8.6564e-007 6.2877e-007 5.2093e-007 4.8447e-007 4.8931e-007 5.1434e-007 5.4102e-007 5.5672e-007 5.5980e-007 5.5592e-007 5.4821e-007 5.3623e-007 5.2304e-007 5.1107e-007 4.9604e-007 4.7711e-007 4.5458e-007 4.2501e-007 3.9129e-007 3.5392e-007 3.1428e-007 2.7397e-007 2.3173e-007
          11 5.2453e-010 4.8225e-009 1.7207e-011 7.9956e-009 1.9457e-008 2.1820e-031 1.9944e-029 8.4535e-028 2.2345e-027 2.2934e-026 4.6574e-025 7.1637e-024 9.0410e-023 9.4288e-022 1.3029e-021 8.4423e-021 6.5408e-020 4.4898e-019 2.7395e-018 1.5168e-017 1.0138e-017 7.6006e-017 3.5180e-016 1.4962e-015 5.9444e-015 2.2089e-014 5.1818e-011 7.6810e-014 2.5386e-013 7.9321e-013 2.3669e-012 6.5533e-012 3.9569e-005 1.9208e-011 5.1167e-011 1.3341e-010 3.4113e-010 8.5346e-010 4.2045e-004 2.3344e-009 6.1110e-009 1.7673e-008 6.2782e-008 4.3577e-007 9.6696e-001 5.4738e-006 1.6176e-007 1.5989e-008 9.9989e-009 2.6187e-007 1.7450e-005 5.1456e-003 6.3444e-007 1.5156e-008 1.0706e-006 8.9377e-006 1.2008e-004 7.6436e-003 1.0381e-003 1.7012e-004 1.3113e-004 1.7610e-004 3.6879e-004 1.0407e-003 1.3793e-003 5.9091e-004 2.6012e-004 1.6393e-004 1.3459e-004 1.3011e-004 1.3196e-004 1.2226e-004 9.4482e-005 6.2988e-005 4.0059e-005 2.6080e-005 1.7763e-005 1.2585e-005 9.1160e-006 6.5980e-006 4.6537e-006 3.1398e-006 2.0235e-006 1.2702e-006 8.0001e-007 5.1857e-007 3.5367e-007 2.6074e-007 2.1155e-007 1.8791e-007 1.8082e-007 1.8523e-007 1.9618e-007 2.1154e-007 2.2825e-007 2.4334e-007 2.5407e-007 2.5472e-007
          12 1.3236e-010 2.1279e-009 1.4374e-009 5.7919e-011 5.0377e-009 8.6473e-029 7.2489e-027 2.8194e-025 7.3130e-025 7.0215e-024 1.3077e-022 1.8447e-021 2.1345e-020 2.0403e-019 2.7843e-019 1.6741e-018 1.1881e-017 7.4683e-017 4.1708e-016 2.1125e-015 2.4790e-015 9.6778e-015 4.0918e-014 1.5882e-013 5.7507e-013 1.9418e-012 2.8203e-013 6.1482e-012 1.8424e-011 5.2080e-011 1.4041e-010 3.6202e-010 7.4069e-006 8.8665e-010 2.1021e-009 4.7947e-009 1.0546e-008 2.2181e-008 1.0011e-002 4.9289e-008 9.9105e-008 1.9887e-007 3.9320e-007 7.4922e-007 5.0646e-003 2.1658e-006 3.6761e-006 8.0772e-006 2.0968e-005 8.1470e-005 3.3034e-003 9.5460e-001 1.5921e-004 1.8917e-005 5.9946e-007 1.0043e-005 1.9160e-004 9.9600e-003 1.1075e-003 7.4847e-005 6.4072e-006 1.0199e-005 1.7191e-004 1.1595e-003 2.4427e-003 1.5342e-003 9.2766e-004 7.3267e-004 6.9956e-004 7.4567e-004 8.0600e-004 7.8180e-004 6.2976e-004 4.4059e-004 2.9888e-004 2.1248e-004 1.6246e-004 1.3295e-004 1.1424e-004 1.0034e-004 8.7363e-005 7.3479e-005 5.9042e-005 4.5648e-005 3.4462e-005 2.5563e-005 1.8611e-005 1.3359e-005 9.4612e-006 6.5245e-006 4.3507e-006 2.7821e-006 1.6749e-006 9.4214e-007 4.8602e-007 2.2552e-007 9.1767e-008 3.1659e-008
          13 7.4060e-010 6.9848e-011 1.3841e-010 2.2571e-009 1.0398e-009 1.1813e-025 8.6076e-024 2.9133e-022 7.3295e-022 6.3202e-021 1.0242e-019 1.2579e-018 1.2675e-017 1.0551e-016 1.4200e-016 7.5447e-016 4.6669e-015 2.5587e-014 1.2468e-013 5.5135e-013 6.3116e-013 2.2065e-012 8.1548e-012 2.7688e-011 8.7742e-011 2.5948e-010 3.7285e-010 7.1999e-010 1.8918e-009 4.6912e-009 1.1097e-008 2.5060e-008 3.3652e-007 5.4084e-008 1.1251e-007 2.2527e-007 4.3549e-007 8.1962e-007 4.1569e-003 1.4829e-006 2.6326e-006 4.5640e-006 7.7233e-006 1.2675e-005 6.3904e-003 2.3259e-005 3.5214e-005 5.5987e-005 8.8447e-005 1.3588e-004 9.8597e-005 1.1736e-002 5.1427e-004 8.5198e-004 1.6889e-003 4.3475e-003 2.3910e-002 8.3320e-001 8.0408e-002 4.6866e-003 8.1481e-004 3.3064e-005 3.6150e-004 3.4021e-003 6.4769e-003 3.0458e-003 1.0552e-003 3.1430e-004 3.0439e-005 4.5992e-005 3.8886e-004 9.7093e-004 1.4172e-003 1.4953e-003 1.3456e-003 1.1442e-003 9.5984e-004 8.0326e-004 6.6830e-004 5.4664e-004 4.3323e-004 3.2958e-004 2.4215e-004 1.7601e-004 1.3040e-004 1.0034e-004 8.0748e-005 6.8364e-005 6.0785e-005 5.5732e-005 5.1985e-005 4.8766e-005 4.5135e-005 4.1023e-005 3.6285e-005 3.1040e-005 2.5570e-005 2.0009e-005
          14 4.5337e-010 1.4586e-009 3.3972e-010 4.8191e-010 2.5731e-009 3.0632e-022 1.8581e-020 5.2418e-019 1.2671e-018 9.4899e-018 1.2814e-016 1.3121e-015 1.1026e-014 7.6570e-014 1.0122e-013 4.5713e-013 2.3619e-012 1.0830e-011 4.4177e-011 1.6379e-010 1.8572e-010 5.5036e-010 1.7107e-009 4.8957e-009 1.3104e-008 3.2819e-008 3.8971e-008 7.7315e-008 1.7300e-007 3.6654e-007 7.4319e-007 1.4440e-006 2.8687e-006 2.6908e-006 4.8514e-006 8.4513e-006 1.4263e-005 2.3469e-005 5.3543e-004 3.7618e-005 5.8802e-005 9.0180e-005 1.3556e-004 2.0032e-004 5.3864e-003 2.8249e-004 4.1052e-004 5.7781e-004 8.0113e-004 1.0923e-003 1.3089e-003 2.6072e-003 2.1272e-003 2.8019e-003 3.7032e-003 4.7756e-003 5.1578e-003 6.8717e-003 1.8156e-002 1.9406e-002 2.8902e-002 5.0576e-002 1.1022e-001 2.7834e-001 3.0555e-001 9.3531e-002 2.2423e-002 5.0226e-003 4.5303e-004 2.6438e-004 2.1047e-003 4.0715e-003 4.3029e-003 2.9994e-003 1.5277e-003 5.4095e-004 7.5665e-005 1.9587e-005 2.5898e-004 6.7810e-004 1.1352e-003 1.4767e-003 1.6063e-003 1.5364e-003 1.3462e-003 1.1061e-003 8.6162e-004 6.4538e-004 4.6939e-004 3.3010e-004 2.2521e-004 1.4980e-004 9.7150e-005 6.2567e-005 4.0756e-005 2.7608e-005 2.0003e-005 1.5594e-005
          15 3.6674e-011 1.1535e-009 5.2493e-010 5.4288e-010 1.4822e-010 1.0369e-018 5.0351e-017 1.1382e-015 2.6207e-015 1.6527e-014 1.7855e-013 1.4634e-012 9.8420e-012 5.4700e-011 7.0738e-011 2.6163e-010 1.0837e-009 3.9908e-009 1.3096e-008 3.9161e-008 4.3897e-008 1.0646e-007 2.6871e-007 6.2729e-007 1.3762e-006 2.8421e-006 3.3288e-006 5.5555e-006 1.0388e-005 1.8529e-005 3.1876e-005 5.2980e-005 6.4347e-005 8.5119e-005 1.3335e-004 2.0338e-004 3.0251e-004 4.4142e-004 1.6918e-005 6.3029e-004 8.8170e-004 1.2135e-003 1.6396e-003 2.1737e-003 1.4158e-003 2.8532e-003 3.6606e-003 4.6287e-003 5.7734e-003 7.1342e-003 9.2945e-003 5.2027e-003 9.8746e-003 1.1747e-002 1.3664e-002 1.5599e-002 1.7208e-002 6.9676e-004 1.7548e-002 2.0951e-002 2.1814e-002 2.0466e-002 1.3399e-002 8.6667e-005 3.2802e-002 7.0257e-002 8.0017e-002 8.8616e-002 9.9651e-002 1.1014e-001 1.1061e-001 8.9427e-002 5.2763e-002 2.2433e-002 6.7565e-003 1.0418e-003 9.3696e-006 7.5577e-004 1.8777e-003 2.6697e-003 2.8059e-003 2.3017e-003 1.4697e-003 6.9324e-004 1.9272e-004 4.4775e-006 6.9170e-005 2.9220e-004 5.8699e-004 8.8081e-004 1.1196e-003 1.2735e-003 1.3203e-003 1.2711e-003 1.1440e-003 9.6711e-004 7.7065e-004 5.7489e-004
          16 4.9065e-011 1.8413e-010 8.5153e-011 1.6904e-009 4.6508e-010 1.5000e-014 4.9943e-013 7.7501e-012 1.6428e-011 7.7363e-011 5.7242e-010 3.2186e-009 1.4877e-008 5.7002e-008 7.1072e-008 1.8907e-007 5.4687e-007 1.4210e-006 3.3298e-006 7.2206e-006 7.9580e-006 1.4484e-005 2.7506e-005 4.9353e-005 8.5026e-005 1.4095e-004 1.6167e-004 2.2570e-004 3.5224e-004 5.3305e-004 7.8844e-004 1.1390e-003 1.4433e-003 1.6034e-003 2.2136e-003 2.9866e-003 3.9390e-003 5.1027e-003 1.4317e-004 6.4712e-003 8.0386e-003 9.8195e-003 1.1767e-002 1.3826e-002 1.7511e-004 1.5966e-002 1.8136e-002 2.0190e-002 2.2073e-002 2.3692e-002 2.4245e-002 2.7138e-003 2.6199e-002 2.6509e-002 2.6405e-002 2.5846e-002 2.5326e-002 6.3129e-003 1.4530e-002 1.6723e-002 1.3719e-002 9.3658e-003 3.7843e-003 1.1635e-004 8.8991e-003 9.2052e-003 3.6184e-003 2.4237e-004 1.6136e-003 1.2343e-002 3.7598e-002 7.1838e-002 9.3383e-002 9.1765e-002 7.7534e-002 6.1159e-002 4.6300e-002 3.3467e-002 2.2533e-002 1.3521e-002 6.7202e-003 2.4142e-003 4.2031e-004 3.6179e-006 3.1383e-004 7.6364e-004 1.0607e-003 1.1289e-003 1.0077e-003 7.6369e-004 4.8107e-004 2.3180e-004 6.3832e-005 6.0963e-007 3.5767e-005 1.4177e-004 2.7940e-004 4.0294e-004
          17 1.7789e-010 2.5938e-011 3.4454e-011 1.0197e-009 9.2986e-010 1.3767e-010 2.8851e-009 2.8159e-008 5.3895e-008 1.7697e-007 8.2142e-007 2.9144e-006 8.5812e-006 2.1267e-005 2.5427e-005 4.6706e-005 9.2055e-005 1.6888e-004 2.9012e-004 4.7909e-004 5.2084e-004 7.5735e-004 1.1659e-003 1.7325e-003 2.5069e-003 3.5217e-003 3.9734e-003 4.8000e-003 6.3918e-003 8.2633e-003 1.0448e-002 1.2915e-002 1.5662e-002 1.5566e-002 1.8410e-002 2.1286e-002 2.4047e-002 2.6653e-002 1.7313e-003 2.8870e-002 3.0546e-002 3.1667e-002 3.2061e-002 3.1636e-002 4.4059e-006 3.0482e-002 2.8595e-002 2.5998e-002 2.2878e-002 1.9424e-002 1.5983e-002 3.3905e-004 1.1893e-002 8.4542e-003 5.3549e-003 2.7396e-003 6.2882e-004 5.7927e-003 1.8422e-003 3.2132e-005 3.0004e-004 1.4792e-003 3.3484e-003 4.0061e-003 2.6979e-004 1.8450e-003 5.2931e-003 7.6547e-003 8.3915e-003 6.6543e-003 2.5520e-003 1.2481e-005 4.5760e-003 1.5256e-002 2.7147e-002 3.7741e-002 4.6443e-002 5.2856e-002 5.6226e-002 5.5512e-002 4.9994e-002 4.0335e-002 2.8913e-002 1.8486e-002 1.0561e-002 5.2603e-003 2.1312e-003 5.8591e-004 4.2018e-005 5.4008e-005 3.0575e-004 5.8796e-004 7.7570e-004 8.2483e-004 7.4472e-004 5.7954e-004 3.8590e-004 2.1143e-004
          18 1.8694e-010 2.0599e-010 1.8310e-010 2.2187e-010 5.8596e-010 5.5936e-006 3.3579e-005 1.0318e-004 1.5588e-004 2.3633e-004 4.7187e-004 8.5691e-004 1.4829e-003 2.3879e-003 2.7477e-003 3.6668e-003 5.3285e-003 7.4931e-003 1.0106e-002 1.3270e-002 1.4251e-002 1.6762e-002 2.0658e-002 2.4621e-002 2.8635e-002 3.2420e-002 3.5794e-002 3.5665e-002 3.8351e-002 3.9991e-002 4.0661e-002 4.0233e-002 4.6249e-002 3.8549e-002 3.5901e-002 3.2281e-002 2.7887e-002 2.3116e-002 8.6339e-004 1.8173e-002 1.3376e-002 9.0638e-003 5.4380e-003 2.6740e-003 9.0669e-006 8.8196e-004 6.6058e-005 1.5667e-004 1.0102e-003 2.4329e-003 4.2691e-003 1.7688e-004 5.9386e-003 7.6299e-003 8.9535e-003 9.6923e-003 9.2769e-003 1.0927e-004 1.1072e-002 9.7956e-003 8.1582e-003 6.0387e-003 3.2814e-003 2.6342e-004 1.4907e-003 2.4912e-003 1.1249e-003 1.2248e-004 2.0787e-004 1.7021e-003 4.1307e-003 5.3872e-003 3.7772e-003 1.1075e-003 2.1903e-006 1.4049e-003 5.3542e-003 1.1653e-002 1.9801e-002 2.8640e-002 3.6154e-002 4.0092e-002 3.9433e-002 3.5137e-002 2.9064e-002 2.2584e-002 1.6501e-002 1.1373e-002 7.3550e-003 4.3432e-003 2.2594e-003 9.6069e-004 2.7197e-004 1.9302e-005 2.6826e-005 1.4797e-004 2.7770e-004 3.5308e-004
          19 1.0634e-010 2.0121e-010 1.6889e-010 1.1848e-011 2.1428e-010 1.1304e-002 1.1605e-002 2.0129e-002 2.6280e-002 2.4759e-002 3.3196e-002 3.8792e-002 4.5699e-002 5.0339e-002 5.5850e-002 5.4241e-002 5.6194e-002 5.6450e-002 5.4603e-002 5.1391e-002 5.4198e-002 4.6236e-002 4.0253e-002 3.3380e-002 2.6298e-002 1.9448e-002 2.0514e-002 1.3228e-002 8.0505e-003 4.0688e-003 1.4561e-003 1.7994e-004 6.9228e-005 9.9665e-005 9.9302e-004 2.5638e-003 4.4777e-003 6.4359e-003 3.0591e-004 8.1457e-003 9.3824e-003 1.0036e-002 1.0034e-002 9.4051e-003 1.0363e-005 8.2880e-003 6.8207e-003 5.1733e-003 3.5470e-003 2.1122e-003 9.7016e-004 9.8810e-005 2.9328e-004 6.3672e-006 1.3248e-004 6.0495e-004 1.2937e-003 5.1628e-005 2.0675e-003 3.1448e-003 3.9766e-003 4.5764e-003 4.6336e-003 2.7306e-003 1.0048e-009 1.5797e-003 2.2330e-003 1.7653e-003 8.6541e-004 9.9374e-005 2.2934e-004 1.5917e-003 2.9776e-003 3.0259e-003 1.9923e-003 7.6930e-004 4.3148e-005 3.1811e-004 1.9872e-003 5.2040e-003 9.5906e-003 1.4096e-002 1.7460e-002 1.9043e-002 1.8996e-002 1.7715e-002 1.5580e-002 1.3064e-002 1.0508e-002 8.0249e-003 5.7795e-003 3.8839e-003 2.3726e-003 1.2843e-003 5.7963e-004 1.9072e-004 2.8171e-005 1.5186e-006
